	Pixel	Max Current (A)	Max Luminance (cd/m2)	Status	Turnon Voltage (V)	EQE(%)_max	EQE(%)_avg	CE(cd/A)_max	CE(cd/A)_avg	PE(lm/W)_max	PE(lm/W)_avg	V (V) @ 100 cd/m2	EQE(%) @ 100 cd/m2	CE(cd/A) @ 100 cd/m2	PE(lm/W) @ 100 cd/m2	λmax (nm) @ 100 cd/m2	FWHM (nm) @ 100 cd/m2	CIE-x @ 100 cd/m2	CIE-y @ 100 cd/m2	Hex Color @ 100 cd/m2	V (V) @ 250 cd/m2	EQE(%) @ 250 cd/m2	CE(cd/A) @ 250 cd/m2	PE(lm/W) @ 250 cd/m2	λmax (nm) @ 250 cd/m2	FWHM (nm) @ 250 cd/m2	CIE-x @ 250 cd/m2	CIE-y @ 250 cd/m2	Hex Color @ 250 cd/m2
0	A1-1	0.0200006	1714.75	Working	3.0	0.606711	0.5001735714285716	1.6918046122805048	1.496635133277724	1.15541	0.8030232571428572	4.59973	0.543117	1.5432176049756492	1.05401	583.5	32.0	0.5361310751566309	0.45295655841608223	#ffd500	5.60005	0.601627	1.6691541380820318	0.936386	583.5	32.0	0.5294795203441317	0.45694975356925027	#ffe000
1	A2-1	0.0200007	1916.76	Working	3.0	0.934326	0.7519846250000001	2.4085841202600533	1.992629592885804	1.91086	1.055588375	4.5998	0.907032	2.394887181845928	1.63567	583.0	32.0	0.5311804657624987	0.45515861612342035	#ffdc00	5.80015	0.817885	2.252042108184041	1.2198	583.0	33.0	0.5251995145238184	0.4604699049665291	#ffe800
2	A3-1	0.0196248	1878.02	Working	3.0	0.834485	0.6545826388888889	2.0977984362050948	1.8138744248015715	1.74326	0.9922896388888888	4.39978	0.69903	2.015840320287795	1.43938	583.0	31.5	0.529499864253308	0.453652233187186	#ffdc00	5.40005	0.671284	1.9131619819106493	1.11302	583.0	32.5	0.5250631832058658	0.46152783456476	#ffea00
3	A4-1	0.0200006	2030.99	Working	3.0	1.11109	0.7731662857142858	2.761698872518043	2.1657057621723426	2.25488	1.1461088809523812	4.59978	0.936536	2.642980140052807	1.80512	583.0	32.0	0.5293402133356102	0.46178989433227136	#ffe700	5.60002	0.858638	2.439725485275239	1.36869	583.0	32.5	0.5218049247428963	0.4648968177174095	#fff200
4	A5-1	0.0197592	-0.03	Short Circuit	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
5	B1-1	0.0200009	1767.73	Working	3.0	0.836238	0.6238450285714285	2.274160482056842	1.7538111052611356	1.90948	0.9686601142857143	4.59995	0.777258	2.1464550779552605	1.46595	583.0	32.0	0.5364301366861696	0.45046105192031566	#ffd200	5.60025	0.728699	1.9866938638241252	1.11448	583.0	32.0	0.5306578858832381	0.4547409445049913	#ffdc00
6	B2-1	0.0199396	1786.49	Working	3.0	0.720415	0.5835207058823528	2.014658313232551	1.7233827009378915	1.56594	0.9690829411764703	4.59982	0.695789	1.992421258591993	1.36079	583.5	31.5	0.5367711031065149	0.4558179797309548	#ffd900	5.6002	0.674283	1.8665304778480376	1.04708	583.5	32.0	0.5301828394594298	0.4574814678384273	#ffe000
7	B3-1	0.0200007	1918.4	Working	3.0	0.916959	0.7143102777777777	2.4671375690335435	2.029691698856846	2.1463	1.1422803888888888	4.59985	0.870343	2.415699915654623	1.64986	583.5	31.5	0.5350170996946194	0.45576711930752634	#ffda00	5.60009	0.806714	2.2601649109029998	1.26793	583.0	32.0	0.5268813814903636	0.45883486044566124	#ffe500
8	B4-1	0.0200005	1911.96	Working	3.0	0.689333	0.5934345833333334	1.9081143985008517	1.7114436074173631	1.52959	0.9242308055555556	4.59974	0.670631	1.8763424961573332	1.28153	583.0	31.5	0.5331327576204823	0.4561117349210322	#ffdc00	5.60007	0.647998	1.8372099487828102	1.03066	583.5	33.0	0.527727924599455	0.46039963315406435	#ffe600
9	B5-1	0.0200009	0.2	Short Circuit	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
