	Material	FD_ct	FD_%
0	HATCN	-0.0025805343614816686	-0.7133893854319494
1	TAPC	0.04037799611889219	0.6756384958577362
2	CBP	0.09709160564635633	0.48682489503753534
3	TxOPhCz	-0.03393217376535803	-0.6861832713604236
4	OcO-BsubPc	-0.0842561943989155	0.5752393140877498
5	B3PYMPM	0.08129640901910805	0.5608639707203198
6	LiQ	0.044148011278850936	-0.6825840977694838
7	Al	0.05634243334729504	-0.6592651774538508
