	Material	FD_ct	FD_%
0	HATCN	0.8210930918251156	-0.8995490088985866
1	TAPC	-0.7228138055093932	0.7910179512461981
2	CBP	-0.43249668144155534	0.47159072178269645
3	TxOPhCz	0.7436715050378887	-0.8140167360992031
4	EtO-BsubPc	-0.8237883720144604	0.9045398393705352
5	B3PYMPM	-0.5385466416290262	0.5881725447760408
6	LiQ	0.8674012788257873	-0.9513532530492813
7	Al	0.8642726772051628	-0.9482131722388691
