	Material	FD_ct	FD_%
0	HATCN	0.7434912568701978	-0.8573914339386374
1	TAPC	-0.6092336603797743	0.7455120151610537
2	CBP	-0.26884231295283545	0.4179539302684708
3	tri-PXZ-trz	0.7218164842731416	-0.8408073462297467
4	BuO-BsubPc	-0.8155335819169541	0.8427263177741271
5	B3PYMPM	-0.3861963959933779	0.5351009311404854
6	LiQ	0.8280256746174537	-0.9020999330617272
7	Al	0.8340231141146286	-0.8953060743011081
