	Material	Max Luminance (cd/m2)	EQE(%)_max	EQE(%)_avg	PE(lm/W)_max	PE(lm/W)_avg	CE(cd/A)_max	CE(cd/A)_avg
0	HATCN	0.7040642016502039	0.01218488087564189	0.6117451166828072	0.5509747043869628	0.699366361706801	0.5125898644343286	0.64324263310325
1	TAPC	-0.5752650480741094	0.05143079243615129	-0.48821302100432873	-0.4128466473004632	-0.5741082825479933	-0.3758574966751403	-0.509032560565316
2	CBP	-0.28283588484883215	0.1556774512578021	-0.2153505998677965	-0.12367880930906021	-0.2879632588778104	-0.0935418575808367	-0.21514488704329793
3	tri-PXZ-trz	0.6813119080201537	-0.00037959373264038847	0.5896720600670642	0.5257675196662136	0.6772975580384675	0.4875076210246607	0.6191770659220435
4	BuO-BsubPc	-0.8652527649009928	-0.17858741771842337	-0.7827727316032724	-0.7766223127039033	-0.8523319883214471	-0.7444453586550094	-0.8345836480384673
5	B3PYMPM	-0.3841547571480829	0.12398219499482857	-0.3090526947913416	-0.22117745070709555	-0.387298081695972	-0.1882609732640395	-0.3157774351452832
6	LiQ	0.8208247037789048	0.09573222088537585	0.7286299394324702	0.6919306657202476	0.8117863025982002	0.6546523761689745	0.7718797037153295
7	Al	0.8420779944427262	0.11954794605849514	0.7515355036413578	0.7228234365153976	0.8318734624213784	0.6865355252651533	0.7976138115416838
