	Timestamp	Filtered Rate: HATCN	Source Power: HATCN	Thickness: HATCN	State: HATCN	Fundamental  Frequency: HATCN	Current Z-Ratio: HATCN
0	15:14:33	-0.002	0.000	-0.000	Ready	5924978.958	1.756
1	15:14:34	-0.002	0.055	-0.000	PreCon Rise	5924978.976	1.756
2	15:14:35	-0.002	0.147	-0.000	PreCon Rise	5924978.986	1.756
3	15:14:36	-0.002	0.238	-0.000	PreCon Rise	5924978.997	1.756
4	15:14:37	-0.002	0.330	-0.000	PreCon Rise	5924979.011	1.756
5	15:14:38	-0.001	0.422	-0.000	PreCon Rise	5924979.018	1.756
6	15:14:39	-0.002	0.513	-0.000	PreCon Rise	5924979.032	1.756
7	15:14:40	-0.002	0.605	-0.000	PreCon Rise	5924979.053	1.756
8	15:14:41	-0.002	0.697	-0.000	PreCon Rise	5924979.063	1.756
9	15:14:42	-0.002	0.788	-0.000	PreCon Rise	5924979.073	1.756
10	15:14:43	-0.002	0.880	-0.000	PreCon Rise	5924979.087	1.756
11	15:14:44	-0.002	0.972	-0.000	PreCon Rise	5924979.098	1.756
12	15:14:45	-0.002	1.063	-0.000	PreCon Rise	5924979.112	1.756
13	15:14:46	-0.002	1.155	-0.000	PreCon Rise	5924979.126	1.756
14	15:14:47	-0.002	1.247	-0.000	PreCon Rise	5924979.140	1.756
15	15:14:48	-0.002	1.338	-0.000	PreCon Rise	5924979.150	1.756
16	15:14:49	-0.002	1.430	-0.000	PreCon Rise	5924979.157	1.756
17	15:14:50	-0.002	1.522	-0.000	PreCon Rise	5924979.175	1.756
18	15:14:51	-0.002	1.613	-0.000	PreCon Rise	5924979.185	1.756
19	15:14:52	-0.002	1.705	-0.000	PreCon Rise	5924979.203	1.756
20	15:14:53	-0.002	1.797	-0.000	PreCon Rise	5924979.217	1.756
21	15:14:54	-0.002	1.888	-0.000	PreCon Rise	5924979.227	1.756
22	15:14:55	-0.002	1.980	-0.000	PreCon Rise	5924979.234	1.756
23	15:14:56	-0.001	2.072	-0.000	PreCon Rise	5924979.241	1.756
