0.000E+0	0.000E+0	-1.052E+2	4.671E+1	1.480E+2	1.257E+1	6.442E+0	-2.950E+2	-1.780E+2	-3.568E+1	-2.290E+2	-1.125E+2	-2.814E+2	-4.129E+2	-3.841E+2	-1.354E+2	-2.925E+2	7.870E+1	5.069E+1	-5.235E+1	-2.168E+2	2.016E+2	1.535E+2	-8.110E+1	-8.325E+1	-2.044E+2
0.000E+0	0.000E+0	6.198E+1	1.173E+2	1.559E+2	1.646E+2	9.577E+1	3.704E+2	1.253E+2	3.601E+1	2.341E+1	2.073E+2	1.218E+2	4.821E+2	3.267E+2	3.875E+2	1.987E+2	9.987E+1	1.176E+2	2.460E+2	1.518E+2	2.846E+2	6.971E+1	2.246E+2	1.048E+2	1.679E+2
0.000E+0	0.000E+0	-1.622E+2	-7.496E+1	-3.373E+2	-1.318E+2	-4.412E+2	-4.390E+1	-3.290E+1	-3.024E+1	1.692E+2	-5.003E+2	-2.356E+2	-1.561E+2	-1.068E+2	-9.962E+1	1.726E+1	-2.520E+2	-2.003E+2	-2.168E+2	-2.238E+2	-1.829E+2	-2.945E+2	-1.518E+2	-7.037E+1	-2.519E+2
0.000E+0	0.000E+0	-1.932E+2	-1.366E+2	-2.764E+2	-6.524E+1	-9.759E+0	-9.986E+1	-5.655E+1	-1.348E+2	-2.865E+2	-1.027E+1	-3.250E+2	1.279E+2	-2.153E+2	-2.067E+2	-1.885E+2	-3.091E+2	-5.307E+1	-4.650E+1	-6.425E+1	1.601E+2	1.329E+2	-1.638E+2	-3.753E+2	-7.422E+1
0.000E+0	0.000E+0	1.970E+1	2.225E+2	5.158E+1	-1.934E+2	-2.173E+2	1.218E+2	-8.630E+1	-2.897E+2	-7.407E+1	6.353E+1	-2.173E+2	-3.548E+2	4.295E+2	-1.078E+2	1.054E+2	-4.129E+1	3.001E+2	1.548E+2	-1.995E+2	-1.921E+2	-3.838E+2	-6.686E+1	1.011E+2	2.635E+2
0.000E+0	0.000E+0	4.270E+0	5.206E+1	-1.304E+2	-2.387E+2	-7.217E+1	-9.339E+1	8.758E+1	2.321E+2	9.021E+1	-3.260E+2	-1.026E+2	-3.048E+2	1.913E+2	-1.204E+2	-1.330E+2	2.560E+2	4.218E-1	-2.320E+2	-1.469E+2	-2.683E+2	-9.735E+1	-9.952E+1	-1.370E+2	-1.634E+2
0.000E+0	0.000E+0	1.138E+2	6.926E+1	3.021E+1	1.477E+2	8.421E+0	8.493E+1	1.388E+2	2.206E+2	2.039E+2	1.087E+2	1.848E+2	4.107E+0	-6.492E+1	3.358E+0	7.036E+1	4.002E+2	-2.086E+2	1.189E+2	2.987E+2	-1.421E+1	1.446E+2	5.205E+1	-8.301E+1	-1.077E+1
0.000E+0	0.000E+0	6.078E+1	-2.916E+2	-2.125E+2	-4.073E+0	-1.442E+1	1.058E+2	1.305E+1	-1.548E+2	-1.118E+2	-7.218E+1	7.552E+1	-5.739E+1	4.299E+1	1.057E+2	-1.198E+2	6.273E+0	-3.194E+1	-1.927E+2	1.194E+2	-1.829E+1	6.341E+1	-2.303E+2	-1.151E+2	-1.228E+2
0.000E+0	0.000E+0	1.239E+2	2.074E+2	3.207E+2	8.368E+1	2.164E+2	1.981E+2	2.106E+2	-1.730E+1	-1.019E+2	4.894E+1	3.262E+2	-1.785E+2	2.200E+2	1.294E+2	2.978E+2	3.573E+2	2.189E+2	-2.948E+1	2.008E+2	2.027E+2	1.300E+2	2.679E+2	1.959E+2	-1.636E+2
0.000E+0	0.000E+0	-7.800E+1	-6.049E+0	2.204E+2	3.327E+2	-6.665E+1	2.740E+2	2.193E+1	2.339E+2	7.610E+1	1.395E+2	3.158E+2	1.319E+2	-2.555E+1	-6.665E+1	-9.208E+1	1.770E+2	7.943E+1	8.350E+0	1.156E+1	-7.424E+1	-1.160E+2	4.812E+1	1.151E+2	3.724E+2
0.000E+0	0.000E+0	-7.881E+1	3.563E+2	-9.257E+1	-3.417E+2	2.571E+1	-3.062E+1	1.058E+2	-1.375E+2	-3.486E+2	3.276E+0	-1.036E+2	2.149E+2	5.081E+1	2.487E+2	1.622E+2	3.629E+2	1.983E+2	5.368E+1	-9.210E+1	1.493E+2	-3.799E+1	1.620E+1	-5.295E+1	2.647E+2
0.000E+0	0.000E+0	2.259E+2	5.113E+2	2.123E+2	8.976E+1	6.702E+1	9.658E+1	6.374E+1	3.630E+1	1.369E+2	4.885E+2	1.222E+2	1.084E+2	1.213E+1	6.276E+1	9.667E+1	1.971E+2	4.320E+1	-6.860E+1	7.746E+1	-4.267E+1	-9.419E+1	4.573E+2	-3.532E+1	-2.930E+2
0.000E+0	0.000E+0	1.639E+1	6.033E+0	-2.113E+2	-8.489E+1	-1.326E+2	-1.823E+2	-3.905E+2	-5.108E+1	-1.456E+2	1.153E+2	-3.810E+2	-7.451E+1	9.721E+1	-6.946E+1	1.093E+2	-2.782E+2	-2.554E+0	-1.532E+1	1.961E+2	-4.911E+1	9.929E+1	2.003E+2	-1.453E+2	-4.698E+1
0.000E+0	0.000E+0	1.394E+2	-1.332E+2	-1.299E+2	8.705E+1	-4.179E+1	-5.050E+1	-8.812E+1	-1.695E+1	1.536E+2	-2.236E+1	-1.585E+1	-1.772E+2	2.514E+2	-2.538E+1	-1.292E+2	1.588E+2	6.539E+1	2.922E+2	-6.013E+1	-2.063E+2	-5.432E+1	-5.842E+1	-9.806E+1	-1.194E+2
