Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)
-9.99965E-1	-2.77683E-3	-1.73552E+1	-2.70301E-3	4.40479E-3	-1.49318E-1
-7.99990E-1	-2.25392E-3	-1.40870E+1	-6.95624E-3	8.62390E-3	-2.49533E-1
-5.99967E-1	-1.57534E-3	-9.84587E+0	-2.52198E-2	6.41246E-3	-4.74213E-1
-3.99957E-1	-9.55619E-4	-5.97262E+0	4.71691E-2	9.51387E-3	3.58663E-1
-2.00006E-1	-4.64554E-4	-2.90346E+0	-3.16202E-1	2.03228E-2	-5.84485E-1
4.29869E-5	8.78842E-9	5.49276E-5	-8.10965E+7	1.76649E+3	-6.09508E-1
2.00031E-1	3.13048E-4	1.95655E+0	2.52063E-1	-2.86666E-2	3.14013E-1
3.99980E-1	5.74210E-4	3.58881E+0	1.70838E-2	1.82585E-2	7.80591E-2
5.99969E-1	8.07206E-4	5.04504E+0	-2.53285E-2	6.99784E-3	-2.44035E-1
7.99973E-1	1.10426E-3	6.90163E+0	-1.50642E-2	6.76730E-3	-2.64743E-1
9.99979E-1	1.45929E-3	9.12056E+0	5.45385E-4	8.95835E-3	1.58331E-2
1.19999E+0	1.86110E-3	1.16319E+1	-2.14899E-3	4.86537E-3	-9.54800E-2
1.39999E+0	2.30462E-3	1.44039E+1	-1.13078E-3	9.31579E-3	-7.25827E-2
1.59999E+0	2.81020E-3	1.75637E+1	1.57510E-4	-2.17826E-3	1.40895E-2
1.79997E+0	3.34686E-3	2.09179E+1	-3.53984E-3	3.50855E-3	-4.24245E-1
1.99996E+0	3.94014E-3	2.46259E+1	1.00116E-4	-2.01702E-3	1.56952E-2
2.19992E+0	4.54749E-3	2.84218E+1	-3.54258E-3	-1.68743E-3	-7.05064E-1
2.39992E+0	5.20135E-3	3.25084E+1	-1.08996E-3	2.05571E-3	-2.70677E-1
2.59990E+0	5.83149E-3	3.64468E+1	-1.21139E-3	5.30574E-4	-3.65386E-1
2.79984E+0	6.46636E-3	4.04147E+1	1.19221E-3	4.98187E-3	4.29413E-1
2.99973E+0	7.16976E-3	4.48110E+1	-7.62081E-4	3.83990E-3	-3.26075E-1
3.19983E+0	7.83793E-3	4.89871E+1	6.92870E-4	1.43300E-3	3.45709E-1
3.39973E+0	8.61757E-3	5.38598E+1	-1.11826E-4	4.14248E-3	-6.51781E-2
3.59972E+0	9.40062E-3	5.87539E+1	-7.03835E-4	1.43078E-3	-4.73834E-1
3.79974E+0	1.02098E-2	6.38112E+1	1.27186E-4	7.61980E-4	9.81615E-2
3.99973E+0	1.10433E-2	6.90206E+1	-3.23544E-4	3.74056E-4	-2.84311E-1
4.19972E+0	1.26090E-2	7.88063E+1	-3.25261E-4	-6.25571E-4	-3.42660E-1
4.39966E+0	1.36382E-2	8.52387E+1	-2.54654E-4	7.81264E-4	-3.03988E-1
4.59964E+0	1.46064E-2	9.12900E+1	2.79320E-4	3.74757E-4	3.73336E-1
4.80000E+0	1.56903E-2	9.80644E+1	-1.71809E-5	1.48936E-3	-2.57424E-2
4.99998E+0	1.75639E-2	1.09774E+2	-2.59453E-4	4.11278E-4	-4.53292E-1
5.20001E+0	1.86124E-2	1.16328E+2	-1.02082E-4	-8.19276E-4	-1.96556E-1
5.40003E+0	1.97428E-2	1.23393E+2	5.30491E-5	-8.86459E-4	1.12516E-1
