Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)
-9.99974E-1	-2.39472E-6	-1.49670E-2	1.98097E+0	1.52194E+1	9.43739E-2
-7.99989E-1	-1.76631E-6	-1.10394E-2	7.80349E+0	9.31086E+0	2.19366E-1
-5.99968E-1	-1.17525E-6	-7.34531E-3	-2.13260E+1	1.45404E+1	-2.99155E-1
-3.99955E-1	-6.61996E-7	-4.13747E-3	3.80374E+1	8.85321E+0	2.00358E-1
-2.00009E-1	-2.94070E-7	-1.83794E-3	-6.84078E+1	1.20218E+1	-8.00453E-2
3.84808E-5	3.33798E-10	2.08624E-6	-2.43051E+9	1.89449E+4	-6.21091E-1
2.00027E-1	2.72688E-7	1.70430E-3	-3.34318E+2	1.46932E+1	-3.62781E-1
3.99965E-1	6.15771E-7	3.84857E-3	-1.33754E+2	-1.04296E+1	-6.55355E-1
5.99962E-1	1.01587E-6	6.34919E-3	-2.88167E+1	7.46777E+0	-3.49411E-1
7.99978E-1	1.54503E-6	9.65644E-3	5.71165E+0	1.00285E+1	1.40445E-1
9.99975E-1	2.13235E-6	1.33272E-2	1.36324E-2	-7.10760E+0	5.78295E-4
1.19998E+0	2.82887E-6	1.76804E-2	-6.39266E+0	9.62487E-1	-4.31717E-1
1.39999E+0	3.64432E-6	2.27770E-2	-7.66317E+0	-3.31526E+0	-7.77822E-1
1.59999E+0	4.53518E-6	2.83449E-2	-2.68583E+0	-7.67206E-1	-3.87722E-1
1.79997E+0	6.10538E-6	3.81586E-2	-5.80708E+0	1.21891E+0	-1.26960E+0
1.99996E+0	7.11898E-6	4.44936E-2	-2.21322E+0	-1.91661E+0	-6.26894E-1
2.19987E+0	8.13693E-6	5.08558E-2	-2.90517E-1	1.54431E+0	-1.03457E-1
2.39987E+0	9.21534E-6	5.75959E-2	-7.20471E-1	7.51914E-1	-3.16990E-1
2.59993E+0	1.09401E-5	6.83756E-2	-6.78053E-1	2.42317E-1	-3.83687E-1
2.79986E+0	1.39320E-5	8.70750E-2	-5.92822E-1	1.05388E+0	-4.60050E-1
2.99981E+0	1.84587E-5	1.15367E-1	-2.65683E-1	3.29524E-1	-2.92677E-1
3.19986E+0	2.50251E-5	1.56407E-1	1.10724E-3	1.88863E-1	1.76392E-3
3.39981E+0	3.39578E-5	2.12236E-1	4.03123E-1	-8.91142E-2	9.25896E-1
3.59982E+0	5.17868E-5	3.23667E-1	2.32998E-1	-2.54251E-1	8.64136E-1
3.79983E+0	7.78248E-5	4.86405E-1	2.74111E-1	2.90972E-1	1.61265E+0
3.99977E+0	1.13376E-4	7.08600E-1	3.13064E-1	1.40014E-1	2.82436E+0
4.19979E+0	1.60926E-4	1.00579E+0	3.44635E-1	1.58355E-1	4.63386E+0
4.39976E+0	1.89015E-4	1.18134E+0	4.11532E-1	1.21313E-1	6.80862E+0
4.59970E+0	2.39973E-4	1.49983E+0	3.99280E-1	1.77781E-1	8.76798E+0
4.80006E+0	2.94650E-4	1.84156E+0	4.40791E-1	2.42871E-1	1.24027E+1
5.00008E+0	3.57776E-4	2.23610E+0	4.23446E-1	2.03566E-1	1.50701E+1
5.20005E+0	4.25185E-4	2.65741E+0	4.56982E-1	3.13185E-1	2.01009E+1
5.40001E+0	4.93932E-4	3.08708E+0	4.84219E-1	2.61661E-1	2.56941E+1
5.59998E+0	5.35710E-4	3.34819E+0	5.25149E-1	3.03587E-1	3.13422E+1
5.80001E+0	6.15910E-4	3.84944E+0	5.42259E-1	3.24573E-1	3.85375E+1
5.99998E+0	6.92353E-4	4.32721E+0	5.71200E-1	3.86581E-1	4.72058E+1
6.19998E+0	7.87465E-4	4.92166E+0	5.76720E-1	3.66827E-1	5.60166E+1
6.39997E+0	8.81608E-4	5.51005E+0	5.34866E-1	3.73862E-1	6.00383E+1
6.59998E+0	9.15234E-4	5.72021E+0	6.04332E-1	4.06160E-1	7.26241E+1
6.79992E+0	1.10917E-3	6.93231E+0	5.83467E-1	3.75907E-1	8.75484E+1
6.99995E+0	1.21664E-3	7.60400E+0	5.87624E-1	4.26987E-1	9.95604E+1
7.19994E+0	1.42901E-3	8.93131E+0	5.89852E-1	4.18196E-1	1.20736E+2
7.39990E+0	1.60730E-3	1.00456E+1	5.67335E-1	4.19346E-1	1.34243E+2
7.59991E+0	1.75077E-3	1.09423E+1	6.13029E-1	4.60369E-1	1.62274E+2
7.79993E+0	1.95429E-3	1.22143E+1	6.22549E-1	4.86581E-1	1.88792E+2
7.99991E+0	2.36946E-3	1.48091E+1	5.75682E-1	4.56842E-1	2.17094E+2
8.19985E+0	2.63088E-3	1.64430E+1	5.53670E-1	4.51129E-1	2.37623E+2
8.39987E+0	2.78081E-3	1.73801E+1	5.74365E-1	4.83421E-1	2.66908E+2
8.59987E+0	3.13556E-3	1.95972E+1	5.48682E-1	4.71023E-1	2.94346E+2
8.79986E+0	3.46719E-3	2.16699E+1	5.72281E-1	5.02663E-1	3.47370E+2
8.99986E+0	3.99835E-3	2.49897E+1	5.40116E-1	4.86369E-1	3.86664E+2
9.19981E+0	4.50498E-3	2.81561E+1	5.37949E-1	4.90710E-1	4.43550E+2
9.39984E+0	4.90945E-3	3.06841E+1	5.19484E-1	4.82318E-1	4.76931E+2
9.60010E+0	5.20875E-3	3.25547E+1	5.30422E-1	5.05485E-1	5.27669E+2
9.80009E+0	5.73823E-3	3.58639E+1	5.30114E-1	5.13480E-1	5.93072E+2
1.00001E+1	6.38264E-3	3.98915E+1	5.11059E-1	5.05370E-1	6.48942E+2
1.02001E+1	6.89456E-3	4.30910E+1	5.03875E-1	5.11078E-1	7.04959E+2
1.04001E+1	7.57295E-3	4.73309E+1	4.97872E-1	5.11967E-1	7.80101E+2
1.06001E+1	8.24465E-3	5.15291E+1	5.04259E-1	5.30539E-1	8.76731E+2
1.08001E+1	9.24856E-3	5.78035E+1	4.81834E-1	5.17205E-1	9.57479E+2
1.10002E+1	9.80791E-3	6.12994E+1	4.76899E-1	5.24338E-1	1.02361E+3
1.12002E+1	1.07328E-2	6.70800E+1	4.72126E-1	5.27056E-1	1.12909E+3
1.14002E+1	1.16645E-2	7.29031E+1	4.72817E-1	5.36763E-1	1.25084E+3
1.16002E+1	1.30339E-2	8.14619E+1	4.56663E-1	5.27857E-1	1.37362E+3
1.18001E+1	1.39371E-2	8.71069E+1	4.51971E-1	5.33349E-1	1.47876E+3
1.20001E+1	1.50448E-2	9.40300E+1	4.46808E-1	5.35728E-1	1.60481E+3
