	Pixel	Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)	CE(cd/A)
0	A1-1	-0.999965	-3.76761e-05	-0.235476	-0.230647	-0.823662	-0.172874	0.07341470043656254
1	A1-1	-0.799986	-2.81349e-05	-0.175843	-0.748138	-0.343425	-0.334996	0.19050857867529558
2	A1-1	-0.599962	-1.77688e-05	-0.111055	-0.171097	-1.5204	-0.0362872	0.032674980865336996
3	A1-1	-0.399952	-9.69705e-06	-0.0606066	-4.94472	-1.71384	-0.381522	0.6295056973992932
4	A1-1	-0.200006	-3.77418e-06	-0.0235886	19.1651	-3.13523	0.28781	-1.2201232798894381
5	A1-1	4.96387e-05	2.97344e-10	1.8584e-06	506627000.0	27905.2	0.148764	8004.950495049505
6	A1-1	0.200041	3.74783e-06	0.0234239	19.1139	-4.83022	0.285087	1.2170774294630697
7	A1-1	0.399983	8.94164e-06	0.0558853	2.30106	-3.20225	0.163726	0.29296791821820767
8	A1-1	0.599967	1.59579e-05	0.0997369	0.0460141	0.232325	0.00876443	0.0087875500441662
9	A1-1	0.79999	2.52045e-05	0.157528	0.515952	-0.7128	0.206967	0.1313842618455132
10	A1-1	0.999993	3.46362e-05	0.216476	0.0833938	-0.378268	0.0574634	0.026544928768085146
11	A1-1	1.2	4.86728e-05	0.304205	-0.242573	-0.467948	-0.281865	-0.09265626797718643
12	A1-1	1.4	6.45296e-05	0.40331	-0.225884	-0.146038	-0.405979	-0.10066177382162604
13	A1-1	1.6	8.48881e-05	0.530551	0.0420378	-0.225023	0.113589	0.02140962885754621
14	A1-1	1.79999	0.000112568	0.70355	0.0118974	-0.170445	0.0479587	0.006816672589012864
15	A1-1	1.99997	0.000146118	0.913238	0.0896556	-0.0793473	0.521236	0.05707559256185135
16	A1-1	2.20005	0.000226717	1.41698	-0.00932031	-0.0600559	-0.0924863	-0.006527001086818444
17	A1-1	2.40024	0.000778846	4.86779	0.00280819	-0.047873	0.104439	0.0021455116182086736
18	A1-1	2.60015	0.000602548	3.76592	0.01244	-0.0413162	0.387741	0.010296049836427752
19	A1-1	2.79984	0.000828711	5.17944	0.0173262	-0.0137928	0.79978	0.015441437684382869
20	A1-1	2.99982	0.000883893	5.52433	0.0124693	0.00461374	0.657758	0.011906566045113162
21	A1-1	3.1998	0.00107774	6.73587	0.0240084	-0.014027	1.64714	0.02445326290442066
22	A1-1	3.39986	0.00155356	9.70975	0.0222417	0.00183896	2.33716	0.02407023867761786
23	A1-1	3.59983	0.00218391	13.6494	0.0255967	0.00563818	4.00341	0.02933030023297727
24	A1-1	3.79982	0.00240066	15.0041	0.0319558	0.011393	5.79927	0.03865123532901007
25	A1-1	3.99975	0.0022691	14.1819	0.0556523	0.0120859	10.0485	0.07085439891692932
26	A1-1	4.19972	0.00237908	14.8693	0.0770096	0.0270876	15.3075	0.10294701162798517
27	A1-1	4.3997	0.00239842	14.9901	0.103226	0.0401021	21.6704	0.14456474606573672
28	A1-1	4.59975	0.00194833	12.1771	0.17654	0.0679305	31.4752	0.2584786197041989
29	A1-1	4.80003	0.00239099	14.9437	0.176174	0.0718804	40.2247	0.2691749700542704
30	A1-1	4.99997	0.00205973	12.8733	0.267921	0.121958	54.8928	0.42640814709515046
31	A1-1	5.20001	0.00248113	15.5071	0.27307	0.137355	70.0902	0.4519877991371694
32	A1-1	5.39999	0.00218428	13.6517	0.398106	0.209758	93.4179	0.6842949962275761
33	A1-1	5.59997	0.00217011	13.5632	0.499471	0.265623	120.756	0.8903208682316857
34	A1-1	5.80005	0.00231679	14.4799	0.55474	0.315861	148.299	1.02417143764805
35	A1-1	6.00003	0.00248179	15.5112	0.619541	0.353191	183.535	1.1832417865800196
36	A1-1	6.20003	0.00259871	16.2419	0.699869	0.416475	224.336	1.3812177146762386
37	A1-1	6.40006	0.00287588	17.9743	0.731582	0.454604	267.885	1.490377928486784
38	A1-1	6.59996	0.00315057	19.6911	0.768616	0.490776	317.958	1.6147294970824386
39	A1-1	6.79999	0.00340494	21.2809	0.817021	0.539294	376.341	1.7684449435879124
40	A1-1	6.99992	0.00374519	23.4074	0.845124	0.576695	440.776	1.8830626212223485
41	A1-1	7.19991	0.00412172	25.7607	0.862836	0.605555	509.406	1.977454028811329
42	A1-1	7.39995	0.00454088	28.3805	0.878213	0.633712	587.082	2.06861048959673
43	A1-1	7.59991	0.00500965	31.3103	0.885013	0.659207	670.341	2.1409600035770975
44	A1-1	7.79991	0.00561801	35.1126	0.874296	0.665003	762.186	2.1706908631089696
45	A1-1	7.99991	0.00612536	38.2835	0.882255	0.69051	860.084	2.2466179946974547
46	A1-1	8.19985	0.00670382	41.8989	0.887863	0.709547	970.967	2.317404514199657
47	A1-1	8.39991	0.00739761	46.2351	0.874323	0.717926	1080.86	2.337747728457384
48	A1-1	8.59985	0.00794476	49.6547	0.892328	0.750251	1212.9	2.442669072615483
49	A1-1	8.79988	0.00888418	55.5261	0.866945	0.746315	1348.39	2.4283895321299354
50	A1-1	8.99988	0.00947099	59.1937	0.887624	0.783428	1505.19	2.542821279967294
51	A1-1	9.19984	0.0103345	64.5906	0.882981	0.796106	1670.13	2.5857168070895766
52	A1-1	9.39986	0.0114281	71.4256	0.851084	0.783566	1818.85	2.546495934230864
53	A1-1	9.60015	0.0123964	77.4775	0.842107	0.793507	1993.75	2.5733277403117034
54	A1-1	9.80014	0.0134022	83.7637	0.835383	0.804187	2182.85	2.605961771029694
55	A1-1	10.0002	0.0144967	90.6044	0.827882	0.813351	2387.68	2.635280405808106
56	A1-1	10.2002	0.0156216	97.635	0.82561	0.82721	2617.22	2.6806165821682795
57	A1-1	10.4002	0.0167407	104.629	0.821888	0.839377	2846.81	2.7208613290770245
58	A1-1	10.6001	0.0179782	112.364	0.821878	0.855897	3115.97	2.7731034851019896
59	A1-1	10.8001	0.0193869	121.168	0.805248	0.853665	3354.25	2.768263898058893
60	A1-1	10.8542	0.0200006	125.004	0.801097	0.855541	3459.84	2.7677834309302103
61	B2-2	-0.999972	-2.45263e-05	-0.153289	-0.119572	-0.977819	-0.0583417	0.03805993906933962
62	B2-2	-0.799995	-1.78027e-05	-0.111267	-2.61108	-0.639999	-0.739815	0.6649006443959126
63	B2-2	-0.599972	-1.18057e-05	-0.0737856	-5.22731	-0.956091	-0.7366	0.9982977708387544
64	B2-2	-0.399961	-7.00606e-06	-0.0437879	-4.97713	-3.67208	-0.27746	0.6336453677842508
65	B2-2	-0.200004	-3.10532e-06	-0.0194082	-21.6304	-7.19138	-0.267264	1.3770674251089745
66	B2-2	4.76837e-05	2.20466e-10	1.37791e-06	-760963000.0	-103668.0	-0.159149	-11550.02866660377
67	B2-2	0.200041	3.11098e-06	0.0194436	-63.2988	-3.35901	-0.783686	-4.030560184328005
68	B2-2	0.399976	6.95144e-06	0.0434465	-2.0919	0.0937755	-0.115712	-0.2663321556396948
69	B2-2	0.599965	1.16522e-05	0.0728262	-5.38539	-2.39693	-0.748999	-1.0284746423677193
70	B2-2	0.79998	1.73031e-05	0.108144	-2.98722	-1.77743	-0.822623	-0.7606737313212013
71	B2-2	0.999981	2.38813e-05	0.149258	-2.10978	-1.54477	-1.00235	-0.6715552935186053
72	B2-2	1.19999	3.12011e-05	0.195007	-1.16021	-0.0793835	-0.864203	-0.4431651171496408
73	B2-2	1.39999	3.99027e-05	0.249392	-0.681041	-0.540004	-0.756886	-0.30349249374478726
74	B2-2	1.59999	5.11535e-05	0.319709	-0.456728	-0.262928	-0.74367	-0.23260840326672066
75	B2-2	1.79998	6.12989e-05	0.383118	-0.216729	-0.413149	-0.475738	-0.12417531935330628
76	B2-2	1.99996	7.3733e-05	0.460831	-0.249371	-0.317661	-0.731575	-0.15875125588339326
77	B2-2	2.19999	0.000129727	0.810794	-0.128208	-0.141796	-0.727943	-0.08978149813639469
78	B2-2	2.39996	0.00015915	0.994687	-0.0533788	-0.0931718	-0.405611	-0.040777752197424924
79	B2-2	2.59995	0.000248695	1.55434	-0.0514864	-0.10175	-0.6623	-0.042609725027986156
80	B2-2	2.79988	0.000563313	3.52071	-0.0175162	-0.0361887	-0.549616	-0.015610942111108273
81	B2-2	2.99991	0.000783628	4.89767	0.00810199	-0.0496106	0.378913	0.007736597198259582
82	B2-2	3.1998	0.000853939	5.33712	0.0227225	-0.0302028	1.2352	0.023143568066672664
83	B2-2	3.39981	0.0006148	3.8425	0.0568373	-0.0240447	2.36348	0.06150891346779441
84	B2-2	3.5999	0.000775107	4.84442	0.0692558	0.0121225	3.84449	0.0793591389681324
85	B2-2	3.79988	0.000893391	5.58369	0.0926472	0.0110386	6.25711	0.11206048330046976
86	B2-2	3.99977	0.000920238	5.75149	0.122585	0.00800742	8.97639	0.15607068776960403
87	B2-2	4.19981	0.00120919	7.55744	0.126127	0.0352355	12.7427	0.16861132870389972
88	B2-2	4.39976	0.00156134	9.75837	0.13114	0.0388235	17.9222	0.18365977104782868
89	B2-2	4.59973	0.00148292	9.26825	0.181726	0.0859463	24.6603	0.26607288323038325
90	B2-2	4.8001	0.0015998	9.99875	0.219391	0.0895847	33.517	0.33521190148768604
91	B2-2	5.00004	0.00143477	8.96731	0.30626	0.12207	43.7095	0.4874315708947276
92	B2-2	5.20007	0.00148524	9.28275	0.373831	0.175727	57.4395	0.6187767633513775
93	B2-2	5.40003	0.00138784	8.674	0.4888	0.237207	72.8781	0.8401902236569058
94	B2-2	5.60003	0.00164055	10.2534	0.508505	0.267332	92.9406	0.9064368892269883
95	B2-2	5.80015	0.00165961	10.3726	0.601465	0.315606	115.182	1.1104448257910264
96	B2-2	6.00009	0.0017835	11.1469	0.671948	0.382594	143.053	1.2833433510662156
97	B2-2	6.20011	0.00201581	12.5988	0.690017	0.394107	171.569	1.361788424294377
98	B2-2	6.40009	0.00213776	13.361	0.771287	0.473762	209.938	1.571274605194222
99	B2-2	6.60006	0.00226569	14.1606	0.841982	0.540461	250.485	1.7688869115715438
100	B2-2	6.80006	0.00248941	15.5588	0.885371	0.571871	298.17	1.9164074350206959
101	B2-2	7.00003	0.00282891	17.6807	0.888115	0.590889	349.879	1.9788752707754782
102	B2-2	7.19993	0.00313814	19.6134	0.918153	0.638166	412.711	2.104229761285652
103	B2-2	7.39995	0.00349046	21.8154	0.926962	0.668112	476.325	2.183434637916334
104	B2-2	7.59997	0.003808	23.8	0.965113	0.707375	555.67	2.3347478991596633
105	B2-2	7.79995	0.00432797	27.0498	0.94691	0.719603	635.938	2.3509896561157566
106	B2-2	7.99991	0.00465179	29.0737	0.99316	0.768952	735.283	2.529031392633205
107	B2-2	8.19981	0.00519016	32.4385	0.980983	0.785276	830.57	2.560445150053178
108	B2-2	8.39985	0.00581696	36.356	0.974684	0.799877	947.462	2.6060677742325886
109	B2-2	8.59985	0.00642163	40.1352	0.970065	0.812176	1065.78	2.6554744962028343
110	B2-2	8.79987	0.00711169	44.4481	0.970276	0.835062	1208.02	2.7178214591849823
111	B2-2	8.99989	0.00790241	49.3901	0.952718	0.833234	1348.0	2.7292919026282596
112	B2-2	9.19982	0.00873681	54.6051	0.950049	0.853113	1519.18	2.7821210839280583
113	B2-2	9.39982	0.00963427	60.2142	0.934055	0.859673	1682.83	2.794739446841443
114	B2-2	9.60014	0.0106455	66.5344	0.928544	0.870057	1887.89	2.8374645296267795
115	B2-2	9.80012	0.0117069	73.1681	0.91971	0.881781	2099.2	2.869009855387799
116	B2-2	10.0001	0.0128997	80.6231	0.900305	0.878747	2310.49	2.865791565940779
117	B2-2	10.2001	0.0141536	88.46	0.897094	0.894682	2576.56	2.9126836988469367
118	B2-2	10.4001	0.0155364	97.1025	0.880014	0.895359	2828.84	2.913251461084936
119	B2-2	10.6001	0.0170354	106.471	0.87374	0.907231	3138.88	2.948107935494172
120	B2-2	10.8	0.0186621	116.638	0.864024	0.913379	3464.5	2.9703012740273325
121	B2-2	10.9234	0.0200003	125.002	0.838232	0.897109	3643.25	2.9145533671461257
122	B3-1	-0.99997	-1.12682e-05	-0.0704263	-3.38328	-0.648504	-0.758419	1.0768974090645114
123	B3-1	-0.799995	-7.97026e-06	-0.0498141	-5.5692	-0.784802	-0.706452	1.4181767812727721
124	B3-1	-0.599973	-5.44174e-06	-0.0340109	5.99118	4.11667	0.389145	-1.1441773078630677
125	B3-1	-0.399965	-3.08008e-06	-0.0192505	-9.19398	5.27089	-0.225329	1.170509856886834
126	B3-1	-0.200011	-1.22505e-06	-0.00765656	-36.5266	3.92434	-0.178052	2.3254829845256877
127	B3-1	4.05312e-05	1.51968e-10	9.498e-07	1443940000.0	49072.3	0.176938	18628.97452095178
128	B3-1	0.200029	1.15444e-06	0.00721525	-0.413092	16.7165	-0.00189776	-0.026302068535393786
129	B3-1	0.399972	2.43643e-06	0.0152277	0.391116	14.3942	0.00758263	0.049794978887159586
130	B3-1	0.599962	3.81319e-06	0.0238324	-2.9357	6.04133	-0.133615	-0.5606443329249258
131	B3-1	0.799977	5.1722e-06	0.0323263	1.21714	2.56664	0.100189	0.30993030442704544
132	B3-1	0.999981	6.32162e-06	0.0395101	2.48598	4.32656	0.312642	0.7912964026919698
133	B3-1	1.19999	7.60847e-06	0.0475529	-1.59375	1.07558	-0.289484	-0.6087620313377313
134	B3-1	1.4	1.0738e-05	0.0671125	1.30154	-0.31766	0.389261	0.5800126653008009
135	B3-1	1.6	1.19469e-05	0.0746681	-0.956849	-0.396687	-0.363872	-0.48731921664003763
136	B3-1	1.79998	1.39439e-05	0.0871494	-0.260723	0.623278	-0.130185	-0.14938140710090947
137	B3-1	1.99996	1.68017e-05	0.105011	0.50899	1.01227	0.340263	0.3240260544133472
138	B3-1	2.19994	1.88104e-05	0.117565	-0.286035	1.16256	-0.235482	-0.20029940883766426
139	B3-1	2.39991	2.11157e-05	0.131973	0.714781	0.358334	0.720616	0.5460329006690763
140	B3-1	2.59992	2.48156e-05	0.155097	0.199822	1.06878	0.256483	0.16536941397963853
141	B3-1	2.79986	3.19476e-05	0.199673	0.297592	0.406734	0.529573	0.26522013492059515
142	B3-1	2.99976	4.36532e-05	0.272832	0.275452	0.440662	0.717595	0.2630171680741262
143	B3-1	3.1998	5.57148e-05	0.348217	0.361509	0.126349	1.28216	0.36820718115428025
144	B3-1	3.39973	9.78797e-05	0.611748	0.342754	0.089194	2.26908	0.37091743659153775
145	B3-1	3.59974	0.000155676	0.972975	0.323518	0.231326	3.60679	0.3706970888255094
146	B3-1	3.79974	0.000238339	1.48962	0.306221	0.157644	5.51714	0.37037230971657203
147	B3-1	3.99967	0.000324661	2.02913	0.320232	0.116339	8.27273	0.40769837319442315
148	B3-1	4.19965	0.000387015	2.41884	0.357505	0.172003	11.5599	0.4779108994394008
149	B3-1	4.39959	0.000441429	2.75893	0.406726	0.189335	15.7147	0.5695940092717104
150	B3-1	4.59962	0.000495641	3.09776	0.477319	0.252321	21.6485	0.6988436805950105
151	B3-1	4.79995	0.000569594	3.55996	0.537091	0.289364	29.2132	0.8206047258957966
152	B3-1	4.99991	0.000639503	3.99689	0.592712	0.339774	37.7032	0.9433134261888618
153	B3-1	5.19996	0.000684896	4.2806	0.695003	0.336555	49.2426	1.1503667710134096
154	B3-1	5.39996	0.000745138	4.65711	0.785625	0.433937	62.8887	1.3503803861192885
155	B3-1	5.59992	0.00086656	5.416	0.816358	0.487129	78.8118	1.4551661742983752
156	B3-1	5.79999	0.000992567	6.20354	0.859566	0.487164	98.4456	1.5869261744100949
157	B3-1	5.99996	0.00116732	7.29575	0.868983	0.534054	121.082	1.659623753555152
158	B3-1	6.19999	0.00135458	8.46612	0.873232	0.537311	145.9	1.7233396172036304
159	B3-1	6.39999	0.00155971	9.74819	0.881301	0.56384	175.016	1.7953691916140329
160	B3-1	6.59998	0.00177501	11.0938	0.901014	0.58292	209.993	1.8928861165696156
161	B3-1	6.79999	0.00201531	12.5957	0.911401	0.623058	248.479	1.97272878839604
162	B3-1	6.99992	0.00228112	14.257	0.924417	0.632983	293.656	2.0597320614435017
163	B3-1	7.19994	0.00257028	16.0642	0.93649	0.664858	344.781	2.146269344256172
164	B3-1	7.39995	0.00288785	18.0491	0.944712	0.686482	401.637	2.22524668820052
165	B3-1	7.59993	0.00324359	20.2724	0.949351	0.710935	465.578	2.296610169491525
166	B3-1	7.79994	0.00364443	22.7777	0.94939	0.730333	536.903	2.3571431707327783
167	B3-1	7.99991	0.00405867	25.3667	0.953008	0.745262	615.595	2.426783933266842
168	B3-1	8.19987	0.00455511	28.4694	0.946661	0.759148	703.446	2.470884528651816
169	B3-1	8.39992	0.0050799	31.7494	0.941989	0.77401	799.662	2.518668069317845
170	B3-1	8.59987	0.00564858	35.3036	0.936233	0.792418	904.785	2.5628689425441027
171	B3-1	8.79993	0.00628048	39.253	0.930312	0.803772	1022.89	2.605889995669121
172	B3-1	8.99993	0.00696689	43.5431	0.921237	0.814689	1149.16	2.6391322620575934
173	B3-1	9.19983	0.00772343	48.2714	0.910776	0.82143	1287.45	2.667107231196941
174	B3-1	9.39982	0.00852153	53.2596	0.904328	0.833254	1441.1	2.705803273024957
175	B3-1	9.60015	0.00940322	58.7701	0.8958	0.842672	1608.78	2.7374123916753588
176	B3-1	9.80017	0.0103903	64.9394	0.891225	0.858475	1805.42	2.7801611964385256
177	B3-1	10.0002	0.0114313	71.4456	0.876955	0.86056	1994.4	2.7914945077093622
178	B3-1	10.2002	0.0125803	78.6269	0.864662	0.866884	2207.37	2.8073979770282174
179	B3-1	10.4002	0.0138175	86.3594	0.853296	0.8719	2439.5	2.824822775517199
180	B3-1	10.6001	0.0151695	94.8094	0.848411	0.8824	2714.05	2.862638092847334
181	B3-1	10.8001	0.0167058	104.411	0.828517	0.878043	2973.9	2.8482631140397086
182	B3-1	11.0001	0.0182868	114.292	0.816537	0.882355	3267.69	2.859071501067441
183	B3-1	11.198	0.019996	124.975	0.79427	0.87404	3538.19	2.831118223644729
184	C1-2	-0.999967	-3.51637e-05	-0.219773	0.549706	0.269516	0.384539	-0.1749709927971134
185	C1-2	-0.799986	-2.81777e-05	-0.176111	0.524497	0.231729	0.235213	-0.1335595164413353
186	C1-2	-0.599965	-2.01265e-05	-0.125791	-0.978015	-0.325727	-0.234947	0.1867756834749704
187	C1-2	-0.399954	-1.27335e-05	-0.0795844	1.78323	-0.0173202	0.180674	-0.22702187865963683
188	C1-2	-0.200007	-6.08642e-06	-0.0380401	33.7483	3.19529	0.817315	-2.148561649417325
189	C1-2	4.42028e-05	7.81476e-10	4.88422e-06	636221000.0	-1947.36	0.437224	8951.767119417225
190	C1-2	0.200032	5.92134e-06	0.0370084	16.4915	0.41602	0.388607	1.0500507992780017
191	C1-2	0.399972	1.2896e-05	0.0806	-1.96917	0.171996	-0.202069	-0.2507059553349876
192	C1-2	0.599971	1.99018e-05	0.124386	0.210877	-0.9978	0.0500937	0.04027277989484347
193	C1-2	0.799979	2.7845e-05	0.174031	0.273781	-0.307121	0.121327	0.06971574029914211
194	C1-2	0.99998	3.6384e-05	0.2274	-0.483651	0.324469	-0.350077	-0.1539476693051891
195	C1-2	1.19999	4.55062e-05	0.284414	-0.0769828	0.384971	-0.083632	-0.029405022256288365
196	C1-2	1.39999	5.34258e-05	0.333911	0.040547	-0.226687	0.0603344	0.018069006411888196
197	C1-2	1.59999	6.63878e-05	0.414924	-0.0395235	-0.0262607	-0.0835202	-0.02012903567882311
