	Wavelength (nm)	Intensity (Counts)	Standard Deviation (Counts)
0	380.0	-38.59	227.84019992090947
1	380.5	61.470000000000006	182.90913037626086
2	381.0	-65.405	164.20893466861054
3	381.5	-57.985	295.51827684595077
4	382.0	115.19125	261.3565398759662
5	382.5	-55.95	91.53230071947279
6	383.0	-71.74674999999999	160.1179178572389
7	383.5	-52.40375	212.61232583845532
8	384.0	4.112749999999998	134.55925644000678
9	384.5	51.21	425.6389616799665
10	385.0	66.34625	136.6593738952345
11	385.5	18.280000000000005	123.69351771616813
12	386.0	-59.452499999999986	230.12653756955103
13	386.5	-113.75	110.71796184449929
14	387.0	51.35249999999999	218.9516049124783
15	387.5	181.865	296.88214088253943
16	388.0	45.9118875	160.41294008920724
17	388.5	68.15124999999999	236.73731018987587
18	389.0	-109.51425	81.6971909029772
19	389.5	43.3	148.17368187367148
20	390.0	-82.7075	218.35394390473007
21	390.5	168.7425	276.61917868931283
22	391.0	102.82	175.85514585874364
23	391.5	-56.467375000000004	159.5126288832153
24	392.0	95.085375	188.36079243630925
25	392.5	-3.2962500000000063	171.44092998300468
26	393.0	-38.16875	161.03642844380738
27	393.5	-86.7225	319.5561625813998
28	394.0	10.014999999999997	132.62499726672948
29	394.5	1.3875000000000028	191.18524575330073
30	395.0	114.96512499999999	130.69057939216344
31	395.5	-8.678750000000004	130.19435447029758
32	396.0	22.7185	154.98482461437956
33	396.5	-48.856249999999996	166.27994406553515
34	397.0	39.73462499999999	218.24260205041173
35	397.5	145.18375	153.34904889968342
36	398.0	82.26474999999999	154.5290775321509
37	398.5	-11.305000000000003	188.9927966219877
38	399.0	70.19075	131.58931855943894
39	399.5	130.175	201.8496392738912
40	400.0	32.314375	114.90674913374052
41	400.5	2.6687500000000006	122.60797409197127
42	401.0	169.365	125.55491009912754
43	401.5	-50.50375	215.18406916739332
44	402.0	21.06625	176.20382820312818
45	402.5	145.7525	221.31017513605198
46	403.0	-44.11125	131.45905821181552
47	403.5	15.557625000000005	116.43946354000595
48	404.0	40.885	204.8548878474712
49	404.5	170.113875	222.52237235862233
50	405.0	-74.51625000000001	304.69323154352725
51	405.5	-29.505000000000006	201.0659900380967
52	406.0	-10.087500000000002	208.88658212951353
53	406.5	69.87999999999998	140.8114616251106
54	407.0	0.4112500000000008	195.6210926406902
55	407.5	55.27250000000001	131.45655439630997
56	408.0	-45.69	156.42414519504334
57	408.5	45.11399999999999	213.52644781618974
58	409.0	-11.768749999999999	116.33241287765634
59	409.5	-34.988000000000014	166.42309319322243
60	410.0	14.261500000000005	222.8504613316966
61	410.5	82.07625	303.97278619711585
62	411.0	75.97125	190.1212567966494
63	411.5	94.210875	253.93663301177986
64	412.0	-52.97000000000001	155.25596027206169
65	412.5	-17.593750000000004	153.73964785779074
66	413.0	76.22	211.15369118251286
67	413.5	47.425	189.89184342672542
68	414.0	-74.16625	92.63820849648107
69	414.5	1.870874999999998	210.04705183329608
70	415.0	32.541875000000005	146.89436753024052
71	415.5	-39.928749999999994	220.5347574327854
72	416.0	-66.02375	115.20609618608515
73	416.5	77.25250000000001	156.40146680498236
74	417.0	79.62375	109.020733342046
75	417.5	-63.42375	82.53086982116146
76	418.0	67.83812499999999	87.7359609829936
77	418.5	108.97749999999999	153.80851819307668
78	419.0	88.775	275.24782810223957
79	419.5	49.30125	148.72072740858115
80	420.0	7.708749999999998	209.62564975674496
81	420.5	-156.67374999999998	216.77634401252712
82	421.0	-5.79249999999999	214.20764603241872
83	421.5	56.975	291.6450357455103
84	422.0	-63.87124999999999	105.08368544611241
85	422.5	-3.5987500000000026	159.8471018221397
86	423.0	-58.1	165.41000672571172
87	423.5	155.45750000000004	249.48801102207298
88	424.0	-29.143749999999994	225.34104807699262
89	424.5	-38.42103750000001	251.16933224278168
90	425.0	-93.0475	217.23737499277144
91	425.5	-32.31875	178.36284986212095
92	426.0	-6.053749999999987	255.37828749413586
93	426.5	42.720000000000006	294.1530783877674
94	427.0	-97.8475	187.78600012713943
95	427.5	37.705	208.70059032020012
96	428.0	79.11375	161.43120205969322
97	428.5	99.30250000000001	259.6856960707501
98	429.0	173.82	274.19379200667544
99	429.5	37.1975	219.03899822577256
100	430.0	47.96	283.60993318288416
101	430.5	130.71	141.6626938364508
102	431.0	-72.64500000000002	183.2735051091674
103	431.5	137.33287499999997	174.30776019833246
104	432.0	54.321250000000006	195.1204283537157
105	432.5	56.771249999999995	162.3999051290902
106	433.0	57.32875	150.3574918683386
107	433.5	108.623625	239.2249959023605
108	434.0	-11.184249999999993	309.3401090732295
109	434.5	74.545	341.2280142001826
110	435.0	72.8775	151.92128115820378
111	435.5	125.91875000000002	128.92875410837377
112	436.0	30.148750000000014	221.5500776030952
113	436.5	-7.2599999999999945	175.00768918821822
114	437.0	136.8535	247.03205629178981
115	437.5	71.415125	159.9624100339182
116	438.0	3.916250000000004	187.63104286987667
117	438.5	55.917500000000004	158.89883383382647
118	439.0	138.91	121.68993374556501
119	439.5	-62.605	160.21845734808457
120	440.0	-142.0025	372.5118971841705
121	440.5	32.93625000000001	144.02439037689936
122	441.0	49.37125	160.21152107741037
123	441.5	94.865	217.8095312423219
124	442.0	129.14875	169.25658461619005
125	442.5	100.46374999999999	175.284256989718
126	443.0	61.96499999999999	181.72074200541886
127	443.5	15.827499999999999	214.96516233741224
128	444.0	96.41125000000002	142.84115167183964
129	444.5	113.4375	258.80027017711944
130	445.0	136.21249999999998	208.89840238438873
131	445.5	129.4305	194.68196709441273
132	446.0	111.29125	140.0142467248869
133	446.5	139.19875	258.94334565873186
134	447.0	100.077	194.00483103005448
135	447.5	131.54375	164.73157635510412
136	448.0	106.56725	171.71044737780954
137	448.5	82.95125	118.04207294832425
138	449.0	271.2125	174.84968142307267
139	449.5	199.674125	147.08258621131657
140	450.0	86.08000000000001	263.0082608968775
141	450.5	234.92749999999998	112.80792433933885
142	451.0	180.3475	171.02115802949646
143	451.5	131.54625	150.61339805421528
144	452.0	226.675	68.98653401208095
145	452.5	298.4625	182.50854046797372
146	453.0	122.01125	204.9824202485118
147	453.5	187.07250000000002	153.27219315241106
148	454.0	253.02212499999996	187.69562808336633
149	454.5	217.05875000000003	252.89702679339175
150	455.0	271.025	142.9001990026606
151	455.5	342.89250000000004	228.9623842331967
152	456.0	321.05999999999995	222.42223405046536
153	456.5	465.3875	332.4158932628673
154	457.0	411.28874999999994	253.2399985901467
155	457.5	354.8625	182.92743053940816
156	458.0	469.47625	334.17856409177045
157	458.5	329.30625000000003	206.17115528957368
158	459.0	505.3375	222.25851467097948
159	459.5	445.625	127.6969434833896
160	460.0	566.625	166.33732105273307
161	460.5	496.8	194.327648573228
162	461.0	459.9	226.5616748260835
163	461.5	499.77	215.2599098764096
164	462.0	569.0875000000001	149.83751564194463
165	462.5	631.9000000000001	200.33393996025737
166	463.0	586.8375	184.54007652472131
167	463.5	537.2	232.47119176362477
168	464.0	666.9	304.8709276070777
169	464.5	899.9125	207.2743317291121
170	465.0	718.4625000000001	172.20423149199905
171	465.5	790.7875	219.9832120725352
172	466.0	697.625	229.81237863744417
173	466.5	938.1	217.11176269377944
174	467.0	864.75	213.25848166016752
175	467.5	1093.6375	172.75055671039095
176	468.0	1205.95	203.16426235930373
177	468.5	1180.95	302.229440988134
178	469.0	1208.0125	337.1068837827997
179	469.5	1217.1499999999999	260.236027482745
180	470.0	1289.2375	244.83933475597829
181	470.5	1458.5	348.4293328639252
182	471.0	1488.5	155.51044980965105
183	471.5	1510.625	303.28408196771557
184	472.0	1654.75	228.32200397683968
185	472.5	1697.375	244.04043594248884
186	473.0	1880.0	405.4290936773038
187	473.5	2014.875	320.66315562440286
188	474.0	1950.875	308.94677433985294
189	474.5	2118.375	403.92324069679375
190	475.0	2330.375	302.9805841551567
191	475.5	2317.375	472.8078197058505
192	476.0	2555.625	427.5008589172658
193	476.5	2732.125	323.65276049340287
194	477.0	2815.375	525.173289852978
195	477.5	2784.625	420.1785148898025
196	478.0	3114.375	486.8387663025614
197	478.5	3198.625	606.4255802446002
198	479.0	3417.5	454.4312379227467
199	479.5	3513.25	551.5869718367177
200	480.0	3622.5	597.9343609460824
201	480.5	3916.5	677.8063882850323
202	481.0	4022.625	678.8574845834728
203	481.5	4197.625	546.3748570121066
204	482.0	4422.875	723.9049380788889
205	482.5	4668.75	667.4050026033667
206	483.0	4769.25	614.1094670333621
207	483.5	5072.75	837.3217347591068
208	484.0	5175.875	776.9752952153627
209	484.5	5571.5	840.855219404625
210	485.0	5660.5	820.1821444045219
211	485.5	6039.0	905.0582854159173
212	486.0	6113.375	872.5005641115655
213	486.5	6256.75	906.0616355966077
214	487.0	6480.125	905.7853550234736
215	487.5	6728.125	1061.8688051614474
216	488.0	6770.75	1042.1030119426773
217	488.5	7025.5	1042.3943591558811
218	489.0	7300.875	1025.1656497244726
219	489.5	7529.75	963.6734081108599
220	490.0	7632.375	1311.3810408782797
221	490.5	7890.375	1316.3034355250313
222	491.0	7975.0	1047.7759779647556
223	491.5	8179.5	1279.5468924584202
224	492.0	8387.625	1296.7731044307636
225	492.5	8414.5	1187.8435292579575
226	493.0	8565.125	1370.3502688637675
227	493.5	8909.75	1182.083621196064
228	494.0	8990.125	1367.2839351703801
229	494.5	9226.625	1337.3657818170016
230	495.0	9336.75	1387.8078712487547
231	495.5	9684.25	1322.6849350846935
232	496.0	9704.875	1345.3813063124521
233	496.5	9796.125	1361.2685662186577
234	497.0	10037.625	1419.3499337284657
235	497.5	10232.75	1393.3960985663768
236	498.0	10392.25	1420.7475805011952
237	498.5	10503.0	1378.6780806265108
238	499.0	10526.5	1315.8221764357068
239	499.5	11067.625	1705.9775744056544
240	500.0	11123.375	1579.6658616223242
241	500.5	11320.0	1639.3062557069682
242	501.0	11516.875	1630.756989675347
243	501.5	11539.875	1626.798269416033
244	502.0	11799.625	1570.0106637774788
245	502.5	12118.375	1610.2161297089904
246	503.0	12074.25	1561.4933357206492
247	503.5	12608.125	1773.2208292750793
248	504.0	12673.625	1776.8819556670048
249	504.5	12745.375	1724.807883323531
250	505.0	13295.0	1818.6258548695496
251	505.5	13025.5	1799.1600123390915
252	506.0	13502.5	1979.8658414145136
253	506.5	13731.25	1743.885299410486
254	507.0	13807.5	1889.7139333772188
255	507.5	14175.0	1891.024854410962
256	508.0	14268.75	1864.9493123138764
257	508.5	14381.25	1837.6305225751994
258	509.0	14631.25	1974.2747877385254
259	509.5	15062.5	2001.223063528901
260	510.0	15173.75	1950.095750854301
261	510.5	15423.75	1965.2731203321334
262	511.0	15572.5	2026.5780887989488
263	511.5	15711.25	1863.8698821269686
264	512.0	15905.0	1980.965673604669
265	512.5	16165.0	1935.2777578425273
266	513.0	16373.75	2008.705662236257
267	513.5	16683.75	2136.3984734828846
268	514.0	16822.5	2203.144060201239
269	514.5	16936.25	2301.5371901188128
270	515.0	17227.5	2147.485448146273
271	515.5	17695.0	2213.007004055794
272	516.0	17793.75	2101.570469315745
273	516.5	17945.0	2241.444846521993
274	517.0	18255.0	2077.360103593019
275	517.5	18317.5	2083.889092538276
276	518.0	18642.5	2241.092088692475
277	518.5	18741.25	2330.2652075461283
278	519.0	18982.5	2198.9073991416735
279	519.5	19185.0	2099.6845001094807
280	520.0	19205.0	2099.368952804628
281	520.5	19611.25	2334.568683397428
282	521.0	19663.75	2369.741217411724
283	521.5	20107.5	2029.906093887104
284	522.0	20011.25	2249.8524257159625
285	522.5	20166.25	2196.018769842371
286	523.0	20331.25	2335.05587459915
287	523.5	20293.75	2369.7095681749693
288	524.0	20517.5	2383.0219784970514
289	524.5	20622.5	2271.6830214622814
290	525.0	20716.25	2323.692844913028
291	525.5	20950.0	2196.3378610769337
292	526.0	20926.25	2393.647517388473
293	526.5	20812.5	2276.5969669662654
294	527.0	21045.0	2399.567669393801
295	527.5	21191.25	2235.7964883906584
296	528.0	20948.75	2072.2598624448624
297	528.5	20905.0	2281.233219116362
298	529.0	20933.75	2146.339543851345
299	529.5	20760.0	2118.8322255431176
300	530.0	21097.5	2178.3523016261624
301	530.5	21012.5	2127.937675309124
302	531.0	20803.75	2189.5543924506646
303	531.5	20933.75	2060.048163878699
304	532.0	20853.75	1991.851760924994
305	532.5	20857.5	1867.617131534191
306	533.0	20851.25	1876.2491672216672
307	533.5	20687.5	1983.81419240815
308	534.0	20598.75	1912.2005484519661
309	534.5	20871.25	1890.8889278590639
310	535.0	20457.5	1922.9713336396878
311	535.5	20372.5	1817.4277839848273
312	536.0	20318.75	1779.0337089274053
313	536.5	20396.25	2012.8396452524478
314	537.0	20308.75	1744.637766844453
315	537.5	20335.0	1768.5658031297564
316	538.0	20105.0	1940.508953857209
317	538.5	20088.75	1816.3523715127524
318	539.0	20070.0	1744.1473561600235
319	539.5	20006.25	1790.3626553019922
320	540.0	19823.75	1675.5293006987374
321	540.5	19927.5	1764.1835930537388
322	541.0	19962.5	1681.0394849616114
323	541.5	19790.0	1621.2418079978077
324	542.0	19823.75	1771.4184817540997
325	542.5	19531.25	1755.2737500173585
326	543.0	19618.75	1858.49695654849
327	543.5	19765.0	1560.3044574697594
328	544.0	19376.25	1482.5057967846196
329	544.5	19733.75	1434.9036335238684
330	545.0	19517.5	1448.1432076973604
331	545.5	19511.25	1771.0691509650321
332	546.0	19363.75	1554.7985199053928
333	546.5	19277.5	1536.4142507800427
334	547.0	19363.75	1292.0810491219195
335	547.5	19231.25	1488.2744832523333
336	548.0	19200.0	1486.8254773173614
337	548.5	19382.5	1490.4508546074237
338	549.0	19240.0	1354.3633190543815
339	549.5	19058.75	1497.718577537182
340	550.0	19163.75	1496.2280700147287
341	550.5	18910.0	1356.2079486568423
342	551.0	19206.25	1467.2928942443632
343	551.5	19183.75	1569.2588816062187
344	552.0	18916.25	1353.4856620962041
345	552.5	19040.0	1242.4874244836444
346	553.0	18927.5	1479.1953048870862
347	553.5	18875.0	1244.0960573846378
348	554.0	18801.25	1253.2700975847147
349	554.5	18993.75	1486.1438145415134
350	555.0	18883.75	1453.460848285911
351	555.5	18785.0	1365.576801208925
352	556.0	18755.0	1298.3836104942175
353	556.5	18495.0	1333.6135122290866
354	557.0	18566.25	1138.9461960514202
355	557.5	18377.5	1268.8848450509604
356	558.0	18410.0	1226.6825180135243
357	558.5	18402.5	1108.6562812702591
358	559.0	18261.25	1150.6567418218171
359	559.5	18270.0	1004.8880534666536
360	560.0	18100.0	1248.2187308320606
361	560.5	17983.75	1287.0405733697753
362	561.0	18027.5	1197.974853659291
363	561.5	17986.25	1112.8335174229792
364	562.0	17800.0	991.8921312320206
365	562.5	17836.25	1057.0825121531432
366	563.0	17568.75	1201.3059300194934
367	563.5	17575.0	993.6548696604873
368	564.0	17335.0	1197.5391434103522
369	564.5	17326.25	876.9398140693579
370	565.0	17217.5	921.1100639988687
371	565.5	17062.5	1280.2416764033267
372	566.0	16958.75	1216.5775509600694
373	566.5	16838.75	1051.9557678438766
374	567.0	16783.75	1158.8133747502227
375	567.5	16596.25	1091.2485681548453
376	568.0	16332.5	1022.8727926775646
377	568.5	16331.25	1009.8321333271189
378	569.0	16082.5	954.9181902131721
379	569.5	16022.5	1174.5610882367932
380	570.0	15758.75	882.615962636072
381	570.5	15681.25	823.0042147522697
382	571.0	15497.5	772.8154695656655
383	571.5	15313.75	828.0841971079994
384	572.0	15146.25	821.7045926000413
385	572.5	14807.5	971.0400352199697
386	573.0	14926.25	703.3835635696928
387	573.5	14551.25	762.5194669646146
388	574.0	14481.25	1104.4505138302939
389	574.5	14267.5	677.878123264057
390	575.0	14117.5	751.0783913813524
391	575.5	14015.0	869.0224392960173
392	576.0	13925.0	920.611210012131
393	576.5	13536.25	743.0332680977347
394	577.0	13156.25	689.4551743949711
395	577.5	13150.0	808.7799453497843
396	578.0	13025.0	879.758489586773
397	578.5	12912.5	820.1333732997335
398	579.0	12760.0	966.6824711351707
399	579.5	12507.5	894.7730159096217
400	580.0	12338.75	818.7557251708229
401	580.5	12215.0	887.4260532573968
402	581.0	12026.25	826.0892430603367
403	581.5	11828.75	662.7487740463954
404	582.0	11683.75	725.4987508603995
405	582.5	11508.75	871.5279327135763
406	583.0	11428.75	684.2046020745549
407	583.5	11177.5	647.3551961635899
408	584.0	11147.625	932.9225500409989
409	584.5	10893.75	613.6965353495162
410	585.0	10905.0	791.8175294851712
411	585.5	10464.625	599.334826599456
412	586.0	10538.125	877.3315276308039
