Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)
-9.99957E-1	-8.44588E-6	-5.27867E-2	-3.14835E+0	-2.99869E+0	-5.28980E-1
-7.99977E-1	-4.98289E-6	-3.11431E-2	1.15267E+0	2.41422E+0	9.14098E-2
-5.99954E-1	-2.94899E-6	-1.84312E-2	1.81835E+1	3.26797E+0	6.40026E-1
-3.99946E-1	-1.32940E-6	-8.30875E-3	-2.65321E+1	1.77571E+0	-2.80646E-1
-1.99996E-1	-3.83257E-7	-2.39536E-3	-1.22713E+2	-3.32734E+1	-1.87125E-1
6.26564E-5	7.39598E-10	4.62249E-6	3.91418E+8	-4.88328E+4	3.60854E-1
2.00049E-1	2.27987E-7	1.42492E-3	-3.31072E+2	-6.02022E+1	-3.00400E-1
3.99993E-1	9.66298E-7	6.03936E-3	-5.74315E+1	-1.29913E+1	-4.41615E-1
5.99978E-1	2.32503E-6	1.45314E-2	-1.32745E+0	-7.25330E+0	-3.68394E-2
7.99998E-1	4.24344E-6	2.65215E-2	-2.07788E+0	-4.75568E+0	-1.40332E-1
9.99996E-1	7.69989E-6	4.81243E-2	-1.29258E+0	-9.92129E-1	-1.98002E-1
1.20001E+0	1.16444E-5	7.27775E-2	1.05977E-1	-6.55725E-1	2.94607E-2
1.40001E+0	1.65824E-5	1.03640E-1	6.33692E-1	-2.94407E-1	2.92676E-1
1.60001E+0	1.98271E-5	1.23919E-1	-1.92739E-1	2.91399E-1	-1.21641E-1
1.79999E+0	2.64925E-5	1.65578E-1	-3.36169E-1	9.21604E-3	-3.18919E-1
1.99998E+0	3.12893E-5	1.95558E-1	4.90042E-2	-6.32894E-1	6.10078E-2
2.20010E+0	3.56781E-5	2.22988E-1	-5.27299E-2	-3.99906E-1	-8.23439E-2
2.40006E+0	4.13459E-5	2.58412E-1	4.87317E-2	-5.49509E-1	9.62046E-2
2.60006E+0	4.74466E-5	2.96541E-1	-1.24112E-3	-2.76443E-1	-3.04602E-3
2.79996E+0	5.27281E-5	3.29551E-1	-2.22727E-1	-3.32240E-1	-6.54179E-1
2.99991E+0	6.12670E-5	3.82919E-1	2.19728E-2	1.43037E-2	8.03435E-2
3.19998E+0	6.88535E-5	4.30334E-1	-9.26816E-2	-1.94344E-1	-4.06253E-1
3.39987E+0	8.20377E-5	5.12736E-1	6.53126E-2	-8.24675E-2	3.62413E-1
3.59986E+0	9.85664E-5	6.16040E-1	1.95707E-1	1.46539E-1	1.38150E+0
3.79988E+0	1.22077E-4	7.62981E-1	1.28894E-1	-3.03332E-2	1.18951E+0
3.99984E+0	1.53658E-4	9.60363E-1	1.60959E-1	6.33225E-2	1.96808E+0
4.19980E+0	1.82099E-4	1.13812E+0	1.60508E-1	2.48172E-2	2.44210E+0
4.39977E+0	2.23946E-4	1.39966E+0	1.72940E-1	1.15798E-2	3.39000E+0
4.59978E+0	2.79307E-4	1.74567E+0	1.45344E-1	3.55051E-2	3.71489E+0
4.80009E+0	3.45851E-4	2.16157E+0	1.58318E-1	2.25630E-2	5.22877E+0
5.00008E+0	4.24949E-4	2.65593E+0	1.55195E-1	9.43839E-2	6.56028E+0
5.20008E+0	5.26602E-4	3.29126E+0	1.59734E-1	6.49122E-2	8.70204E+0
5.40006E+0	6.35278E-4	3.97049E+0	1.56424E-1	3.60895E-3	1.06757E+1
5.60004E+0	7.77952E-4	4.86220E+0	1.43169E-1	6.60132E-2	1.24086E+1
5.80010E+0	9.25068E-4	5.78167E+0	1.44521E-1	8.20551E-2	1.54265E+1
6.00006E+0	1.09067E-3	6.81669E+0	1.38535E-1	7.62135E-2	1.80359E+1
