Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)
-9.99966E-1	-2.40423E-6	-1.50264E-2	-1.14360E+0	1.27461E+1	-5.46972E-2
-7.99988E-1	-1.40715E-6	-8.79469E-3	-7.80595E+0	2.58421E+0	-1.74815E-1
-5.99962E-1	-7.45032E-7	-4.65645E-3	6.87469E+0	2.17658E+1	6.11339E-2
-3.99956E-1	-3.33220E-7	-2.08263E-3	-2.30243E+1	2.72816E+1	-6.10465E-2
-2.00008E-1	-1.04122E-7	-6.50762E-4	-1.03473E+3	4.53625E+1	-4.28694E-1
4.16756E-5	5.93662E-10	3.71039E-6	3.43934E+8	5.55728E+4	1.69288E-1
2.00028E-1	8.86404E-8	5.54003E-4	-2.43792E+2	2.87562E+2	-8.59949E-2
3.99970E-1	2.50997E-7	1.56873E-3	-4.85442E+1	6.89499E+0	-9.69534E-2
5.99962E-1	5.33122E-7	3.33201E-3	-5.81711E+1	3.43083E+1	-3.70159E-1
7.99975E-1	9.94712E-7	6.21695E-3	-1.74019E+0	1.40456E+1	-2.75487E-2
9.99981E-1	1.70016E-6	1.06260E-2	-1.51293E+0	7.64153E+0	-5.11719E-2
1.19998E+0	2.78567E-6	1.74104E-2	-6.74549E+0	5.28401E+0	-4.48588E-1
1.39998E+0	4.27475E-6	2.67172E-2	-5.17536E+0	1.73341E-1	-6.16173E-1
1.59999E+0	6.30251E-6	3.93907E-2	-4.42213E+0	3.24765E+0	-8.87141E-1
1.79997E+0	9.21551E-6	5.75969E-2	-1.83802E+0	-1.26744E+0	-6.06547E-1
1.99996E+0	1.34294E-5	8.39338E-2	-3.19051E-1	2.00730E+0	-1.70478E-1
2.19996E+0	1.86277E-5	1.16423E-1	-6.54142E-1	1.53679E+0	-5.33305E-1
2.39988E+0	2.56614E-5	1.60384E-1	-5.30733E-1	1.35677E-1	-6.50243E-1
2.59986E+0	3.42271E-5	2.13919E-1	1.42936E-2	3.40699E-1	2.53041E-2
2.79980E+0	4.62425E-5	2.89016E-1	-1.52442E-1	4.24464E-1	-3.92648E-1
2.99975E+0	6.23037E-5	3.89398E-1	-1.53285E-1	2.43093E-2	-5.69941E-1
3.19975E+0	8.45353E-5	5.28346E-1	-2.84593E-2	1.91576E-1	-1.53147E-1
3.39987E+0	1.22210E-4	7.63813E-1	-2.58110E-3	1.25901E-1	-2.13355E-2
3.59976E+0	1.73207E-4	1.08254E+0	8.33151E-2	7.51353E-2	1.03346E+0
3.79976E+0	2.31305E-4	1.44566E+0	1.31124E-1	1.72820E-1	2.29274E+0
3.99971E+0	2.90042E-4	1.81276E+0	1.51967E-1	1.33817E-1	3.50727E+0
4.19969E+0	3.82505E-4	2.39066E+0	1.58567E-1	1.31667E-1	5.06754E+0
4.39970E+0	5.05904E-4	3.16190E+0	1.62124E-1	1.19033E-1	7.17907E+0
4.59966E+0	6.70391E-4	4.18994E+0	1.63826E-1	1.32308E-1	1.00500E+1
4.79996E+0	8.50813E-4	5.31758E+0	1.67191E-1	1.01014E-1	1.35836E+1
4.99993E+0	1.08821E-3	6.80131E+0	1.65065E-1	1.09745E-1	1.78674E+1
5.20001E+0	1.36537E-3	8.53356E+0	1.60662E-1	1.21602E-1	2.26932E+1
5.39999E+0	1.69687E-3	1.06054E+1	1.60036E-1	1.11929E-1	2.91736E+1
5.59996E+0	2.07981E-3	1.29988E+1	1.52246E-1	1.13414E-1	3.52765E+1
5.80004E+0	2.51645E-3	1.57278E+1	1.47654E-1	1.16745E-1	4.28741E+1
5.99997E+0	3.01429E-3	1.88393E+1	1.44563E-1	1.17925E-1	5.20143E+1
6.20001E+0	3.56197E-3	2.22623E+1	1.39458E-1	1.15110E-1	6.12712E+1
6.39999E+0	4.14776E-3	2.59235E+1	1.34377E-1	1.13843E-1	7.09656E+1
6.59994E+0	4.80775E-3	3.00484E+1	1.29820E-1	1.20249E-1	8.19512E+1
6.79993E+0	5.50933E-3	3.44333E+1	1.25833E-1	1.17627E-1	9.37838E+1
6.99992E+0	6.25930E-3	3.91206E+1	1.20046E-1	1.11907E-1	1.04639E+2
7.19988E+0	7.09301E-3	4.43313E+1	1.16119E-1	1.15697E-1	1.17974E+2
7.39990E+0	8.05682E-3	5.03551E+1	1.09192E-1	1.10936E-1	1.29512E+2
7.59987E+0	9.01409E-3	5.63381E+1	1.06330E-1	1.12360E-1	1.44915E+2
7.79989E+0	9.97969E-3	6.23731E+1	1.02339E-1	1.13652E-1	1.58481E+2
7.99988E+0	1.09646E-2	6.85287E+1	1.00476E-1	1.14622E-1	1.75336E+2
8.19980E+0	1.19168E-2	7.44800E+1	9.92014E-2	1.17359E-1	1.92846E+2
8.39984E+0	1.28471E-2	8.02944E+1	9.77979E-2	1.17669E-1	2.09960E+2
8.59979E+0	1.40219E-2	8.76369E+1	9.47740E-2	1.18502E-1	2.27360E+2
8.79982E+0	1.52087E-2	9.50544E+1	9.19318E-2	1.19338E-1	2.44772E+2
8.99984E+0	1.64993E-2	1.03121E+2	8.92963E-2	1.16117E-1	2.63793E+2
9.19976E+0	1.78317E-2	1.11448E+2	8.64508E-2	1.16846E-1	2.82142E+2
9.39977E+0	1.92456E-2	1.20285E+2	8.41123E-2	1.16130E-1	3.02718E+2
9.49087E+0	2.00012E-2	1.25008E+2	8.19456E-2	1.15620E-1	3.09469E+2
