	Timestamp	Filtered Rate: B3PYMPM	Source Power: B3PYMPM	Thickness: B3PYMPM	State: B3PYMPM	Fundamental  Frequency: B3PYMPM	Current Z-Ratio: B3PYMPM
0	13:47:58	0.000	0.000	-0.000	Ready	5951179.506	1.309
1	13:47:59	0.000	0.000	-0.000	Ready	5951179.506	1.309
2	13:48:00	-0.001	0.480	-0.000	PreCon Rise	5951179.509	1.309
3	13:48:01	0.001	1.013	-0.000	PreCon Rise	5951179.506	1.309
4	13:48:02	0.000	1.547	-0.000	PreCon Rise	5951179.506	1.309
5	13:48:03	0.002	2.080	-0.000	PreCon Rise	5951179.499	1.309
6	13:48:04	0.000	2.613	-0.000	PreCon Rise	5951179.499	1.309
7	13:48:05	0.001	3.147	-0.000	PreCon Rise	5951179.495	1.309
8	13:48:06	-0.001	3.680	-0.000	PreCon Rise	5951179.499	1.309
9	13:48:07	0.000	4.213	-0.000	PreCon Rise	5951179.499	1.309
10	13:48:08	0.000	4.747	-0.000	PreCon Rise	5951179.499	1.309
11	13:48:09	-0.000	5.280	-0.000	PreCon Rise	5951179.499	1.309
12	13:48:10	0.000	5.813	-0.000	PreCon Rise	5951179.499	1.309
13	13:48:11	0.001	6.347	-0.000	PreCon Rise	5951179.495	1.309
14	13:48:12	-0.001	6.880	-0.000	PreCon Rise	5951179.499	1.309
15	13:48:13	-0.000	7.413	-0.000	PreCon Rise	5951179.499	1.309
16	13:48:14	-0.001	7.947	-0.000	PreCon Rise	5951179.502	1.309
17	13:48:15	0.000	8.480	-0.000	PreCon Rise	5951179.502	1.309
18	13:48:16	0.000	9.013	-0.000	PreCon Rise	5951179.502	1.309
19	13:48:17	0.000	9.547	-0.000	PreCon Rise	5951179.502	1.309
20	13:48:18	-0.002	10.080	-0.000	PreCon Rise	5951179.509	1.309
21	13:48:19	0.001	10.613	-0.000	PreCon Rise	5951179.506	1.309
22	13:48:20	-0.001	11.147	-0.000	PreCon Rise	5951179.509	1.309
23	13:48:21	0.000	11.680	-0.000	PreCon Rise	5951179.509	1.309
24	13:48:22	-0.001	12.213	-0.000	PreCon Rise	5951179.513	1.309
25	13:48:23	0.000	12.747	-0.000	PreCon Rise	5951179.513	1.309
26	13:48:24	-0.001	13.280	-0.000	PreCon Rise	5951179.516	1.309
27	13:48:25	-0.000	13.813	-0.000	PreCon Rise	5951179.516	1.309
28	13:48:26	0.000	14.347	-0.000	PreCon Rise	5951179.516	1.309
29	13:48:27	-0.001	14.880	-0.000	PreCon Rise	5951179.520	1.309
30	13:48:28	-0.001	15.413	-0.000	PreCon Rise	5951179.523	1.309
31	13:48:29	0.001	15.947	-0.000	PreCon Rise	5951179.520	1.309
32	13:48:30	-0.001	16.480	-0.000	PreCon Rise	5951179.523	1.309
33	13:48:31	0.000	17.013	-0.000	PreCon Rise	5951179.523	1.309
34	13:48:32	-0.001	17.547	-0.000	PreCon Rise	5951179.527	1.309
35	13:48:33	0.001	18.080	-0.000	PreCon Rise	5951179.523	1.309
36	13:48:34	-0.001	18.613	-0.000	PreCon Rise	5951179.527	1.309
37	13:48:35	-0.000	19.147	-0.000	PreCon Rise	5951179.527	1.309
38	13:48:36	-0.001	19.680	-0.000	PreCon Rise	5951179.530	1.309
39	13:48:37	-0.001	20.213	-0.000	PreCon Rise	5951179.534	1.309
40	13:48:38	0.001	20.747	-0.000	PreCon Rise	5951179.530	1.309
41	13:48:39	-0.001	21.280	-0.000	PreCon Rise	5951179.534	1.309
42	13:48:40	0.000	21.813	-0.000	PreCon Rise	5951179.534	1.309
43	13:48:41	-0.001	22.347	-0.000	PreCon Rise	5951179.537	1.309
44	13:48:42	-0.002	22.880	-0.000	PreCon Rise	5951179.544	1.309
45	13:48:43	-0.000	23.413	-0.000	PreCon Rise	5951179.544	1.309
46	13:48:44	-0.001	23.947	-0.000	PreCon Rise	5951179.548	1.309
47	13:48:45	0.000	24.480	-0.000	PreCon Rise	5951179.548	1.309
48	13:48:46	-0.001	25.013	-0.000	PreCon Rise	5951179.551	1.309
49	13:48:47	-0.001	25.547	-0.000	PreCon Rise	5951179.555	1.309
50	13:48:48	0.000	26.080	-0.000	PreCon Rise	5951179.555	1.309
51	13:48:49	-0.001	26.613	-0.000	PreCon Rise	5951179.558	1.309
52	13:48:50	0.000	27.147	-0.000	PreCon Rise	5951179.558	1.309
53	13:48:51	-0.001	27.680	-0.000	PreCon Rise	5951179.562	1.309
54	13:48:52	-0.001	28.213	-0.000	PreCon Rise	5951179.565	1.309
55	13:48:53	-0.002	28.747	-0.000	PreCon Rise	5951179.572	1.309
56	13:48:54	0.000	29.280	-0.000	PreCon Rise	5951179.572	1.309
57	13:48:55	-0.002	29.813	-0.000	PreCon Rise	5951179.579	1.309
58	13:48:56	0.002	30.347	-0.000	PreCon Rise	5951179.572	1.309
59	13:48:57	-0.000	30.880	-0.000	PreCon Rise	5951179.572	1.309
60	13:48:58	-0.002	31.413	-0.000	PreCon Rise	5951179.579	1.309
61	13:48:59	-0.001	31.947	-0.000	PreCon Rise	5951179.583	1.309
62	13:49:00	-0.002	32.000	-0.000	PreCon Soak	5951179.590	1.309
63	13:49:01	-0.001	32.000	-0.000	PreCon Soak	5951179.593	1.309
64	13:49:02	-0.002	32.000	-0.000	PreCon Soak	5951179.600	1.309
65	13:49:03	-0.001	32.000	-0.000	PreCon Soak	5951179.604	1.309
66	13:49:04	-0.001	32.000	-0.000	PreCon Soak	5951179.607	1.309
67	13:49:05	-0.001	32.000	-0.000	PreCon Soak	5951179.611	1.309
68	13:49:06	-0.003	32.000	-0.000	PreCon Soak	5951179.621	1.309
69	13:49:07	-0.002	32.000	-0.000	PreCon Soak	5951179.628	1.309
70	13:49:08	-0.002	32.000	-0.000	PreCon Soak	5951179.635	1.309
71	13:49:09	-0.001	32.000	-0.000	PreCon Soak	5951179.639	1.309
72	13:49:10	-0.001	32.000	-0.000	PreCon Soak	5951179.642	1.309
73	13:49:11	0.002	32.000	-0.000	PreCon Soak	5951179.635	1.309
74	13:49:12	-0.002	32.000	-0.000	PreCon Soak	5951179.642	1.309
75	13:49:13	-0.001	32.000	-0.000	PreCon Soak	5951179.645	1.309
76	13:49:14	-0.002	32.000	-0.000	PreCon Soak	5951179.652	1.309
77	13:49:15	-0.002	32.000	-0.000	PreCon Soak	5951179.659	1.309
78	13:49:16	-0.001	32.000	-0.000	PreCon Soak	5951179.663	1.309
79	13:49:17	-0.001	32.000	-0.000	PreCon Soak	5951179.666	1.309
80	13:49:18	-0.002	32.000	-0.000	PreCon Soak	5951179.673	1.309
81	13:49:19	-0.001	32.000	-0.000	PreCon Soak	5951179.677	1.309
82	13:49:20	-0.002	32.000	-0.000	PreCon Soak	5951179.684	1.309
83	13:49:21	-0.001	32.000	-0.000	PreCon Soak	5951179.687	1.309
84	13:49:22	-0.002	32.000	-0.000	PreCon Soak	5951179.694	1.309
85	13:49:23	-0.002	32.000	-0.000	PreCon Soak	5951179.701	1.309
86	13:49:24	-0.001	32.000	-0.000	PreCon Soak	5951179.705	1.309
87	13:49:25	-0.002	32.000	-0.000	PreCon Soak	5951179.712	1.309
88	13:49:26	-0.002	32.000	-0.000	PreCon Soak	5951179.719	1.309
89	13:49:27	-0.002	32.000	-0.000	PreCon Soak	5951179.726	1.309
90	13:49:28	-0.001	32.000	-0.000	PreCon Soak	5951179.729	1.309
91	13:49:29	-0.001	32.000	-0.000	PreCon Soak	5951179.733	1.309
92	13:49:30	-0.001	32.000	-0.000	PreCon Soak	5951179.736	1.309
93	13:49:31	-0.002	32.000	-0.000	PreCon Soak	5951179.743	1.309
94	13:49:32	-0.002	32.000	-0.000	PreCon Soak	5951179.750	1.309
95	13:49:33	-0.002	32.000	-0.000	PreCon Soak	5951179.757	1.309
