	Timestamp	Filtered Rate: CBP	Filtered Rate: TxOPhCz	Filtered Rate: Cl-BsubPc	Source Power: CBP	Source Power: TxOPhCz	Source Power: Cl-BsubPc	Thickness: CBP	Thickness: TxOPhCz	Thickness: Cl-BsubPc	State: CBP	State: TxOPhCz	State: Cl-BsubPc	Fundamental  Frequency: CBP	Fundamental  Frequency: TxOPhCz	Fundamental  Frequency: Cl-BsubPc	Current Z-Ratio: CBP	Current Z-Ratio: TxOPhCz	Current Z-Ratio: Cl-BsubPc
0	12:14:07	-0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ready	Ready	Ready	1	1	1	000.000	000.000	000.000
1	12:14:08	-0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ready	Ready	Ready	1	1	1	000.000	000.000	000.000
2	12:14:09	-0.000	0.000	0.000	0.383	0.000	0.000	-0.000	0.000	0.000	PreCon Rise	Ready	Ready	1	1	1	000.000	000.000	000.000
3	12:14:10	-0.000	0.000	0.000	0.767	0.000	0.000	-0.000	0.000	0.000	PreCon Rise	Ready	Ready	1	1	1	000.000	000.000	000.000
4	12:14:11	-0.000	0.000	0.000	0.000	0.000	0.000	-0.000	0.000	0.000	PreCon Rise	Ready	Ready	1	1	1	000.000	000.000	000.000
5	12:14:12	-0.003	0.000	0.000	0.000	0.000	0.000	-0.000	0.000	0.000	Ready	Ready	Ready	1	1	1	000.000	000.000	000.000
6	12:14:13	-0.001	0.000	0.000	0.000	0.000	0.000	-0.000	0.000	0.000	Ready	Ready	Ready	1	1	1	000.000	000.000	000.000
7	12:14:14	-0.001	0.000	0.000	0.000	0.000	0.000	-0.000	0.000	0.000	Ready	Ready	Ready	1	1	1	000.000	000.000	000.000
8	12:14:15	-0.001	0.000	0.000	0.000	0.000	0.000	-0.000	0.000	0.000	Ready	Ready	Ready	1	1	1	000.000	000.000	000.000
9	12:14:16	-0.001	0.000	0.000	0.000	0.000	0.000	-0.000	0.000	0.000	Ready	Ready	Ready	1	1	1	000.000	000.000	000.000
10	12:14:17	-0.001	0.000	0.000	0.000	0.000	0.000	-0.000	0.000	0.000	Ready	Ready	Ready	1	1	1	000.000	000.000	000.000
11	12:14:18	-0.001	0.000	0.000	0.000	0.000	0.000	-0.000	0.000	0.000	Ready	Ready	Ready	1	1	1	000.000	000.000	000.000
12	12:14:19	-0.000	0.000	0.000	0.000	0.000	0.000	-0.000	0.000	0.000	Ready	Ready	Ready	1	1	1	000.000	000.000	000.000
13	12:14:20	-0.000	0.000	0.000	0.000	0.000	0.000	-0.000	0.000	0.000	Ready	Ready	Ready	1	1	1	000.000	000.000	000.000
14	12:14:21	-0.001	0.000	0.000	0.000	0.000	0.000	-0.000	0.000	0.000	Ready	Ready	Ready	1	1	1	000.000	000.000	000.000
15	12:14:22	0.001	0.000	0.000	0.000	0.000	0.000	-0.000	0.000	0.000	Ready	Ready	Ready	1	1	1	000.000	000.000	000.000
16	12:14:23	-0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ready	Ready	Ready	1	1	1	000.000	000.000	000.000
17	12:14:24	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ready	Ready	Ready	1	1	1	000.000	000.000	000.000
18	12:14:25	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ready	Ready	Ready	1	1	1	000.000	000.000	000.000
19	12:14:26	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ready	Ready	Ready	1	1	1	000.000	000.000	000.000
20	12:14:27	0.000	0.000	-0.000	0.400	0.073	0.300	0.000	0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	721
21	12:14:28	-0.000	0.000	-0.000	0.800	0.165	0.900	0.000	0.000	0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	720
22	12:14:29	0.001	-0.000	-0.000	1.240	0.266	1.560	0.000	0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	721
23	12:14:30	-0.000	-0.000	-0.000	1.640	0.357	2.160	0.000	-0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	720
24	12:14:31	-0.002	-0.000	-0.000	2.040	0.449	2.760	-0.000	-0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	720
25	12:14:32	0.001	-0.000	-0.000	2.440	0.541	3.360	-0.000	-0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	722
