Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)
-9.99964E-1	-1.24960E-7	-7.81000E-4	-7.23753E+1	-1.08982E+2	-1.79919E-1
-7.99990E-1	-7.50232E-8	-4.68895E-4	-3.92851E+2	-3.15560E+2	-4.69071E-1
-5.99949E-1	-8.33068E-9	-5.20667E-5	-4.76082E+3	-1.08429E+3	-4.73376E-1
-3.99938E-1	1.16188E-8	7.26175E-5	-5.84736E+3	-1.41955E+3	-5.40560E-1
-1.99989E-1	2.52288E-8	1.57680E-4	-7.11265E+3	-2.87570E+1	-7.13944E-1
6.21557E-5	3.40324E-8	2.12702E-4	-7.16849E+6	-7.28155E+2	-3.01670E-1
2.00055E-1	4.04034E-8	2.52521E-4	-2.88256E+3	-5.00056E+2	-4.63528E-1
4.00004E-1	5.30976E-8	3.31860E-4	-2.30211E+3	-3.65397E+2	-9.72736E-1
5.99989E-1	7.29785E-8	4.56116E-4	-1.18684E+3	-2.45324E+2	-1.03386E+0
7.99976E-1	8.91328E-8	5.57080E-4	-4.64249E+2	1.34634E+2	-6.58560E-1
9.99985E-1	1.47969E-7	9.24806E-4	-8.70488E+0	-6.60961E+1	-2.56246E-2
1.19999E+0	2.33217E-7	1.45761E-3	-1.32700E+2	1.98176E+1	-7.38819E-1
1.40000E+0	3.21322E-7	2.00826E-3	-4.59436E+1	2.39166E+1	-4.11172E-1
1.60000E+0	4.65131E-7	2.90707E-3	-6.32449E+1	-1.41136E+1	-9.36378E-1
1.79998E+0	6.87757E-7	4.29848E-3	-4.66167E+1	-1.14938E+1	-1.14809E+0
1.99997E+0	1.17632E-6	7.35200E-3	-1.14623E+1	-7.53733E+0	-5.36477E-1
2.20001E+0	2.04810E-6	1.28006E-2	-1.04664E+1	-5.64286E+0	-9.38217E-1
2.39996E+0	3.64793E-6	2.27996E-2	-2.33312E+0	1.46062E-1	-4.06366E-1
2.59994E+0	6.11377E-6	3.82111E-2	-2.36279E+0	-9.85710E-1	-7.47184E-1
2.79979E+0	1.07574E-5	6.72338E-2	1.18237E-1	-1.43211E+0	7.08462E-2
2.99985E+0	1.85603E-5	1.16002E-1	-4.98864E-2	6.83816E-2	-5.52583E-2
3.19984E+0	3.04867E-5	1.90542E-1	5.02486E-1	-2.73144E-1	9.75199E-1
3.39987E+0	7.04802E-5	4.40501E-1	2.67790E-1	9.38224E-2	1.27660E+0
3.59990E+0	8.89200E-5	5.55750E-1	6.28824E-1	2.58975E-1	4.00451E+0
3.79989E+0	1.08072E-4	6.75450E-1	8.94368E-1	1.84425E-1	7.30686E+0
3.99985E+0	1.57639E-4	9.85244E-1	1.01389E+0	6.12402E-1	1.27183E+1
4.19982E+0	2.23372E-4	1.39608E+0	9.53276E-1	5.02776E-1	1.77913E+1
4.39976E+0	3.04772E-4	1.90482E+0	1.01037E+0	5.05867E-1	2.69533E+1
4.59978E+0	4.06832E-4	2.54270E+0	1.01089E+0	4.87372E-1	3.76346E+1
4.80007E+0	5.29558E-4	3.30974E+0	1.04270E+0	4.95625E-1	5.27292E+1
5.00010E+0	6.85315E-4	4.28322E+0	9.99335E-1	5.20958E-1	6.81256E+1
5.20003E+0	8.54358E-4	5.33974E+0	9.99715E-1	5.53238E-1	8.83593E+1
5.40006E+0	1.06158E-3	6.63488E+0	9.64873E-1	5.89325E-1	1.10040E+2
5.60005E+0	1.29141E-3	8.07131E+0	9.23380E-1	5.62634E-1	1.32852E+2
5.80010E+0	1.54938E-3	9.68362E+0	8.96336E-1	5.50902E-1	1.60249E+2
6.00006E+0	1.82462E-3	1.14039E+1	8.58652E-1	5.62745E-1	1.87015E+2
6.20003E+0	2.13682E-3	1.33551E+1	8.29726E-1	5.54394E-1	2.18689E+2
6.40007E+0	2.49137E-3	1.55711E+1	7.88078E-1	5.38579E-1	2.49990E+2
6.60001E+0	2.88923E-3	1.80577E+1	7.52198E-1	5.33280E-1	2.85357E+2
6.79998E+0	3.32095E-3	2.07559E+1	7.15253E-1	5.24987E-1	3.21336E+2
6.99994E+0	3.78341E-3	2.36463E+1	6.89550E-1	5.21008E-1	3.63307E+2
7.19992E+0	4.31627E-3	2.69767E+1	6.53391E-1	5.04186E-1	4.03961E+2
7.39994E+0	4.88742E-3	3.05464E+1	6.25696E-1	4.93805E-1	4.50196E+2
7.59993E+0	5.52568E-3	3.45355E+1	5.92226E-1	4.83002E-1	4.94781E+2
7.79993E+0	6.21962E-3	3.88726E+1	5.66623E-1	4.78042E-1	5.46864E+2
7.99991E+0	6.96205E-3	4.35128E+1	5.39870E-1	4.63034E-1	5.98194E+2
8.19985E+0	7.76535E-3	4.85334E+1	5.17568E-1	4.55204E-1	6.55639E+2
8.39991E+0	8.66123E-3	5.41327E+1	4.90069E-1	4.43006E-1	7.09319E+2
8.59986E+0	9.63054E-3	6.01909E+1	4.68687E-1	4.34332E-1	7.72245E+2
8.79992E+0	1.06981E-2	6.68631E+1	4.45638E-1	4.19756E-1	8.34636E+2
8.99992E+0	1.18280E-2	7.39250E+1	4.22198E-1	4.10453E-1	8.94122E+2
9.19987E+0	1.30477E-2	8.15481E+1	4.03388E-1	3.99516E-1	9.63315E+2
9.39987E+0	1.43649E-2	8.97806E+1	3.82835E-1	3.86585E-1	1.02841E+3
9.60016E+0	1.57739E-2	9.85869E+1	3.65784E-1	3.77046E-1	1.10198E+3
9.80011E+0	1.72926E-2	1.08079E+2	3.47689E-1	3.66610E-1	1.17223E+3
1.00001E+1	1.89371E-2	1.18357E+2	3.29490E-1	3.53608E-1	1.24134E+3
1.01045E+1	2.00001E-2	1.25001E+2	3.16954E-1	3.44384E-1	1.27431E+3
