Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)
-9.99979E-1	-6.50111E-8	-4.06319E-4	3.13839E+2	-4.13130E+1	4.05897E-1
-7.99964E-1	-3.52106E-9	-2.20066E-5	2.83484E+3	-1.46723E+3	1.58856E-1
-5.99943E-1	1.17103E-8	7.31894E-5	2.89663E+3	3.63257E+2	4.04857E-1
-3.99935E-1	2.39779E-8	1.49862E-4	2.19364E+3	5.70997E+2	4.18500E-1
-1.99982E-1	3.12518E-8	1.95324E-4	7.68216E+3	-2.27256E+2	9.55167E-1
7.25746E-5	3.69292E-8	2.30807E-4	1.02640E+7	-4.04875E+2	5.47272E-1
2.00061E-1	3.37070E-8	2.10669E-4	1.62469E+3	-1.05741E+2	2.17963E-1
4.00006E-1	3.92015E-8	2.45009E-4	2.00489E+3	-4.28250E+2	6.25447E-1
5.99993E-1	4.63280E-8	2.89550E-4	8.38812E+2	5.25941E+1	4.63858E-1
8.00008E-1	7.12845E-8	4.45528E-4	2.31728E+2	-1.59715E+2	2.62904E-1
1.00001E+0	9.94382E-8	6.21489E-4	3.01926E+2	-1.20364E+2	5.97295E-1
1.20000E+0	9.36418E-8	5.85261E-4	-4.92140E+1	-5.84915E+1	-1.10019E-1
1.40000E+0	1.32251E-7	8.26569E-4	1.04301E+2	-3.43723E+1	3.84189E-1
1.59999E+0	1.83635E-7	1.14772E-3	7.21747E+1	-1.15935E+2	4.21879E-1
1.79998E+0	2.65797E-7	1.66123E-3	7.09378E+1	7.05657E+1	6.75189E-1
1.99997E+0	4.35335E-7	2.72084E-3	2.71406E+1	-6.44434E+1	4.70106E-1
2.19997E+0	1.07170E-6	6.69813E-3	1.01948E+1	-2.84162E+1	4.78189E-1
2.39996E+0	1.71762E-6	1.07351E-2	6.21211E+0	-2.32689E+0	5.09448E-1
2.59993E+0	3.29960E-6	2.06225E-2	2.12562E+0	-6.17176E+0	3.62775E-1
2.79992E+0	6.46282E-6	4.03926E-2	1.49244E+0	2.23215E+0	5.37273E-1
2.99984E+0	1.19056E-5	7.44100E-2	1.08984E+0	-9.09972E-1	7.74357E-1
