Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)
-9.99966E-1	-4.09746E-3	-2.56091E+1	5.59072E-3	2.53355E-3	4.55720E-1
-7.99984E-1	-3.18133E-3	-1.98833E+1	1.01031E-2	1.18964E-2	5.11533E-1
-5.99960E-1	-2.28572E-3	-1.42858E+1	1.83667E-2	9.68034E-3	5.01079E-1
-3.99953E-1	-1.50295E-3	-9.39344E+0	1.49498E-2	7.01909E-3	1.78780E-1
-2.00000E-1	-8.23968E-4	-5.14980E+0	1.11885E-1	2.64497E-2	3.66811E-1
6.22272E-5	4.03591E-8	2.52244E-4	2.99020E+6	-8.75943E+1	1.49400E-1
2.00049E-1	7.19720E-4	4.49825E+0	6.82301E-2	3.26348E-2	1.95437E-1
3.99997E-1	1.41438E-3	8.83987E+0	6.53792E-3	1.10372E-3	7.35856E-2
5.99999E-1	2.21894E-3	1.38684E+1	-6.19528E-3	-4.30728E-3	-1.64092E-1
8.00009E-1	3.06311E-3	1.91444E+1	1.26389E-3	-3.31352E-5	6.16165E-2
1.00002E+0	3.86820E-3	2.41762E+1	-1.95075E-3	-1.02506E-4	-1.50124E-1
1.20002E+0	4.76979E-3	2.98112E+1	-3.66504E-4	2.81603E-3	-4.17347E-2
1.40002E+0	5.68781E-3	3.55488E+1	-1.34742E-3	9.50925E-4	-2.13457E-1
1.60002E+0	6.65813E-3	4.16133E+1	-1.59910E-4	2.55242E-3	-3.38909E-2
1.80000E+0	7.63371E-3	4.77107E+1	-1.43275E-3	-1.79138E-3	-3.91660E-1
1.99999E+0	8.69036E-3	5.43148E+1	6.50861E-5	6.60102E-4	2.25053E-2
2.20014E+0	9.77984E-3	6.11240E+1	3.24371E-4	1.32997E-3	1.38853E-1
2.40012E+0	1.08910E-2	6.80687E+1	7.99640E-4	1.05913E-3	4.15839E-1
2.60014E+0	1.20350E-2	7.52187E+1	3.46706E-4	1.35129E-3	2.15841E-1
2.80008E+0	1.32058E-2	8.25362E+1	-3.31413E-4	9.53861E-4	-2.43801E-1
3.00003E+0	1.44159E-2	9.00994E+1	2.59539E-4	1.09908E-3	2.23306E-1
3.20009E+0	1.56631E-2	9.78944E+1	2.15378E-4	6.80452E-4	2.14769E-1
3.40001E+0	1.68822E-2	1.05514E+2	4.62012E-4	-1.89069E-3	5.27585E-1
3.60004E+0	1.81437E-2	1.13398E+2	-6.53145E-4	-1.08482E-5	-8.48736E-1
3.80000E+0	1.94241E-2	1.21401E+2	1.30423E-4	-9.58443E-5	1.91517E-1
3.89325E+0	2.00014E-2	1.25009E+2	3.64130E-4	7.81571E-5	5.64103E-1
