	Material	FD_ct	FD_%
0	HATCN	-0.21009412756030646	-0.9135176180726658
1	TAPC	0.16348447278893313	0.773255889322416
2	CBP	0.06625670834648512	0.43503034866448864
3	Cl-BsubPc	0.24183902374366165	0.8963626652995227
4	B3PYMPM	0.09763700967263333	0.5485934454830412
5	LiQ	-0.24481104286929958	-0.9806515706160789
6	Al	-0.24793617854261327	-0.9719871811131866
