	Wavelength (nm)	Intensity (Counts)	Standard Deviation (Counts)
0	380.0	63.930230769230775	183.27652723691506
1	380.5	63.27461538461539	140.78995034149193
2	381.0	33.57692307692308	218.47360046061593
3	381.5	137.52769230769232	297.73943913722866
4	382.0	112.99153846153845	206.50581067802182
5	382.5	126.20615384615385	181.68528921180254
6	383.0	180.12923076923076	171.3255521587052
7	383.5	243.03699999999998	121.74073351689142
8	384.0	176.7092307692308	192.56641034125337
9	384.5	155.98076923076923	255.229911210131
10	385.0	232.38384615384618	252.58802851035034
11	385.5	128.51923076923077	163.21833213693284
12	386.0	149.6343076923077	144.72889502970963
13	386.5	214.71846153846153	242.26930018683288
14	387.0	313.77038461538467	158.9199292152345
15	387.5	193.60769230769228	308.4074838499782
16	388.0	334.63461538461536	216.01408004733912
17	388.5	239.3877692307692	163.7942083216497
18	389.0	244.17076923076917	161.21592622516877
19	389.5	219.9676923076923	155.60449663039188
20	390.0	235.83538461538467	252.12093116705796
21	390.5	386.84615384615375	257.87117122071936
22	391.0	324.4807692307692	304.3556309133101
23	391.5	362.53846153846155	242.52031739934552
24	392.0	391.92999999999995	231.82501683547707
25	392.5	444.32307692307705	162.50491663021793
26	393.0	277.59153846153845	307.4381807990311
27	393.5	472.52307692307687	337.90676946766104
28	394.0	503.09615384615387	251.3321587534485
29	394.5	406.61538461538476	307.7685915053058
30	395.0	496.4307692307693	260.75558961370876
31	395.5	453.92923076923074	308.7936644293661
32	396.0	509.613076923077	253.81112970034096
33	396.5	623.2153846153847	248.40216723368283
34	397.0	651.5307692307692	209.30379607941762
35	397.5	567.4307692307692	295.10242650675974
36	398.0	611.6469230769233	302.7464805711618
37	398.5	692.0000000000001	314.8862407527274
38	399.0	724.4538461538461	338.0453124278428
39	399.5	735.6838461538462	406.3230602429637
40	400.0	709.396923076923	385.23511676706283
41	400.5	849.7923076923075	255.85515572303632
42	401.0	810.5230769230768	304.7051037260229
43	401.5	781.6261538461538	446.7503765835176
44	402.0	919.7076923076924	393.2016109630088
45	402.5	882.0461538461537	364.2258230514619
46	403.0	999.6923076923077	382.63783531918466
47	403.5	1080.7538461538463	497.131286816029
48	404.0	986.553846153846	329.1308685599898
49	404.5	1078.5	325.3751444339051
50	405.0	1121.0923076923077	465.94019831129276
51	405.5	1270.5153846153846	447.04469720798073
52	406.0	1275.6307692307694	404.3636717773426
53	406.5	1269.0	488.6166627090434
54	407.0	1299.7615384615383	483.4259764168204
55	407.5	1353.8923076923077	378.30241557930356
56	408.0	1517.8000000000002	386.8739647680942
57	408.5	1447.5846153846155	540.2651213078401
58	409.0	1513.0153846153846	471.31635928805224
59	409.5	1621.9769230769232	687.9694002070889
60	410.0	1645.923076923077	505.38750730937016
61	410.5	1609.0846153846153	477.0206346869701
62	411.0	1758.7307692307693	646.9514300930235
63	411.5	1652.4923076923078	566.777381967611
64	412.0	1698.1307692307694	573.5394311233139
65	412.5	1733.923076923077	484.5926856710872
66	413.0	1729.6999999999998	596.448220719955
67	413.5	1837.5538461538463	682.0136256425748
68	414.0	1960.923076923077	617.5255163259325
69	414.5	1890.430769230769	556.6813580836615
70	415.0	1935.4615384615386	573.7577370531942
71	415.5	1991.5384615384614	641.4739775745587
72	416.0	1931.1538461538462	628.9980856218692
73	416.5	2040.2307692307693	670.4887028069271
74	417.0	2070.6923076923076	677.1998210522033
75	417.5	2011.923076923077	644.5824482130882
76	418.0	2117.153846153846	672.971807176525
77	418.5	2100.769230769231	729.2963050720303
78	419.0	2235.230769230769	779.6106675125785
79	419.5	2177.846153846154	770.9848692672596
80	420.0	2218.846153846154	712.1127661515249
81	420.5	2322.3076923076924	749.0674596934495
82	421.0	2434.3076923076924	799.7252782737702
83	421.5	2459.230769230769	853.5428567353977
84	422.0	2475.769230769231	842.0169150362126
85	422.5	2548.076923076923	944.8521627574631
86	423.0	2481.4615384615386	836.5342988402176
87	423.5	2584.6923076923076	844.9564744926109
88	424.0	2682.230769230769	933.8739129063948
89	424.5	2735.076923076923	840.3755993179443
90	425.0	2689.923076923077	908.3258870910612
91	425.5	2775.6153846153848	898.4644625874439
92	426.0	2834.769230769231	977.2578711607097
93	426.5	2912.6153846153848	1033.0358202488237
94	427.0	3138.6923076923076	943.6141963108068
95	427.5	3015.5384615384614	1087.716564847565
96	428.0	3123.769230769231	1099.6295987458095
97	428.5	3264.846153846154	1161.9086979987744
98	429.0	3205.6923076923076	1218.9788528875233
99	429.5	3280.230769230769	1033.8960038347968
100	430.0	3261.5384615384614	1142.8059001614347
101	430.5	3276.4615384615386	1101.30940355872
102	431.0	3278.846153846154	1042.795344340161
103	431.5	3273.6153846153848	1171.2256261948937
104	432.0	3398.6153846153848	1227.390135359861
105	432.5	3271.153846153846	1040.4481169302333
106	433.0	3351.076923076923	1046.0209926955401
107	433.5	3307.6153846153848	1082.1422157683014
108	434.0	3309.923076923077	1121.4589715420136
109	434.5	3403.3846153846152	1115.0969284162313
110	435.0	3423.846153846154	1180.6659037726808
111	435.5	3271.5384615384614	1144.3123306419327
112	436.0	3299.076923076923	1155.3650413173427
113	436.5	3348.769230769231	1110.6657846567077
114	437.0	3461.6153846153848	976.2493012672799
115	437.5	3386.3076923076924	1176.7233113520315
116	438.0	3337.5384615384614	1167.9979989040166
117	438.5	3357.0	1206.3483359678114
118	439.0	3307.153846153846	1003.9711033348326
119	439.5	3451.0	1073.1578850075352
120	440.0	3394.5384615384614	1102.872655692649
121	440.5	3368.230769230769	1105.9283016018821
122	441.0	3312.230769230769	1104.9406634849154
123	441.5	3446.3076923076924	991.1931725579246
124	442.0	3364.0	1071.3126384164284
125	442.5	3338.6923076923076	1104.1310808898472
126	443.0	3476.5384615384614	1089.116057627583
127	443.5	3299.923076923077	1029.395226598792
128	444.0	3465.923076923077	987.4897827349492
129	444.5	3481.769230769231	1346.017267796777
130	445.0	3350.3846153846152	986.0012902520454
131	445.5	3408.6923076923076	1120.319005710522
132	446.0	3375.3846153846152	1101.5307208580625
133	446.5	3437.0	1028.4547033890587
134	447.0	3508.769230769231	1195.1544575973403
135	447.5	3499.153846153846	1066.2836140362142
136	448.0	3526.5384615384614	1060.2717079478055
137	448.5	3544.846153846154	1091.5367322586183
