	Pixel	Max Current (A)	Max Luminance (cd/m2)	Status	Turnon Voltage (V)	EQE(%)_max	EQE(%)_avg	CE(cd/A)_max	CE(cd/A)_avg	PE(lm/W)_max	PE(lm/W)_avg	V (V) @ 100 cd/m2	EQE(%) @ 100 cd/m2	CE(cd/A) @ 100 cd/m2	PE(lm/W) @ 100 cd/m2	λmax (nm) @ 100 cd/m2	FWHM (nm) @ 100 cd/m2	CIE-x @ 100 cd/m2	CIE-y @ 100 cd/m2	Hex Color @ 100 cd/m2	V (V) @ 250 cd/m2	EQE(%) @ 250 cd/m2	CE(cd/A) @ 250 cd/m2	PE(lm/W) @ 250 cd/m2	λmax (nm) @ 250 cd/m2	FWHM (nm) @ 250 cd/m2	CIE-x @ 250 cd/m2	CIE-y @ 250 cd/m2	Hex Color @ 250 cd/m2
0	A1-1	0.0200012	440.36	Working	3.6	0.236461	0.18776090000000004	0.40774219409030266	0.3767794485775479	0.279992	0.19494703333333335	6.40007	0.183776	0.40155131912798925	0.197108	580.0	30.0	0.4957867255354123	0.3996295658109773	#ffa600	7.99994	0.187628	0.37823368065261775	0.148533	580.0	30.5	0.47438422877492903	0.3810688537468104	#ff9d16
1	A2-1	0.020001	403.88	Working	3.6	0.19651	0.1540751090909091	0.362824578074325	0.34033322495762597	0.26157	0.16948206060606058	6.59992	0.158052	0.35680157391793144	0.169839	580.0	29.5	0.49864781093189475	0.4054681136294582	#ffad00	8.39987	0.169164	0.35066168327796243	0.131149	580.0	30.0	0.47770589224680876	0.3854443948143717	#ffa112
2	A3-1	0.019983	460.56	Working	4.0	0.199773	0.17036722	0.43667101365099203	0.3638678750492945	0.237181	0.16777165000000002	6.4001	0.178579	0.39632660133613135	0.194543	580.5	29.0	0.5030575868036918	0.4067215977833798	#ffac00	8.19988	0.19754	0.41351597227195913	0.158429	580.5	30.0	0.4786007360840366	0.38673194115333814	#ffa210
3	A4-1	0.0200013	514.06	Working	3.8	0.219913	0.17557953636363638	0.4734362221128142	0.40323926635686336	0.239697	0.1870454242424242	6.39998	0.190299	0.4406868359306301	0.216323	580.5	29.0	0.5081894405053206	0.41146196740419194	#ffb000	7.99994	0.219913	0.468953539663761	0.184159	580.0	30.0	0.48471700370863113	0.3925330055940413	#ffa508
4	B1-1	0.020001	375.55	Working	3.6	0.144472	0.10883246071428572	0.30312137812162576	0.23425917426519102	0.131292	0.11585928571428572	6.40006	0.103494	0.24540650982730727	0.120463	580.5	29.5	0.5107255304767805	0.4124770148405991	#ffb000	7.99991	0.137143	0.2957540943988995	0.116144	580.5	30.0	0.48815989877645	0.3934691382089112	#ffa305
5	B2-1	0.0200012	2.88	Short Circuit	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
6	B3-1	0.0200015	401.96	Working	3.6	0.149587	0.10845402413793102	0.3215440488284843	0.23009173076989292	0.120329	0.11099044137931034	6.6	0.111195	0.2508730700110366	0.119415	580.0	29.5	0.5067543851451242	0.41213022045423886	#ffb200	8.19987	0.14002	0.30826309036118854	0.118104	580.0	31.0	0.4920611197852022	0.39943534170356915	#ffa800
7	B4-1	0.020001	451.29	Working	3.6	0.168213	0.0992007277419355	0.3649458097723648	0.24194549901457937	0.136476	0.10987514193548387	6.60002	0.101515	0.24722253504575656	0.117677	580.0	29.5	0.5144464893521191	0.41757748419740665	#ffb500	8.19988	0.153561	0.34549462574488243	0.132368	580.0	30.5	0.49549054173534546	0.4019213766761111	#ffaa00
8	C1-1	0.019718	374.09	Working	4.0	0.142958	0.11788879999999999	0.3282903879516853	0.29755554922356425	0.175045	0.137262675	6.99991	0.128219	0.31640949480202385	0.142005	580.5	29.5	0.5174402019872115	0.4182057830234747	#ffb400	8.99992	0.140841	0.32386640940505307	0.113052	580.5	30.5	0.49972256484455313	0.4027012413715239	#ffa800
9	C2-1	0.0190333	3.26	Short Circuit	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
10	C3-1	0.0199702	422.3	Working	4.0	0.167132	0.14153959142857142	0.4066239187761448	0.3766914591039633	0.231883	0.17157136571428575	7.20009	0.163367	0.4025916440503039	0.175662	580.5	29.0	0.517411307177566	0.41931666407348794	#ffb500	9.19989	0.163701	0.38516121948541515	0.131525	580.5	30.5	0.5038160659923449	0.40689168828344974	#ffac00
11	C4-1	0.0200026	7.52	Short Circuit	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
12	C5-1	0.0199618	485.08	Working	4.0	0.195327	0.14613137105263155	0.46449650602745063	0.36539561843257784	0.184584	0.1502411447368421	7.4	0.168442	0.4098550898248424	0.173999	580.0	30.0	0.5211818916622085	0.41912771942342325	#ffb300	9.19989	0.190203	0.4555243075285368	0.155553	580.5	30.5	0.5093472486035202	0.41127352560978253	#ffaf00
13	D1-1	0.0200011	383.34	Working	3.6	0.140311	0.10844265294117647	0.3287620323487116	0.28608452799538586	0.172468	0.1367140911764706	7.19999	0.127656	0.31091317018108056	0.135662	580.5	30.0	0.5185377958411428	0.418026818752763	#ffb300	8.99993	0.139963	0.3242475858919788	0.113185	580.5	30.5	0.5085651311093561	0.4086996127270519	#ffac00
14	D2-1	0.0198767	0.73	Short Circuit	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
15	D3-1	0.0200016	1.06	Short Circuit	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
16	D4-1	0.020001	470.75	Working	3.8	0.236283	0.15829754722222222	0.42896379408764657	0.37074892557357175	0.228834	0.16738861111111109	7.19993	0.165754	0.41163310100504447	0.179611	580.5	30.5	0.5264767470682373	0.42393409179133296	#ffb600	8.99985	0.175888	0.4267091365423991	0.148952	580.5	31.0	0.5163303347130699	0.41564550222817376	#ffb100
17	D5-1	0.0200011	502.85	Working	3.8	0.208982	0.17875533414634143	0.5020775976343428	0.4466610426648459	0.268242	0.19338748780487805	7.60004	0.200447	0.5018348707395031	0.20744	580.5	30.5	0.5282941452529883	0.42344070985912796	#ffb400	9.60018	0.200169	0.48509494253132524	0.158744	580.5	31.0	0.5175125418842249	0.4159974246897984	#ffb100
