	Pixel	Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)	CE(cd/A)
0	A1-1	-0.99996	-1.60314e-06	-0.0100196	-2.07331	9.08129	-0.0661225	0.6599315341929818
1	A1-1	-0.799977	-8.95223e-07	-0.00559514	-6.68012	18.4494	-0.0951751	1.701031609575453
2	A1-1	-0.599958	-4.92506e-07	-0.00307816	-28.0735	47.1884	-0.165028	5.361254775580217
3	A1-1	-0.399953	-2.23658e-07	-0.00139786	-24.8296	92.5023	-0.0441868	3.1610318629905714
4	A1-1	-0.200005	-7.77583e-08	-0.000485989	-1240.31	55.8049	-0.38375	78.96269257123103
5	A1-1	5.62429e-05	1.69185e-08	0.000105741	-9863140.0	1826.22	-0.186713	-176.57578422749924
6	A1-1	0.200043	9.39372e-08	0.000587108	-1259.12	14.4831	-0.470714	-80.17502742255257
7	A1-1	0.399969	2.17631e-07	0.00136019	-216.441	21.0889	-0.374815	-27.55607672457524
8	A1-1	0.599963	4.49576e-07	0.00280985	29.9701	60.3988	0.160822	5.723508372333042
9	A1-1	0.799979	8.3163e-07	0.00519769	3.6227	2.61704	0.0479481	0.9224886439937743
10	A1-1	0.999979	1.33249e-06	0.00832806	-7.2703	24.8253	-0.192725	-2.3141644032343667
11	A1-1	1.19999	2.10685e-06	0.0131678	-2.01379	9.45318	-0.101288	-0.7692097389085497
12	A1-1	1.4	3.19481e-06	0.0199676	1.05712	11.4315	0.0940649	0.4710876620124602
13	A1-1	1.59999	4.6969e-06	0.0293556	4.81464	5.09833	0.719818	2.4520636607666
14	A1-1	1.79997	6.69289e-06	0.0418306	-1.05961	2.62035	-0.253955	-0.607103412334511
15	A1-1	1.99997	9.65826e-06	0.0603641	1.51429	-0.460911	0.581919	0.9640150354266858
16	A1-1	2.20001	1.29521e-05	0.0809506	-0.970845	1.90542	-0.550358	-0.6798689571170566
17	A1-1	2.40003	1.75842e-05	0.109901	-0.224348	0.503671	-0.188361	-0.1713915250998626
18	A1-1	2.59997	2.37363e-05	0.148352	0.0488682	0.629825	0.0599982	0.04044313524590164
19	A1-1	2.7999	3.3004e-05	0.206275	0.615885	0.851963	1.13224	0.5488983153557145
20	A1-1	2.99987	4.56849e-05	0.285531	0.210669	0.539921	0.574388	0.2011648472495106
21	A1-1	3.19993	6.4418e-05	0.402613	0.340433	0.662527	1.39608	0.34675482411149167
22	A1-1	3.39982	9.55434e-05	0.597146	0.284606	0.399292	1.83921	0.30800005358823473
23	A1-1	3.59987	0.000143788	0.898675	0.279992	0.236461	2.88327	0.32083567474337216
24	A1-1	3.79992	0.000208949	1.30593	0.228079	0.225454	3.60271	0.2758731325568752
25	A1-1	3.99985	0.000301166	1.88229	0.25626	0.181388	6.14131	0.3262680033363615
26	A1-1	4.19981	0.000390231	2.43894	0.261964	0.207161	8.5413	0.3502054171074319
27	A1-1	4.39975	0.000519269	3.24543	0.254851	0.200253	11.5834	0.35691418394480856
28	A1-1	4.59971	0.000676447	4.22779	0.254188	0.179091	15.7344	0.3721660725816562
29	A1-1	4.80006	0.000882201	5.51376	0.26306	0.155565	22.1615	0.40193080583848406
30	A1-1	5.00005	0.00113061	7.06631	0.251172	0.176733	28.248	0.39975602542203786
31	A1-1	5.20009	0.00143602	8.97513	0.236468	0.176753	35.1296	0.3914104865333427
32	A1-1	5.40005	0.00179181	11.1988	0.232894	0.163786	44.8311	0.40032057006107796
33	A1-1	5.60005	0.00221199	13.8249	0.225443	0.180787	55.5573	0.40186402794956927
34	A1-1	5.80008	0.00267439	16.7149	0.220852	0.185915	68.1537	0.40774219409030266
35	A1-1	6.00003	0.00319782	19.9864	0.211207	0.178887	80.6207	0.40337779690189335
36	A1-1	6.20008	0.00378307	23.6442	0.205092	0.185364	95.7018	0.4047580379120461
37	A1-1	6.40007	0.0044205	27.6281	0.197108	0.183776	110.941	0.40155131912798925
38	A1-1	6.60002	0.00508446	31.7779	0.190921	0.188682	127.46	0.40109635941959665
39	A1-1	6.80001	0.00580181	36.2613	0.183356	0.185666	143.913	0.39687766296299365
40	A1-1	6.99999	0.00658322	41.1451	0.177418	0.185335	162.654	0.395318033010006
41	A1-1	7.19999	0.00741508	46.3442	0.170709	0.188261	181.315	0.3912355807199175
42	A1-1	7.39998	0.00829461	51.8413	0.165488	0.191177	202.08	0.3898050396112752
43	A1-1	7.59994	0.00923188	57.6992	0.159217	0.187978	222.239	0.38516825189950643
44	A1-1	7.79997	0.0102346	63.9663	0.154734	0.190329	245.742	0.38417416670965804
45	A1-1	7.99994	0.0112757	70.4731	0.148533	0.187628	266.553	0.37823368065261775
46	A1-1	8.19984	0.012389	77.4313	0.144233	0.187896	291.498	0.3764601653336571
47	A1-1	8.39987	0.0134474	84.0463	0.140685	0.190316	316.147	0.376158141405392
48	A1-1	8.59983	0.0146775	91.7344	0.136106	0.188739	341.782	0.37257778979314193
49	A1-1	8.79987	0.0159433	99.6456	0.131146	0.186963	366.05	0.3673518951162921
50	A1-1	8.99988	0.01729	108.062	0.126959	0.187612	393.029	0.36370694601247433
51	A1-1	9.19979	0.0186838	116.774	0.122246	0.185551	418.031	0.3579829414081902
52	A1-1	9.37622	0.0200012	125.008	0.11803	0.18332	440.357	0.35226305516446954
53	A2-1	-0.999967	-1.50373e-06	-0.00939831	20.465	16.7965	0.612207	-6.5140115616531045
54	A2-1	-0.799982	-7.63356e-07	-0.00477098	20.8969	13.5224	0.253875	-5.321233792637991
