	Timestamp	Filtered Rate: LiQ	Source Power: LiQ	Thickness: LiQ	State: LiQ	Fundamental  Frequency: LiQ	Current Z-Ratio: LiQ
0	19:58:24	-0.001	0.000	-0.000	Ready	1	000.000
1	19:58:25	0.000	0.000	-0.000	Ready	1	000.000
2	19:58:26	-0.001	0.213	-0.000	PreCon Rise	1	000.000
3	19:58:27	-0.002	0.480	-0.000	PreCon Rise	1	000.000
4	19:58:28	-0.001	0.747	-0.000	PreCon Rise	1	000.000
5	19:58:29	0.001	1.013	-0.000	PreCon Rise	1	000.000
6	19:58:30	-0.001	1.280	-0.000	PreCon Rise	1	000.000
7	19:58:31	-0.001	1.547	-0.000	PreCon Rise	1	000.000
8	19:58:32	0.000	1.813	-0.000	PreCon Rise	1	000.000
9	19:58:33	-0.001	2.080	-0.000	PreCon Rise	1	000.000
10	19:58:34	0.002	2.347	-0.000	PreCon Rise	1	000.000
11	19:58:35	-0.003	2.613	-0.000	PreCon Rise	1	000.000
12	19:58:36	-0.001	2.880	-0.000	PreCon Rise	1	000.000
13	19:58:37	0.000	3.147	-0.000	PreCon Rise	1	000.000
14	19:58:38	-0.002	3.413	-0.000	PreCon Rise	1	000.000
15	19:58:39	0.001	3.680	-0.000	PreCon Rise	1	000.000
16	19:58:40	0.003	3.947	-0.000	PreCon Rise	1	000.000
17	19:58:41	-0.001	4.213	-0.000	PreCon Rise	1	000.000
18	19:58:42	0.001	4.480	-0.000	PreCon Rise	1	000.000
19	19:58:43	-0.001	4.747	-0.000	PreCon Rise	1	000.000
20	19:58:44	-0.001	5.013	-0.000	PreCon Rise	1	000.000
21	19:58:45	0.001	5.280	-0.000	PreCon Rise	1	000.000
22	19:58:46	-0.002	5.547	-0.000	PreCon Rise	1	000.000
23	19:58:47	-0.001	5.813	-0.000	PreCon Rise	1	000.000
24	19:58:48	0.001	6.080	-0.000	PreCon Rise	1	000.000
25	19:58:49	-0.001	6.347	-0.000	PreCon Rise	1	000.000
26	19:58:50	-0.001	6.613	-0.000	PreCon Rise	1	000.000
27	19:58:51	0.000	6.880	-0.000	PreCon Rise	1	000.000
28	19:58:52	-0.003	7.147	-0.000	PreCon Rise	1	000.000
29	19:58:53	-0.002	7.413	-0.000	PreCon Rise	1	000.000
30	19:58:54	0.002	7.680	-0.000	PreCon Rise	1	000.000
31	19:58:55	0.001	7.947	-0.000	PreCon Rise	1	000.000
32	19:58:56	-0.003	8.000	-0.000	PreCon Soak	1	000.000
33	19:58:57	-0.001	8.000	-0.000	PreCon Soak	1	000.000
34	19:58:58	-0.001	8.000	-0.000	PreCon Soak	1	000.000
35	19:58:59	-0.001	8.000	-0.000	PreCon Soak	1	000.000
36	19:59:00	0.001	8.000	-0.000	PreCon Soak	1	000.000
37	19:59:01	-0.001	8.000	-0.000	PreCon Soak	1	000.000
38	19:59:02	-0.001	8.000	-0.000	PreCon Soak	1	000.000
39	19:59:03	-0.001	8.000	-0.000	PreCon Soak	1	000.000
40	19:59:04	0.000	8.000	-0.000	PreCon Soak	1	000.000
41	19:59:05	0.000	8.000	-0.000	PreCon Soak	1	000.000
42	19:59:06	0.000	8.000	-0.000	PreCon Soak	1	000.000
43	19:59:07	-0.001	8.000	-0.000	PreCon Soak	1	000.000
44	19:59:08	0.001	8.000	-0.000	PreCon Soak	1	000.000
45	19:59:09	-0.001	8.000	-0.000	PreCon Soak	1	000.000
46	19:59:10	-0.001	8.000	-0.000	PreCon Soak	1	000.000
47	19:59:11	0.002	8.000	-0.000	PreCon Soak	1	000.000
48	19:59:12	-0.003	8.000	-0.000	PreCon Soak	1	000.000
49	19:59:13	0.001	8.000	-0.000	PreCon Soak	1	000.000
50	19:59:14	-0.001	8.000	-0.000	PreCon Soak	1	000.000
51	19:59:15	0.001	8.000	-0.000	PreCon Soak	1	000.000
52	19:59:16	-0.001	8.000	-0.000	PreCon Soak	1	000.000
53	19:59:17	-0.002	8.000	-0.000	PreCon Soak	1	000.000
54	19:59:18	0.002	8.000	-0.000	PreCon Soak	1	000.000
55	19:59:19	-0.003	8.000	-0.000	PreCon Soak	1	000.000
56	19:59:20	0.000	8.000	-0.000	PreCon Soak	1	000.000
57	19:59:21	0.002	8.000	-0.000	PreCon Soak	1	000.000
58	19:59:22	-0.003	8.000	-0.000	PreCon Soak	1	000.000
59	19:59:23	0.000	8.000	-0.000	PreCon Soak	1	000.000
60	19:59:24	0.000	8.000	-0.000	PreCon Soak	1	000.000
61	19:59:25	-0.001	8.000	-0.000	PreCon Soak	1	000.000
62	19:59:26	0.001	8.000	-0.000	PreCon Soak	1	000.000
63	19:59:27	-0.002	8.000	-0.000	PreCon Soak	1	000.000
64	19:59:28	0.001	8.000	-0.000	PreCon Soak	1	000.000
65	19:59:29	-0.002	8.000	-0.000	PreCon Soak	1	000.000
66	19:59:30	0.003	8.000	-0.000	PreCon Soak	1	000.000
67	19:59:31	-0.001	8.000	-0.000	PreCon Soak	1	000.000
68	19:59:32	-0.001	8.000	-0.000	PreCon Soak	1	000.000
69	19:59:33	0.001	8.000	-0.000	PreCon Soak	1	000.000
70	19:59:34	0.000	8.000	-0.000	PreCon Soak	1	000.000
71	19:59:35	-0.003	8.000	-0.000	PreCon Soak	1	000.000
72	19:59:36	0.000	8.000	-0.000	PreCon Soak	1	000.000
73	19:59:37	0.001	8.000	-0.000	PreCon Soak	1	000.000
74	19:59:38	-0.002	8.000	-0.000	PreCon Soak	1	000.000
75	19:59:39	0.000	8.000	-0.000	PreCon Soak	1	000.000
76	19:59:40	0.000	8.000	-0.000	PreCon Soak	1	000.000
77	19:59:41	0.000	8.000	-0.000	PreCon Soak	1	000.000
78	19:59:42	0.001	8.000	-0.000	PreCon Soak	1	000.000
79	19:59:43	0.001	8.000	-0.000	PreCon Soak	1	000.000
80	19:59:44	-0.001	8.000	-0.000	PreCon Soak	1	000.000
81	19:59:45	-0.002	8.000	-0.000	PreCon Soak	1	000.000
82	19:59:46	0.002	8.000	-0.000	PreCon Soak	1	000.000
83	19:59:47	0.001	8.000	-0.000	PreCon Soak	1	000.000
84	19:59:48	-0.004	8.000	-0.000	PreCon Soak	1	000.000
85	19:59:49	0.001	8.000	-0.000	PreCon Soak	1	000.000
86	19:59:50	0.001	8.000	-0.000	PreCon Soak	1	000.000
87	19:59:51	0.000	8.000	-0.000	PreCon Soak	1	000.000
88	19:59:52	-0.001	8.000	-0.000	PreCon Soak	1	000.000
89	19:59:53	-0.001	8.000	-0.000	PreCon Soak	1	000.000
90	19:59:54	0.000	8.000	-0.000	PreCon Soak	1	000.000
91	19:59:55	0.001	8.000	-0.000	PreCon Soak	1	000.000
92	19:59:56	0.000	8.000	-0.000	PreCon Soak	1	000.000
93	19:59:57	0.001	8.000	-0.000	PreCon Soak	1	000.000
94	19:59:58	-0.003	8.000	-0.000	PreCon Soak	1	000.000
95	19:59:59	-0.002	8.000	-0.000	PreCon Soak	1	000.000
96	20:00:00	0.001	8.000	-0.000	PreCon Soak	1	000.000
97	20:00:01	0.002	8.000	-0.000	PreCon Soak	1	000.000
98	20:00:02	-0.003	8.000	-0.000	PreCon Soak	1	000.000
99	20:00:03	0.001	8.000	-0.000	PreCon Soak	1	000.000
100	20:00:04	-0.002	8.000	-0.000	PreCon Soak	1	000.000
101	20:00:05	-0.001	8.000	-0.000	PreCon Soak	1	000.000
102	20:00:06	0.000	8.000	-0.000	PreCon Soak	1	000.000
103	20:00:07	0.000	8.000	-0.000	PreCon Soak	1	000.000
104	20:00:08	0.002	8.000	-0.000	PreCon Soak	1	000.000
105	20:00:09	-0.001	8.000	-0.000	PreCon Soak	1	000.000
106	20:00:10	-0.001	8.000	-0.000	PreCon Soak	1	000.000
107	20:00:11	-0.001	8.000	-0.000	PreCon Soak	1	000.000
108	20:00:12	-0.003	8.000	-0.000	PreCon Soak	1	000.000
109	20:00:13	-0.003	8.000	-0.000	PreCon Soak	1	000.000
110	20:00:14	0.003	8.000	-0.000	PreCon Soak	1	000.000
111	20:00:15	-0.001	8.000	-0.000	PreCon Soak	1	000.000
112	20:00:16	0.002	8.000	-0.000	PreCon Soak	1	000.000
113	20:00:17	-0.001	8.000	-0.000	PreCon Soak	1	000.000
114	20:00:18	0.001	8.000	-0.000	PreCon Soak	1	000.000
115	20:00:19	-0.001	8.000	-0.000	PreCon Soak	1	000.000
116	20:00:20	-0.001	8.000	-0.000	PreCon Soak	1	000.000
117	20:00:21	0.001	8.000	-0.000	PreCon Soak	1	000.000
118	20:00:22	-0.001	8.000	-0.000	PreCon Soak	1	000.000
119	20:00:23	0.001	8.000	-0.000	PreCon Soak	1	000.000
120	20:00:24	-0.003	8.000	-0.000	PreCon Soak	1	000.000
121	20:00:25	0.002	8.000	-0.000	PreCon Soak	1	000.000
122	20:00:26	0.002	8.000	-0.000	PreCon Soak	1	000.000
123	20:00:27	-0.002	8.000	-0.000	PreCon Soak	1	000.000
124	20:00:28	0.001	8.000	-0.000	PreCon Soak	1	000.000
125	20:00:29	0.001	8.000	-0.000	PreCon Soak	1	000.000
126	20:00:30	-0.003	8.000	-0.000	PreCon Soak	1	000.000
127	20:00:31	-0.001	8.000	-0.000	PreCon Soak	1	000.000
128	20:00:32	-0.001	8.000	-0.000	PreCon Soak	1	000.000
129	20:00:33	-0.001	8.000	-0.000	PreCon Soak	1	000.000
130	20:00:34	0.001	8.000	-0.000	PreCon Soak	1	000.000
131	20:00:35	0.001	8.000	-0.000	PreCon Soak	1	000.000
132	20:00:36	-0.001	8.000	-0.000	PreCon Soak	1	000.000
133	20:00:37	-0.001	8.000	-0.000	PreCon Soak	1	000.000
134	20:00:38	-0.001	8.000	-0.000	PreCon Soak	1	000.000
