	Material	FD_ct	FD_%
0	HATCN	0.6524296676986597	-0.9371512126067338
1	TAPC	-0.5663334238616675	0.8397449005711274
2	CBP	-0.3156235691864649	0.5193616311178727
3	TxOPhCz	0.584792074371606	-0.861769959066316
4	Cl-BsubPc	-0.6434595647607129	0.864493669179922
5	B3PYMPM	-0.40517357471310655	0.6368706737092367
6	LiQ	0.6876325641328516	-0.9554427386283629
7	Al	0.6827698751282067	-0.9400739132719037
