	Material	Max Luminance (cd/m2)	EQE(%)_max	EQE(%)_avg	PE(lm/W)_max	PE(lm/W)_avg	CE(cd/A)_max	CE(cd/A)_avg
0	HATCN	0.6280954891975187	0.0048739805581339765	0.28110322878914784	0.03337640132363381	0.3760532866352395	0.0651054727201328	0.28381550727708216
1	TAPC	-0.5278226540631039	0.0035731694920654524	-0.21687803519400448	-0.07464834746346127	-0.3368721188776379	-0.06915593586891546	-0.22878618466626058
2	CBP	-0.3009185168684467	0.01766187828285163	-0.08422521915118547	-0.1375007354629479	-0.23454308866741252	-0.0688552221055601	-0.1106319125775043
3	TxOPhCz	0.5467563166052767	-0.002130541828721541	0.22862070127662726	0.06778121698456928	0.3446847138253605	0.06867811373039964	0.23898378831898603
4	Cl-BsubPc	-0.7501488223235958	-0.02739454290421891	-0.3901556775196575	0.0912271895531215	-0.390465083815292	-0.037124385556808824	-0.36630845015955865
5	B3PYMPM	-0.3799026954355466	0.013299313265569627	-0.12903447918844774	-0.11891339186274377	-0.2716361775109396	-0.06998005863421232	-0.15107436382345021
6	LiQ	0.7198777824483322	0.016087747585927247	0.3486746189093013	-0.02555821932720262	0.40244866149414144	0.054840030621904935	0.3385980081924288
7	Al	0.7362339205527327	0.019324949542995597	0.36384171353012557	-0.043588452114071544	0.40378372261479367	0.050677364661875016	0.3499306164261477
