	Timestamp	Filtered Rate: CBP	Filtered Rate: TxOPhCz	Source Power: CBP	Source Power: TxOPhCz	Thickness: CBP	Thickness: TxOPhCz	State: CBP	State: TxOPhCz	Fundamental  Frequency: CBP	Fundamental  Frequency: TxOPhCz	Current Z-Ratio: CBP	Current Z-Ratio: TxOPhCz
398	17:17:44	1.868	0.187	24.008	14.168	0.125	0.044	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
399	17:17:46	1.817	0.187	24.008	14.091	0.127	0.044	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
400	17:17:47	1.765	0.187	24.008	14.091	0.128	0.044	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
401	17:17:47	1.716	0.189	24.008	14.208	0.130	0.044	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
402	17:17:49	1.667	0.191	24.008	14.071	0.132	0.044	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
403	17:17:50	1.625	0.193	24.008	14.071	0.133	0.045	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
404	17:17:50	1.582	0.197	24.008	13.907	0.135	0.045	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
405	17:17:51	1.544	0.198	24.008	13.716	0.137	0.045	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
406	17:17:53	1.509	0.198	24.008	13.716	0.138	0.045	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
407	17:17:53	1.479	0.200	24.008	13.832	0.140	0.045	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
408	17:17:54	1.452	0.198	24.008	13.824	0.141	0.046	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
409	17:17:55	1.428	0.199	24.008	13.824	0.143	0.046	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
410	17:17:56	1.405	0.198	24.008	14.024	0.144	0.046	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
411	17:17:58	1.385	0.196	24.008	14.131	0.145	0.046	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
412	17:17:58	1.367	0.195	24.008	14.131	0.147	0.046	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
413	17:17:59	1.350	0.194	24.008	14.239	0.148	0.047	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
414	17:18:00	1.335	0.193	24.008	14.222	0.149	0.047	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
415	17:18:02	1.319	0.194	24.008	14.222	0.151	0.047	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
416	17:18:02	1.301	0.196	24.008	14.110	0.152	0.047	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
417	17:18:04	1.279	0.196	24.008	14.031	0.153	0.047	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
418	17:18:05	1.258	0.197	24.008	14.031	0.155	0.048	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
419	17:18:05	1.238	0.198	24.008	13.993	0.156	0.048	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
420	17:18:06	1.217	0.198	24.008	13.957	0.157	0.048	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
421	17:18:08	1.196	0.199	24.008	13.957	0.158	0.048	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
422	17:18:08	1.175	0.199	24.008	13.946	0.159	0.048	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
423	17:18:10	1.156	0.198	24.008	14.014	0.161	0.049	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
424	17:18:10	1.136	0.198	24.008	14.014	0.162	0.049	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
425	17:18:11	1.117	0.198	24.008	14.161	0.163	0.049	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
426	17:18:12	1.101	0.199	24.008	14.010	0.164	0.049	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
427	17:18:14	1.089	0.198	24.008	14.010	0.165	0.049	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
428	17:18:14	1.066	0.200	24.008	14.008	0.166	0.050	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
429	17:18:15	1.054	0.200	24.008	13.921	0.167	0.050	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
430	17:18:17	1.041	0.199	24.008	13.921	0.168	0.050	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
431	17:18:17	1.030	0.200	24.008	14.071	0.169	0.050	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
432	17:18:19	1.019	0.200	24.008	13.974	0.170	0.050	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
433	17:18:20	1.008	0.201	24.008	13.974	0.171	0.051	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
434	17:18:20	0.996	0.202	24.008	13.972	0.172	0.051	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
435	17:18:22	0.985	0.202	24.008	13.818	0.173	0.051	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
436	17:18:23	0.976	0.203	24.008	13.818	0.174	0.051	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
437	17:18:23	0.965	0.202	24.008	13.885	0.175	0.051	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
438	17:18:24	0.952	0.202	24.008	13.991	0.176	0.052	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
439	17:18:25	0.939	0.202	24.008	13.991	0.177	0.052	Manual	Deposit	Sensor Status	1	Fundamental Activity	000.000
440	17:18:26	0.926	0.200	24.008	13.960	0.178	0.052	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
441	17:18:28	0.913	0.203	23.908	14.042	0.179	0.052	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
442	17:18:29	0.899	0.201	23.856	14.042	0.180	0.052	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
443	17:18:29	0.889	0.199	23.786	13.975	0.181	0.053	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
444	17:18:31	0.870	0.199	23.786	14.102	0.182	0.053	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
445	17:18:32	0.854	0.197	23.778	14.102	0.183	0.053	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
446	17:18:32	0.835	0.197	23.783	14.086	0.183	0.053	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
447	17:18:33	0.817	0.198	23.821	14.091	0.184	0.053	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
448	17:18:35	0.801	0.198	23.870	14.091	0.185	0.054	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
449	17:18:35	0.785	0.198	23.914	14.113	0.186	0.054	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
450	17:18:37	0.770	0.199	23.914	14.013	0.187	0.054	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
451	17:18:38	0.752	0.200	23.999	14.013	0.187	0.054	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
452	17:18:38	0.738	0.200	24.140	13.905	0.188	0.054	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
453	17:18:39	0.726	0.203	24.241	13.887	0.189	0.055	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
454	17:18:40	0.716	0.202	24.319	13.887	0.190	0.055	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
455	17:18:41	0.705	0.204	24.433	13.813	0.190	0.055	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
456	17:18:42	0.695	0.204	24.433	13.701	0.191	0.055	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
457	17:18:44	0.687	0.203	24.592	13.701	0.192	0.055	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
458	17:18:44	0.681	0.205	24.679	13.915	0.192	0.056	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
459	17:18:46	0.675	0.204	24.843	13.882	0.193	0.056	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
460	17:18:47	0.669	0.203	24.905	13.882	0.194	0.056	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
461	17:18:47	0.665	0.204	25.050	13.957	0.194	0.056	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
462	17:18:48	0.659	0.203	25.050	13.931	0.195	0.056	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
463	17:18:50	0.655	0.199	25.246	13.931	0.196	0.057	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
464	17:18:50	0.655	0.199	25.377	14.187	0.196	0.057	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
465	17:18:51	0.656	0.196	25.360	14.148	0.197	0.057	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
466	17:18:52	0.661	0.194	25.310	14.148	0.198	0.057	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
467	17:18:53	0.665	0.195	25.303	14.326	0.198	0.057	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
468	17:18:54	0.670	0.194	25.303	14.134	0.199	0.058	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
469	17:18:56	0.679	0.193	25.281	14.134	0.200	0.058	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
470	17:18:56	0.685	0.190	25.199	14.320	0.200	0.058	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
471	17:18:58	0.691	0.189	25.182	14.474	0.201	0.058	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
472	17:18:58	0.697	0.188	25.245	14.474	0.202	0.058	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
473	17:18:59	0.701	0.188	25.300	14.455	0.202	0.059	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
474	17:19:00	0.708	0.187	25.300	14.451	0.203	0.059	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
475	17:19:01	0.709	0.187	25.251	14.451	0.204	0.059	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
476	17:19:02	0.724	0.187	25.409	14.422	0.205	0.059	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
477	17:19:03	0.732	0.189	24.839	14.405	0.205	0.059	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
478	17:19:05	0.740	0.189	24.991	14.405	0.206	0.059	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
479	17:19:05	0.741	0.187	25.116	14.329	0.207	0.060	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
480	17:19:06	0.746	0.187	25.116	14.504	0.208	0.060	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
481	17:19:08	0.752	0.186	25.154	14.504	0.208	0.060	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
482	17:19:08	0.756	0.187	25.076	14.517	0.209	0.060	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
483	17:19:09	0.762	0.188	25.025	14.543	0.210	0.060	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
484	17:19:11	0.768	0.188	24.959	14.543	0.211	0.061	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
485	17:19:11	0.775	0.189	24.865	14.427	0.211	0.061	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
486	17:19:12	0.781	0.188	24.865	14.486	0.212	0.061	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
487	17:19:14	0.787	0.192	24.756	14.486	0.213	0.061	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
488	17:19:14	0.790	0.190	24.736	14.344	0.214	0.061	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
489	17:19:16	0.792	0.192	24.821	14.366	0.214	0.062	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
490	17:19:17	0.795	0.193	24.802	14.366	0.215	0.062	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
491	17:19:17	0.800	0.193	24.719	14.336	0.216	0.062	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
492	17:19:19	0.804	0.198	24.719	14.379	0.217	0.062	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
493	17:19:20	0.809	0.199	24.634	14.379	0.218	0.062	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
494	17:19:20	0.815	0.201	24.498	13.981	0.219	0.062	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
495	17:19:22	0.821	0.202	24.389	14.049	0.219	0.063	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
496	17:19:23	0.825	0.205	24.286	14.049	0.220	0.063	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
497	17:19:23	0.827	0.207	24.344	13.977	0.001	0.063	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
498	17:19:25	0.827	0.212	24.344	13.769	0.002	0.063	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
499	17:19:26	0.828	0.214	24.392	13.769	0.002	0.000	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
500	17:19:26	0.829	0.211	24.392	13.458	0.003	0.000	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
501	17:19:28	0.827	0.213	24.381	14.037	0.004	0.001	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
502	17:19:29	0.825	0.210	24.418	14.037	0.005	0.001	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
503	17:19:29	0.819	0.210	24.571	13.956	0.006	0.001	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
504	17:19:30	0.814	0.212	24.571	13.988	0.007	0.001	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
505	17:19:32	0.809	0.211	24.755	13.988	0.007	0.001	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
506	17:19:32	0.807	0.210	24.774	13.853	0.008	0.002	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
507	17:19:34	0.807	0.212	24.704	13.875	0.009	0.002	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
508	17:19:35	0.805	0.211	24.590	13.875	0.010	0.002	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
509	17:19:35	0.803	0.210	24.667	13.748	0.011	0.002	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
510	17:19:37	0.802	0.207	24.667	14.050	0.011	0.002	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
511	17:19:37	0.802	0.204	24.714	14.050	0.012	0.003	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
512	17:19:38	0.805	0.204	24.606	14.347	0.013	0.003	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
513	17:19:39	0.809	0.204	24.499	14.102	0.014	0.003	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
514	17:19:40	0.816	0.210	24.253	14.102	0.015	0.003	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
515	17:19:41	0.820	0.211	24.159	13.596	0.015	0.003	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
516	17:19:42	0.823	0.213	24.159	13.435	0.016	0.004	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
517	17:19:44	0.823	0.212	24.187	13.435	0.017	0.004	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
518	17:19:44	0.823	0.213	24.280	13.577	0.018	0.004	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
519	17:19:46	0.826	0.212	24.232	13.615	0.019	0.004	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
520	17:19:47	0.829	0.213	24.191	13.615	0.020	0.005	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
521	17:19:47	0.823	0.216	24.167	13.807	0.020	0.005	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
522	17:19:48	0.826	0.213	24.167	13.500	0.021	0.005	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
523	17:19:50	0.825	0.215	24.213	13.500	0.022	0.005	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
524	17:19:50	0.825	0.215	24.210	13.620	0.023	0.005	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
525	17:19:52	0.825	0.216	24.182	13.373	0.024	0.006	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
526	17:19:53	0.825	0.216	24.139	13.373	0.024	0.006	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
527	17:19:53	0.819	0.215	24.260	13.457	0.025	0.006	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
528	17:19:55	0.810	0.214	24.260	13.568	0.026	0.006	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
529	17:19:56	0.803	0.212	24.598	13.568	0.027	0.006	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
530	17:19:56	0.798	0.211	24.718	13.649	0.028	0.007	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
531	17:19:57	0.797	0.209	24.657	13.753	0.029	0.007	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
532	17:19:59	0.798	0.207	24.481	13.753	0.029	0.007	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
533	17:19:59	0.799	0.205	24.407	13.817	0.030	0.007	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
534	17:20:00	0.797	0.203	24.407	13.973	0.031	0.007	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
535	17:20:02	0.795	0.201	24.471	13.973	0.032	0.008	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
536	17:20:02	0.798	0.199	24.537	13.962	0.032	0.008	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
537	17:20:04	0.793	0.201	24.481	13.987	0.033	0.008	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
538	17:20:04	0.797	0.201	24.483	13.987	0.034	0.008	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
539	17:20:05	0.799	0.200	24.344	13.706	0.035	0.008	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
540	17:20:06	0.800	0.200	24.344	13.873	0.036	0.009	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
541	17:20:08	0.800	0.198	24.375	13.873	0.036	0.009	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
542	17:20:08	0.797	0.196	24.407	13.907	0.037	0.009	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
543	17:20:10	0.793	0.194	24.660	14.098	0.038	0.009	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
544	17:20:11	0.793	0.193	24.608	14.098	0.039	0.009	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
545	17:20:11	0.792	0.191	24.571	14.133	0.040	0.010	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
546	17:20:13	0.793	0.191	24.571	14.202	0.040	0.010	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
547	17:20:13	0.795	0.191	24.508	14.202	0.041	0.010	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
548	17:20:14	0.795	0.190	24.468	14.175	0.042	0.010	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
549	17:20:16	0.796	0.191	24.503	14.137	0.043	0.010	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
550	17:20:17	0.797	0.191	24.476	14.137	0.044	0.011	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
551	17:20:17	0.798	0.191	24.417	14.142	0.044	0.011	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
552	17:20:19	0.797	0.191	24.417	14.044	0.045	0.011	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
553	17:20:19	0.798	0.193	24.507	14.044	0.046	0.011	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
554	17:20:20	0.795	0.192	24.493	13.971	0.047	0.011	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
555	17:20:21	0.791	0.192	24.588	14.133	0.048	0.012	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
556	17:20:23	0.785	0.192	24.846	14.133	0.048	0.012	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
557	17:20:23	0.780	0.191	24.947	14.163	0.049	0.012	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
558	17:20:24	0.778	0.191	24.947	14.252	0.050	0.012	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
559	17:20:25	0.776	0.190	24.921	14.252	0.051	0.012	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
560	17:20:26	0.780	0.189	24.892	14.311	0.052	0.013	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
561	17:20:27	0.775	0.188	24.707	14.383	0.052	0.013	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
562	17:20:29	0.778	0.188	24.887	14.383	0.053	0.013	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
563	17:20:29	0.778	0.188	24.816	14.348	0.054	0.013	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
564	17:20:30	0.778	0.187	24.816	14.382	0.055	0.013	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
565	17:20:32	0.778	0.187	24.837	14.382	0.055	0.013	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
566	17:20:32	0.780	0.187	24.885	14.438	0.056	0.014	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
567	17:20:33	0.784	0.187	24.760	14.391	0.057	0.014	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
568	17:20:35	0.785	0.187	24.689	14.391	0.058	0.014	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
569	17:20:35	0.789	0.189	24.700	14.348	0.059	0.014	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
570	17:20:37	0.792	0.190	24.700	14.285	0.059	0.014	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
571	17:20:37	0.795	0.190	24.625	14.285	0.060	0.015	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
572	17:20:38	0.800	0.192	24.590	14.353	0.061	0.015	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
573	17:20:40	0.804	0.192	24.475	14.266	0.062	0.015	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
574	17:20:41	0.809	0.193	24.378	14.266	0.063	0.015	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
575	17:20:41	0.812	0.195	24.351	14.200	0.063	0.015	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
576	17:20:43	0.815	0.196	24.351	14.144	0.064	0.016	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
577	17:20:44	0.809	0.197	24.364	14.144	0.065	0.016	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
578	17:20:44	0.813	0.198	24.584	14.079	0.066	0.016	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
579	17:20:46	0.813	0.200	24.444	14.054	0.067	0.016	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
580	17:20:47	0.814	0.201	24.406	14.054	0.067	0.016	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
581	17:20:47	0.815	0.203	24.404	14.010	0.068	0.017	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
582	17:20:49	0.813	0.204	24.404	13.917	0.069	0.017	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
583	17:20:50	0.815	0.205	24.453	13.917	0.070	0.017	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
584	17:20:50	0.809	0.204	24.430	13.992	0.071	0.017	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
585	17:20:51	0.809	0.202	24.587	14.109	0.071	0.017	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
586	17:20:53	0.805	0.202	24.568	14.109	0.072	0.018	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
587	17:20:53	0.807	0.202	24.513	14.205	0.073	0.018	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
588	17:20:54	0.805	0.203	24.513	14.111	0.074	0.018	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
589	17:20:55	0.802	0.203	24.527	14.111	0.075	0.018	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
590	17:20:56	0.802	0.203	24.641	14.041	0.075	0.018	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
591	17:20:58	0.801	0.202	24.589	14.050	0.076	0.019	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
592	17:20:58	0.802	0.203	24.540	14.050	0.077	0.019	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
593	17:20:59	0.805	0.204	24.414	14.054	0.078	0.019	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
594	17:21:00	0.809	0.206	24.414	13.916	0.079	0.019	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
595	17:21:01	0.813	0.207	24.319	13.916	0.080	0.019	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
596	17:21:02	0.817	0.209	24.216	13.769	0.080	0.020	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
597	17:21:03	0.819	0.210	24.128	13.708	0.081	0.020	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
598	17:21:05	0.820	0.211	24.188	13.708	0.082	0.020	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
599	17:21:05	0.819	0.213	24.239	13.734	0.083	0.020	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
600	17:21:07	0.819	0.212	24.239	13.663	0.084	0.020	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
601	17:21:07	0.817	0.212	24.273	13.663	0.084	0.021	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
602	17:21:08	0.819	0.212	24.264	13.718	0.085	0.021	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
603	17:21:10	0.818	0.211	24.246	13.727	0.086	0.021	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
604	17:21:10	0.816	0.212	24.258	13.727	0.087	0.021	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
605	17:21:11	0.817	0.212	24.308	13.698	0.088	0.022	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
606	17:21:13	0.809	0.211	24.308	13.694	0.089	0.022	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
607	17:21:14	0.810	0.211	24.320	13.694	0.089	0.022	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
608	17:21:14	0.805	0.209	24.459	13.822	0.090	0.022	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
609	17:21:16	0.801	0.207	24.482	13.815	0.091	0.022	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
610	17:21:16	0.797	0.207	24.571	13.815	0.092	0.023	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
611	17:21:17	0.794	0.204	24.662	13.925	0.093	0.023	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
612	17:21:19	0.790	0.203	24.662	13.978	0.093	0.023	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
613	17:21:20	0.788	0.203	24.644	13.978	0.094	0.023	Deposit	Deposit	Sensor Status	1	Fundamental Activity	000.000
