	Pixel	Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)	CE(cd/A)
0	A1-1	-0.999969	-5.21263e-08	-0.000325789	-619.849	-663.534	-0.642775	197.2979443750403
1	A1-1	-0.799956	7.39872e-09	4.6242e-05	-5614.82	-3229.93	-0.661133	-1429.7240603780112
2	A1-1	-0.599927	2.72416e-08	0.00017026	-3038.31	-1669.04	-0.987856	-580.2043932808645
3	A1-1	-0.399915	3.54588e-08	0.000221617	-4315.01	-1238.42	-1.21732	-549.2899912912818
4	A1-1	-0.199961	3.75124e-08	0.000234453	-6682.45	-1392.18	-0.997208	-425.3338622239852
5	A1-1	0.00011189	4.12011e-08	0.000257507	-10650200.0	-938.568	-0.976761	-379.3143487361508
6	A1-1	0.200105	3.96019e-08	0.000247512	-3937.13	-1133.28	-0.620703	-250.77693202753804
7	A1-1	0.400061	4.17235e-08	0.000260772	-2176.69	-1567.75	-0.722825	-277.18658444925074
8	A1-1	0.600056	4.75539e-08	0.000297212	-1012.87	-1202.55	-0.574992	-193.46190597957013
9	A1-1	0.80007	5.97378e-08	0.000373361	-769.219	-898.672	-0.731404	-195.89726832743645
10	A1-1	1.00007	8.82192e-08	0.00055137	-280.168	-519.576	-0.491748	-89.18657163066544
11	A1-1	1.20006	8.53977e-08	0.000533736	-309.665	-662.588	-0.631352	-118.28919166029648
12	A1-1	1.40006	1.51103e-07	0.000944394	3.76447	-279.083	0.0158436	1.6776472531591686
13	A1-1	1.60006	2.48023e-07	0.00155014	-101.938	-234.688	-0.804811	-51.91860090056382
14	A1-1	1.80004	4.27877e-07	0.00267423	-52.1217	-139.45	-0.798637	-29.864185204713134
15	A1-1	2.00003	8.35656e-07	0.00522285	-17.5003	-51.2261	-0.581888	-11.141196856122614
16	A1-1	2.20046	1.6204e-06	0.0101275	3.67723	-26.7	0.260848	2.5756405825722046
17	A1-1	2.4004	3.50064e-06	0.021879	-6.02317	-17.3541	-1.0069	-4.6021298962475425
18	A1-1	2.60036	6.54846e-06	0.0409279	-1.07747	-4.96982	-0.365013	-0.8918439499705579
19	A1-1	2.80028	1.17887e-05	0.0736794	-0.572513	-3.45471	-0.375996	-0.5103136019022956
20	A1-1	3.00026	2.12353e-05	0.132721	0.202457	-2.42463	0.256615	0.19334920622960944
21	A1-1	3.20032	3.64485e-05	0.227803	0.12092	-1.75993	0.280609	0.12318055512877354
22	A1-1	3.40023	6.04501e-05	0.377813	0.323266	-0.719633	1.32189	0.3498794377112487
23	A1-1	3.60025	9.44978e-05	0.590611	0.356522	-0.120129	2.41308	0.4085734942288579
24	A1-1	3.8003	0.000148469	0.927931	0.508747	-0.0136869	5.71065	0.6154175256565413
25	A1-1	4.00023	0.000209463	1.30914	0.545714	0.0699638	9.09678	0.6948668591594482
26	A1-1	4.20025	0.000294916	1.84323	0.623163	0.149621	15.357	0.8331570124184177
27	A1-1	4.40022	0.000404488	2.52805	0.659772	0.225654	23.3617	0.9240996024603942
28	A1-1	4.60023	0.000538877	3.36798	0.675343	0.265933	33.3061	0.9889043284105012
29	A1-1	4.80052	0.000708698	4.42936	0.683819	0.325504	46.2829	1.0449116802427438
30	A1-1	5.00048	0.000909192	5.68245	0.680172	0.336373	61.5199	1.0826298515605064
