	Pixel	Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)	CE(cd/A)
0	A5-1	-0.999972	-2.75264e-07	-0.0017204	88.0256	42.7743	0.482032	-28.018600325505695
1	A5-1	-0.800002	-1.59281e-07	-0.000995506	176.062	86.2341	0.446324	-44.83388347232463
2	A5-1	-0.599983	-9.64594e-08	-0.000602871	100.397	70.8443	0.115593	-19.17375358907627
3	A5-1	-0.399961	-1.69188e-08	-0.000105743	3362.62	743.188	0.452683	-428.0973681473006
4	A5-1	-0.200008	1.36622e-08	8.53888e-05	-10244.0	173.179	-0.556886	-652.1768662869134
5	A5-1	4.19617e-05	3.30355e-08	0.000206472	9573390.0	1070.19	0.264016	127.87012282537098
6	A5-1	0.200034	4.67814e-08	0.000292384	4188.39	154.414	0.779748	266.68627558279525
7	A5-1	0.399979	5.98141e-08	0.000373838	1033.12	490.177	0.491726	131.5345149503261
8	A5-1	0.599977	7.91901e-08	0.000494938	357.717	183.241	0.338123	68.31623354844444
9	A5-1	0.799977	7.40377e-08	0.000462736	283.872	168.315	0.33449	72.2852771342623
10	A5-1	0.999984	1.35763e-07	0.000848519	-12.9837	-29.0237	-0.0350672	-4.132753656665319
11	A5-1	1.19999	1.8497e-07	0.00115606	4.67238	-74.5108	0.0206323	1.7847084061380898
12	A5-1	1.39999	2.62319e-07	0.00163949	1.2168	81.9468	0.00889003	0.5422436245417782
13	A5-1	1.59999	3.81231e-07	0.00238269	12.4068	-1.35554	0.150555	6.318698613751684
14	A5-1	1.79998	5.35819e-07	0.00334887	6.3989	11.4172	0.122778	3.6662516012864037
15	A5-1	1.99997	6.84619e-07	0.00427887	-2.71341	-55.1891	-0.0739125	-1.727383631659761
16	A5-1	2.19991	9.91117e-07	0.00619448	-13.2643	-8.60657	-0.575367	-9.288382559956606
17	A5-1	2.39983	1.23124e-06	0.00769525	-3.15524	-16.3553	-0.185475	-2.4102530781975893
18	A5-1	2.5998	1.55159e-06	0.00969744	-5.99659	-9.2598	-0.481229	-4.962433384480853
19	A5-1	2.79978	2.16254e-06	0.0135159	-2.58418	-0.259346	-0.311273	-2.3030134878180517
20	A5-1	2.99969	3.29115e-06	0.0205697	1.22686	-1.60382	0.240962	1.1714414891806881
21	A5-1	3.19977	4.31423e-06	0.0269639	-1.28727	-8.39247	-0.353528	-1.3111159735794897
22	A5-1	3.39961	6.19485e-06	0.0387178	0.34758	-0.702729	0.145628	0.3761267427384821
23	A5-1	3.5996	9.34132e-06	0.0583832	0.399638	-0.455047	0.267337	0.4579005604351936
24	A5-1	3.79951	1.5458e-05	0.0966125	0.446858	-1.1592	0.522132	0.5404393841376633
25	A5-1	3.9996	2.27895e-05	0.142434	0.297813	-0.926112	0.540039	0.37915034331690467
26	A5-1	4.1996	2.67522e-05	0.167201	0.0817918	0.314081	0.182813	0.10933726472927793
27	A5-1	4.39958	3.00956e-05	0.188098	0.405165	-0.619084	1.06727	0.5674010356303629
28	A5-1	4.59961	3.46471e-05	0.216544	0.223793	-0.153425	0.709518	0.32765534949017294
29	A5-1	4.79995	4.17032e-05	0.260645	0.252822	0.0984279	1.00682	0.38628018952982024
