	Pixel	Max Current (A)	Max Luminance (cd/m2)	Status	Turnon Voltage (V)	EQE(%)_max	EQE(%)_avg	CE(cd/A)_max	CE(cd/A)_avg	PE(lm/W)_max	PE(lm/W)_avg	V (V) @ 100 cd/m2	EQE(%) @ 100 cd/m2	CE(cd/A) @ 100 cd/m2	PE(lm/W) @ 100 cd/m2	λmax (nm) @ 100 cd/m2	FWHM (nm) @ 100 cd/m2	CIE-x @ 100 cd/m2	CIE-y @ 100 cd/m2	Hex Color @ 100 cd/m2	V (V) @ 250 cd/m2	EQE(%) @ 250 cd/m2	CE(cd/A) @ 250 cd/m2	PE(lm/W) @ 250 cd/m2	λmax (nm) @ 250 cd/m2	FWHM (nm) @ 250 cd/m2	CIE-x @ 250 cd/m2	CIE-y @ 250 cd/m2	Hex Color @ 250 cd/m2
10	B5-1	0.0034333	540.08	Working	5.0	0.786045	0.48711172777777784	2.516923679170103	1.79699438319883	0.728162	0.6474982222222222	9.19994	0.635132	2.1130300571616814	0.72156	527.5	93.0	0.3553808466389375	0.5799665539929976	#15ff00	10.8002	0.739863	2.3883937700224935	0.694746	530.5	94.0	0.3563922126659121	0.576494913137187	#17ff00
11	C1-1	0.00754591	1134.73	Working	4.0	0.7575	0.5474280731707317	2.406031139542724	1.7030785900630019	0.726546	0.6581557804878049	7.80053	0.515651	1.7872848663291283	0.719813	530.5	89.5	0.3467126346368756	0.5796235690262983	#10ff03	9.20047	0.649061	2.0969800247589068	0.716036	530.0	91.5	0.34712700597944396	0.5798806419982137	#10ff02
12	C2-1	0.00565527	825.47	Working	4.2	0.736565	0.420857535	2.3354269579634126	1.733644732074546	0.709811	0.6749674000000001	8.2005	0.556759	1.8497098269867263	0.708622	529.5	90.0	0.34919277000895277	0.579184275920969	#11ff02	9.8008	0.648791	2.1240666373847024	0.680859	529.5	93.0	0.3532282941913264	0.5769252968619567	#14ff01
13	C3-1	0.0039901	547.34	Working	4.4	0.694737	0.4915043769230769	2.1947822809275768	1.5861991840807885	0.729344	0.607665076923077	9.00042	0.569395	1.8205761007407204	0.635471	529.5	93.5	0.3585090798654239	0.5750097840694871	#19ff00	10.6007	0.651724	2.0711908085471924	0.613812	531.0	96.5	0.35909632779250605	0.5732026757199418	#1aff00
14	C4-1	0.00328283	415.5	Working	5.2	0.65786	0.46771046285714285	2.025056414705352	1.5339519148331926	0.614301	0.5575659142857143	9.40041	0.558208	1.741866562410512	0.58213	533.5	97.0	0.36314635478975427	0.5724684924926026	#1eff00	11.0008	0.625866	1.9445062243227382	0.555309	532.0	98.0	0.362644500412042	0.5710214213486661	#1dff00
15	C5-1	0.003076	364.63	Working	5.0	0.618078	0.3820984552777778	1.8966345903771127	1.2235860570960366	0.554578	0.4254780555555555	9.60075	0.533903	1.6757763975155278	0.548352	548.0	98.0	0.36531330900717623	0.5690420443769804	#20ff00	11.4008	0.593876	1.8480310856276358	0.50924	531.0	99.5	0.36765493835542956	0.568552204393871	#23ff00
16	D1-1	0.000181002	0.52	Low Luminance	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
17	D2-1	7.88464e-05	1.1	Low Luminance	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
18	D3-1	7.28129e-05	1.25	Low Luminance	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
19	D4-1	5.03874e-05	1.2	Low Luminance	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
20	D5-1	0.000439558	41.97	Low Luminance	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
