	Pixel	Max Current (A)	Max Luminance (cd/m2)	Status	Turnon Voltage (V)	EQE(%)_max	EQE(%)_avg	CE(cd/A)_max	CE(cd/A)_avg	PE(lm/W)_max	PE(lm/W)_avg	V (V) @ 100 cd/m2	EQE(%) @ 100 cd/m2	CE(cd/A) @ 100 cd/m2	PE(lm/W) @ 100 cd/m2	λmax (nm) @ 100 cd/m2	FWHM (nm) @ 100 cd/m2	CIE-x @ 100 cd/m2	CIE-y @ 100 cd/m2	Hex Color @ 100 cd/m2	V (V) @ 250 cd/m2	EQE(%) @ 250 cd/m2	CE(cd/A) @ 250 cd/m2	PE(lm/W) @ 250 cd/m2	λmax (nm) @ 250 cd/m2	FWHM (nm) @ 250 cd/m2	CIE-x @ 250 cd/m2	CIE-y @ 250 cd/m2	Hex Color @ 250 cd/m2
0	A1-1	0.000160242	-0.05	Low Luminance	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1	A1-2	0.00101514	1.02	Low Luminance	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2	A2-1	0.000789216	0.24	Low Luminance	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
3	A3-1	0.0117946	-0.39	Short Circuit	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
4	A4-1	0.000569302	51.93	Low Luminance	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
5	A5-1	0.00315776	404.71	Working	5.0	0.627877	0.3569084722222222	2.0506333603567084	1.4743228963921284	0.582455	0.5371037222222222	9.60016	0.502774	1.7700170530675219	0.579229	527.5	90.0	0.348453410017969	0.5884507641550939	#0eff00	11.2001	0.611251	1.976157146082637	0.554307	528.0	90.5	0.34702358018164636	0.5832159353345512	#0fff01
6	B1-1	0.0105993	1894.58	Working	4.0	0.892397	0.5051903763414634	2.859933338968928	1.7508608010350604	0.806455	0.6398536829268292	7.40044	0.460054	1.5566783909241417	0.660832	526.5	89.0	0.33406541591093775	0.5919490297626961	#04ff04	8.60038	0.654827	2.161690948172916	0.789635	527.5	87.5	0.3339969959449849	0.5875124142330918	#06ff05
7	B2-1	0.019821	0.81	Short Circuit	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
8	B3-1	0.00602452	1050.68	Working	4.6	0.86984	0.5771863157894735	2.7904135637874075	2.0976513509237837	0.863291	0.7944321052631578	8.20019	0.655816	2.1712235581041446	0.831819	528.5	86.5	0.3429775510316965	0.5888587316271247	#0aff01	9.60056	0.752829	2.4620022598870053	0.805642	529.0	90.5	0.3455650936276986	0.5842902207528385	#0dff01
9	B4-1	0.00447573	743.41	Working	4.4	0.835741	0.5847404282051281	2.6575698970089334	1.846932605265288	0.77843	0.6877826923076923	8.80017	0.658591	2.146444245298045	0.766262	529.5	90.0	0.3500519703480415	0.5814702475296648	#11ff00	10.2005	0.751514	2.4489130239977057	0.754227	530.5	92.0	0.3510727773520247	0.5788182918214434	#12ff01
