	Pixel	Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)	CE(cd/A)
0	A1-1	-0.999969	-0.000143538	-0.897112	-0.0460162	0.126912	-0.1314	0.014647000597472778
1	A1-1	-0.799984	-9.28476e-05	-0.580298	-0.109422	0.176203	-0.161692	0.02786361490130933
2	A1-1	-0.599958	-6.45573e-05	-0.403483	-0.512476	0.505602	-0.394884	0.09786880735991356
3	A1-1	-0.399955	-4.98707e-05	-0.311692	-0.919572	0.975878	-0.364899	0.1170703771672035
4	A1-1	-0.200004	-2.71096e-05	-0.169435	5.01171	1.2391	0.540602	-0.3190615870392776
5	A1-1	3.74556e-05	-9.22215e-10	-5.76384e-06	647574000.0	46775.8	0.445009	-7720.703558738618
6	A1-1	0.200026	0.000191669	1.19793	0.194969	0.233944	0.148708	0.01241374704698939
7	A1-1	0.399975	0.000256941	1.60588	0.0420296	0.158888	0.0859313	0.005351041173686701
8	A1-1	0.599971	0.000208518	1.30324	-0.0151872	0.191685	-0.0377991	-0.002900394401645131
9	A1-1	0.799983	0.000206691	1.29182	0.0344108	0.218848	0.113195	0.008762443684104598
10	A1-1	0.999987	0.000219669	1.37293	0.0366608	0.103679	0.160212	0.011669349493419183
11	A1-1	1.19999	0.00022622	1.41387	-0.00608619	0.191925	-0.0328689	-0.002324746971079378
12	A1-1	1.4	0.000267704	1.67315	0.0631975	0.101156	0.471208	0.02816292621701581
13	A1-1	1.59999	0.000373718	2.33574	-0.00828898	0.0974894	-0.0986036	-0.004221514380881434
14	A1-1	1.79998	0.000381665	2.38541	0.00314052	0.095477	0.0429222	0.0017993636314092756
15	A1-1	1.99997	0.000430579	2.69112	0.00820069	0.0528602	0.140494	0.005220651624602396
16	A1-1	2.19995	0.000866881	5.41801	0.0050641	0.028132	0.192134	0.0035462097707460857
17	A1-1	2.39986	0.000597947	3.73717	0.00283749	0.0520622	0.0810053	0.002167557269270598
18	A1-1	2.59981	0.000552208	3.4513	0.020357	0.0920514	0.581416	0.01684628980384203
19	A1-1	2.79978	0.000720326	4.50204	0.0448881	0.0469448	1.801	0.04000408703609919
20	A1-1	2.99983	0.000792032	4.9502	0.137673	0.0824774	6.50756	0.1314605470486041
21	A1-1	3.1998	0.000849516	5.30947	0.318561	0.158771	17.2273	0.32446364703068287
22	A1-1	3.39976	0.000792249	4.95156	0.672168	0.330614	36.0179	0.7274051006147557
23	A1-1	3.59975	0.000939622	5.87264	0.894274	0.432654	60.1764	1.0246907693984308
24	A1-1	3.79967	0.00121882	7.61763	0.990759	0.482495	91.2817	1.1982952703137326
25	A1-1	3.99969	0.0015521	9.70063	0.996803	0.508438	123.108	1.269072214897383
26	A1-1	4.19964	0.00193419	12.0887	0.970023	0.51303	156.756	1.2967151141148345
27	A1-1	4.39967	0.00236191	14.7619	0.940056	0.511366	194.342	1.3165107472615314
28	A1-1	4.59962	0.00282318	17.6449	0.903409	0.526828	233.386	1.3226824748227535
29	A1-1	4.8	0.00334647	20.9154	0.861777	0.513598	275.393	1.3166996567122786
30	A1-1	4.99997	0.00383396	23.9622	0.840017	0.515895	320.356	1.336922319319595
31	A1-1	5.19994	0.00444254	27.7659	0.805632	0.510403	370.251	1.3334737933940553
32	A1-1	5.39997	0.0051063	31.9144	0.758795	0.495551	416.248	1.304263905948412
33	A1-1	5.59995	0.00582843	36.4277	0.721537	0.486918	468.516	1.2861531197412959
34	A1-1	5.79998	0.00661202	41.3251	0.683539	0.482843	521.5	1.2619449196735155
35	A1-1	5.99999	0.0074578	46.6112	0.648985	0.471639	577.731	1.2394681964849652
36	A1-1	6.19998	0.0083632	52.27	0.615851	0.463746	635.285	1.2153912378037113
37	A1-1	6.39998	0.009319	58.2437	0.587017	0.451439	696.512	1.195858092806604
38	A1-1	6.59997	0.0103549	64.7181	0.560203	0.444224	761.664	1.176894871759214
39	A1-1	6.79995	0.0114522	71.5763	0.530338	0.432478	821.632	1.147910691108649
40	A1-1	6.99993	0.0126088	78.805	0.504394	0.424039	885.661	1.1238639680223335
41	A1-1	7.19994	0.0138324	86.4525	0.480675	0.416359	952.375	1.1016164946068652
42	A1-1	7.39989	0.0151331	94.5819	0.457159	0.405835	1018.48	1.0768233668386868
43	A1-1	7.59992	0.0164785	102.991	0.436448	0.398416	1087.4	1.0558204114922662
44	A1-1	7.79989	0.0178775	111.734	0.417541	0.390719	1158.31	1.0366674423183633
45	A1-1	7.99984	0.0193396	120.872	0.399219	0.384085	1228.77	1.0165877953537625
46	A1-1	8.06809	0.0200005	125.003	0.390316	0.378246	1253.02	1.0023919425933778
47	A2-1	-0.999977	-0.000840032	-5.2502	0.0160621	0.000692818	0.268422	-0.00511260523408632
48	A2-1	-0.799995	-0.000602793	-3.76746	0.00306251	0.0503367	0.0293808	-0.0007798569858737717
49	A2-1	-0.599975	-0.00039173	-2.44831	-0.00500419	0.0145187	-0.0233983	0.0009556918854230059
50	A2-1	-0.399958	-0.000230012	-1.43758	0.118978	0.124315	0.217752	-0.015147122247109726
51	A2-1	-0.200006	-0.000439072	-2.7442	0.205541	0.0216646	0.359093	-0.013085525836309305
52	A2-1	4.74691e-05	-2.44836e-08	-0.000153023	-3321840.0	1242.21	-0.076806	50.192454729027666
53	A2-1	0.200031	0.000440905	2.75566	0.282445	0.0231569	0.495572	0.017983786098430137
54	A2-1	0.399979	0.000746483	4.66552	0.00914433	0.0424066	0.0543174	0.0011642303537440627
55	A2-1	0.599974	0.00083207	5.20044	0.00426884	0.0292382	0.0423967	0.0008152521709701487
56	A2-1	0.799984	0.000867097	5.41936	0.00992874	-0.00973509	0.137017	0.0025282874730595496
57	A2-1	0.999984	0.000960026	6.00016	0.0179693	0.00153207	0.343191	0.0057196974747340075
58	A2-1	1.19999	0.0011891	7.43188	0.000683538	0.00649396	0.0194039	0.00026109006065759945
59	A2-1	1.39999	0.00142612	8.91325	0.000388507	-0.00205015	0.0154316	0.0001731310128179957
60	A2-1	1.6	0.00167832	10.4895	-0.00100248	0.0058261	-0.0535549	-0.0005105572238905573
61	A2-1	1.79998	0.00191052	11.9407	0.00380995	0.00445028	0.260657	0.002182928974013249
62	A2-1	1.99996	0.00216756	13.5473	0.00298874	0.00565061	0.257757	0.0019026448074524077
63	A2-1	2.19993	0.00236359	14.7724	0.000499452	0.000878847	0.051666	0.00034974682516043435
64	A2-1	2.39989	0.00252373	15.7733	0.00539648	-0.00544806	0.650242	0.004122422067671318
65	A2-1	2.5999	0.00272423	17.0264	0.00224034	3.09637e-05	0.315679	0.0018540560541277077
66	A2-1	2.79981	0.00304953	19.0596	0.00130642	0.000985736	0.221909	0.001164289911645575
67	A2-1	2.99978	0.00355128	22.1955	-0.00207513	-0.00227587	-0.439795	-0.001981460205897592
68	A2-1	3.19985	0.0040697	25.4356	-0.0008457	0.00306412	-0.219098	-0.0008613832581106795
69	A2-1	3.39978	0.00458334	28.6459	-0.000702836	0.000349536	-0.21788	-0.0007605975026094484
70	A2-1	3.59981	0.00517978	32.3736	0.00127612	0.0046076	0.473383	0.0014622501050238464
71	A2-1	3.79981	0.00565877	35.3673	0.000941026	0.00379337	0.402546	0.001138186969319117
72	A2-1	3.99976	0.00641898	40.1186	0.0058092	0.00450211	2.9672	0.007396070650521204
73	A2-1	4.19978	0.00275034	17.1896	0.614448	0.306363	141.198	0.8214152743519338
74	A2-1	4.39975	0.00248756	15.5473	0.839931	0.444799	182.884	1.1763071401465206
75	A2-1	4.5997	0.00282069	17.6293	0.863333	0.471111	222.84	1.2640320375738117
76	A2-1	4.80004	0.00320911	20.0569	0.865762	0.499062	265.313	1.322801629364458
77	A2-1	5.0	0.0036322	22.7013	0.849179	0.511851	306.81	1.351508503918278
78	A2-1	5.19997	0.00414424	25.9015	0.817326	0.507514	350.406	1.3528405690790108
79	A2-1	5.39994	0.00469268	29.3293	0.784826	0.507652	395.652	1.3489991237431511
80	A2-1	5.59993	0.00522395	32.6497	0.762095	0.510555	443.528	1.3584443348637198
81	A2-1	5.79999	0.00584115	36.5072	0.729259	0.50616	491.516	1.3463535960029804
82	A2-1	5.99997	0.00649188	40.5742	0.697667	0.500138	540.627	1.3324403192176308
83	A2-1	6.19998	0.00717737	44.8586	0.668977	0.491761	592.239	1.3202351388585467
84	A2-1	6.4	0.00790269	49.3918	0.638787	0.485918	642.749	1.3013273458347336
85	A2-1	6.59996	0.0086519	54.0744	0.609942	0.476853	692.901	1.2813845368603256
86	A2-1	6.79991	0.00942816	58.926	0.585623	0.473719	746.928	1.2675694939415538
87	A2-1	6.99991	0.0102348	63.9675	0.562148	0.468219	801.221	1.2525438699339508
