	Pixel	Max Current (A)	Max Luminance (cd/m2)	Status	Turnon Voltage (V)	EQE(%)_max	EQE(%)_avg	CE(cd/A)_max	CE(cd/A)_avg	PE(lm/W)_max	PE(lm/W)_avg	V (V) @ 100 cd/m2	EQE(%) @ 100 cd/m2	CE(cd/A) @ 100 cd/m2	PE(lm/W) @ 100 cd/m2	λmax (nm) @ 100 cd/m2	FWHM (nm) @ 100 cd/m2	CIE-x @ 100 cd/m2	CIE-y @ 100 cd/m2	Hex Color @ 100 cd/m2	V (V) @ 250 cd/m2	EQE(%) @ 250 cd/m2	CE(cd/A) @ 250 cd/m2	PE(lm/W) @ 250 cd/m2	λmax (nm) @ 250 cd/m2	FWHM (nm) @ 250 cd/m2	CIE-x @ 250 cd/m2	CIE-y @ 250 cd/m2	Hex Color @ 250 cd/m2
0	A1-1	0.0200005	1253.02	Working	3.0	0.526828	0.4301150518518519	1.336922319319595	1.1051869670918764	0.996803	0.6490062592592593	3.99969	0.508438	1.269072214897383	0.996803	582.5	42.0	0.5079315429084335	0.47394483362896994	#f0ff00	4.8	0.513598	1.3166996567122786	0.861777	582.5	43.5	0.5079878802068215	0.4814953660886786	#e7ff00
1	A2-1	0.0200005	1347.38	Working	4.0	0.511851	0.44227448439999995	1.3584443348637198	1.1813739943858577	0.865762	0.600793248	4.19978	-	-	-	-	-	-	-	-	4.80004	0.499062	1.322801629364458	0.865762	583.0	42.5	0.5090392814740962	0.4838120543597754	#e5ff00
2	A3-1	0.0200008	1435.24	Working	3.2	0.574039	0.41509564629629625	1.5419368958925157	1.1142825057909909	0.968828	0.5941613222222223	3.99971	0.257205	0.6978156302032402	0.548107	583.0	40.5	0.5133895855784678	0.4765180650554781	#f2ff00	4.80002	0.465679	1.2392123415648535	0.811058	583.0	42.5	0.5083591843475997	0.4844060997117564	#e3ff00
3	A4-1	0.0197816	964.42	Working	3.2	0.613788	0.47733659500000003	1.6554173122576956	1.29948851095067	1.19936	0.78567296	3.99981	0.532704	1.4562331943604288	1.14378	582.5	43.5	0.5133530562584081	0.4792800133278484	#efff00	4.80004	0.613788	1.6472564951349185	1.07812	582.5	42.5	0.5069599582387054	0.4855255113247099	#e1ff00
4	A4-2	0.020001	1314.27	Working	3.2	0.496159	0.4441781785714286	1.3199930671332596	1.2029621723148936	1.02528	0.6994406071428569	4.3997	0.48874	1.314081013255323	0.938313	582.5	39.5	0.50827733082053	0.48093733878687783	#e8ff00	5.20001	0.486008	1.3004590869693593	0.785675	582.5	42.0	0.5060562680229376	0.4855746266828586	#e0ff00
5	A5-1	0.0200011	1173.23	Working	3.2	0.497045	0.38389064642857146	1.3483338719523146	1.0520174212337632	0.962758	0.5825715285714285	4.19978	0.457288	1.2157322854436337	0.909415	582.5	41.5	0.5093424313263264	0.4860287923136553	#e2ff00	5.00006	0.485095	1.3119897854535014	0.824336	582.5	41.5	0.5020489067719913	0.48665218839694635	#daff00
6	B1-1	0.020001	1177.5	Working	3.2	0.460031	0.363667878456	1.1959692789613723	0.9557462619564131	0.795039	0.5384286192000001	4.20015	0.40324	1.029283237543343	0.769879	582.5	41.5	0.5207250051291257	0.47893948917458634	#f7ff00	5.00043	0.449598	1.1907873542702412	0.748129	582.5	42.5	0.5130556155016945	0.48077424599828206	#edff00
7	B2-1	0.0196643	23.11	Short Circuit	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
8	B3-1	0.0200014	0.0	Short Circuit	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
9	B3-2	0.0200014	0.02	Short Circuit	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
