	Timestamp	Filtered Rate: B3PYMPM_BB	Source Power: B3PYMPM_BB	Thickness: B3PYMPM_BB	State: B3PYMPM_BB	Fundamental  Frequency: B3PYMPM_BB	Current Z-Ratio: B3PYMPM_BB
50	15:46:46	0.000	16.567	0.000	PreCon Rise	5893635.502	2.221
51	15:46:47	-0.001	16.900	0.000	PreCon Rise	5893635.505	2.221
52	15:46:48	0.001	17.233	0.000	PreCon Rise	5893635.502	2.221
53	15:46:49	0.000	17.567	0.000	PreCon Rise	5893635.502	2.221
54	15:46:50	-0.001	17.900	0.000	PreCon Rise	5893635.505	2.221
55	15:46:51	0.000	18.233	0.000	PreCon Rise	5893635.505	2.221
56	15:46:52	0.001	18.567	0.000	PreCon Rise	5893635.502	2.221
57	15:46:53	-0.001	18.900	0.000	PreCon Rise	5893635.505	2.221
58	15:46:54	0.001	19.233	0.000	PreCon Rise	5893635.502	2.221
59	15:46:55	-0.000	19.567	0.000	PreCon Rise	5893635.502	2.221
60	15:46:56	-0.000	19.900	0.000	PreCon Rise	5893635.502	2.221
61	15:46:57	-0.001	20.000	0.000	PreCon Soak	5893635.505	2.221
62	15:46:58	0.000	20.000	0.000	PreCon Soak	5893635.505	2.221
63	15:46:59	0.000	20.000	0.000	PreCon Soak	5893635.505	2.221
64	15:47:01	0.000	20.000	0.000	PreCon Soak	5893635.505	2.221
65	15:47:01	0.000	20.000	0.000	Manual	5893635.505	2.221
66	15:47:02	0.001	20.000	0.000	Manual	5893635.502	2.221
67	15:47:03	-0.001	20.000	0.000	Manual	5893635.505	2.221
68	15:47:04	0.000	20.000	0.000	Manual	5893635.505	2.221
69	15:47:05	0.000	20.000	0.000	Manual	5893635.505	2.221
70	15:47:06	0.000	20.000	-0.000	Manual	5893635.505	2.221
71	15:47:07	0.000	20.000	-0.000	Manual	5893635.505	2.221
72	15:47:08	-0.001	20.000	-0.000	Manual	5893635.509	2.221
73	15:47:09	0.000	20.000	-0.000	Manual	5893635.509	2.221
74	15:47:10	0.000	20.000	-0.000	Manual	5893635.509	2.221
75	15:47:11	0.000	20.000	-0.000	Manual	5893635.509	2.221
76	15:47:12	-0.001	20.000	-0.000	Manual	5893635.512	2.221
77	15:47:13	0.000	20.000	-0.000	Manual	5893635.512	2.221
78	15:47:14	0.000	20.000	-0.000	Manual	5893635.512	2.221
79	15:47:15	0.000	20.000	-0.000	Manual	5893635.512	2.221
80	15:47:16	0.000	20.000	-0.000	Manual	5893635.512	2.221
81	15:47:17	-0.001	20.000	-0.000	Manual	5893635.516	2.221
82	15:47:18	0.001	20.000	-0.000	Manual	5893635.512	2.221
83	15:47:19	-0.000	20.000	-0.000	Manual	5893635.512	2.221
84	15:47:20	-0.001	20.000	-0.000	Manual	5893635.516	2.221
85	15:47:21	0.001	20.000	-0.000	Manual	5893635.512	2.221
86	15:47:22	-0.001	20.000	-0.000	Manual	5893635.516	2.221
87	15:47:23	0.000	20.000	-0.000	Manual	5893635.516	2.221
88	15:47:24	0.000	20.000	-0.000	Manual	5893635.516	2.221
89	15:47:25	0.000	20.000	-0.000	Manual	5893635.516	2.221
90	15:47:26	0.000	20.000	-0.000	Manual	5893635.516	2.221
91	15:47:27	0.000	20.000	-0.000	Manual	5893635.516	2.221
92	15:47:28	0.000	20.000	-0.000	Manual	5893635.516	2.221
93	15:47:29	0.000	20.000	-0.000	Manual	5893635.516	2.221
94	15:47:30	-0.001	20.000	-0.000	Manual	5893635.519	2.221
95	15:47:31	0.001	20.000	-0.000	Manual	5893635.516	2.221
96	15:47:32	-0.001	20.000	-0.000	Manual	5893635.519	2.221
97	15:47:33	0.000	20.000	-0.000	Manual	5893635.519	2.221
98	15:47:34	0.000	20.000	-0.000	Manual	5893635.519	2.221
99	15:47:35	0.001	20.000	-0.000	Manual	5893635.516	2.221
100	15:47:36	0.000	20.000	-0.000	Manual	5893635.516	2.221
101	15:47:37	0.000	20.000	-0.000	Manual	5893635.516	2.221
102	15:47:38	0.000	20.000	-0.000	Manual	5893635.516	2.221
103	15:47:39	0.001	20.000	-0.000	Manual	5893635.512	2.221
104	15:47:40	0.000	20.000	-0.000	Manual	5893635.512	2.221
105	15:47:41	-0.001	20.000	-0.000	Manual	5893635.516	2.221
106	15:47:42	0.001	20.000	-0.000	Manual	5893635.512	2.221
107	15:47:43	-0.001	20.000	-0.000	Manual	5893635.516	2.221
108	15:47:44	0.000	20.000	-0.000	Manual	5893635.516	2.221
109	15:47:45	0.000	20.000	-0.000	Manual	5893635.516	2.221
110	15:47:46	0.001	20.000	-0.000	Manual	5893635.512	2.221
111	15:47:47	-0.001	20.000	-0.000	Manual	5893635.516	2.221
112	15:47:48	0.000	20.000	-0.000	Manual	5893635.516	2.221
113	15:47:49	0.000	20.000	-0.000	Manual	5893635.516	2.221
114	15:47:50	0.000	20.000	-0.000	Manual	5893635.516	2.221
115	15:47:51	0.000	20.000	-0.000	Manual	5893635.516	2.221
116	15:47:52	0.001	20.000	-0.000	Manual	5893635.512	2.221
117	15:47:53	-0.001	20.000	-0.000	Manual	5893635.516	2.221
118	15:47:54	-0.000	20.000	-0.000	Manual	5893635.516	2.221
119	15:47:55	0.001	20.000	-0.000	Manual	5893635.512	2.221
120	15:47:56	-0.001	20.000	-0.000	Manual	5893635.516	2.221
121	15:47:57	0.001	20.000	-0.000	Manual	5893635.512	2.221
122	15:47:58	0.000	20.000	-0.000	Manual	5893635.512	2.221
123	15:47:59	0.000	20.000	-0.000	Manual	5893635.512	2.221
124	15:48:00	0.001	20.000	-0.000	Manual	5893635.509	2.221
125	15:48:01	-0.001	20.000	-0.000	Manual	5893635.512	2.221
126	15:48:02	0.000	20.000	-0.000	Manual	5893635.512	2.221
127	15:48:08	0.000	20.000	-0.000	Manual	5893635.509	2.221
128	15:48:08	0.000	20.000	-0.000	Manual	5893635.509	2.221
129	15:48:08	0.000	20.000	-0.000	Manual	5893635.509	2.221
130	15:48:09	-0.002	20.000	-0.000	Manual	5893635.512	2.221
131	15:48:09	0.000	20.000	-0.000	Manual	5893635.509	2.221
132	15:48:09	0.001	20.000	-0.000	Manual	5893635.505	2.221
133	15:48:10	0.000	20.000	-0.000	Manual	5893635.509	2.221
134	15:48:10	0.000	20.000	-0.000	Manual	5893635.509	2.221
135	15:48:11	0.000	20.000	-0.000	Manual	5893635.509	2.221
136	15:48:12	0.000	20.000	-0.000	Manual	5893635.509	2.221
137	15:48:13	0.001	20.000	-0.000	Manual	5893635.505	2.221
138	15:48:14	0.000	20.000	0.000	Manual	5893635.505	2.221
139	15:48:15	0.000	20.000	0.000	Manual	5893635.505	2.221
140	15:48:16	0.000	20.000	0.000	Manual	5893635.505	2.221
141	15:48:17	0.000	20.000	0.000	Manual	5893635.505	2.221
142	15:48:18	0.000	20.000	0.000	Manual	5893635.505	2.221
143	15:48:19	0.001	20.000	0.000	Manual	5893635.502	2.221
144	15:48:20	0.001	20.000	0.000	Manual	5893635.498	2.221
145	15:48:21	-0.001	20.000	0.000	Manual	5893635.502	2.221
146	15:48:22	0.001	20.000	0.000	Manual	5893635.498	2.221
147	15:48:23	0.000	20.000	0.000	Manual	5893635.498	2.221
148	15:48:24	0.000	20.000	0.000	Manual	5893635.498	2.221
149	15:48:25	0.001	20.000	0.000	Manual	5893635.495	2.221
150	15:48:26	-0.001	20.000	0.000	Manual	5893635.498	2.221
151	15:48:27	0.001	20.000	0.000	Manual	5893635.495	2.221
152	15:48:28	0.001	20.000	0.000	Manual	5893635.491	2.221
153	15:48:29	0.000	20.000	0.000	Manual	5893635.491	2.221
154	15:48:30	0.000	20.000	0.000	Manual	5893635.491	2.221
155	15:48:31	-0.000	20.000	0.000	Manual	5893635.491	2.221
156	15:48:32	0.000	20.000	0.000	Manual	5893635.491	2.221
157	15:48:33	-0.001	20.000	0.000	Manual	5893635.495	2.221
158	15:48:34	0.001	20.000	0.000	Manual	5893635.491	2.221
159	15:48:35	0.000	20.000	0.000	Manual	5893635.491	2.221
160	15:48:36	0.001	20.000	0.000	Manual	5893635.488	2.221
161	15:48:37	-0.001	20.000	0.000	Manual	5893635.491	2.221
162	15:48:38	0.000	20.000	0.000	Manual	5893635.491	2.221
163	15:48:39	0.001	20.000	0.000	Manual	5893635.488	2.221
164	15:48:40	0.001	20.000	0.000	Manual	5893635.484	2.221
165	15:48:41	0.000	20.000	0.000	Manual	5893635.484	2.221
166	15:48:42	0.000	20.000	0.000	Manual	5893635.484	2.221
167	15:48:43	-0.001	20.000	0.000	Manual	5893635.488	2.221
168	15:48:44	0.001	20.000	0.000	Manual	5893635.484	2.221
169	15:48:45	0.000	20.000	0.000	Manual	5893635.484	2.221
170	15:48:46	0.000	20.000	0.000	Manual	5893635.484	2.221
171	15:48:47	-0.000	20.000	0.000	Manual	5893635.484	2.221
172	15:48:48	0.000	20.000	0.000	Manual	5893635.484	2.221
173	15:48:49	0.000	20.000	0.000	Manual	5893635.484	2.221
174	15:48:50	0.001	20.000	0.000	Manual	5893635.481	2.221
175	15:48:51	0.000	20.000	0.000	Manual	5893635.481	2.221
176	15:48:52	0.000	20.000	0.000	Manual	5893635.481	2.221
177	15:48:53	0.001	20.000	0.000	Manual	5893635.477	2.221
178	15:48:54	0.000	20.000	0.000	Manual	5893635.477	2.221
179	15:48:55	0.000	20.000	0.000	Manual	5893635.477	2.221
180	15:48:56	0.001	20.000	0.000	Manual	5893635.474	2.221
181	15:48:57	-0.001	20.000	0.000	Manual	5893635.477	2.221
182	15:48:58	0.000	20.000	0.000	Manual	5893635.477	2.221
183	15:48:59	0.002	20.000	0.000	Manual	5893635.470	2.221
184	15:49:00	0.000	20.000	0.000	Manual	5893635.470	2.221
185	15:49:01	-0.002	20.000	0.000	Manual	5893635.477	2.221
186	15:49:02	0.002	20.000	0.000	Manual	5893635.470	2.221
187	15:49:03	-0.001	20.000	0.000	Manual	5893635.474	2.221
188	15:49:04	0.001	20.000	0.000	Manual	5893635.470	2.221
189	15:49:05	0.000	20.000	0.000	Manual	5893635.470	2.221
190	15:49:06	0.001	20.000	0.000	Manual	5893635.467	2.221
191	15:49:07	-0.001	20.000	0.000	Manual	5893635.470	2.221
192	15:49:08	0.000	20.000	0.000	Manual	5893635.470	2.221
193	15:49:09	0.001	20.000	0.000	Manual	5893635.467	2.221
194	15:49:10	-0.001	20.000	0.000	Manual	5893635.470	2.221
195	15:49:11	0.001	20.000	0.000	Manual	5893635.467	2.221
196	15:49:12	0.001	20.000	0.000	Manual	5893635.463	2.221
197	15:49:13	0.000	20.000	0.000	Manual	5893635.463	2.221
198	15:49:14	0.000	20.000	0.000	Manual	5893635.463	2.221
199	15:49:15	0.001	20.000	0.000	Manual	5893635.460	2.221
200	15:49:16	0.000	20.000	0.000	Manual	5893635.460	2.221
201	15:49:17	0.000	20.000	0.000	Manual	5893635.460	2.221
202	15:49:18	0.000	20.000	0.000	Manual	5893635.460	2.221
203	15:49:19	0.000	20.000	0.000	Manual	5893635.460	2.221
204	15:49:20	0.000	20.000	0.000	Manual	5893635.460	2.221
205	15:49:21	0.000	20.000	0.000	Manual	5893635.460	2.221
206	15:49:22	0.001	20.000	0.000	Manual	5893635.456	2.221
207	15:49:23	0.000	20.000	0.000	Manual	5893635.456	2.221
208	15:49:24	0.000	20.000	0.000	Manual	5893635.456	2.221
209	15:49:25	0.001	20.000	0.000	Manual	5893635.453	2.221
210	15:49:26	-0.000	20.000	0.000	Manual	5893635.453	2.221
211	15:49:27	0.001	20.000	0.000	Manual	5893635.449	2.221
212	15:49:28	-0.000	20.000	0.000	Manual	5893635.449	2.221
213	15:49:29	0.001	20.000	0.000	Manual	5893635.446	2.221
214	15:49:30	0.000	20.000	0.000	Manual	5893635.446	2.221
215	15:49:31	0.001	20.000	0.000	Manual	5893635.442	2.221
216	15:49:32	-0.000	20.000	0.000	Manual	5893635.442	2.221
217	15:49:33	0.000	20.000	0.000	Manual	5893635.442	2.221
218	15:49:34	0.001	20.000	0.000	Manual	5893635.439	2.221
219	15:49:35	0.000	20.000	0.000	Manual	5893635.439	2.221
220	15:49:36	-0.000	20.000	0.000	Manual	5893635.439	2.221
221	15:49:37	0.001	20.000	0.000	Manual	5893635.435	2.221
222	15:49:38	0.000	20.000	0.000	Manual	5893635.435	2.221
223	15:49:39	0.000	20.000	0.000	Manual	5893635.435	2.221
224	15:49:40	0.000	20.000	0.000	Manual	5893635.435	2.221
225	15:49:41	0.001	20.000	0.000	Manual	5893635.432	2.221
226	15:49:42	0.000	20.000	0.000	Manual	5893635.432	2.221
227	15:49:43	0.000	20.000	0.000	Manual	5893635.432	2.221
228	15:49:44	0.000	20.000	0.000	Manual	5893635.432	2.221
229	15:49:45	0.001	20.000	0.000	Manual	5893635.429	2.221
230	15:49:46	0.000	20.000	0.000	Manual	5893635.429	2.221
231	15:49:47	0.001	20.000	0.000	Manual	5893635.425	2.221
232	15:49:48	0.000	20.000	0.000	Manual	5893635.425	2.221
233	15:49:49	0.000	20.000	0.000	Manual	5893635.425	2.221
234	15:49:50	0.000	20.000	0.000	Manual	5893635.425	2.221
235	15:49:51	0.000	20.000	0.000	Manual	5893635.425	2.221
236	15:49:52	0.000	20.000	0.000	Manual	5893635.425	2.221
237	15:49:53	0.001	20.000	0.000	Manual	5893635.422	2.221
238	15:49:54	0.000	20.000	0.000	Manual	5893635.422	2.221
239	15:49:55	0.001	20.000	0.000	Manual	5893635.418	2.221
240	15:49:56	0.000	20.000	0.000	Manual	5893635.418	2.221
241	15:49:57	0.001	20.000	0.000	Manual	5893635.415	2.221
242	15:49:58	0.001	20.000	0.000	Manual	5893635.411	2.221
243	15:49:59	0.000	20.000	0.000	Manual	5893635.411	2.221
244	15:50:00	0.000	20.000	0.000	Manual	5893635.411	2.221
245	15:50:01	0.000	20.000	0.000	Manual	5893635.411	2.221
246	15:50:02	0.001	20.000	0.000	Manual	5893635.408	2.221
247	15:50:03	0.001	20.000	0.000	Manual	5893635.404	2.221
248	15:50:04	0.000	20.000	0.000	Manual	5893635.404	2.221
249	15:50:05	0.001	20.000	0.000	Manual	5893635.401	2.221
250	15:50:06	-0.001	20.000	0.000	Manual	5893635.404	2.221
251	15:50:07	0.001	20.000	0.000	Manual	5893635.401	2.221
252	15:50:08	0.001	20.000	0.000	Manual	5893635.397	2.221
253	15:50:09	-0.001	20.000	0.000	Manual	5893635.401	2.221
254	15:50:10	0.001	20.000	0.000	Manual	5893635.397	2.221
255	15:50:11	0.000	20.000	0.000	Manual	5893635.397	2.221
256	15:50:12	0.000	20.000	0.000	Manual	5893635.397	2.221
257	15:50:13	0.000	20.000	0.000	Manual	5893635.397	2.221
258	15:50:14	0.001	20.000	0.000	Manual	5893635.394	2.221
259	15:50:15	0.000	20.000	0.000	Manual	5893635.394	2.221
260	15:50:16	0.001	20.000	0.000	Manual	5893635.390	2.221
261	15:50:17	0.000	20.000	0.000	Manual	5893635.390	2.221
262	15:50:18	0.001	20.000	0.000	Manual	5893635.387	2.221
263	15:50:19	0.000	20.000	0.000	Manual	5893635.387	2.221
264	15:50:20	0.002	20.000	0.000	Manual	5893635.380	2.221
265	15:50:21	-0.000	20.000	0.000	Manual	5893635.380	2.221
266	15:50:22	0.000	20.000	0.000	Manual	5893635.380	2.221
267	15:50:23	0.000	20.000	0.000	Manual	5893635.380	2.221
268	15:50:24	0.001	20.000	0.000	Manual	5893635.376	2.221
269	15:50:25	0.000	20.000	0.000	Manual	5893635.376	2.221
270	15:50:26	0.000	20.000	0.000	Manual	5893635.376	2.221
271	15:50:27	0.000	20.000	0.000	Manual	5893635.376	2.221
272	15:50:28	0.001	20.000	0.000	Manual	5893635.373	2.221
273	15:50:29	0.000	20.000	0.000	Manual	5893635.373	2.221
274	15:50:30	0.000	20.000	0.000	Manual	5893635.373	2.221
275	15:50:31	0.001	20.000	0.000	Manual	5893635.369	2.221
276	15:50:32	0.000	20.000	0.000	Manual	5893635.369	2.221
277	15:50:33	0.001	20.000	0.000	Manual	5893635.366	2.221
278	15:50:34	0.000	20.000	0.000	Manual	5893635.366	2.221
279	15:50:35	0.001	20.000	0.000	Manual	5893635.362	2.221
280	15:50:36	0.001	20.000	0.000	Manual	5893635.359	2.221
281	15:50:37	0.000	20.000	0.000	Manual	5893635.359	2.221
282	15:50:38	-0.001	20.000	0.000	Manual	5893635.362	2.221
283	15:50:39	0.001	20.000	0.000	Manual	5893635.359	2.221
284	15:50:40	0.001	20.000	0.000	Manual	5893635.355	2.221
285	15:50:41	0.000	20.000	0.000	Manual	5893635.355	2.221
286	15:50:42	0.001	20.000	0.000	Manual	5893635.352	2.221
287	15:50:43	0.000	20.000	0.000	Manual	5893635.352	2.221
288	15:50:44	0.000	20.000	0.000	Manual	5893635.352	2.221
289	15:50:45	0.001	20.000	0.000	Manual	5893635.348	2.221
290	15:50:46	-0.001	20.000	0.000	Manual	5893635.352	2.221
291	15:50:47	0.002	20.000	0.000	Manual	5893635.345	2.221
292	15:50:48	-0.001	20.000	0.000	Manual	5893635.348	2.221
293	15:50:49	0.002	20.000	0.000	Manual	5893635.341	2.221
294	15:50:50	0.000	20.000	0.000	Manual	5893635.341	2.221
295	15:50:51	0.000	20.000	0.000	Manual	5893635.341	2.221
296	15:50:52	0.000	20.000	0.000	Manual	5893635.341	2.221
297	15:50:53	0.001	20.000	0.000	Manual	5893635.338	2.221
298	15:50:54	0.000	20.000	0.000	Manual	5893635.338	2.221
299	15:50:55	0.000	20.000	0.000	Manual	5893635.338	2.221
300	15:50:56	0.000	20.000	0.000	Manual	5893635.338	2.221
301	15:50:57	0.001	20.000	0.000	Manual	5893635.334	2.221
302	15:50:58	-0.000	20.000	0.000	Manual	5893635.334	2.221
303	15:50:59	0.001	20.000	0.000	Manual	5893635.331	2.221
304	15:51:00	-0.000	20.000	0.000	Manual	5893635.331	2.221
305	15:51:01	0.000	20.000	0.000	Manual	5893635.331	2.221
306	15:51:02	0.000	20.000	0.000	Manual	5893635.331	2.221
307	15:51:03	0.001	20.000	0.000	Manual	5893635.327	2.221
308	15:51:04	0.000	20.000	0.000	Manual	5893635.327	2.221
309	15:51:05	0.000	20.000	0.000	Manual	5893635.327	2.221
310	15:51:06	0.001	20.000	0.000	Manual	5893635.324	2.221
311	15:51:07	0.000	20.000	0.000	Manual	5893635.324	2.221
312	15:51:08	0.001	20.000	0.000	Manual	5893635.320	2.221
313	15:51:09	0.000	20.000	0.000	Manual	5893635.320	2.221
314	15:51:10	0.001	20.000	0.000	Manual	5893635.317	2.221
315	15:51:11	0.001	20.000	0.000	Manual	5893635.313	2.221
316	15:51:12	0.000	20.000	0.000	Manual	5893635.313	2.221
317	15:51:13	0.000	20.000	0.000	Manual	5893635.313	2.221
318	15:51:14	0.000	20.000	0.000	Manual	5893635.313	2.221
319	15:51:15	0.001	20.000	0.000	Manual	5893635.310	2.221
320	15:51:16	0.000	20.000	0.000	Manual	5893635.310	2.221
321	15:51:17	0.000	20.000	0.000	Manual	5893635.310	2.221
322	15:51:18	0.000	20.000	0.000	Manual	5893635.310	2.221
323	15:51:19	0.001	20.000	0.000	Manual	5893635.306	2.221
324	15:51:20	0.001	20.000	0.000	Manual	5893635.303	2.221
325	15:51:21	0.000	20.000	0.000	Manual	5893635.303	2.221
326	15:51:22	0.001	20.000	0.000	Manual	5893635.299	2.221
327	15:51:23	0.000	20.000	0.000	Manual	5893635.299	2.221
328	15:51:24	0.001	20.000	0.000	Manual	5893635.296	2.221
329	15:51:25	0.000	20.000	0.000	Manual	5893635.296	2.221
330	15:51:26	0.000	20.000	0.000	Manual	5893635.296	2.221
331	15:51:27	0.001	20.000	0.000	Manual	5893635.292	2.221
332	15:51:28	0.000	20.000	0.000	Manual	5893635.292	2.221
333	15:51:29	0.000	20.000	0.000	Manual	5893635.292	2.221
334	15:51:30	0.001	20.000	0.000	Manual	5893635.289	2.221
335	15:51:31	0.001	20.000	0.000	Manual	5893635.285	2.221
336	15:51:32	0.000	20.000	0.000	Manual	5893635.285	2.221
337	15:51:33	0.000	20.000	0.000	Manual	5893635.285	2.221
338	15:51:34	0.001	20.000	0.000	Manual	5893635.282	2.221
339	15:51:35	0.000	20.000	0.000	Manual	5893635.282	2.221
340	15:51:36	0.001	20.000	0.000	Manual	5893635.278	2.221
341	15:51:37	0.000	20.000	0.000	Manual	5893635.278	2.221
342	15:51:38	0.000	20.000	0.000	Manual	5893635.278	2.221
343	15:51:39	0.001	20.000	0.000	Manual	5893635.275	2.221
344	15:51:40	0.000	20.000	0.000	Manual	5893635.275	2.221
345	15:51:41	0.001	20.000	0.000	Manual	5893635.271	2.221
346	15:51:42	0.000	20.000	0.000	Manual	5893635.271	2.221
347	15:51:43	0.000	20.000	0.000	Manual	5893635.271	2.221
348	15:51:44	0.001	20.000	0.000	Manual	5893635.268	2.221
349	15:51:45	0.001	20.000	0.000	Manual	5893635.264	2.221
350	15:51:46	-0.001	20.000	0.000	Manual	5893635.268	2.221
351	15:51:47	0.001	20.000	0.000	Manual	5893635.264	2.221
352	15:51:48	0.000	20.000	0.000	Manual	5893635.264	2.221
353	15:51:49	0.001	20.000	0.000	Manual	5893635.261	2.221
354	15:51:50	0.001	20.000	0.000	Manual	5893635.257	2.221
355	15:51:51	0.000	20.000	0.000	Manual	5893635.257	2.221
356	15:51:52	0.001	20.000	0.000	Manual	5893635.254	2.221
357	15:51:53	0.000	20.000	0.000	Manual	5893635.254	2.221
358	15:51:54	0.001	20.000	0.000	Manual	5893635.250	2.221
359	15:51:55	0.001	20.000	0.000	Manual	5893635.247	2.221
360	15:51:56	0.000	20.000	0.000	Manual	5893635.247	2.221
361	15:51:57	0.000	20.000	0.000	Manual	5893635.247	2.221
362	15:51:58	0.000	20.000	0.000	Manual	5893635.247	2.221
363	15:51:59	0.000	20.000	0.000	Manual	5893635.247	2.221
364	15:52:00	0.000	20.000	0.000	Manual	5893635.247	2.221
365	15:52:01	0.001	20.000	0.000	Manual	5893635.243	2.221
366	15:52:02	0.000	20.000	0.000	Manual	5893635.243	2.221
367	15:52:03	0.001	20.000	0.000	Manual	5893635.240	2.221
368	15:52:04	0.000	20.000	0.000	Manual	5893635.240	2.221
369	15:52:05	0.000	20.000	0.000	Manual	5893635.240	2.221
370	15:52:06	0.000	20.000	0.000	Manual	5893635.240	2.221
371	15:52:07	0.001	20.000	0.000	Manual	5893635.236	2.221
372	15:52:08	0.000	20.000	0.000	Manual	5893635.236	2.221
373	15:52:09	0.000	20.000	0.000	Manual	5893635.236	2.221
374	15:52:10	0.001	20.000	0.000	Manual	5893635.233	2.221
375	15:52:11	0.000	20.000	0.000	Manual	5893635.233	2.221
376	15:52:12	0.001	20.000	0.000	Manual	5893635.229	2.221
377	15:52:13	0.000	20.000	0.000	Manual	5893635.229	2.221
378	15:52:14	0.000	20.000	0.000	Manual	5893635.229	2.221
379	15:52:15	0.002	20.000	0.000	Manual	5893635.222	2.221
380	15:52:16	0.000	20.000	0.000	Manual	5893635.222	2.221
381	15:52:17	0.000	20.000	0.000	Manual	5893635.222	2.221
382	15:52:18	0.001	20.000	0.000	Manual	5893635.219	2.221
383	15:52:19	0.000	20.000	0.000	Manual	5893635.219	2.221
384	15:52:20	0.000	20.000	0.000	Manual	5893635.219	2.221
385	15:52:21	0.000	20.000	0.000	Manual	5893635.219	2.221
386	15:52:22	0.000	20.000	0.000	Manual	5893635.219	2.221
387	15:52:23	0.000	20.000	0.000	Manual	5893635.219	2.221
388	15:52:24	0.001	20.000	0.000	Manual	5893635.215	2.221
389	15:52:25	0.001	20.000	0.000	Manual	5893635.212	2.221
390	15:52:26	0.000	20.000	0.000	Manual	5893635.212	2.221
391	15:52:27	0.001	20.000	0.000	Manual	5893635.208	2.221
392	15:52:28	-0.001	20.000	0.000	Manual	5893635.212	2.221
