	Timestamp	Filtered Rate: Al	Source Power: Al	Thickness: Al	State: Al	Fundamental  Frequency: Al	Current Z-Ratio: Al
0	19:16:12	-0.001	0.000	-0.000	Ready	5974870.756	8.464
1	19:16:13	-0.001	0.000	-0.000	Ready	5974870.763	8.464
2	19:16:14	-0.001	0.053	-0.000	PreCon Rise	5974870.763	8.464
3	19:16:15	-0.001	0.187	-0.000	PreCon Rise	5974870.767	8.464
4	19:16:16	-0.002	0.320	-0.000	PreCon Rise	5974870.773	8.464
5	19:16:17	-0.001	0.453	-0.000	PreCon Rise	5974870.773	8.464
6	19:16:18	-0.001	0.587	-0.000	PreCon Rise	5974870.777	8.464
7	19:16:19	-0.001	0.720	-0.000	PreCon Rise	5974870.777	8.464
8	19:16:20	-0.001	0.853	-0.000	PreCon Rise	5974870.784	8.464
9	19:16:21	-0.001	0.987	-0.000	PreCon Rise	5974870.787	8.464
10	19:16:22	-0.002	1.120	-0.000	PreCon Rise	5974870.794	8.464
11	19:16:23	-0.002	1.253	-0.000	PreCon Rise	5974870.794	8.464
12	19:16:24	-0.001	1.387	-0.000	PreCon Rise	5974870.798	8.464
13	19:16:25	-0.002	1.520	-0.000	PreCon Rise	5974870.805	8.464
14	19:16:26	-0.001	1.653	-0.000	PreCon Rise	5974870.805	8.464
15	19:16:27	-0.002	1.787	-0.000	PreCon Rise	5974870.812	8.464
16	19:16:28	-0.002	1.920	-0.000	PreCon Rise	5974870.815	8.464
17	19:16:29	-0.001	2.053	-0.000	PreCon Rise	5974870.815	8.464
18	19:16:30	-0.001	2.187	-0.000	PreCon Rise	5974870.815	8.464
19	19:16:31	-0.001	2.320	-0.000	PreCon Rise	5974870.819	8.464
20	19:16:32	-0.001	2.453	-0.000	PreCon Rise	5974870.829	8.464
21	19:16:33	-0.001	2.587	-0.000	PreCon Rise	5974870.829	8.464
22	19:16:34	-0.002	2.720	-0.000	PreCon Rise	5974870.833	8.464
23	19:16:35	-0.001	2.853	-0.000	PreCon Rise	5974870.833	8.464
24	19:16:36	-0.000	2.987	-0.000	PreCon Rise	5974870.833	8.464
25	19:16:37	-0.001	3.120	-0.000	PreCon Rise	5974870.836	8.464
26	19:16:38	-0.001	3.253	-0.000	PreCon Rise	5974870.847	8.464
27	19:16:39	-0.001	3.387	-0.000	PreCon Rise	5974870.847	8.464
28	19:16:40	-0.002	3.520	-0.000	PreCon Rise	5974870.854	8.464
29	19:16:41	-0.002	3.653	-0.000	PreCon Rise	5974870.854	8.464
30	19:16:42	-0.001	3.787	-0.000	PreCon Rise	5974870.857	8.464
31	19:16:43	-0.001	3.920	-0.000	PreCon Rise	5974870.857	8.464
32	19:16:44	-0.001	4.053	-0.000	PreCon Rise	5974870.861	8.464
33	19:16:45	-0.001	4.187	-0.000	PreCon Rise	5974870.868	8.464
34	19:16:46	-0.001	4.320	-0.000	PreCon Rise	5974870.868	8.464
35	19:16:47	-0.001	4.453	-0.000	PreCon Rise	5974870.868	8.464
36	19:16:48	-0.001	4.587	-0.000	PreCon Rise	5974870.875	8.464
37	19:16:49	-0.001	4.720	-0.000	PreCon Rise	5974870.878	8.464
38	19:16:50	-0.001	4.853	-0.000	PreCon Rise	5974870.882	8.464
39	19:16:51	-0.002	4.987	-0.000	PreCon Rise	5974870.889	8.464
40	19:16:52	-0.002	5.120	-0.000	PreCon Rise	5974870.892	8.464
41	19:16:53	-0.001	5.253	-0.000	PreCon Rise	5974870.889	8.464
42	19:16:54	-0.001	5.387	-0.000	PreCon Rise	5974870.896	8.464
43	19:16:55	-0.001	5.520	-0.000	PreCon Rise	5974870.899	8.464
44	19:16:56	-0.001	5.653	-0.000	PreCon Rise	5974870.899	8.464
45	19:16:57	-0.002	5.787	-0.000	PreCon Rise	5974870.906	8.464
46	19:16:58	-0.001	5.920	-0.000	PreCon Rise	5974870.910	8.464
47	19:16:59	-0.002	6.053	-0.000	PreCon Rise	5974870.917	8.464
48	19:17:00	-0.002	6.187	-0.000	PreCon Rise	5974870.917	8.464
49	19:17:01	-0.001	6.320	-0.000	PreCon Rise	5974870.917	8.464
50	19:17:02	-0.001	6.453	-0.000	PreCon Rise	5974870.924	8.464
51	19:17:03	0.000	6.587	-0.000	PreCon Rise	5974870.917	8.464
52	19:17:04	-0.001	6.720	-0.000	PreCon Rise	5974870.924	8.464
53	19:17:05	-0.001	6.853	-0.000	PreCon Rise	5974870.931	8.464
54	19:17:06	-0.000	6.987	-0.000	PreCon Rise	5974870.927	8.464
55	19:17:07	-0.002	7.120	-0.000	PreCon Rise	5974870.934	8.464
56	19:17:08	-0.001	7.253	-0.000	PreCon Rise	5974870.934	8.464
57	19:17:09	-0.000	7.387	-0.000	PreCon Rise	5974870.934	8.464
58	19:17:10	-0.000	7.520	-0.000	PreCon Rise	5974870.931	8.464
59	19:17:11	-0.001	7.653	-0.000	PreCon Rise	5974870.941	8.464
60	19:17:12	-0.001	7.787	-0.000	PreCon Rise	5974870.941	8.464
61	19:17:13	-0.000	7.920	-0.000	PreCon Rise	5974870.938	8.464
62	19:17:14	-0.001	8.053	-0.000	PreCon Rise	5974870.945	8.464
63	19:17:15	-0.000	8.187	-0.000	PreCon Rise	5974870.945	8.464
64	19:17:16	-0.000	8.320	-0.000	PreCon Rise	5974870.945	8.464
65	19:17:17	-0.001	8.453	-0.000	PreCon Rise	5974870.945	8.464
66	19:17:18	-0.001	8.587	-0.000	PreCon Rise	5974870.955	8.464
67	19:17:19	-0.000	8.720	-0.000	PreCon Rise	5974870.948	8.464
68	19:17:20	-0.000	8.853	-0.000	PreCon Rise	5974870.948	8.464
69	19:17:21	-0.001	8.987	-0.000	PreCon Rise	5974870.959	8.464
70	19:17:22	-0.000	9.120	-0.000	PreCon Rise	5974870.959	8.464
71	19:17:23	-0.002	9.253	-0.000	PreCon Rise	5974870.969	8.464
72	19:17:24	-0.002	9.387	-0.000	PreCon Rise	5974870.969	8.464
73	19:17:25	-0.001	9.520	-0.000	PreCon Rise	5974870.973	8.464
74	19:17:26	-0.002	9.653	-0.000	PreCon Rise	5974870.976	8.464
75	19:17:27	-0.000	9.787	-0.000	PreCon Rise	5974870.973	8.464
76	19:17:28	-0.001	9.920	-0.000	PreCon Rise	5974870.983	8.464
77	19:17:29	-0.002	10.053	-0.000	PreCon Rise	5974870.990	8.464
78	19:17:30	-0.001	10.187	-0.000	PreCon Rise	5974870.987	8.464
79	19:17:31	-0.002	10.320	-0.000	PreCon Rise	5974870.994	8.464
80	19:17:32	-0.001	10.453	-0.000	PreCon Rise	5974870.994	8.464
81	19:17:33	-0.001	10.587	-0.000	PreCon Rise	5974871.001	8.464
82	19:17:34	-0.001	10.720	-0.000	PreCon Rise	5974871.001	8.464
83	19:17:35	-0.001	10.853	-0.000	PreCon Rise	5974871.007	8.464
84	19:17:36	-0.001	10.987	-0.000	PreCon Rise	5974871.007	8.464
85	19:17:37	-0.000	11.120	-0.000	PreCon Rise	5974871.004	8.464
86	19:17:38	-0.001	11.253	-0.000	PreCon Rise	5974871.011	8.464
87	19:17:39	-0.000	11.387	-0.000	PreCon Rise	5974871.011	8.464
88	19:17:40	-0.001	11.520	-0.000	PreCon Rise	5974871.018	8.464
89	19:17:41	-0.001	11.653	-0.000	PreCon Rise	5974871.018	8.464
90	19:17:42	-0.001	11.787	-0.000	PreCon Rise	5974871.021	8.464
91	19:17:43	-0.001	11.920	-0.000	PreCon Rise	5974871.021	8.464
92	19:17:44	-0.001	12.053	-0.000	PreCon Rise	5974871.025	8.464
93	19:17:45	-0.001	12.187	-0.000	PreCon Rise	5974871.025	8.464
94	19:17:46	-0.000	12.320	-0.000	PreCon Rise	5974871.025	8.464
95	19:17:47	-0.001	12.453	-0.000	PreCon Rise	5974871.028	8.464
96	19:17:48	-0.001	12.587	-0.000	PreCon Rise	5974871.039	8.464
97	19:17:49	-0.001	12.720	-0.000	PreCon Rise	5974871.035	8.464
98	19:17:50	-0.001	12.853	-0.000	PreCon Rise	5974871.039	8.464
99	19:17:51	-0.001	12.987	-0.000	PreCon Rise	5974871.042	8.464
100	19:17:52	-0.001	13.120	-0.000	PreCon Rise	5974871.046	8.464
101	19:17:53	-0.001	13.253	-0.000	PreCon Rise	5974871.046	8.464
102	19:17:54	-0.001	13.387	-0.000	PreCon Rise	5974871.053	8.464
103	19:17:55	-0.001	13.520	-0.000	PreCon Rise	5974871.056	8.464
104	19:17:56	-0.001	13.653	-0.000	PreCon Rise	5974871.060	8.464
105	19:17:57	-0.001	13.787	-0.000	PreCon Rise	5974871.060	8.464
106	19:17:58	-0.001	13.920	-0.000	PreCon Rise	5974871.067	8.464
107	19:17:59	-0.001	14.053	-0.000	PreCon Rise	5974871.070	8.464
108	19:18:00	-0.002	14.187	-0.000	PreCon Rise	5974871.077	8.464
109	19:18:01	-0.002	14.320	-0.000	PreCon Rise	5974871.081	8.464
110	19:18:02	-0.002	14.453	-0.000	PreCon Rise	5974871.084	8.464
111	19:18:03	-0.001	14.587	-0.000	PreCon Rise	5974871.084	8.464
112	19:18:04	-0.001	14.720	-0.000	PreCon Rise	5974871.088	8.464
113	19:18:05	-0.001	14.853	-0.000	PreCon Rise	5974871.095	8.464
114	19:18:06	-0.001	14.987	-0.000	PreCon Rise	5974871.098	8.464
115	19:18:07	-0.002	15.120	-0.000	PreCon Rise	5974871.102	8.464
116	19:18:08	-0.002	15.253	-0.000	PreCon Rise	5974871.105	8.464
117	19:18:09	-0.001	15.387	-0.000	PreCon Rise	5974871.109	8.464
118	19:18:10	-0.001	15.520	-0.000	PreCon Rise	5974871.109	8.464
119	19:18:11	-0.001	15.653	-0.000	PreCon Rise	5974871.112	8.464
120	19:18:12	-0.001	15.787	-0.000	PreCon Rise	5974871.116	8.464
121	19:18:13	-0.001	15.920	-0.000	PreCon Rise	5974871.116	8.464
122	19:18:14	-0.001	16.053	-0.000	PreCon Rise	5974871.119	8.464
123	19:18:15	-0.001	16.187	-0.000	PreCon Rise	5974871.123	8.464
124	19:18:16	-0.001	16.320	-0.000	PreCon Rise	5974871.130	8.464
125	19:18:17	-0.002	16.453	-0.000	PreCon Rise	5974871.133	8.464
126	19:18:18	-0.002	16.587	-0.000	PreCon Rise	5974871.140	8.464
127	19:18:19	-0.002	16.720	-0.000	PreCon Rise	5974871.140	8.464
128	19:18:20	-0.001	16.853	-0.000	PreCon Rise	5974871.140	8.464
129	19:18:21	-0.001	16.987	-0.000	PreCon Rise	5974871.144	8.464
130	19:18:22	-0.000	17.120	-0.000	PreCon Rise	5974871.144	8.464
131	19:18:23	-0.000	17.253	-0.000	PreCon Rise	5974871.144	8.464
132	19:18:24	-0.000	17.387	-0.000	PreCon Rise	5974871.144	8.464
133	19:18:25	-0.000	17.520	-0.000	PreCon Rise	5974871.147	8.464
134	19:18:26	-0.001	17.653	-0.000	PreCon Rise	5974871.151	8.464
135	19:18:27	-0.001	17.787	-0.000	PreCon Rise	5974871.151	8.464
136	19:18:28	-0.001	17.920	-0.000	PreCon Rise	5974871.154	8.464
137	19:18:29	-0.001	18.053	-0.000	PreCon Rise	5974871.158	8.464
138	19:18:30	-0.001	18.187	-0.000	PreCon Rise	5974871.161	8.464
139	19:18:31	-0.001	18.320	-0.000	PreCon Rise	5974871.165	8.464
140	19:18:32	-0.001	18.453	-0.000	PreCon Rise	5974871.168	8.464
141	19:18:33	-0.002	18.587	-0.000	PreCon Rise	5974871.175	8.464
142	19:18:34	-0.001	18.720	-0.000	PreCon Rise	5974871.175	8.464
143	19:18:35	-0.001	18.854	-0.000	PreCon Rise	5974871.175	8.464
144	19:18:36	-0.002	18.987	-0.000	PreCon Rise	5974871.186	8.464
145	19:18:37	-0.001	19.120	-0.000	PreCon Rise	5974871.189	8.464
146	19:18:38	-0.001	19.254	-0.000	PreCon Rise	5974871.186	8.464
147	19:18:39	-0.001	19.387	-0.000	PreCon Rise	5974871.186	8.464
148	19:18:40	-0.001	19.520	-0.000	PreCon Rise	5974871.193	8.464
149	19:18:41	-0.000	19.654	-0.000	PreCon Rise	5974871.193	8.464
150	19:18:42	-0.001	19.787	-0.000	PreCon Rise	5974871.196	8.464
151	19:18:43	-0.001	19.920	-0.000	PreCon Rise	5974871.200	8.464
152	19:18:44	-0.001	20.054	-0.000	PreCon Rise	5974871.207	8.464
153	19:18:45	-0.001	20.187	-0.000	PreCon Rise	5974871.207	8.464
154	19:18:46	-0.002	20.320	-0.000	PreCon Rise	5974871.214	8.464
155	19:18:47	-0.002	20.454	-0.000	PreCon Rise	5974871.217	8.464
156	19:18:48	-0.001	20.587	-0.000	PreCon Rise	5974871.217	8.464
157	19:18:49	-0.001	20.720	-0.000	PreCon Rise	5974871.221	8.464
158	19:18:50	-0.001	20.854	-0.000	PreCon Rise	5974871.228	8.464
159	19:18:51	-0.001	20.987	-0.000	PreCon Rise	5974871.228	8.464
160	19:18:52	-0.002	21.120	-0.000	PreCon Rise	5974871.235	8.464
161	19:18:53	-0.001	21.254	-0.000	PreCon Rise	5974871.235	8.464
162	19:18:54	-0.001	21.387	-0.000	PreCon Rise	5974871.238	8.464
163	19:18:55	-0.001	21.520	-0.000	PreCon Rise	5974871.238	8.464
164	19:18:56	-0.001	21.654	-0.000	PreCon Rise	5974871.245	8.464
165	19:18:57	-0.001	21.787	-0.000	PreCon Rise	5974871.248	8.464
166	19:18:58	-0.001	21.920	-0.000	PreCon Rise	5974871.252	8.464
167	19:18:59	-0.002	22.054	-0.000	PreCon Rise	5974871.259	8.464
168	19:19:00	-0.001	22.187	-0.000	PreCon Rise	5974871.259	8.464
169	19:19:01	-0.001	22.320	-0.000	PreCon Rise	5974871.262	8.464
170	19:19:02	-0.001	22.454	-0.000	PreCon Rise	5974871.266	8.464
171	19:19:03	-0.001	22.587	-0.000	PreCon Rise	5974871.269	8.464
172	19:19:04	-0.001	22.720	-0.000	PreCon Rise	5974871.273	8.464
173	19:19:05	-0.001	22.854	-0.000	PreCon Rise	5974871.273	8.464
174	19:19:06	-0.002	22.987	-0.000	PreCon Rise	5974871.283	8.464
175	19:19:07	-0.002	23.120	-0.000	PreCon Rise	5974871.287	8.464
176	19:19:08	-0.002	23.254	-0.000	PreCon Rise	5974871.294	8.464
177	19:19:09	-0.003	23.387	-0.000	PreCon Rise	5974871.297	8.464
178	19:19:10	-0.002	23.521	-0.000	PreCon Rise	5974871.301	8.464
