	Timestamp	Filtered Rate: TAPC	Source Power: TAPC	Thickness: TAPC	State: TAPC	Fundamental  Frequency: TAPC	Current Z-Ratio: TAPC
0	13:35:44	0.010	1.300	-0.000	PreCon Rise	5916979.644	1.942
1	13:35:45	0.000	1.800	-0.000	PreCon Rise	5916979.647	1.942
2	13:35:46	0.000	2.300	-0.000	PreCon Rise	5916979.651	1.942
3	13:35:47	0.000	2.800	-0.000	PreCon Rise	5916979.651	1.942
4	13:35:48	0.000	3.300	-0.000	PreCon Rise	5916979.651	1.942
5	13:35:49	0.000	3.800	-0.000	PreCon Rise	5916979.651	1.942
6	13:35:50	-0.010	4.300	-0.000	PreCon Rise	5916979.657	1.942
7	13:35:51	0.010	4.800	-0.000	PreCon Rise	5916979.654	1.942
8	13:35:52	0.000	5.300	-0.000	PreCon Rise	5916979.657	1.942
9	13:35:53	0.010	5.800	-0.000	PreCon Rise	5916979.657	1.942
10	13:35:54	0.000	6.300	-0.000	PreCon Rise	5916979.657	1.942
11	13:35:55	0.000	6.800	-0.000	PreCon Rise	5916979.661	1.942
12	13:35:56	0.000	7.300	-0.000	PreCon Rise	5916979.657	1.942
13	13:35:57	0.000	7.800	-0.000	PreCon Rise	5916979.664	1.942
14	13:35:58	0.000	8.300	-0.000	PreCon Rise	5916979.661	1.942
15	13:35:59	-0.010	8.800	-0.000	PreCon Rise	5916979.668	1.942
16	13:36:00	0.000	9.300	-0.000	PreCon Rise	5916979.664	1.942
17	13:36:01	0.000	9.800	-0.000	PreCon Rise	5916979.668	1.942
18	13:36:02	0.000	10.300	-0.000	PreCon Rise	5916979.668	1.942
19	13:36:03	-0.010	10.800	-0.000	PreCon Rise	5916979.671	1.942
20	13:36:04	0.000	11.300	-0.000	PreCon Rise	5916979.671	1.942
21	13:36:06	0.000	11.800	-0.000	PreCon Rise	5916979.671	1.942
22	13:36:06	0.000	12.300	-0.000	PreCon Rise	5916979.671	1.942
23	13:36:07	0.000	12.800	-0.000	PreCon Rise	5916979.671	1.942
24	13:36:08	0.000	13.300	-0.000	PreCon Rise	5916979.671	1.942
25	13:36:10	0.000	13.800	-0.000	PreCon Rise	5916979.675	1.942
26	13:36:10	0.000	14.300	-0.000	PreCon Rise	5916979.675	1.942
27	13:36:11	0.000	14.800	-0.000	PreCon Rise	5916979.675	1.942
28	13:36:12	0.000	15.300	-0.000	PreCon Rise	5916979.675	1.942
29	13:36:13	-0.010	15.800	-0.000	PreCon Rise	5916979.678	1.942
30	13:36:14	-0.010	16.300	-0.000	PreCon Rise	5916979.675	1.942
31	13:36:15	-0.010	16.800	-0.000	PreCon Rise	5916979.678	1.942
32	13:36:16	0.000	17.300	-0.000	PreCon Rise	5916979.678	1.942
33	13:36:17	0.000	17.800	-0.000	PreCon Rise	5916979.675	1.942
34	13:36:18	0.000	18.300	-0.000	PreCon Rise	5916979.675	1.942
35	13:36:19	0.000	18.800	-0.000	PreCon Rise	5916979.678	1.942
36	13:36:20	0.010	19.300	-0.000	PreCon Rise	5916979.678	1.942
37	13:36:21	0.000	19.800	-0.000	PreCon Rise	5916979.678	1.942
38	13:36:22	0.000	20.300	-0.000	PreCon Rise	5916979.675	1.942
39	13:36:23	0.000	20.800	-0.000	PreCon Rise	5916979.678	1.942
40	13:36:24	0.000	21.300	-0.000	PreCon Rise	5916979.678	1.942
41	13:36:25	0.010	21.800	-0.000	PreCon Rise	5916979.678	1.942
42	13:36:26	0.010	22.300	-0.000	PreCon Rise	5916979.678	1.942
43	13:36:27	0.000	22.800	-0.000	PreCon Rise	5916979.682	1.942
44	13:36:28	0.010	23.300	-0.000	PreCon Rise	5916979.682	1.942
45	13:36:29	0.000	23.800	-0.000	PreCon Rise	5916979.685	1.942
46	13:36:30	0.000	24.300	-0.000	PreCon Rise	5916979.685	1.942
47	13:36:31	0.000	24.800	-0.000	PreCon Rise	5916979.685	1.942
48	13:36:32	-0.010	25.300	-0.000	PreCon Rise	5916979.689	1.942
49	13:36:33	0.000	25.800	-0.000	PreCon Rise	5916979.689	1.942
50	13:36:34	0.010	26.300	-0.000	PreCon Rise	5916979.689	1.942
51	13:36:35	0.000	26.800	-0.000	PreCon Rise	5916979.692	1.942
52	13:36:36	0.000	27.300	-0.000	PreCon Rise	5916979.696	1.942
53	13:36:37	0.000	27.800	-0.000	PreCon Rise	5916979.696	1.942
54	13:36:38	0.000	28.300	-0.000	PreCon Rise	5916979.699	1.942
55	13:36:39	0.000	28.800	-0.000	PreCon Rise	5916979.706	1.942
56	13:36:40	0.000	29.300	-0.000	PreCon Rise	5916979.706	1.942
57	13:36:41	-0.010	29.800	-0.000	PreCon Rise	5916979.710	1.942
58	13:36:42	0.000	30.000	-0.000	PreCon Soak	5916979.713	1.942
59	13:36:43	0.000	30.000	-0.000	PreCon Soak	5916979.713	1.942
60	13:36:44	0.000	30.000	-0.000	PreCon Soak	5916979.717	1.942
61	13:36:45	0.000	30.000	-0.000	PreCon Soak	5916979.720	1.942
62	13:36:46	0.000	30.000	-0.000	PreCon Soak	5916979.724	1.942
63	13:36:47	0.000	30.000	-0.000	PreCon Soak	5916979.727	1.942
64	13:36:48	0.000	30.000	-0.000	PreCon Soak	5916979.731	1.942
65	13:36:49	0.000	30.000	-0.000	PreCon Soak	5916979.734	1.942
66	13:36:50	0.000	30.000	-0.000	PreCon Soak	5916979.738	1.942
67	13:36:51	0.000	30.000	-0.000	PreCon Soak	5916979.741	1.942
68	13:36:52	0.000	30.000	-0.000	PreCon Soak	5916979.745	1.942
69	13:36:53	0.000	30.000	-0.000	PreCon Soak	5916979.748	1.942
70	13:36:54	0.000	30.000	-0.000	PreCon Soak	5916979.752	1.942
71	13:36:55	0.000	30.000	-0.000	PreCon Soak	5916979.755	1.942
72	13:36:56	0.000	30.000	-0.000	PreCon Soak	5916979.759	1.942
73	13:36:57	0.000	30.000	-0.000	PreCon Soak	5916979.762	1.942
74	13:36:58	0.000	30.000	-0.000	PreCon Soak	5916979.766	1.942
75	13:36:59	-0.010	30.000	-0.000	PreCon Soak	5916979.769	1.942
