	Timestamp	Filtered Rate: Al	Source Power: Al	Thickness: Al	State: Al	Fundamental  Frequency: Al	Current Z-Ratio: Al
0	17:45:16	-0.001	0.000	-0.000	Ready	5954602.965	1.067
1	17:45:17	-0.001	0.093	-0.000	PreCon Rise	5954602.965	1.067
2	17:45:18	0.000	0.227	-0.000	PreCon Rise	5954602.965	1.067
3	17:45:19	-0.001	0.360	-0.000	PreCon Rise	5954602.968	1.067
4	17:45:20	-0.000	0.493	-0.000	PreCon Rise	5954602.968	1.067
5	17:45:21	-0.001	0.627	-0.000	PreCon Rise	5954602.972	1.067
6	17:45:22	-0.001	0.760	-0.000	PreCon Rise	5954602.975	1.067
7	17:45:23	-0.001	0.893	-0.000	PreCon Rise	5954602.975	1.067
8	17:45:24	-0.000	1.027	-0.000	PreCon Rise	5954602.972	1.067
9	17:45:25	-0.000	1.160	-0.000	PreCon Rise	5954602.975	1.067
10	17:45:26	0.000	1.293	-0.000	PreCon Rise	5954602.975	1.067
11	17:45:27	0.000	1.427	-0.000	PreCon Rise	5954602.975	1.067
12	17:45:28	-0.001	1.560	-0.000	PreCon Rise	5954602.979	1.067
13	17:45:29	-0.000	1.693	-0.000	PreCon Rise	5954602.979	1.067
14	17:45:30	-0.000	1.827	-0.000	PreCon Rise	5954602.979	1.067
15	17:45:31	-0.001	1.960	-0.000	PreCon Rise	5954602.986	1.067
16	17:45:32	-0.000	2.093	-0.000	PreCon Rise	5954602.982	1.067
17	17:45:33	-0.001	2.227	-0.000	PreCon Rise	5954602.986	1.067
18	17:45:34	-0.001	2.360	-0.000	PreCon Rise	5954602.986	1.067
19	17:45:35	-0.000	2.493	-0.000	PreCon Rise	5954602.989	1.067
20	17:45:36	-0.001	2.627	-0.000	PreCon Rise	5954602.989	1.067
21	17:45:37	-0.000	2.760	-0.000	PreCon Rise	5954602.989	1.067
22	17:45:38	-0.000	2.893	-0.000	PreCon Rise	5954602.989	1.067
23	17:45:39	-0.001	3.027	-0.000	PreCon Rise	5954602.996	1.067
24	17:45:40	-0.000	3.160	-0.000	PreCon Rise	5954602.993	1.067
25	17:45:41	-0.000	3.293	-0.000	PreCon Rise	5954602.993	1.067
26	17:45:42	-0.001	3.427	-0.000	PreCon Rise	5954602.996	1.067
27	17:45:43	-0.000	3.560	-0.000	PreCon Rise	5954603.000	1.067
28	17:45:44	-0.000	3.693	-0.000	PreCon Rise	5954602.996	1.067
29	17:45:45	-0.001	3.827	-0.000	PreCon Rise	5954603.003	1.067
30	17:45:46	-0.001	3.960	-0.000	PreCon Rise	5954603.003	1.067
31	17:45:47	0.000	4.093	-0.000	PreCon Rise	5954603.000	1.067
32	17:45:48	-0.001	4.227	-0.000	PreCon Rise	5954603.003	1.067
33	17:45:49	0.000	4.360	-0.000	PreCon Rise	5954603.003	1.067
34	17:45:50	0.000	4.493	-0.000	PreCon Rise	5954603.003	1.067
35	17:45:51	-0.000	4.627	-0.000	PreCon Rise	5954603.003	1.067
36	17:45:52	0.000	4.760	-0.000	PreCon Rise	5954603.003	1.067
37	17:45:53	-0.000	4.893	-0.000	PreCon Rise	5954603.007	1.067
38	17:45:54	-0.000	5.027	-0.000	PreCon Rise	5954603.007	1.067
39	17:45:55	-0.000	5.160	-0.000	PreCon Rise	5954603.007	1.067
40	17:45:56	-0.001	5.293	-0.000	PreCon Rise	5954603.010	1.067
41	17:45:57	-0.000	5.427	-0.000	PreCon Rise	5954603.010	1.067
42	17:45:58	-0.000	5.560	-0.000	PreCon Rise	5954603.010	1.067
43	17:45:59	-0.000	5.693	-0.000	PreCon Rise	5954603.010	1.067
44	17:46:00	-0.000	5.827	-0.000	PreCon Rise	5954603.014	1.067
45	17:46:01	-0.000	5.960	-0.000	PreCon Rise	5954603.014	1.067
46	17:46:02	-0.000	6.093	-0.000	PreCon Rise	5954603.014	1.067
47	17:46:03	-0.000	6.227	-0.000	PreCon Rise	5954603.014	1.067
48	17:46:04	0.000	6.360	-0.000	PreCon Rise	5954603.014	1.067
49	17:46:05	-0.000	6.493	-0.000	PreCon Rise	5954603.017	1.067
50	17:46:06	0.000	6.627	-0.000	PreCon Rise	5954603.014	1.067
51	17:46:07	0.000	6.760	-0.000	PreCon Rise	5954603.010	1.067
52	17:46:08	0.000	6.893	-0.000	PreCon Rise	5954603.010	1.067
53	17:46:09	0.000	7.027	-0.000	PreCon Rise	5954603.014	1.067
54	17:46:10	0.000	7.160	-0.000	PreCon Rise	5954603.010	1.067
55	17:46:11	-0.001	7.293	-0.000	PreCon Rise	5954603.017	1.067
56	17:46:12	-0.000	7.427	-0.000	PreCon Rise	5954603.014	1.067
57	17:46:13	0.000	7.560	-0.000	PreCon Rise	5954603.014	1.067
58	17:46:14	-0.000	7.693	-0.000	PreCon Rise	5954603.014	1.067
59	17:46:15	0.000	7.827	-0.000	PreCon Rise	5954603.014	1.067
60	17:46:16	0.000	7.960	-0.000	PreCon Rise	5954603.014	1.067
61	17:46:17	0.000	8.093	-0.000	PreCon Rise	5954603.014	1.067
62	17:46:18	0.000	8.227	-0.000	PreCon Rise	5954603.014	1.067
63	17:46:19	0.000	8.360	-0.000	PreCon Rise	5954603.014	1.067
64	17:46:20	0.000	8.493	-0.000	PreCon Rise	5954603.014	1.067
65	17:46:21	0.000	8.627	-0.000	PreCon Rise	5954603.014	1.067
66	17:46:22	0.000	8.760	-0.000	PreCon Rise	5954603.014	1.067
67	17:46:23	0.000	8.893	-0.000	PreCon Rise	5954603.014	1.067
68	17:46:24	-0.000	9.027	-0.000	PreCon Rise	5954603.017	1.067
69	17:46:25	0.000	9.160	-0.000	PreCon Rise	5954603.014	1.067
70	17:46:26	0.000	9.293	-0.000	PreCon Rise	5954603.014	1.067
71	17:46:27	-0.000	9.427	-0.000	PreCon Rise	5954603.017	1.067
72	17:46:28	0.000	9.560	-0.000	PreCon Rise	5954603.017	1.067
73	17:46:29	0.000	9.693	-0.000	PreCon Rise	5954603.014	1.067
74	17:46:30	0.000	9.827	-0.000	PreCon Rise	5954603.014	1.067
75	17:46:31	0.000	9.960	-0.000	PreCon Rise	5954603.014	1.067
76	17:46:32	0.000	10.093	-0.000	PreCon Rise	5954603.014	1.067
77	17:46:33	-0.000	10.227	-0.000	PreCon Rise	5954603.017	1.067
78	17:46:34	-0.000	10.360	-0.000	PreCon Rise	5954603.017	1.067
79	17:46:35	0.000	10.493	-0.000	PreCon Rise	5954603.014	1.067
80	17:46:36	-0.000	10.627	-0.000	PreCon Rise	5954603.017	1.067
81	17:46:37	0.000	10.760	-0.000	PreCon Rise	5954603.017	1.067
82	17:46:38	0.000	10.893	-0.000	PreCon Rise	5954603.017	1.067
83	17:46:39	-0.000	11.027	-0.000	PreCon Rise	5954603.017	1.067
84	17:46:40	0.000	11.160	-0.000	PreCon Rise	5954603.017	1.067
85	17:46:41	-0.000	11.293	-0.000	PreCon Rise	5954603.021	1.067
86	17:46:42	-0.000	11.427	-0.000	PreCon Rise	5954603.021	1.067
87	17:46:43	-0.000	11.560	-0.000	PreCon Rise	5954603.021	1.067
88	17:46:44	-0.001	11.693	-0.000	PreCon Rise	5954603.024	1.067
89	17:46:45	-0.001	11.827	-0.000	PreCon Rise	5954603.028	1.067
90	17:46:46	-0.001	11.960	-0.000	PreCon Rise	5954603.028	1.067
91	17:46:47	-0.001	12.093	-0.000	PreCon Rise	5954603.031	1.067
92	17:46:48	-0.002	12.227	-0.000	PreCon Rise	5954603.038	1.067
93	17:46:49	-0.001	12.360	-0.000	PreCon Rise	5954603.035	1.067
94	17:46:50	-0.001	12.493	-0.000	PreCon Rise	5954603.038	1.067
95	17:46:51	-0.002	12.627	-0.000	PreCon Rise	5954603.045	1.067
96	17:46:52	-0.001	12.760	-0.000	PreCon Rise	5954603.049	1.067
97	17:46:53	-0.002	12.893	-0.000	PreCon Rise	5954603.052	1.067
98	17:46:54	-0.002	13.027	-0.000	PreCon Rise	5954603.056	1.067
99	17:46:55	-0.002	13.160	-0.000	PreCon Rise	5954603.059	1.067
100	17:46:56	-0.002	13.293	-0.000	PreCon Rise	5954603.063	1.067
101	17:46:57	-0.002	13.427	-0.000	PreCon Rise	5954603.066	1.067
