	Timestamp	Filtered Rate: CBP	Filtered Rate: F-BsubPc	Source Power: CBP	Source Power: F-BsubPc	Thickness: CBP	Thickness: F-BsubPc	State: CBP	State: F-BsubPc	Fundamental  Frequency: CBP	Fundamental  Frequency: F-BsubPc	Current Z-Ratio: CBP	Current Z-Ratio: F-BsubPc
951	15:05:25	0.000	0.002	19.740	19.640	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	756
952	15:05:26	0.000	0.002	19.740	19.640	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	756
953	15:05:27	0.001	0.002	19.740	19.640	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	757
954	15:05:28	-0.000	0.002	19.740	19.640	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	758
955	15:05:29	-0.000	0.002	19.740	19.640	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	756
956	15:05:30	-0.000	0.002	19.740	19.640	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	757
957	15:05:31	-0.000	0.002	19.740	19.640	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	756
958	15:05:32	0.000	0.002	19.740	19.640	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	758
959	15:05:33	0.000	0.002	19.740	19.640	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	757
960	15:05:34	0.001	0.002	19.740	19.640	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	757
961	15:05:35	0.000	0.002	19.740	19.640	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	757
962	15:05:36	0.001	0.003	19.740	19.640	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	757
963	15:05:37	0.000	0.002	19.740	19.640	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	758
964	15:05:38	-0.000	0.003	19.740	19.640	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	757
965	15:05:39	0.000	0.003	19.740	19.640	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	756
966	15:05:40	0.000	0.003	19.740	19.640	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	757
967	15:05:41	0.001	0.003	19.740	19.640	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	759
968	15:05:42	0.001	0.003	19.740	19.640	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	757
969	15:05:43	0.000	0.003	19.740	19.640	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	755
970	15:05:44	0.000	0.003	19.740	19.640	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	759
971	15:05:45	0.001	0.003	19.740	19.640	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	758
972	15:05:46	-0.000	0.002	19.740	19.640	0.000	0.002	Manual	Manual	Sensor Status	00	Fundamental Activity	757
973	15:05:47	0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
974	15:05:48	0.000	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
975	15:05:49	0.000	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
976	15:05:50	-0.000	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
977	15:05:51	0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
978	15:05:52	0.000	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
979	15:05:53	0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	756
980	15:05:54	0.000	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	755
981	15:05:55	0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
982	15:05:56	0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
983	15:05:57	0.000	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
984	15:05:58	0.000	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
985	15:05:59	0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
986	15:06:00	-0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
987	15:06:01	0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
988	15:06:02	-0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
989	15:06:03	0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
990	15:06:04	0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
991	15:06:05	-0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
992	15:06:06	0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	755
993	15:06:07	-0.000	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
994	15:06:08	0.000	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
995	15:06:09	0.000	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
996	15:06:10	0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
997	15:06:11	0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
998	15:06:12	-0.000	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	756
999	15:06:13	0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1000	15:06:14	0.000	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1001	15:06:15	0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1002	15:06:16	0.000	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1003	15:06:17	0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1004	15:06:18	-0.000	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1005	15:06:19	0.000	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	755
1006	15:06:20	0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1007	15:06:21	-0.000	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1008	15:06:22	0.000	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1009	15:06:23	0.000	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1010	15:06:24	-0.000	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1011	15:06:25	0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	756
1012	15:06:26	0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1013	15:06:27	-0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1014	15:06:28	0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	756
1015	15:06:29	0.000	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	756
1016	15:06:30	0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	755
1017	15:06:31	0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1018	15:06:32	-0.000	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	756
1019	15:06:33	0.000	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1020	15:06:34	0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1021	15:06:35	-0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1022	15:06:36	0.000	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	756
1023	15:06:37	0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	756
1024	15:06:38	-0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	756
1025	15:06:39	0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1026	15:06:40	0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1027	15:06:41	0.000	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1028	15:06:42	0.000	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1029	15:06:43	0.000	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1030	15:06:44	0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1031	15:06:45	-0.000	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1032	15:06:46	-0.000	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	755
1033	15:06:47	0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1034	15:06:48	0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	755
1035	15:06:49	0.000	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	756
1036	15:06:50	-0.000	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	756
1037	15:06:51	0.000	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1038	15:06:52	0.000	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1039	15:06:53	0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1040	15:06:54	0.000	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	756
1041	15:06:55	0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	756
1042	15:06:56	0.000	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1043	15:06:57	0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1044	15:06:58	0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1045	15:06:59	-0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1046	15:07:00	0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1047	15:07:01	0.000	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1048	15:07:02	-0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1049	15:07:03	0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1050	15:07:04	0.000	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1051	15:07:05	-0.000	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1052	15:07:06	0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1053	15:07:07	0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1054	15:07:08	0.000	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1055	15:07:09	0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1056	15:07:10	0.000	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1057	15:07:11	0.001	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	756
1058	15:07:12	0.000	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	755
1059	15:07:13	0.000	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1060	15:07:14	0.000	0.002	19.740	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1061	15:07:15	0.000	0.002	19.923	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1062	15:07:16	-0.000	0.002	19.973	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1063	15:07:17	0.001	0.002	19.973	19.640	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1064	15:07:18	0.000	0.002	19.973	19.690	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	756
1065	15:07:19	0.000	0.002	19.973	20.013	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	759
1066	15:07:20	0.001	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	756
1067	15:07:21	-0.001	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1068	15:07:22	0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1069	15:07:23	0.001	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1070	15:07:24	0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1071	15:07:25	-0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1072	15:07:26	0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1073	15:07:27	0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1074	15:07:28	-0.001	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1075	15:07:29	0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1076	15:07:30	0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1077	15:07:31	-0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1078	15:07:32	-0.001	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1079	15:07:33	0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1080	15:07:34	0.000	0.001	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1081	15:07:35	-0.000	0.001	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1082	15:07:36	0.001	0.001	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	756
1083	15:07:37	-0.001	0.001	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1084	15:07:38	0.000	0.001	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1085	15:07:39	-0.001	0.001	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1086	15:07:40	0.001	0.001	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1087	15:07:41	0.000	0.001	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1088	15:07:42	-0.001	0.001	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1089	15:07:43	0.000	0.001	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	756
1090	15:07:44	-0.000	0.001	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1091	15:07:45	-0.000	0.001	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1092	15:07:46	-0.000	0.001	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1093	15:07:47	-0.001	0.001	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	756
1094	15:07:48	-0.000	0.001	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1095	15:07:49	0.000	0.001	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1096	15:07:50	0.000	0.001	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	756
1097	15:07:51	0.001	0.001	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	756
1098	15:07:52	0.000	0.001	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1099	15:07:53	0.001	0.001	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1100	15:07:54	-0.001	0.001	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1101	15:07:55	-0.001	0.001	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1102	15:07:56	0.001	0.001	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1103	15:07:57	0.001	0.001	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1104	15:07:58	0.000	0.001	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1105	15:07:59	-0.000	0.001	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	759
1106	15:08:00	-0.001	0.001	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1107	15:08:01	0.000	0.001	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1108	15:08:02	0.000	0.001	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1109	15:08:03	0.000	0.001	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	756
1110	15:08:04	0.001	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	756
1111	15:08:05	0.000	0.001	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1112	15:08:06	-0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	755
1113	15:08:07	0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1114	15:08:08	0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	756
1115	15:08:09	-0.000	0.001	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1116	15:08:10	0.001	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	756
1117	15:08:11	0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1118	15:08:12	0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1119	15:08:13	0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1120	15:08:14	0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1121	15:08:15	0.001	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1122	15:08:16	-0.001	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1123	15:08:17	0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1124	15:08:18	-0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1125	15:08:19	-0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1126	15:08:20	-0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1127	15:08:21	-0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1128	15:08:22	-0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1129	15:08:23	0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1130	15:08:24	0.001	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1131	15:08:25	0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1132	15:08:26	-0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	759
1133	15:08:27	-0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1134	15:08:28	0.001	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1135	15:08:29	0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1136	15:08:30	0.001	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	755
1137	15:08:31	0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1138	15:08:32	-0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1139	15:08:33	0.001	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1140	15:08:34	0.001	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1141	15:08:35	0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1142	15:08:36	0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1143	15:08:37	-0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1144	15:08:38	0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1145	15:08:39	-0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1146	15:08:40	0.001	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1147	15:08:41	0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1148	15:08:42	-0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	759
1149	15:08:43	0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1150	15:08:44	0.001	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1151	15:08:45	-0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	756
1152	15:08:46	-0.001	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	756
1153	15:08:47	0.001	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	755
1154	15:08:48	0.001	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1155	15:08:49	0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1156	15:08:50	-0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	756
1157	15:08:51	0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1158	15:08:52	0.001	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1159	15:08:53	0.001	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1160	15:08:54	0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	756
1161	15:08:55	0.001	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1162	15:08:56	0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1163	15:08:57	0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	759
1164	15:08:58	0.001	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1165	15:08:59	0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	759
1166	15:09:00	0.001	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	756
1167	15:09:01	0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	760
1168	15:09:02	0.001	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1169	15:09:03	0.001	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1170	15:09:04	0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1171	15:09:05	0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	758
1172	15:09:06	0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1173	15:09:07	0.001	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	759
1174	15:09:08	0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
1175	15:09:09	0.001	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	759
1176	15:09:10	0.000	0.002	19.973	20.063	0.000	0.003	Manual	Manual	Sensor Status	00	Fundamental Activity	757
