	Pixel	Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)	CE(cd/A)
0	A1-1	-0.999956	-0.000132238	-0.826487	0.340916	0.00409187	0.896841	-0.10851241459333298
1	A1-1	-0.799977	-0.000100288	-0.6268	0.516834	-0.00188852	0.824912	-0.13160689215060623
2	A1-1	-0.599945	-6.70739e-05	-0.419212	0.222564	-0.175257	0.178176	-0.042502600116408884
3	A1-1	-0.399933	-4.02605e-05	-0.251628	-0.0943057	0.784498	-0.0302089	0.012005380959193731
4	A1-1	-0.199984	-1.78042e-05	-0.111276	0.31377	0.974075	0.0222259	-0.019973669075092564
5	A1-1	8.93593e-05	4.31781e-09	2.69863e-05	65192200.0	268.58	0.500413	1854.3223783919989
6	A1-1	0.200077	1.73709e-05	0.108568	11.7953	-0.224799	0.815568	0.751204774887628
7	A1-1	0.400031	3.81658e-05	0.238536	0.52359	-0.461104	0.159034	0.06667085890599322
8	A1-1	0.60003	6.41265e-05	0.400791	0.587909	0.214094	0.450039	0.11228770107113184
9	A1-1	0.80004	8.97396e-05	0.560872	0.135448	-0.0423532	0.193463	0.03449325336262106
10	A1-1	1.00005	6.16943e-05	0.385589	0.124053	-0.0985509	0.152267	0.039489456390094116
11	A1-1	1.20006	7.80506e-05	0.487816	0.35712	0.307706	0.665462	0.1364165997015268
12	A1-1	1.40006	5.62859e-05	0.351787	-0.0299019	0.276243	-0.0468786	-0.013325847743094543
13	A1-1	1.60006	5.27242e-05	0.329526	0.22757	0.379862	0.381937	0.11590496652767916
14	A1-1	1.80005	6.60391e-05	0.412744	0.0579821	0.114406	0.137123	0.03322228790727424
15	A1-1	2.00004	0.000122164	0.763525	0.15526	0.135364	0.754697	0.09884378376608492
16	A1-1	2.2005	0.000140675	0.879219	0.0779743	0.0589888	0.480197	0.05461631288677793
17	A1-1	2.40047	0.000157264	0.9829	0.128662	0.104558	0.966284	0.0983094923186489
18	A1-1	2.60041	9.17044e-05	0.573153	0.0963105	0.182324	0.456915	0.07971955132399203
19	A1-1	2.80043	8.95576e-05	0.559735	0.147795	0.123746	0.737424	0.13174520085397554
20	A1-1	3.00033	9.75638e-05	0.609774	0.143554	-0.0767294	0.835994	0.13709899077363089
21	A1-1	3.20039	0.000124461	0.777881	0.1078	0.207306	0.854247	0.10981718283387817
22	A1-1	3.4003	0.00015291	0.955687	0.261785	0.0386888	2.70787	0.2833427680820185
23	A1-1	3.60031	0.000204189	1.27618	0.293754	0.240743	4.29622	0.33664686799667753
24	A1-1	3.80028	0.000271659	1.69787	0.317264	0.174661	6.51615	0.3837837997019795
25	A1-1	4.00025	0.000370174	2.31359	0.335683	0.17461	9.88899	0.4274305300420559
26	A1-1	4.20027	0.00050098	3.13113	0.343436	0.145063	14.3772	0.4591696927307393
27	A1-1	4.40023	0.000674139	4.21337	0.330237	0.20464	19.4886	0.4625418607907684
28	A1-1	4.60025	0.000887815	5.54884	0.325363	0.1825	26.4364	0.47643110992567816
29	A1-1	4.80057	0.00114857	7.17856	0.334292	0.181283	36.6696	0.5108211117550038
30	A1-1	5.00054	0.00145523	9.09519	0.322073	0.181519	46.6265	0.5126500930711727
