	Pixel	Max Current (A)	Max Luminance (cd/m2)	Status	Turnon Voltage (V)	EQE(%)_max	EQE(%)_avg	CE(cd/A)_max	CE(cd/A)_avg	PE(lm/W)_max	PE(lm/W)_avg	V (V) @ 100 cd/m2	EQE(%) @ 100 cd/m2	CE(cd/A) @ 100 cd/m2	PE(lm/W) @ 100 cd/m2	λmax (nm) @ 100 cd/m2	FWHM (nm) @ 100 cd/m2	CIE-x @ 100 cd/m2	CIE-y @ 100 cd/m2	Hex Color @ 100 cd/m2	V (V) @ 250 cd/m2	EQE(%) @ 250 cd/m2	CE(cd/A) @ 250 cd/m2	PE(lm/W) @ 250 cd/m2	λmax (nm) @ 250 cd/m2	FWHM (nm) @ 250 cd/m2	CIE-x @ 250 cd/m2	CIE-y @ 250 cd/m2	Hex Color @ 250 cd/m2
0	A1-1	0.0200027	452.57	Working	3.4	0.240743	0.1794061870967742	0.5157372032968977	0.44611532434284135	0.343436	0.23795383870967743	5.80055	0.19297	0.5021365592368572	0.271959	577.0	28.5	0.5215197147728956	0.43845174584115026	#ffcd00	7.40057	0.186729	0.4587818048358613	0.194756	577.5	28.5	0.5058052688295294	0.4228340415658328	#ffc300
1	A2-1	0.0200024	468.36	Working	3.4	0.192083	0.150882103125	0.5424690946972277	0.4719623345003474	0.395854	0.25233496875	6.00057	0.182665	0.5258830679702717	0.275326	577.0	28.0	0.5227338081433286	0.4399070993282865	#ffce00	7.60055	0.18161	0.4624412351005705	0.191144	577.5	28.5	0.5079916146552534	0.42534596933188445	#ffc500
2	A3-1	0.0197148	479.54	Working	3.6	0.182655	0.15294408387096772	0.531949514536308	0.45439571566178116	0.348681	0.2341715806451613	6.00055	0.180408	0.5152739552224239	0.269772	577.5	27.5	0.5272817263600269	0.44314518728624835	#ffcf00	7.80047	0.171011	0.4334868477902559	0.174584	577.5	28.5	0.5099325653251832	0.4268702481266484	#ffc600
3	A4-1	0.0200018	504.92	Working	3.6	0.187619	0.15831490909090912	0.47064790338530693	0.413920881486172	0.295691	0.20285663636363638	6.2005	0.137785	0.37154381558502375	0.18825	577.5	28.0	0.5257244641409756	0.44186888842017263	#ffcf00	7.80035	0.175635	0.45031268645172695	0.181364	577.5	28.5	0.511364856163689	0.4296429251955959	#ffc900
4	B1-1	0.0198017	1.08	Short Circuit	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
5	B2-1	0.0200015	475.16	Working	3.6	0.209879	0.17109838620689652	0.5462481831634115	0.4763564020017004	0.386645	0.25416324137931035	6.00031	0.190052	0.523460003636468	0.274069	577.5	28.5	0.5237342440340994	0.44120314353569257	#ffcf00	7.40022	0.183791	0.47214061505121696	0.200437	577.5	29.0	0.5150772739074583	0.4317380803191018	#ffc900
6	B3-1	0.0200013	528.06	Working	3.6	0.212784	0.17857218666666666	0.5969145509920102	0.5230157152113406	0.40426	0.2751758333333333	6.00032	0.205646	0.5831668063344722	0.305329	577.5	28.0	0.5284848947020816	0.44434956376925117	#ffd000	7.40026	0.195955	0.5238905230317338	0.222405	578.0	28.5	0.5171326179941964	0.43382737790115466	#ffca00
7	B4-1	0.0200016	549.8	Working	3.6	0.194154	0.1491240870967742	0.5372659502065494	0.42715581072475534	0.289572	0.20737906451612903	6.00039	0.194154	0.5363787137762753	0.280827	577.5	28.5	0.5298563014654367	0.44544973562474177	#ffd000	7.60029	0.18212	0.4925887387546699	0.203613	577.5	29.0	0.5206303671890951	0.4367742842649726	#ffcc00
8	B5-1	0.0200014	576.57	Working	3.6	0.269072	0.21664199696969696	0.7779180165626302	0.640891395455657	0.643095	0.3355586363636363	6.20046	0.245431	0.699358171073807	0.354343	577.5	27.5	0.5336978197763373	0.4483171881629663	#ffd100	7.60025	0.225187	0.6146712469113481	0.254076	577.5	28.5	0.5206476135791678	0.4371189708536898	#ffcc00
9	C1-1	0.0200014	444.88	Working	3.6	0.241908	0.17240807885714285	0.5884532107143677	0.47762248652959777	0.462184	0.2408163142857143	6.40012	0.188422	0.5286286305649319	0.259485	577.5	29.0	0.5326239845710884	0.4451958731005202	#ffce00	8.19993	0.171571	0.453580418243547	0.173778	578.0	29.0	0.5204491405000755	0.43525979764053685	#ffca00
10	C2-1	0.0199961	482.28	Working	3.6	0.355161	0.20240445714285712	0.7115414815039302	0.5481056458493078	0.588275	0.28275665714285714	6.40002	0.205202	0.5912572887686268	0.290232	578.0	28.5	0.5321024963297488	0.4445881140426436	#ffce00	8.19986	0.184282	0.49598088409180485	0.190024	577.5	29.0	0.5222272130449261	0.43713291663070586	#ffcb00
11	C3-1	0.0197534	484.58	Working	3.6	0.269279	0.19989597222222222	0.8139493002038597	0.6007039821364007	0.707937	0.3121186666666666	6.40002	0.223027	0.6450980268509702	0.316661	577.5	28.5	0.5339887233753878	0.44673382223194513	#ffcf00	8.19982	0.194014	0.5351820528227971	0.205044	578.0	29.0	0.524318089548438	0.43914061842115987	#ffcc00
12	C4-1	0.0200007	506.43	Working	3.6	0.343931	0.20719645263157896	0.7381361463952643	0.5896682879638059	0.610175	0.2948333157894737	6.60004	0.228261	0.6388097723211915	0.304073	577.5	28.5	0.5331673638468021	0.445905771823061	#ffcf00	8.39985	0.200803	0.5491855871572714	0.205399	578.0	29.0	0.5242636285868869	0.4395810996412841	#ffcd00
13	C5-1	0.0200007	526.72	Working	3.6	0.300023	0.20529039487179487	0.8415937068623188	0.6506572444957681	0.674007	0.32370176923076927	6.59999	0.245686	0.72182387361436	0.34359	577.5	29.0	0.5350296404689661	0.44810517350220014	#ffd000	8.39982	0.215745	0.6041624780912869	0.225961	578.0	29.5	0.526894021632656	0.44139118728200677	#ffcd00
