	Voltage(V)	Current(A)	Current(A) stdev	J(mA/cm2)	J(mA/cm2) stdev	PE(lm/W)	PE(lm/W) stdev	EQE(%)	EQE(%) stdev	L(cd/m2)	L(cd/m2) stdev	CE(cd/A)	CE(cd/A) stdev
0	-0.999965157894737	-3.460008263157895e-06	4.979693244861161e-06	-0.021625076842105267	0.031123154320901052	7.624127157894737	46.16300439087777	-7.491175421052628	58.07026704586531	0.04711088947368421	0.35322020737105847	-2.4267331554830434	14.693566065997242
1	-0.7999885789473684	-3.028229894736842e-06	5.021655852090862e-06	-0.018926458157894736	0.031385412827744916	30.24459073684211	101.22444739899048	-12.571097105263156	82.32467107543933	0.07484143684210527	0.31732532493355875	-7.701604756972308	25.776138772341124
2	-0.5999673157894737	-1.6091540842105263e-06	2.5590301629821253e-06	-0.01005721052631579	0.01599393937372296	0.1842236842105275	327.9455932627352	-8.57254889473684	129.16393675958813	-0.06129754210526315	0.39465005938457387	-0.035308289270373855	62.62971122699611
3	-0.3999495263157895	-8.344743263157894e-07	1.3594845718987038e-06	-0.005215463094736842	0.008496777569222411	2255.7189554736847	11109.009128448739	156.19957789473688	3556.5867275979153	0.06604524894736842	0.39700987165464796	73.7348330847461	1441.1692172813366
4	-0.19999794736842103	-2.95686412631579e-07	5.213998143808853e-07	-0.0018480380631578947	0.0032587430576543506	173.1426631578951	6800.39627691752	47.36785210526317	1469.8641897154496	-0.028349063157894733	0.4287462613559842	-0.18726804715162362	433.0436416199364
5	6.046674210526316e-05	1.9250230842105264e-08	1.2516472283247092e-08	0.00012031388684210528	7.822794044366825e-05	-141105735.42105263	426147333.345422	9980.132679473683	21366.06932045051	-0.017803952631578954	0.4438089387995521	-1406.797737024212	4806.640923124772
6	0.20005036842105262	3.307980842105263e-07	5.245214198215693e-07	0.0020674876315789474	0.0032782572760694417	-92.55756842105255	1577.9578588802215	-37.15776789473684	360.5627193307862	-0.03961646842105264	0.3381879762721583	-5.893962432744609	100.48428883415407
7	0.3999927894736842	8.231819894736843e-07	1.3379659763728948e-06	0.0051448879473684215	0.008362287404999957	-107.1478747368421	351.73678317781116	17.10955962105264	153.142109070247	-0.01624388894736842	0.33633632704430355	-13.643874696942882	44.78711349403897
8	0.5999847894736842	1.4047666052631579e-06	2.5361399366508366e-06	0.008779788105263158	0.01585086644750731	7.59361710526316	275.9556971760525	-11.218910578947368	80.26648566504258	0.028172982105263155	0.3124383058922471	1.4508597200174893	52.705353685214185
9	0.7999906842105263	1.886294963157895e-06	3.1275001135913946e-06	0.01178934410526316	0.01954687934207424	56.284108947368416	234.63092111309993	-8.851478147368418	117.4460475783771	0.08133798421052633	0.38891768111092917	14.332674473283737	59.749491444864056
10	0.9999927894736841	2.8750672105263154e-06	4.681946289545154e-06	0.01796914794736842	0.029262087192043873	5.249686578947367	49.357860958631505	15.863178210526318	73.02660362397108	-0.015867963157894748	0.2995630112755354	1.6708760917142664	15.711132161205247
11	1.2000005263157896	3.6981601578947372e-06	6.680246415905458e-06	0.023113531052631576	0.04175164027546348	5.1357234736842114	36.11558771503169	-4.729922157894736	60.96322007912618	-0.016372406315789487	0.37518440950993787	1.9617585222214855	13.795219239711367
12	1.4000036842105263	5.4446522105263164e-06	9.811204478778871e-06	0.03402905684210526	0.06131998246127972	4.30636152631579	19.277665092140698	0.8354700999999999	23.485021067524976	0.08044878947368421	0.3446571185294297	1.919107132660109	8.590981177701284
13	1.6000052631578947	7.87782652631579e-06	1.4186543589386697e-05	0.049236392631578946	0.08866584450648671	2.0692423157894737	12.105847838323589	-1.7323163736842104	21.277614730390635	-0.016779710526315786	0.38110817903869	1.053883298240784	6.165600204756375
14	1.7999873684210528	1.0964820315789475e-05	2.01949409306058e-05	0.0685301	0.12621830689289043	1.2018013210526315	6.685595788338489	-2.9839860526315793	16.236118681325372	-0.011751257894736843	0.34377070479541466	0.6885908507516301	3.830576470248326
15	1.9999778947368423	1.4748694736842106e-05	2.748287862740639e-05	0.0921793642105263	0.17176803557171397	-0.6090680052631577	4.735650216070492	-0.37465828947368435	9.580370734802862	-0.07180368947368422	0.41757193905495454	-0.38772293791167856	3.0147820498546545
16	2.200026842105263	1.969206157894737e-05	3.766304528711431e-05	0.12307536315789473	0.2353937514276367	-0.9693339947368421	3.025144895008563	-1.6601608105263157	6.493390262683813	-0.20019174210526314	0.4543386690067539	-0.6787891934671793	2.1184501495698234
17	2.400008947368421	2.638078105263158e-05	5.110788530513754e-05	0.1648798789473684	0.3194242918047003	0.021550563157894765	1.0548895980164532	-0.9028639999999999	4.473735373278584	-0.01179598421052631	0.28863027505760314	0.01646018836315909	0.8059687306556418
18	2.5999821052631575	4.727778736842105e-05	0.00011605192311228322	0.2954863631578947	0.7253253480791573	0.39702525789473686	0.5089172638570059	-0.22217099526315798	1.845833997576957	0.20129096315789474	0.3843892870641034	0.3285648555655185	0.42117807017202163
19	2.7999152631578954	8.334873157894738e-05	0.00018902206595041267	0.5209294842105263	1.1813874187145095	0.6081145842105263	0.8138111889122546	-0.20227548157894737	1.2239189396940113	0.7204041052631579	0.5883559722787713	0.5419791305578119	0.7253231504613711
20	2.9998857894736846	0.00012030181052631578	0.00026825105999725413	0.7518860526315789	1.676568094313546	0.7965936605263157	0.5606320537675177	0.07032517894736841	0.6290421474145513	1.7685898210526316	0.7662196905077808	0.7606625663886194	0.535354237425189
21	3.1999268421052633	0.00012967037368421053	0.000229817683103072	0.8104394210526316	1.4363593066556672	0.8697918368421054	0.4757095357860577	0.3117531157894737	0.4105260809832469	3.371786315789474	1.2638000416630313	0.8859436163121778	0.4845521166871916
22	3.39987947368421	0.00017744157368421054	0.00029072242602392527	1.1090095789473684	1.8170146616118	0.9028999842105264	0.4205737548842912	0.3765053052631579	0.21878528590511426	5.974522631578947	2.2195367182266286	0.9771315425338737	0.4551492848847015
23	3.5998926315789475	0.00024577228421052627	0.0003562109007901185	1.5360754210526313	2.2263126902554724	0.883224942105263	0.37928698899033575	0.3419328578947369	0.22829679628328076	9.613034210526315	3.4223130974644924	1.0120719510377054	0.4346223427799201
24	3.799881052631578	0.00034677294736842104	0.0004837423789041429	2.167332315789474	3.023395418740276	0.8664183263157895	0.3278826201155094	0.36331604736842105	0.17562088428634043	14.795042631578948	4.955291915125041	1.0479686736584615	0.396590208701465
25	3.9998410526315786	0.00045347278947368414	0.0005964470888206155	2.8342047368421053	3.7277942323893707	0.8479255894736842	0.2561588879449256	0.39759150000000004	0.12837559189029749	21.737573684210524	7.052533034519704	1.0795699890160884	0.32613318584509277
26	4.199810526315789	0.000580380947368421	0.0006522776182151822	3.627382105263157	4.076740414984009	0.8354313157894737	0.23163355139576836	0.4007070631578948	0.12788669445760514	30.801147368421056	9.932926261912868	1.1168402765345922	0.3096556641197432
27	4.399771052631579	0.0007313024210526316	0.0006714949615535642	4.57063947368421	4.196841234987237	0.7951556315789472	0.20427330372044278	0.40826380526315786	0.11454474546435175	41.517700000000005	13.27974238542141	1.1136091957232923	0.2860808778791553
28	4.599765263157894	0.0009274356315789472	0.000742141329903452	5.796473157894736	4.638385908811783	0.7597084736842106	0.1850437160898866	0.40562274210526317	0.10129488136331324	54.7656105263158	17.52636440145305	1.1123275790358815	0.27092697567810126
29	4.800093684210526	0.001117161	0.0006670269181969858	6.982254736842106	4.168916692020108	0.726525052631579	0.1593177954944386	0.4077658421052632	0.0921364440063375	70.02802105263159	21.883508273717734	1.110070472495081	0.2434206478736051
30	5.0000910526315785	0.001380928157894737	0.0007440288448114773	8.630801578947368	4.650183503340445	0.6886485263157894	0.14446825765776494	0.3993038947368421	0.08443249239100632	86.79986315789473	26.15482653624899	1.0960384029642725	0.2299302888804348
31	5.200112105263157	0.0016773872105263158	0.0008192517147627737	10.483667894736843	5.1203286339129885	0.6579187894736841	0.13357319268617013	0.3984436842105263	0.08156402051733906	105.83311052631579	30.53808418893391	1.0890184041799498	0.2210928185502183
32	5.400096315789473	0.0020119647894736845	0.000898089102257066	12.574773157894738	5.613056811930416	0.6227653684210527	0.11882267270012531	0.39344536842105254	0.07777855168848931	126.42165263157894	34.97652624485785	1.0704749476620758	0.2042423952225972
33	5.600071052631579	0.002373824210526316	0.0009702726175197294	14.836406842105262	6.064209054010911	0.5902767894736842	0.10700348017979257	0.38316047368421047	0.06961644976763255	148.1933052631579	40.15457818725392	1.0522015531160704	0.1907386910288828
34	5.800134210526316	0.0027631942105263165	0.0010633042170631961	17.269970526315788	6.645652847646049	0.5642174736842105	0.0991078796486931	0.3795455789473684	0.06568409060224376	171.5935263157895	45.12034062764344	1.0416816893921979	0.18297841908465617
35	6.000093157894736	0.0032022684210526314	0.0011536304923942143	20.014175789473683	7.21020054694613	0.535052842105263	0.08572500232123106	0.3721744736842105	0.05941657062183776	196.9334736842105	51.173070975772134	1.0218927398765492	0.16372738236953496
36	6.200122631578947	0.00368641947368421	0.0012472209698343192	23.040121052631577	7.795123457148601	0.5063892105263159	0.0816315822006854	0.3636922105263158	0.05703496450938895	222.96152631578943	57.57938090046545	0.9993894152356679	0.16110502613898814
37	6.4001284210526315	0.004173247894736842	0.001393189797930894	26.0828052631579	8.707437181511693	0.48773378947368434	0.07293644676492352	0.3622205789473684	0.054246020992391	251.43752631578948	64.44498064025616	0.9936235397573296	0.1485903833771351
