	Pixel	Max Current (A)	Max Luminance (cd/m2)	Status	Turnon Voltage (V)	EQE(%)_max	EQE(%)_avg	CE(cd/A)_max	CE(cd/A)_avg	PE(lm/W)_max	PE(lm/W)_avg	V (V) @ 100 cd/m2	EQE(%) @ 100 cd/m2	CE(cd/A) @ 100 cd/m2	PE(lm/W) @ 100 cd/m2	λmax (nm) @ 100 cd/m2	FWHM (nm) @ 100 cd/m2	CIE-x @ 100 cd/m2	CIE-y @ 100 cd/m2	Hex Color @ 100 cd/m2	V (V) @ 250 cd/m2	EQE(%) @ 250 cd/m2	CE(cd/A) @ 250 cd/m2	PE(lm/W) @ 250 cd/m2	λmax (nm) @ 250 cd/m2	FWHM (nm) @ 250 cd/m2	CIE-x @ 250 cd/m2	CIE-y @ 250 cd/m2	Hex Color @ 250 cd/m2
0	A1-1	0.0200013	946.66	Working	3.0	0.385396	0.31263751290322583	1.0253277158134488	0.8600835779014376	0.745874	0.4876656129032258	4.79995	0.378982	1.0253277158134488	0.67108	581.0	33.0	0.5434894464616844	0.44756353829653744	#ffc900	5.99992	0.34838	0.9481018923961466	0.496432	581.0	33.0	0.5413030915684273	0.44964031832423584	#ffcd00
1	A2-1	0.0200012	977.58	Working	3.0	0.402761	0.337737205882353	1.129264475743349	0.9527023873930043	1.04351	0.5443175882352941	5.0	0.393088	1.0803438965730134	0.678805	581.0	32.5	0.5410950519470991	0.4466610990493398	#ffca00	6.20002	0.348277	0.9649615120906463	0.488953	581.0	33.0	0.5366095164275788	0.4492025150208302	#ffd000
2	A3-1	0.0200008	1007.7	Working	3.0	0.593349	0.3957552424242424	1.1905712453904322	0.9848771132693016	0.966317	0.5605097272727273	5.00002	0.42149	1.1442251468995333	0.718934	581.0	32.5	0.541783306049044	0.44915634468440446	#ffcd00	6.00005	0.391933	1.0514944836153917	0.550558	581.0	33.0	0.538524440204989	0.451811127114576	#ffd200
3	A4-1	0.0199981	1037.85	Working	3.0	0.46892	0.3441057388888889	1.3234582278810434	1.0845975834083452	1.1312	0.610449527777778	4.99991	0.43403	1.2587272335529183	0.790893	581.0	32.0	0.5387463408966132	0.45129336843983914	#ffd100	6.19996	0.412203	1.1394449182781847	0.57737	581.0	33.5	0.5361694357530618	0.4523894519010065	#ffd500
4	B1-1	0.0200009	839.3	Working	3.0	0.25008	0.16340988571428575	0.6760356781486923	0.43735198336091724	0.299755	0.22045470714285714	4.9999	0.149749	0.3986861932567338	0.250508	581.5	33.0	0.5450807678246874	0.44960482471116514	#ffcb00	6.19984	0.217695	0.5899392601013566	0.298935	581.0	33.0	0.5407394484347803	0.4484776253840424	#ffcc00
5	B2-1	0.0200007	952.31	Working	3.0	0.399146	0.32849722580645163	1.0567513427202786	0.8991258928390342	0.826522	0.5233704838709676	4.99988	0.365524	1.022509587248505	0.642476	581.0	33.0	0.540931016756247	0.44452608848580105	#ffc700	6.1999	0.344563	0.9347820258458898	0.47367	581.0	33.0	0.5392818951733592	0.4488788873178142	#ffce00
6	B3-1	0.0200009	1009.66	Working	3.2	0.662082	0.3987766	1.2823589065654966	1.0539253196602485	1.139	0.6173405666666666	4.99996	0.440868	1.1830229946703317	0.743318	581.0	32.5	0.542919021900358	0.4520557663665751	#ffcf00	5.99991	0.386697	1.067149664904186	0.558766	581.0	33.0	0.5388730214688221	0.45064583290650556	#ffd000
7	B4-1	0.0199	1057.91	Working	3.2	0.602394	0.4018389032258065	1.5314119117379286	1.157508655275573	1.43037	0.6791916129032257	4.99996	0.469142	1.2966490672890747	0.814716	580.5	32.0	0.5420903404821807	0.4516642578750449	#ffcf00	6.19997	0.40518	1.1387587250451507	0.57702	581.0	32.5	0.537555875155833	0.45110793751378964	#ffd200
8	B5-1	0.0200007	1089.27	Working	3.0	0.797585	0.41491729090909085	1.6944776495328413	1.232221121328324	1.66364	0.7428440909090909	4.99989	0.483774	1.398243695529708	0.878564	581.0	31.0	0.5400720767004112	0.4508967856468087	#ffd000	6.19994	0.427461	1.19683720116363	0.606453	581.0	32.5	0.5379486616324053	0.4524438902987341	#ffd300
9	C1-1	0.0197877	847.42	Working	3.2	0.350634	0.2678700303030303	0.8443330999650618	0.7516448682399482	0.620512	0.40294281818181815	5.39997	0.302062	0.8191813397726188	0.476579	581.0	33.0	0.5460438208091385	0.44857989366494627	#ffc900	6.79996	0.291199	0.7943826880057048	0.367006	581.0	33.5	0.5437135533018371	0.4478084305219154	#ffc900
