	Timestamp	Filtered Rate: TAPC	Source Power: TAPC	Thickness: TAPC	State: TAPC	Fundamental  Frequency: TAPC	Current Z-Ratio: TAPC
0	11:20:30	0.000	0.000	-0.000	Ready	5906621.406	2.090
1	11:20:31	0.000	0.300	-0.000	PreCon Rise	5906621.406	2.090
2	11:20:32	0.000	0.800	-0.000	PreCon Rise	5906621.406	2.090
3	11:20:33	0.010	1.300	-0.000	PreCon Rise	5906621.403	2.090
4	11:20:34	0.000	1.800	-0.000	PreCon Rise	5906621.406	2.090
5	11:20:35	0.000	2.300	-0.000	PreCon Rise	5906621.406	2.090
6	11:20:36	0.000	2.800	-0.000	PreCon Rise	5906621.406	2.090
7	11:20:37	0.000	3.300	-0.000	PreCon Rise	5906621.406	2.090
8	11:20:38	0.010	3.800	-0.000	PreCon Rise	5906621.406	2.090
9	11:20:39	0.000	4.300	-0.000	PreCon Rise	5906621.410	2.090
10	11:20:40	-0.010	4.800	-0.000	PreCon Rise	5906621.410	2.090
11	11:20:41	0.000	5.300	-0.000	PreCon Rise	5906621.410	2.090
12	11:20:42	-0.010	5.800	-0.000	PreCon Rise	5906621.410	2.090
13	11:20:43	0.000	6.300	-0.000	PreCon Rise	5906621.406	2.090
14	11:20:44	0.000	6.800	-0.000	PreCon Rise	5906621.406	2.090
15	11:20:45	0.000	7.300	-0.000	PreCon Rise	5906621.406	2.090
16	11:20:46	0.000	7.800	-0.000	PreCon Rise	5906621.406	2.090
17	11:20:47	0.000	8.300	-0.000	PreCon Rise	5906621.406	2.090
18	11:20:48	0.000	8.800	-0.000	PreCon Rise	5906621.406	2.090
19	11:20:49	-0.010	9.300	-0.000	PreCon Rise	5906621.410	2.090
20	11:20:50	0.000	9.800	-0.000	PreCon Rise	5906621.410	2.090
21	11:20:51	0.000	10.300	-0.000	PreCon Rise	5906621.410	2.090
22	11:20:52	0.000	10.800	-0.000	PreCon Rise	5906621.410	2.090
23	11:20:53	0.000	11.300	-0.000	PreCon Rise	5906621.410	2.090
24	11:20:54	0.000	11.800	-0.000	PreCon Rise	5906621.410	2.090
25	11:20:55	0.000	12.300	-0.000	PreCon Rise	5906621.410	2.090
26	11:20:56	0.000	12.800	-0.000	PreCon Rise	5906621.410	2.090
27	11:20:57	0.000	13.300	-0.000	PreCon Rise	5906621.410	2.090
28	11:20:58	0.000	13.800	-0.000	PreCon Rise	5906621.410	2.090
29	11:20:59	0.000	14.300	-0.000	PreCon Rise	5906621.410	2.090
30	11:21:00	0.000	14.800	-0.000	PreCon Rise	5906621.410	2.090
31	11:21:01	0.010	15.300	-0.000	PreCon Rise	5906621.410	2.090
32	11:21:02	-0.010	15.800	-0.000	PreCon Rise	5906621.413	2.090
33	11:21:03	0.000	16.300	-0.000	PreCon Rise	5906621.413	2.090
34	11:21:04	0.000	16.800	-0.000	PreCon Rise	5906621.413	2.090
35	11:21:05	0.000	17.300	-0.000	PreCon Rise	5906621.413	2.090
36	11:21:06	0.000	17.800	-0.000	PreCon Rise	5906621.417	2.090
37	11:21:07	0.000	18.300	-0.000	PreCon Rise	5906621.417	2.090
38	11:21:08	0.000	18.800	-0.000	PreCon Rise	5906621.417	2.090
39	11:21:09	0.000	19.300	-0.000	PreCon Rise	5906621.417	2.090
40	11:21:10	0.000	19.800	-0.000	PreCon Rise	5906621.417	2.090
41	11:21:11	0.000	20.300	-0.000	PreCon Rise	5906621.417	2.090
42	11:21:12	0.000	20.800	-0.000	PreCon Rise	5906621.420	2.090
43	11:21:13	0.000	21.300	-0.000	PreCon Rise	5906621.420	2.090
44	11:21:14	-0.010	21.800	-0.000	PreCon Rise	5906621.420	2.090
45	11:21:15	0.000	22.300	-0.000	PreCon Rise	5906621.420	2.090
46	11:21:16	0.010	22.800	-0.000	PreCon Rise	5906621.420	2.090
47	11:21:17	0.000	23.300	-0.000	PreCon Rise	5906621.424	2.090
48	11:21:18	0.000	23.800	-0.000	PreCon Rise	5906621.424	2.090
49	11:21:19	0.010	24.300	-0.000	PreCon Rise	5906621.424	2.090
50	11:21:20	0.000	24.800	-0.000	PreCon Rise	5906621.427	2.090
51	11:21:21	-0.010	25.300	-0.000	PreCon Rise	5906621.431	2.090
52	11:21:22	0.000	25.800	-0.000	PreCon Rise	5906621.431	2.090
53	11:21:23	0.000	26.300	-0.000	PreCon Rise	5906621.434	2.090
54	11:21:24	0.000	26.800	-0.000	PreCon Rise	5906621.434	2.090
55	11:21:25	0.000	27.300	-0.000	PreCon Rise	5906621.438	2.090
56	11:21:26	0.000	27.800	-0.000	PreCon Rise	5906621.441	2.090
