Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)
-9.99971E-1	-5.69511E-6	-3.55944E-2	1.18857E+0	1.09266E+0	1.34662E-1
-7.99988E-1	-2.96881E-6	-1.85551E-2	-4.41434E+0	-3.17960E+0	-2.08575E-1
-5.99969E-1	-1.35126E-6	-8.44537E-3	-5.04441E+1	-5.65624E+0	-8.13595E-1
-3.99954E-1	-5.16737E-7	-3.22961E-3	-1.52748E+2	-9.33086E+0	-6.28039E-1
-1.99999E-1	-1.30687E-7	-8.16794E-4	-3.61537E+2	-1.80283E+2	-1.87993E-1
7.18594E-5	8.58140E-10	5.36338E-6	-2.55528E+7	4.34736E+3	-3.13480E-2
2.00064E-1	1.04755E-7	6.54719E-4	-1.23495E+3	-4.53752E+1	-5.14900E-1
4.00010E-1	3.07759E-7	1.92349E-3	-3.78073E+2	-2.58815E+1	-9.25950E-1
6.00003E-1	6.48688E-7	4.05430E-3	-4.73857E+1	-3.07678E+1	-3.66916E-1
8.00020E-1	1.23054E-6	7.69087E-3	4.83504E+0	5.33811E+0	9.46949E-2
1.00002E+0	2.15680E-6	1.34800E-2	-1.54948E+1	-6.83913E+0	-6.64866E-1
1.20002E+0	3.57985E-6	2.23741E-2	-7.75321E+0	-1.33277E+0	-6.62621E-1
1.40003E+0	5.66225E-6	3.53891E-2	-2.55821E+0	-4.00491E+0	-4.03453E-1
1.60003E+0	8.70164E-6	5.43853E-2	-2.12061E+0	-7.65156E-1	-5.87381E-1
1.80001E+0	1.29588E-5	8.09925E-2	-8.05824E-1	-1.02907E-1	-3.73947E-1
2.00001E+0	1.86900E-5	1.16812E-1	-4.85304E-1	-1.27645E+0	-3.60899E-1
2.20034E+0	2.63890E-5	1.64931E-1	-6.10573E-1	-2.91231E-1	-7.05310E-1
2.40030E+0	3.67505E-5	2.29691E-1	-8.28331E-2	-7.66106E-1	-1.45366E-1
2.60028E+0	5.04720E-5	3.15450E-1	-2.40593E-1	-3.84382E-1	-6.28180E-1
2.80023E+0	6.81669E-5	4.26043E-1	-1.48343E-1	-5.75039E-2	-5.63333E-1
3.00018E+0	9.28754E-5	5.80471E-1	-4.28747E-2	-3.42660E-1	-2.37672E-1
3.20021E+0	1.30106E-4	8.13163E-1	9.10780E-2	-8.92590E-2	7.54431E-1
3.40019E+0	1.80293E-4	1.12683E+0	1.04272E-1	1.92317E-2	1.27168E+0
3.60015E+0	2.41793E-4	1.51121E+0	1.31139E-1	4.70436E-2	2.27105E+0
3.80016E+0	3.24643E-4	2.02902E+0	1.80569E-1	2.04712E-2	4.43181E+0
4.00015E+0	4.28985E-4	2.68116E+0	2.10466E-1	1.81163E-2	7.18505E+0
4.20014E+0	5.68637E-4	3.55398E+0	2.03492E-1	7.54169E-2	9.66888E+0
4.40006E+0	7.46043E-4	4.66277E+0	2.25469E-1	8.05326E-2	1.47245E+1
4.60005E+0	9.43848E-4	5.89905E+0	2.16081E-1	9.41001E-2	1.86643E+1
4.80039E+0	1.18969E-3	7.43556E+0	2.32041E-1	1.16790E-1	2.63636E+1
5.00036E+0	1.49255E-3	9.32844E+0	2.30409E-1	1.20695E-1	3.42105E+1
5.20036E+0	1.87353E-3	1.17096E+1	2.26377E-1	1.22537E-1	4.38790E+1
5.40032E+0	2.36111E-3	1.47569E+1	2.12558E-1	1.17964E-1	5.39191E+1
5.60033E+0	3.19915E-3	1.99947E+1	1.93533E-1	1.20214E-1	6.89816E+1
5.80036E+0	2.55748E-3	1.59842E+1	2.89572E-1	1.89078E-1	8.54581E+1
6.00039E+0	3.01957E-3	1.88723E+1	2.80827E-1	1.94154E-1	1.01227E+2
6.20043E+0	3.52433E-3	2.20271E+1	2.71729E-1	1.85963E-1	1.18131E+2
6.40045E+0	4.04358E-3	2.52724E+1	2.63711E-1	1.90691E-1	1.35780E+2
6.60043E+0	4.66633E-3	2.91646E+1	2.53294E-1	1.87567E-1	1.55204E+2
6.80038E+0	5.34773E-3	3.34233E+1	2.37523E-1	1.85828E-1	1.71845E+2
7.00031E+0	6.48985E-3	4.05616E+1	2.13715E-1	1.70815E-1	1.93160E+2
7.20032E+0	6.96163E-3	4.35102E+1	2.16246E-1	1.75926E-1	2.15646E+2
7.40030E+0	7.78196E-3	4.86373E+1	2.09381E-1	1.84942E-1	2.39887E+2
7.60029E+0	8.59556E-3	5.37223E+1	2.03613E-1	1.82120E-1	2.64630E+2
7.80029E+0	9.47582E-3	5.92239E+1	1.98778E-1	1.84452E-1	2.92299E+2
8.00032E+0	1.02244E-2	6.39025E+1	1.98798E-1	1.91480E-1	3.23510E+2
8.20027E+0	1.12951E-2	7.05944E+1	1.89435E-1	1.87006E-1	3.49066E+2
8.40031E+0	1.24475E-2	7.77969E+1	1.81167E-1	1.85178E-1	3.76867E+2
8.60024E+0	1.36376E-2	8.52350E+1	1.74413E-1	1.85976E-1	4.06965E+2
8.80023E+0	1.48595E-2	9.28719E+1	1.68845E-1	1.84353E-1	4.39256E+2
9.00023E+0	1.61143E-2	1.00714E+2	1.63025E-1	1.83842E-1	4.70381E+2
9.20012E+0	1.75227E-2	1.09517E+2	1.56597E-1	1.82645E-1	5.02237E+2
9.40019E+0	1.89576E-2	1.18485E+2	1.50856E-1	1.80700E-1	5.34827E+2
9.52290E+0	2.00016E-2	1.25010E+2	1.45092E-1	1.76250E-1	5.49805E+2
