Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)
-9.99967E-1	-7.75437E-6	-4.84648E-2	-4.60503E+0	-1.85576E+0	-7.10387E-1
-7.99978E-1	-3.70725E-6	-2.31703E-2	-7.30907E+0	-9.68658E-2	-4.31243E-1
-5.99956E-1	-1.89772E-6	-1.18607E-2	-2.99563E+1	-3.69383E+0	-6.78532E-1
-3.99940E-1	-8.55844E-7	-5.34902E-3	-1.14037E+2	-8.60202E+0	-7.76541E-1
-1.99989E-1	-2.92795E-7	-1.82997E-3	-4.54973E+2	2.21587E+1	-5.30011E-1
8.59737E-5	6.13391E-10	3.83369E-6	-6.59848E+8	-1.68716E+3	-6.92273E-1
2.00066E-1	2.66515E-7	1.66572E-3	-7.03153E+2	1.03958E+1	-7.45890E-1
4.00020E-1	7.99701E-7	4.99813E-3	-1.72410E+1	-2.29813E+0	-1.09724E-1
6.00019E-1	1.69911E-6	1.06194E-2	-1.44539E+1	3.16411E+0	-2.93159E-1
8.00029E-1	3.06240E-6	1.91400E-2	-1.06747E+1	6.38291E+0	-5.20299E-1
1.00004E+0	5.41117E-6	3.38198E-2	-3.62798E+0	1.72961E+0	-3.90575E-1
1.20004E+0	8.15937E-6	5.09961E-2	-3.23900E-1	2.26860E+0	-6.30947E-2
1.40004E+0	1.27949E-5	7.99681E-2	-5.88322E-1	1.78393E+0	-2.09663E-1
1.60005E+0	1.84719E-5	1.15449E-1	-1.04524E-1	8.73524E-1	-6.14600E-2
1.80003E+0	2.49666E-5	1.56041E-1	-4.84241E-1	4.10609E-1	-4.32943E-1
2.00003E+0	3.14881E-5	1.96801E-1	6.08561E-2	8.14864E-1	7.62460E-2
2.20044E+0	4.02537E-5	2.51586E-1	2.89200E-1	3.20526E-1	5.09617E-1
2.40040E+0	4.73927E-5	2.96204E-1	-1.15457E-1	4.73234E-1	-2.61304E-1
2.60037E+0	5.67362E-5	3.54601E-1	5.35786E-2	4.23661E-1	1.57260E-1
2.80038E+0	6.81642E-5	4.26026E-1	-4.92423E-2	2.47175E-1	-1.87000E-1
3.00028E+0	8.31560E-5	5.19725E-1	-5.24195E-2	1.21951E-1	-2.60183E-1
3.20029E+0	1.04866E-4	6.55412E-1	1.28843E-1	-1.44060E-3	8.60231E-1
3.40024E+0	1.35475E-4	8.46719E-1	1.05882E-1	1.59812E-1	9.70335E-1
3.60022E+0	1.80268E-4	1.12668E+0	1.65242E-1	5.46679E-2	2.13353E+0
3.80021E+0	2.81004E-4	1.75628E+0	2.08704E-1	1.42883E-1	4.43385E+0
4.00015E+0	3.60354E-4	2.25221E+0	2.22311E-1	3.26741E-2	6.37525E+0
4.20014E+0	4.41486E-4	2.75929E+0	2.84135E-1	1.32866E-1	1.04818E+1
4.40009E+0	5.87392E-4	3.67120E+0	2.88261E-1	1.30764E-1	1.48220E+1
4.60018E+0	7.73442E-4	4.83401E+0	2.87854E-1	1.87619E-1	2.03753E+1
4.80049E+0	9.94893E-4	6.21808E+0	2.92911E-1	1.62663E-1	2.78309E+1
5.00044E+0	1.25715E-3	7.85719E+0	2.95691E-1	1.59167E-1	3.69797E+1
5.20048E+0	1.58582E-3	9.91137E+0	2.80122E-1	1.60482E-1	4.59594E+1
5.40047E+0	1.95979E-3	1.22487E+1	2.70297E-1	1.77280E-1	5.69131E+1
5.60049E+0	2.38962E-3	1.49351E+1	2.57912E-1	1.75061E-1	6.86685E+1
5.80049E+0	2.87958E-3	1.79974E+1	2.48686E-1	1.71002E-1	8.26373E+1
6.00050E+0	3.47451E-3	2.17157E+1	2.26995E-1	1.57122E-1	9.41516E+1
6.20050E+0	4.51018E-3	2.81886E+1	1.88250E-1	1.37785E-1	1.04733E+2
6.40050E+0	5.23031E-3	3.26894E+1	1.79206E-1	1.40636E-1	1.19351E+2
6.60047E+0	5.87038E-3	3.66899E+1	1.78906E-1	1.37698E-1	1.37910E+2
6.80051E+0	6.15426E-3	3.84641E+1	1.92194E-1	1.53865E-1	1.60025E+2
7.00045E+0	6.58160E-3	4.11350E+1	1.94225E-1	1.63266E-1	1.78030E+2
7.20039E+0	7.18302E-3	4.48939E+1	1.92762E-1	1.69689E-1	1.98342E+2
7.40044E+0	7.96942E-3	4.98089E+1	1.85534E-1	1.69798E-1	2.17690E+2
7.60039E+0	8.78134E-3	5.48834E+1	1.81195E-1	1.72161E-1	2.40587E+2
7.80035E+0	9.41263E-3	5.88289E+1	1.81364E-1	1.75635E-1	2.64914E+2
8.00037E+0	1.00574E-2	6.28587E+1	1.82385E-1	1.83664E-1	2.91955E+2
8.20034E+0	1.08677E-2	6.79231E+1	1.77434E-1	1.83742E-1	3.14584E+2
8.40037E+0	1.18124E-2	7.38275E+1	1.70499E-1	1.82022E-1	3.36580E+2
8.60033E+0	1.28271E-2	8.01694E+1	1.64158E-1	1.81314E-1	3.60276E+2
8.80038E+0	1.38784E-2	8.67400E+1	1.57264E-1	1.78725E-1	3.82121E+2
9.00035E+0	1.50088E-2	9.38050E+1	1.50470E-1	1.76290E-1	4.04376E+2
9.20027E+0	1.61273E-2	1.00796E+2	1.47263E-1	1.77197E-1	4.34695E+2
9.40031E+0	1.70735E-2	1.06709E+2	1.43729E-1	1.77566E-1	4.58923E+2
9.60063E+0	1.83142E-2	1.14464E+2	1.37614E-1	1.75409E-1	4.81370E+2
9.80066E+0	1.95900E-2	1.22437E+2	1.31786E-1	1.73828E-1	5.03372E+2
9.84312E+0	2.00018E-2	1.25011E+2	1.28910E-1	1.69851E-1	5.04917E+2
