Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)
-9.99969E-1	-6.88392E-6	-4.30245E-2	-4.43668E-1	2.48657E+0	-6.07590E-2
-7.99988E-1	-3.87998E-6	-2.42499E-2	-3.83229E+0	-4.20190E+0	-2.36647E-1
-5.99969E-1	-1.94486E-6	-1.21554E-2	3.80104E+0	5.43314E+0	8.82368E-2
-3.99951E-1	-8.19769E-7	-5.12356E-3	-1.18728E+2	1.25535E+1	-7.74429E-1
-2.00007E-1	-2.42664E-7	-1.51665E-3	3.02086E+2	-1.34205E+1	2.91683E-1
2.96354E-5	6.32572E-10	3.95358E-6	-2.37402E+8	1.98399E+4	-8.85390E-2
2.00019E-1	2.43970E-7	1.52481E-3	-2.35000E+2	-2.61165E+1	-2.28143E-1
3.99962E-1	7.46133E-7	4.66333E-3	-1.36809E+2	-2.55421E+1	-8.12233E-1
5.99955E-1	1.72626E-6	1.07891E-2	-2.16820E+1	-9.60634E-1	-4.46740E-1
7.99971E-1	3.09112E-6	1.93195E-2	-8.97966E+0	-5.29269E+0	-4.41754E-1
9.99969E-1	5.23454E-6	3.27159E-2	-7.46886E+0	-1.30884E+0	-7.77768E-1
1.19997E+0	8.50489E-6	5.31556E-2	-3.34588E+0	-1.19010E-1	-6.79328E-1
1.39997E+0	1.29145E-5	8.07156E-2	-1.71342E+0	-1.10792E+0	-6.16296E-1
1.59998E+0	1.89344E-5	1.18340E-1	-7.74974E-1	-1.04489E+0	-4.67072E-1
1.79996E+0	2.67267E-5	1.67042E-1	-8.54857E-1	-7.85406E-1	-8.18148E-1
1.99995E+0	3.70588E-5	2.31617E-1	-7.57258E-1	-4.29282E-1	-1.11657E+0
2.19985E+0	4.96772E-5	3.10482E-1	-1.91336E-1	5.66088E-2	-4.15985E-1
2.39980E+0	6.57498E-5	4.10936E-1	-1.82376E-1	-3.48418E-1	-5.72490E-1
2.59984E+0	8.58376E-5	5.36485E-1	-1.89165E-1	3.62495E-2	-8.39835E-1
2.79974E+0	1.10687E-4	6.91794E-1	-9.07893E-2	-3.86936E-2	-5.59731E-1
2.99972E+0	1.40536E-4	8.78350E-1	6.16698E-2	-5.68821E-2	5.17215E-1
3.19973E+0	1.78317E-4	1.11448E+0	1.04890E-2	-3.13763E-2	1.19061E-1
3.39968E+0	2.24227E-4	1.40142E+0	6.11835E-2	-1.36478E-2	9.27877E-1
3.59973E+0	2.82521E-4	1.76576E+0	1.07048E-1	6.61409E-2	2.16585E+0
3.79966E+0	3.53803E-4	2.21127E+0	1.15519E-1	2.23207E-2	3.08950E+0
3.99960E+0	4.43460E-4	2.77163E+0	1.63386E-1	-4.12504E-3	5.76523E+0
4.19962E+0	5.49870E-4	3.43669E+0	1.78063E-1	4.32823E-2	8.18037E+0
4.39960E+0	6.79309E-4	4.24568E+0	1.99317E-1	6.93074E-2	1.18510E+1
4.59957E+0	8.30646E-4	5.19154E+0	2.08443E-1	8.52353E-2	1.58435E+1
4.79990E+0	9.97403E-4	6.23377E+0	2.32329E-1	9.65086E-2	2.21277E+1
4.99994E+0	1.22734E-3	7.67087E+0	2.24793E-1	1.26005E-1	2.74437E+1
5.20001E+0	1.51386E-3	9.46162E+0	2.23647E-1	1.30034E-1	3.50254E+1
5.39989E+0	1.87012E-3	1.16883E+1	2.15822E-1	1.29548E-1	4.33592E+1
5.59992E+0	2.48143E-3	1.55089E+1	1.82502E-1	9.76466E-2	5.04523E+1
5.80000E+0	3.04810E-3	1.90506E+1	1.80010E-1	1.09408E-1	6.33119E+1
5.99993E+0	3.30785E-3	2.06741E+1	1.89444E-1	1.27059E-1	7.48003E+1
6.19995E+0	4.55277E-3	2.84548E+1	1.51440E-1	1.00932E-1	8.50425E+1
6.39996E+0	4.28851E-3	2.68032E+1	1.87210E-1	1.28853E-1	1.02222E+2
6.59997E+0	4.78457E-3	2.99036E+1	1.86644E-1	1.33290E-1	1.17254E+2
6.79993E+0	5.30248E-3	3.31405E+1	1.87469E-1	1.40892E-1	1.34475E+2
6.99991E+0	5.63843E-3	3.52402E+1	1.96341E-1	1.54274E-1	1.54167E+2
7.19986E+0	6.44089E-3	4.02556E+1	1.85055E-1	1.51043E-1	1.70726E+2
7.39987E+0	7.04126E-3	4.40079E+1	1.84444E-1	1.55844E-1	1.91192E+2
7.59981E+0	7.65926E-3	4.78704E+1	1.82996E-1	1.60071E-1	2.11914E+2
7.79982E+0	8.39059E-3	5.24412E+1	1.80254E-1	1.61714E-1	2.34689E+2
7.99976E+0	9.02717E-3	5.64198E+1	1.79448E-1	1.66049E-1	2.57809E+2
8.19975E+0	9.82911E-3	6.14319E+1	1.75209E-1	1.65686E-1	2.80932E+2
8.39980E+0	1.06143E-2	6.63394E+1	1.72771E-1	1.68815E-1	3.06450E+2
8.59974E+0	1.15269E-2	7.20431E+1	1.68482E-1	1.70029E-1	3.32263E+2
8.79979E+0	1.23226E-2	7.70162E+1	1.66518E-1	1.71440E-1	3.59225E+2
8.99975E+0	1.31727E-2	8.23294E+1	1.63801E-1	1.73092E-1	3.86324E+2
9.19969E+0	1.43156E-2	8.94725E+1	1.56881E-1	1.71838E-1	4.11040E+2
9.39974E+0	1.55505E-2	9.71906E+1	1.50723E-1	1.68788E-1	4.38299E+2
9.60007E+0	1.67459E-2	1.04662E+2	1.45192E-1	1.67327E-1	4.64360E+2
9.80004E+0	1.80994E-2	1.13121E+2	1.38819E-1	1.64401E-1	4.89860E+2
1.00001E+1	1.95172E-2	1.21982E+2	1.32736E-1	1.61047E-1	5.15397E+2
1.00391E+1	2.00012E-2	1.25008E+2	1.28862E-1	1.56928E-1	5.14760E+2
