0.000E+0	0.000E+0	2.364E+2
0.000E+0	0.000E+0	-1.807E+2
0.000E+0	0.000E+0	-1.682E+1
0.000E+0	0.000E+0	-2.744E+2
0.000E+0	0.000E+0	2.514E+2
0.000E+0	0.000E+0	-1.163E+2
0.000E+0	0.000E+0	1.184E+2
0.000E+0	0.000E+0	1.227E+1
0.000E+0	0.000E+0	-4.103E+1
0.000E+0	0.000E+0	-1.629E+2
0.000E+0	0.000E+0	-1.852E+2
0.000E+0	0.000E+0	2.056E+2
0.000E+0	0.000E+0	-1.539E+2
0.000E+0	0.000E+0	1.313E+2
0.000E+0	0.000E+0	-1.494E+1
0.000E+0	0.000E+0	-3.821E+1
0.000E+0	0.000E+0	-2.121E+2
0.000E+0	0.000E+0	-6.539E+1
0.000E+0	0.000E+0	-1.252E+2
0.000E+0	0.000E+0	-2.216E+2
0.000E+0	0.000E+0	-3.671E+2
0.000E+0	0.000E+0	-3.194E+2
0.000E+0	0.000E+0	-4.382E+1
0.000E+0	0.000E+0	-1.754E+2
0.000E+0	0.000E+0	-1.768E+2
0.000E+0	0.000E+0	3.397E+2
0.000E+0	0.000E+0	-8.495E+1
0.000E+0	0.000E+0	-6.009E+1
0.000E+0	0.000E+0	-4.787E+1
0.000E+0	0.000E+0	-3.281E+2
0.000E+0	0.000E+0	6.138E+1
0.000E+0	0.000E+0	-1.671E+2
0.000E+0	0.000E+0	3.387E+2
0.000E+0	0.000E+0	-6.108E+1
0.000E+0	0.000E+0	2.246E+2
0.000E+0	0.000E+0	-5.441E+1
0.000E+0	0.000E+0	-2.614E+1
0.000E+0	0.000E+0	2.537E+2
0.000E+0	0.000E+0	2.369E+2
0.000E+0	0.000E+0	-9.609E+1
0.000E+0	0.000E+0	-9.039E+1
0.000E+0	0.000E+0	-2.852E+1
0.000E+0	0.000E+0	-2.603E+2
0.000E+0	0.000E+0	-1.880E+2
0.000E+0	0.000E+0	3.437E+2
0.000E+0	0.000E+0	-4.872E+1
0.000E+0	0.000E+0	-1.345E+2
0.000E+0	0.000E+0	7.116E+1
0.000E+0	0.000E+0	-5.507E+1
0.000E+0	0.000E+0	1.529E+2
0.000E+0	0.000E+0	-1.663E+1
0.000E+0	0.000E+0	9.908E+1
0.000E+0	0.000E+0	-8.500E+0
0.000E+0	0.000E+0	1.114E+2
0.000E+0	0.000E+0	1.333E+1
0.000E+0	0.000E+0	1.693E+1
0.000E+0	0.000E+0	-3.711E+2
0.000E+0	0.000E+0	2.274E+1
0.000E+0	0.000E+0	-2.662E+2
0.000E+0	0.000E+0	-2.429E+2
0.000E+0	0.000E+0	-5.261E+1
0.000E+0	0.000E+0	-1.721E+2
0.000E+0	0.000E+0	-5.829E+2
0.000E+0	0.000E+0	-1.638E+2
0.000E+0	0.000E+0	-3.684E+2
