0.000E+0	0.000E+0	-2.634E-1
0.000E+0	0.000E+0	6.109E-2
0.000E+0	0.000E+0	3.043E-2
0.000E+0	0.000E+0	-9.535E-2
0.000E+0	0.000E+0	1.732E-3
0.000E+0	0.000E+0	2.092E-2
0.000E+0	0.000E+0	-2.891E-2
0.000E+0	0.000E+0	7.706E-3
0.000E+0	0.000E+0	-4.250E-2
0.000E+0	0.000E+0	3.171E-2
0.000E+0	0.000E+0	-3.436E-2
0.000E+0	0.000E+0	2.953E-2
0.000E+0	0.000E+0	1.627E-3
0.000E+0	0.000E+0	-8.053E-4
0.000E+0	0.000E+0	-4.754E-2
0.000E+0	0.000E+0	-1.734E-2
0.000E+0	0.000E+0	-3.339E-2
0.000E+0	0.000E+0	9.855E-3
0.000E+0	0.000E+0	3.391E-3
0.000E+0	0.000E+0	4.762E-3
0.000E+0	0.000E+0	7.664E-4
0.000E+0	0.000E+0	-5.461E-3
0.000E+0	0.000E+0	2.137E-2
0.000E+0	0.000E+0	6.256E-2
0.000E+0	0.000E+0	1.283E-2
0.000E+0	0.000E+0	-1.450E-3
0.000E+0	0.000E+0	-2.964E-2
0.000E+0	0.000E+0	-1.317E-2
0.000E+0	0.000E+0	-7.794E-3
0.000E+0	0.000E+0	1.915E-2
0.000E+0	0.000E+0	8.978E-3
0.000E+0	0.000E+0	6.058E-2
0.000E+0	0.000E+0	2.644E-2
0.000E+0	0.000E+0	-1.232E-2
0.000E+0	0.000E+0	-9.595E-3
0.000E+0	0.000E+0	5.934E-3
0.000E+0	0.000E+0	1.254E-2
0.000E+0	0.000E+0	-2.959E-2
0.000E+0	0.000E+0	-3.598E-2
0.000E+0	0.000E+0	2.164E-3
0.000E+0	0.000E+0	2.406E-3
0.000E+0	0.000E+0	-2.531E-2
0.000E+0	0.000E+0	-4.641E-3
0.000E+0	0.000E+0	1.876E-3
0.000E+0	0.000E+0	2.516E-3
0.000E+0	0.000E+0	2.395E-2
0.000E+0	0.000E+0	4.125E-3
0.000E+0	0.000E+0	1.058E-2
0.000E+0	0.000E+0	1.249E-2
0.000E+0	0.000E+0	-1.061E-2
0.000E+0	0.000E+0	-2.842E-2
0.000E+0	0.000E+0	-2.407E-2
0.000E+0	0.000E+0	-1.612E-2
0.000E+0	0.000E+0	-1.346E-2
0.000E+0	0.000E+0	-1.033E-2
0.000E+0	0.000E+0	7.840E-3
0.000E+0	0.000E+0	-2.508E-2
0.000E+0	0.000E+0	1.541E-2
0.000E+0	0.000E+0	2.397E-2
0.000E+0	0.000E+0	6.136E-3
0.000E+0	0.000E+0	-3.038E-3
0.000E+0	0.000E+0	-3.373E-3
0.000E+0	0.000E+0	1.429E-2
0.000E+0	0.000E+0	1.842E-2
0.000E+0	0.000E+0	-2.169E-2
0.000E+0	0.000E+0	-4.013E-2
0.000E+0	0.000E+0	-4.226E-2
