Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)
-9.99966E-1	-1.29407E-3	-8.08794E+0	-1.03293E-3	-1.88267E-2	-2.65915E-2
-7.99987E-1	-1.14282E-3	-7.14262E+0	-5.50103E-2	-2.03563E-2	-1.00054E+0
-5.99967E-1	-7.16062E-4	-4.47539E+0	-2.54109E-2	-1.22814E-2	-2.17184E-1
-3.99956E-1	-4.99680E-4	-3.12300E+0	-3.16921E-2	-2.96567E-2	-1.26004E-1
-1.99983E-1	-7.17303E-4	-4.48314E+0	-1.38139E-1	-2.51078E-2	-3.94223E-1
8.46863E-5	1.70760E-7	1.06725E-3	-2.59647E+6	-2.06126E+2	-7.46986E-1
2.00071E-1	8.89781E-4	5.56113E+0	-1.46732E-2	-5.67863E-2	-5.19664E-2
4.00027E-1	1.65717E-3	1.03573E+1	-1.50501E-2	-1.47603E-2	-1.98485E-1
6.00019E-1	2.26258E-3	1.41411E+1	-7.38959E-3	-1.44494E-2	-1.99581E-1
8.00045E-1	2.13603E-3	1.33502E+1	5.94625E-3	-1.16775E-2	2.02160E-1
1.00005E+0	1.80513E-3	1.12821E+1	-1.14712E-2	2.19639E-3	-4.11974E-1
1.20005E+0	1.83798E-3	1.14874E+1	1.30495E-3	6.86937E-3	5.72618E-2
1.40006E+0	2.01790E-3	1.26119E+1	7.07845E-4	-1.98527E-2	3.97846E-2
1.60006E+0	2.29295E-3	1.43309E+1	1.09894E-3	-8.25497E-3	8.02113E-2
1.80004E+0	2.64935E-3	1.65584E+1	2.33508E-4	-2.08756E-3	2.21540E-2
2.00003E+0	3.12368E-3	1.95230E+1	1.00872E-3	-3.88760E-3	1.25372E-1
2.20046E+0	3.56342E-3	2.22714E+1	1.68735E-3	-2.58131E-3	2.63218E-1
2.40045E+0	3.84239E-3	2.40149E+1	-1.01443E-3	-3.09638E-3	-1.86142E-1
2.60043E+0	3.64052E-3	2.27533E+1	-1.00662E-3	-3.17293E-3	-1.89584E-1
2.80041E+0	4.03608E-3	2.52255E+1	-9.84736E-4	-1.00750E-2	-2.21427E-1
3.00035E+0	4.26355E-3	2.66472E+1	-2.22951E-4	-4.64823E-3	-5.67392E-2
3.20037E+0	4.78324E-3	2.98953E+1	7.85851E-4	-8.63477E-4	2.39327E-1
3.40035E+0	5.75256E-3	3.59535E+1	8.34148E-3	1.29349E-3	3.24607E+0
3.60035E+0	1.05046E-3	6.56537E+0	2.52906E-1	1.03626E-1	1.90289E+1
3.80034E+0	9.80199E-4	6.12624E+0	4.48390E-1	1.86730E-1	3.32294E+1
4.00028E+0	9.80041E-4	6.12526E+0	6.27897E-1	3.03884E-1	4.89726E+1
4.20026E+0	1.15804E-3	7.23775E+0	6.85799E-1	3.62880E-1	6.63631E+1
4.40025E+0	1.39123E-3	8.69519E+0	7.22611E-1	3.83630E-1	8.80057E+1
4.60027E+0	1.64668E-3	1.02918E+1	7.22295E-1	4.04132E-1	1.08852E+2
4.80062E+0	1.97293E-3	1.23308E+1	7.02158E-1	4.18951E-1	1.32304E+2
5.00057E+0	2.32047E-3	1.45029E+1	6.70145E-1	4.03473E-1	1.54702E+2
5.20053E+0	2.73787E-3	1.71117E+1	6.36268E-1	3.94553E-1	1.80231E+2
5.40049E+0	3.18550E-3	1.99094E+1	6.03060E-1	3.86922E-1	2.06396E+2
5.60048E+0	3.65447E-3	2.28404E+1	5.79845E-1	3.90086E-1	2.36098E+2
5.80056E+0	4.16740E-3	2.60462E+1	5.52920E-1	3.83526E-1	2.65906E+2
6.00057E+0	4.61910E-3	2.88694E+1	5.44485E-1	3.97187E-1	3.00238E+2
6.20054E+0	5.21155E-3	3.25722E+1	5.17958E-1	3.88633E-1	3.32982E+2
6.40055E+0	5.84965E-3	3.65603E+1	4.97601E-1	3.83207E-1	3.70645E+2
6.60049E+0	6.54013E-3	4.08758E+1	4.73535E-1	3.76906E-1	4.06673E+2
6.80045E+0	7.28319E-3	4.55199E+1	4.54848E-1	3.71611E-1	4.48183E+2
7.00040E+0	8.08389E-3	5.05243E+1	4.31767E-1	3.62992E-1	4.86097E+2
7.20040E+0	8.93854E-3	5.58659E+1	4.14319E-1	3.58413E-1	5.30503E+2
7.40044E+0	9.84340E-3	6.15213E+1	3.95959E-1	3.49854E-1	5.73830E+2
7.60040E+0	1.08234E-2	6.76463E+1	3.80123E-1	3.47211E-1	6.22091E+2
7.80043E+0	1.18447E-2	7.40294E+1	3.64416E-1	3.41222E-1	6.69838E+2
8.00035E+0	1.29339E-2	8.08369E+1	3.47495E-1	3.33669E-1	7.15347E+2
8.20035E+0	1.40748E-2	8.79675E+1	3.35226E-1	3.29515E-1	7.69738E+2
8.40043E+0	1.52867E-2	9.55419E+1	3.20122E-1	3.21372E-1	8.17826E+2
8.60039E+0	1.65509E-2	1.03443E+2	3.08801E-1	3.18142E-1	8.74477E+2
8.80042E+0	1.78950E-2	1.11844E+2	2.95424E-1	3.12283E-1	9.25572E+2
9.00039E+0	1.92893E-2	1.20558E+2	2.84767E-1	3.08116E-1	9.83554E+2
9.07195E+0	2.00022E-2	1.25014E+2	2.76929E-1	3.01709E-1	9.99717E+2
