	Timestamp	Filtered Rate: CBP	Filtered Rate: TxOPhCz	Filtered Rate: tBuO-BsubPc	Source Power: CBP	Source Power: TxOPhCz	Source Power: tBuO-BsubPc	Thickness: CBP	Thickness: TxOPhCz	Thickness: tBuO-BsubPc	State: CBP	State: TxOPhCz	State: tBuO-BsubPc	Fundamental  Frequency: CBP	Fundamental  Frequency: TxOPhCz	Fundamental  Frequency: tBuO-BsubPc	Current Z-Ratio: CBP	Current Z-Ratio: TxOPhCz	Current Z-Ratio: tBuO-BsubPc
0	13:34:35	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ready	Ready	Ready	1	1	1	000.000	000.000	000.000
1	13:34:36	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ready	Ready	Ready	1	1	1	000.000	000.000	000.000
2	13:34:37	0.000	0.000	0.000	0.040	0.000	0.000	0.000	0.000	0.000	PreCon Rise	Ready	Ready	1	1	1	000.000	000.000	000.000
3	13:34:38	0.000	0.000	0.002	0.440	0.073	0.300	0.000	0.000	0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	787
4	13:34:39	0.000	0.000	0.001	0.840	0.165	0.900	0.000	0.000	0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	786
5	13:34:40	0.001	0.000	0.000	1.240	0.257	1.500	0.000	0.000	0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	789
6	13:34:41	0.001	0.000	0.000	1.640	0.348	2.100	0.000	0.000	0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	787
7	13:34:42	0.001	0.000	0.000	2.040	0.440	2.700	0.000	0.000	0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	786
8	13:34:43	0.001	0.000	0.000	2.440	0.532	3.300	0.000	0.000	0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	786
9	13:34:44	0.000	0.000	0.000	2.840	0.623	3.900	0.000	0.000	0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	786
10	13:34:45	0.000	-0.000	-0.000	3.240	0.715	4.500	0.000	0.000	0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	788
11	13:34:46	0.000	0.000	-0.000	3.640	0.807	5.100	0.000	0.000	0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	787
12	13:34:47	-0.000	0.000	-0.000	4.040	0.898	5.700	0.000	0.000	0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	786
13	13:34:48	0.000	0.000	-0.000	4.440	0.990	6.300	0.000	0.000	0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	787
14	13:34:49	0.000	0.000	-0.000	4.840	1.082	6.900	0.000	-0.000	0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	786
15	13:34:50	0.000	-0.000	-0.000	5.240	1.173	7.500	0.000	-0.000	0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	786
16	13:34:51	0.001	-0.000	-0.000	5.640	1.265	8.100	0.000	-0.000	0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	784
17	13:34:52	0.001	-0.000	0.000	6.040	1.357	8.700	0.000	-0.000	0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	787
18	13:34:53	-0.001	0.000	0.000	6.120	1.448	9.300	-0.000	-0.000	0.000	Manual	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	787
19	13:34:54	0.000	0.000	-0.000	6.120	1.531	9.900	-0.000	0.000	0.000	Manual	Manual	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	785
20	13:34:55	0.000	0.000	-0.000	6.120	1.531	10.500	-0.000	-0.000	0.000	Manual	Manual	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	786
21	13:34:56	0.000	-0.000	-0.000	6.120	1.531	11.100	-0.000	-0.000	0.000	Manual	Manual	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	786
22	13:34:57	0.000	-0.000	-0.000	6.120	1.531	11.700	0.000	-0.000	0.000	Manual	Manual	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	788
23	13:34:58	-0.000	-0.000	0.000	6.120	1.531	12.120	0.000	-0.000	0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	784
24	13:34:59	-0.001	-0.000	0.000	6.120	1.531	12.120	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
25	13:35:00	-0.001	0.000	-0.001	6.120	1.531	12.120	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
26	13:35:01	-0.000	-0.000	-0.001	6.120	1.531	12.227	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
27	13:35:02	-0.000	0.000	0.000	6.120	1.531	12.568	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
28	13:35:03	-0.000	0.000	-0.000	6.120	1.531	13.187	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
29	13:35:04	0.000	0.000	-0.000	6.120	1.531	14.009	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
30	13:35:05	-0.000	0.000	-0.000	6.120	1.531	14.116	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
31	13:35:06	-0.000	0.000	-0.000	6.120	1.531	14.583	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
32	13:35:07	-0.000	0.000	-0.000	6.120	1.531	15.300	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
33	13:35:08	-0.001	0.000	-0.000	6.120	1.531	15.592	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
34	13:35:09	-0.000	-0.000	-0.000	6.120	1.531	15.748	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
35	13:35:10	-0.001	-0.000	-0.000	6.120	1.531	15.901	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
36	13:35:11	-0.000	0.000	-0.000	6.120	1.531	16.001	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
37	13:35:12	0.001	-0.000	-0.000	6.120	1.531	16.001	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
38	13:35:13	0.000	0.000	-0.000	6.120	1.531	16.001	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
39	13:35:14	0.001	0.000	-0.000	6.120	1.531	16.001	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
40	13:35:15	0.000	-0.000	-0.000	6.120	1.531	16.001	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
41	13:35:16	-0.000	-0.000	-0.000	6.120	1.531	16.001	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
42	13:35:17	0.000	-0.000	-0.000	6.120	1.531	16.001	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
43	13:35:18	0.000	-0.000	-0.000	6.120	1.531	16.001	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
44	13:35:19	-0.000	-0.000	-0.000	6.120	1.531	16.001	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
45	13:35:20	-0.000	0.000	-0.000	6.120	1.531	16.001	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
46	13:35:21	-0.001	-0.000	-0.001	6.120	1.531	16.001	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
47	13:35:22	-0.001	-0.000	-0.001	6.120	1.531	16.001	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
48	13:35:23	-0.000	-0.000	-0.001	6.120	1.531	16.001	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
49	13:35:24	-0.000	-0.000	-0.001	6.120	1.531	16.001	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
50	13:35:25	0.000	-0.000	-0.001	6.120	1.531	16.001	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
51	13:35:26	0.000	-0.000	-0.001	6.120	1.531	16.001	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
52	13:35:27	0.000	-0.000	-0.001	6.120	1.531	16.001	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
53	13:35:28	0.001	-0.000	-0.001	6.120	1.531	16.001	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
54	13:35:29	0.001	-0.000	-0.001	6.120	1.531	16.001	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
55	13:35:30	0.001	-0.000	-0.001	6.120	1.531	16.001	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
56	13:35:31	0.001	-0.000	-0.002	6.120	1.531	16.001	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
57	13:35:32	0.001	-0.000	-0.002	6.120	1.531	16.001	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
58	13:35:33	0.001	-0.000	-0.002	6.120	1.531	16.001	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
59	13:35:34	0.000	-0.000	-0.002	6.120	1.531	16.257	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
60	13:35:35	0.000	-0.000	-0.002	6.120	1.531	16.881	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
61	13:35:36	0.000	-0.000	-0.002	6.120	1.531	17.093	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
62	13:35:37	0.000	0.000	-0.002	6.120	1.531	17.093	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
63	13:35:38	0.000	-0.000	-0.002	6.120	1.531	17.200	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	789
64	13:35:39	-0.000	-0.000	-0.002	6.120	1.531	17.539	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
65	13:35:40	0.000	0.000	-0.002	6.120	1.531	17.668	-0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
66	13:35:41	-0.000	-0.000	-0.002	6.120	1.531	17.668	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
67	13:35:42	0.000	-0.000	-0.002	6.120	1.531	17.916	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
68	13:35:43	0.001	-0.000	-0.002	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
69	13:35:44	0.000	-0.000	-0.002	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
70	13:35:45	0.001	-0.000	-0.002	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
71	13:35:46	0.001	0.000	-0.002	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
72	13:35:47	0.001	0.000	-0.002	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
73	13:35:48	0.001	-0.000	-0.002	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
74	13:35:49	-0.000	0.000	-0.002	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
75	13:35:50	-0.000	0.000	-0.003	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
76	13:35:51	-0.000	-0.000	-0.003	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
77	13:35:52	0.000	-0.000	-0.003	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
78	13:35:53	0.000	-0.000	-0.003	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
79	13:35:54	-0.000	-0.000	-0.003	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
80	13:35:55	-0.001	-0.000	-0.003	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
81	13:35:56	-0.000	0.000	-0.003	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
82	13:35:57	-0.001	-0.000	-0.003	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	789
83	13:35:58	-0.000	0.000	-0.003	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
84	13:35:59	0.001	0.000	-0.003	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	784
85	13:36:00	0.000	-0.000	-0.003	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
86	13:36:01	0.001	-0.000	-0.003	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
87	13:36:02	0.000	-0.000	-0.003	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
88	13:36:03	-0.000	-0.000	-0.003	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
89	13:36:04	-0.000	0.000	-0.003	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
90	13:36:05	-0.000	0.000	-0.003	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
91	13:36:06	-0.000	-0.000	-0.003	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
92	13:36:07	-0.000	0.000	-0.003	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
93	13:36:08	-0.000	-0.000	-0.003	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
94	13:36:09	-0.000	-0.000	-0.003	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	784
95	13:36:10	-0.000	-0.000	-0.003	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
96	13:36:11	-0.000	-0.000	-0.003	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
97	13:36:12	-0.000	-0.000	-0.003	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
98	13:36:13	0.000	-0.000	-0.003	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
99	13:36:14	0.000	-0.000	-0.003	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	784
100	13:36:15	0.001	-0.000	-0.003	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
101	13:36:16	0.000	-0.000	-0.002	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
102	13:36:17	0.000	-0.000	-0.003	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
103	13:36:18	-0.000	-0.000	-0.002	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
104	13:36:19	-0.000	-0.000	-0.002	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	784
105	13:36:20	0.000	-0.000	-0.002	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
106	13:36:21	-0.000	-0.000	-0.002	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
107	13:36:22	-0.000	-0.000	-0.002	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
108	13:36:23	0.000	-0.000	-0.002	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
109	13:36:24	0.000	-0.000	-0.002	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
110	13:36:25	0.000	-0.000	-0.002	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
111	13:36:26	0.001	-0.000	-0.002	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
112	13:36:27	0.000	-0.000	-0.002	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
113	13:36:28	0.000	-0.000	-0.002	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
114	13:36:29	0.000	-0.000	-0.002	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
115	13:36:30	0.000	-0.000	-0.002	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
116	13:36:31	0.000	-0.000	-0.002	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
117	13:36:32	0.000	-0.000	-0.002	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
118	13:36:33	0.000	-0.000	-0.002	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
119	13:36:34	0.000	-0.000	-0.002	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
120	13:36:35	0.000	-0.000	-0.002	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
121	13:36:36	-0.000	0.000	-0.002	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
122	13:36:37	-0.001	-0.000	-0.002	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
123	13:36:38	-0.000	0.000	-0.002	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
124	13:36:39	-0.002	-0.000	-0.002	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
125	13:36:40	-0.000	-0.000	-0.002	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
126	13:36:41	-0.000	0.000	-0.002	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
127	13:36:42	-0.000	-0.000	-0.002	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
128	13:36:43	0.000	0.000	-0.002	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
129	13:36:44	0.000	-0.000	-0.001	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
130	13:36:45	-0.000	-0.000	-0.001	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
131	13:36:46	-0.000	-0.000	-0.001	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
132	13:36:47	-0.000	-0.001	-0.001	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
133	13:36:48	-0.001	-0.000	-0.001	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
134	13:36:49	0.000	-0.000	-0.001	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
135	13:36:50	0.000	-0.000	-0.001	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
136	13:36:51	0.000	-0.000	-0.001	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
137	13:36:52	0.001	-0.000	-0.001	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
138	13:36:53	0.001	-0.000	-0.001	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
139	13:36:54	0.001	-0.000	-0.001	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
140	13:36:55	0.001	-0.000	-0.001	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	790
141	13:36:56	0.001	-0.000	-0.001	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
142	13:36:57	-0.000	-0.000	-0.001	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
143	13:36:58	-0.000	-0.000	-0.001	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
144	13:36:59	-0.000	-0.000	-0.001	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	789
145	13:37:00	-0.000	-0.000	-0.001	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
146	13:37:01	0.000	-0.000	-0.001	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
147	13:37:02	0.000	-0.000	-0.001	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
148	13:37:03	0.000	-0.000	-0.001	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
149	13:37:04	-0.000	-0.000	-0.001	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
150	13:37:05	0.000	0.000	-0.001	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
151	13:37:06	0.001	-0.000	-0.001	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
152	13:37:07	0.000	-0.000	-0.001	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
153	13:37:08	0.001	-0.000	-0.000	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
154	13:37:09	0.001	-0.000	-0.000	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
155	13:37:10	0.000	-0.000	-0.000	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
156	13:37:11	-0.000	-0.000	-0.000	6.120	1.531	18.010	0.000	-0.000	-0.000	Manual	Manual	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
