	Timestamp	Filtered Rate: C60	Source Power: C60	Thickness: C60	State: C60	Fundamental  Frequency: C60	Current Z-Ratio: C60
0	16:03:40	-0.002	0.000	-0.006	Ready	5895122.511	2.144
1	16:03:41	-0.002	0.064	-0.006	PreCon Rise	5895122.521	2.144
2	16:03:42	-0.003	0.147	-0.006	PreCon Rise	5895122.528	2.144
3	16:03:43	-0.002	0.238	-0.006	PreCon Rise	5895122.542	2.144
4	16:03:44	-0.002	0.330	-0.006	PreCon Rise	5895122.549	2.144
5	16:03:45	-0.002	0.422	-0.006	PreCon Rise	5895122.556	2.144
6	16:03:46	-0.002	0.513	-0.006	PreCon Rise	5895122.556	2.144
7	16:03:47	-0.002	0.605	-0.006	PreCon Rise	5895122.577	2.144
8	16:03:48	-0.002	0.706	-0.006	PreCon Rise	5895122.581	2.144
9	16:03:49	-0.002	0.788	-0.006	PreCon Rise	5895122.595	2.144
10	16:03:50	-0.003	0.880	-0.006	PreCon Rise	5895122.605	2.144
11	16:03:51	-0.002	0.972	-0.006	PreCon Rise	5895122.612	2.144
12	16:03:52	-0.002	1.063	-0.006	PreCon Rise	5895122.619	2.144
13	16:03:53	-0.002	1.155	-0.006	PreCon Rise	5895122.633	2.144
14	16:03:54	-0.002	1.247	-0.006	PreCon Rise	5895122.630	2.144
15	16:03:55	-0.001	1.338	-0.006	PreCon Rise	5895122.633	2.144
16	16:03:56	-0.002	1.430	-0.006	PreCon Rise	5895122.647	2.144
17	16:03:57	-0.002	1.522	-0.006	PreCon Rise	5895122.658	2.144
18	16:03:58	-0.002	1.613	-0.006	PreCon Rise	5895122.661	2.144
19	16:03:59	-0.002	1.705	-0.006	PreCon Rise	5895122.665	2.144
20	16:04:00	-0.001	1.797	-0.006	PreCon Rise	5895122.665	2.144
21	16:04:01	-0.002	1.888	-0.006	PreCon Rise	5895122.682	2.144
22	16:04:02	-0.002	1.980	-0.006	PreCon Rise	5895122.692	2.144
23	16:04:03	-0.002	2.072	-0.006	PreCon Rise	5895122.699	2.144
24	16:04:04	-0.003	2.163	-0.006	PreCon Rise	5895122.710	2.144
25	16:04:05	-0.003	2.255	-0.006	PreCon Rise	5895122.727	2.144
26	16:04:06	-0.002	2.347	-0.006	PreCon Rise	5895122.731	2.144
27	16:04:07	-0.002	2.438	-0.006	PreCon Rise	5895122.738	2.144
28	16:04:08	-0.002	2.530	-0.006	PreCon Rise	5895122.748	2.144
29	16:04:09	-0.002	2.622	-0.006	PreCon Rise	5895122.755	2.144
30	16:04:10	-0.002	2.723	-0.006	PreCon Rise	5895122.766	2.144
31	16:04:11	-0.002	2.805	-0.006	PreCon Rise	5895122.776	2.144
32	16:04:12	-0.003	2.897	-0.006	PreCon Rise	5895122.790	2.144
33	16:04:13	-0.003	2.988	-0.006	PreCon Rise	5895122.797	2.144
34	16:04:14	-0.003	3.080	-0.006	PreCon Rise	5895122.818	2.144
35	16:04:15	-0.003	3.172	-0.006	PreCon Rise	5895122.829	2.144
36	16:04:16	-0.003	3.263	-0.006	PreCon Rise	5895122.843	2.144
37	16:04:17	-0.004	3.355	-0.006	PreCon Rise	5895122.860	2.144
38	16:04:18	-0.003	3.447	-0.006	PreCon Rise	5895122.864	2.144
39	16:04:19	-0.003	3.538	-0.006	PreCon Rise	5895122.878	2.144
40	16:04:20	-0.003	3.630	-0.006	PreCon Rise	5895122.888	2.144
41	16:04:21	-0.002	3.722	-0.006	PreCon Rise	5895122.899	2.144
42	16:04:22	-0.002	3.813	-0.006	PreCon Rise	5895122.902	2.144
43	16:04:23	-0.003	3.905	-0.006	PreCon Rise	5895122.919	2.144
44	16:04:24	-0.002	3.997	-0.006	PreCon Rise	5895122.923	2.144
45	16:04:25	-0.002	4.088	-0.006	PreCon Rise	5895122.933	2.144
46	16:04:26	-0.003	4.189	-0.006	PreCon Rise	5895122.947	2.144
47	16:04:27	-0.002	4.272	-0.006	PreCon Rise	5895122.954	2.144
48	16:04:28	-0.003	4.363	-0.006	PreCon Rise	5895122.965	2.144
49	16:04:29	-0.003	4.464	-0.006	PreCon Rise	5895122.982	2.144
50	16:04:30	-0.003	4.547	-0.006	PreCon Rise	5895122.986	2.144
51	16:04:31	-0.002	4.638	-0.006	PreCon Rise	5895122.989	2.144
52	16:04:32	-0.002	4.730	-0.006	PreCon Rise	5895123.000	2.144
53	16:04:33	-0.002	4.822	-0.006	PreCon Rise	5895123.014	2.144
54	16:04:34	-0.003	4.913	-0.006	PreCon Rise	5895123.028	2.144
55	16:04:35	-0.003	5.005	-0.006	PreCon Rise	5895123.035	2.144
56	16:04:36	-0.002	5.097	-0.006	PreCon Rise	5895123.038	2.144
57	16:04:37	-0.002	5.188	-0.006	PreCon Rise	5895123.049	2.144
58	16:04:38	-0.002	5.280	-0.006	PreCon Rise	5895123.066	2.144
59	16:04:39	-0.003	5.381	-0.006	PreCon Rise	5895123.073	2.144
60	16:04:40	-0.002	5.463	-0.006	PreCon Rise	5895123.077	2.144
61	16:04:41	-0.003	5.555	-0.006	PreCon Rise	5895123.094	2.144
62	16:04:42	-0.002	5.647	-0.006	PreCon Rise	5895123.098	2.144
63	16:04:43	-0.002	5.738	-0.006	PreCon Rise	5895123.108	2.144
64	16:04:44	-0.002	5.830	-0.006	PreCon Rise	5895123.115	2.144
65	16:04:45	-0.002	5.922	-0.006	PreCon Rise	5895123.129	2.144
66	16:04:46	-0.003	6.013	-0.006	PreCon Rise	5895123.143	2.144
67	16:04:47	-0.003	6.105	-0.006	PreCon Rise	5895123.153	2.144
68	16:04:48	-0.003	6.206	-0.006	PreCon Rise	5895123.167	2.144
69	16:04:49	-0.003	6.298	-0.006	PreCon Rise	5895123.178	2.144
70	16:04:50	-0.003	6.380	-0.006	PreCon Rise	5895123.195	2.144
71	16:04:51	-0.003	6.472	-0.006	PreCon Rise	5895123.199	2.144
72	16:04:52	-0.003	6.563	-0.006	PreCon Rise	5895123.213	2.144
73	16:04:53	-0.003	6.655	-0.006	PreCon Rise	5895123.230	2.144
74	16:04:54	-0.003	6.747	-0.006	PreCon Rise	5895123.241	2.144
75	16:04:55	-0.003	6.838	-0.006	PreCon Rise	5895123.248	2.144
76	16:04:56	-0.003	6.930	-0.006	PreCon Rise	5895123.255	2.144
77	16:04:57	-0.002	7.022	-0.006	PreCon Rise	5895123.258	2.144
78	16:04:58	-0.002	7.113	-0.006	PreCon Rise	5895123.269	2.144
79	16:04:59	-0.002	7.205	-0.006	PreCon Rise	5895123.279	2.144
80	16:05:00	-0.003	7.297	-0.006	PreCon Rise	5895123.297	2.144
81	16:05:01	-0.003	7.388	-0.006	PreCon Rise	5895123.311	2.144
82	16:05:02	-0.003	7.480	-0.006	PreCon Rise	5895123.321	2.144
83	16:05:03	-0.003	7.572	-0.006	PreCon Rise	5895123.332	2.144
84	16:05:04	-0.002	7.663	-0.006	PreCon Rise	5895123.335	2.144
85	16:05:05	-0.002	7.755	-0.006	PreCon Rise	5895123.349	2.144
86	16:05:06	-0.003	7.856	-0.006	PreCon Rise	5895123.363	2.144
87	16:05:07	-0.003	7.938	-0.006	PreCon Rise	5895123.384	2.144
88	16:05:08	-0.003	8.030	-0.006	PreCon Rise	5895123.391	2.144
89	16:05:09	-0.003	8.122	-0.006	PreCon Rise	5895123.394	2.144
90	16:05:10	-0.003	8.213	-0.006	PreCon Rise	5895123.408	2.144
91	16:05:11	-0.002	8.305	-0.006	PreCon Rise	5895123.412	2.144
92	16:05:12	-0.001	8.397	-0.006	PreCon Rise	5895123.408	2.144
93	16:05:13	-0.002	8.488	-0.006	PreCon Rise	5895123.429	2.144
94	16:05:14	-0.002	8.580	-0.006	PreCon Rise	5895123.447	2.144
95	16:05:15	-0.003	8.672	-0.006	PreCon Rise	5895123.464	2.144
96	16:05:16	-0.004	8.763	-0.006	PreCon Rise	5895123.468	2.144
97	16:05:17	-0.003	8.855	-0.006	PreCon Rise	5895123.482	2.144
98	16:05:18	-0.003	8.947	-0.006	PreCon Rise	5895123.492	2.144
99	16:05:19	-0.002	9.038	-0.006	PreCon Rise	5895123.496	2.144
100	16:05:20	-0.002	9.139	-0.006	PreCon Rise	5895123.506	2.144
101	16:05:21	-0.002	9.222	-0.006	PreCon Rise	5895123.513	2.144
102	16:05:22	-0.002	9.313	-0.006	PreCon Rise	5895123.520	2.144
103	16:05:23	-0.003	9.414	-0.006	PreCon Rise	5895123.545	2.144
104	16:05:24	-0.003	9.497	-0.006	PreCon Rise	5895123.548	2.144
105	16:05:25	-0.003	9.588	-0.006	PreCon Rise	5895123.555	2.144
106	16:05:26	-0.003	9.680	-0.006	PreCon Rise	5895123.566	2.144
107	16:05:27	-0.002	9.772	-0.006	PreCon Rise	5895123.569	2.144
108	16:05:28	-0.002	9.863	-0.006	PreCon Rise	5895123.576	2.144
109	16:05:29	-0.002	9.955	-0.006	PreCon Rise	5895123.590	2.144
110	16:05:30	-0.002	10.047	-0.006	PreCon Rise	5895123.604	2.144
111	16:05:31	-0.002	10.138	-0.006	PreCon Rise	5895123.607	2.144
112	16:05:32	-0.003	10.230	-0.006	PreCon Rise	5895123.618	2.144
113	16:05:33	-0.003	10.322	-0.006	PreCon Rise	5895123.635	2.144
114	16:05:34	-0.002	10.413	-0.006	PreCon Rise	5895123.642	2.144
115	16:05:35	-0.002	10.505	-0.006	PreCon Rise	5895123.646	2.144
116	16:05:36	-0.002	10.597	-0.006	PreCon Rise	5895123.646	2.144
117	16:05:37	-0.002	10.698	-0.006	PreCon Rise	5895123.656	2.144
118	16:05:38	-0.001	10.780	-0.006	PreCon Rise	5895123.656	2.144
119	16:05:39	-0.001	10.872	-0.006	PreCon Rise	5895123.663	2.144
120	16:05:40	-0.002	10.963	-0.006	PreCon Rise	5895123.670	2.144
121	16:05:41	-0.002	11.000	-0.006	PreCon Soak	5895123.684	2.144
122	16:05:42	-0.003	11.000	-0.006	PreCon Soak	5895123.702	2.144
123	16:05:43	-0.003	11.000	-0.006	PreCon Soak	5895123.712	2.144
124	16:05:44	-0.003	11.000	-0.006	PreCon Soak	5895123.719	2.144
125	16:05:45	-0.002	11.000	-0.006	PreCon Soak	5895123.726	2.144
126	16:05:46	-0.002	11.000	-0.006	PreCon Soak	5895123.730	2.144
127	16:05:47	-0.002	11.000	-0.006	PreCon Soak	5895123.740	2.144
128	16:05:48	-0.002	11.000	-0.006	PreCon Soak	5895123.747	2.144
129	16:05:49	-0.002	11.000	-0.006	PreCon Soak	5895123.761	2.144
130	16:05:50	-0.003	11.000	-0.006	PreCon Soak	5895123.772	2.144
131	16:05:51	-0.003	11.000	-0.006	PreCon Soak	5895123.782	2.144
132	16:05:52	-0.003	11.000	-0.006	PreCon Soak	5895123.789	2.144
133	16:05:53	-0.002	11.000	-0.006	PreCon Soak	5895123.793	2.144
134	16:05:54	-0.002	11.000	-0.006	PreCon Soak	5895123.810	2.144
135	16:05:55	-0.002	11.000	-0.006	PreCon Soak	5895123.821	2.144
136	16:05:56	-0.002	11.000	-0.006	PreCon Soak	5895123.828	2.144
137	16:05:57	-0.002	11.000	-0.006	PreCon Soak	5895123.831	2.144
138	16:05:58	-0.002	11.000	-0.006	PreCon Soak	5895123.841	2.144
139	16:05:59	-0.002	11.000	-0.006	PreCon Soak	5895123.852	2.144
140	16:06:00	-0.002	11.000	-0.006	PreCon Soak	5895123.859	2.144
141	16:06:01	-0.003	11.000	-0.006	PreCon Soak	5895123.873	2.144
142	16:06:02	-0.003	11.000	-0.006	PreCon Soak	5895123.887	2.144
143	16:06:03	-0.003	11.000	-0.006	PreCon Soak	5895123.894	2.144
144	16:06:04	-0.003	11.000	-0.006	PreCon Soak	5895123.904	2.144
145	16:06:05	-0.002	11.000	-0.006	PreCon Soak	5895123.904	2.144
146	16:06:06	-0.002	11.000	-0.006	PreCon Soak	5895123.915	2.144
147	16:06:07	-0.002	11.000	-0.006	PreCon Soak	5895123.925	2.144
148	16:06:08	-0.002	11.000	-0.006	PreCon Soak	5895123.936	2.144
149	16:06:09	-0.002	11.000	-0.006	PreCon Soak	5895123.943	2.144
150	16:06:10	-0.003	11.000	-0.006	PreCon Soak	5895123.960	2.144
151	16:06:11	-0.003	11.000	-0.006	PreCon Soak	5895123.967	2.144
152	16:06:12	-0.003	11.000	-0.006	PreCon Soak	5895123.985	2.144
153	16:06:13	-0.003	11.000	-0.006	PreCon Soak	5895123.992	2.144
154	16:06:14	-0.003	11.000	-0.006	PreCon Soak	5895124.006	2.144
155	16:06:15	-0.003	11.000	-0.006	PreCon Soak	5895124.016	2.144
156	16:06:16	-0.003	11.000	-0.006	PreCon Soak	5895124.030	2.144
157	16:06:17	-0.003	11.000	-0.006	PreCon Soak	5895124.041	2.144
158	16:06:18	-0.002	11.000	-0.006	PreCon Soak	5895124.037	2.144
159	16:06:19	-0.002	11.000	-0.006	PreCon Soak	5895124.048	2.144
160	16:06:20	-0.002	11.000	-0.006	PreCon Soak	5895124.065	2.144
161	16:06:21	-0.002	11.000	-0.006	PreCon Soak	5895124.068	2.144
162	16:06:22	-0.003	11.000	-0.006	PreCon Soak	5895124.082	2.144
163	16:06:23	-0.003	11.000	-0.006	PreCon Soak	5895124.089	2.144
164	16:06:24	-0.002	11.000	-0.006	PreCon Soak	5895124.103	2.144
165	16:06:25	-0.003	11.000	-0.006	PreCon Soak	5895124.114	2.144
166	16:06:26	-0.002	11.000	-0.006	PreCon Soak	5895124.121	2.144
167	16:06:27	-0.002	11.000	-0.006	PreCon Soak	5895124.124	2.144
168	16:06:28	-0.002	11.000	-0.006	PreCon Soak	5895124.142	2.144
169	16:06:29	-0.002	11.000	-0.006	PreCon Soak	5895124.145	2.144
170	16:06:30	-0.002	11.000	-0.006	PreCon Soak	5895124.152	2.144
171	16:06:31	-0.002	11.000	-0.006	PreCon Soak	5895124.163	2.144
172	16:06:32	-0.002	11.000	-0.006	PreCon Soak	5895124.170	2.144
173	16:06:33	-0.002	11.000	-0.006	PreCon Soak	5895124.187	2.144
174	16:06:34	-0.002	11.000	-0.006	PreCon Soak	5895124.191	2.144
175	16:06:35	-0.003	11.000	-0.006	PreCon Soak	5895124.208	2.144
176	16:06:36	-0.003	11.000	-0.006	PreCon Soak	5895124.215	2.144
177	16:06:37	-0.002	11.000	-0.006	PreCon Soak	5895124.222	2.144
178	16:06:38	-0.003	11.000	-0.006	PreCon Soak	5895124.240	2.144
179	16:06:39	-0.003	11.000	-0.006	PreCon Soak	5895124.257	2.144
180	16:06:40	-0.002	11.000	-0.006	PreCon Soak	5895124.254	2.144
181	16:06:41	-0.003	11.000	-0.006	PreCon Soak	5895124.264	2.144
182	16:06:42	-0.002	11.000	-0.006	PreCon Soak	5895124.268	2.144
183	16:06:43	-0.002	11.000	-0.006	PreCon Soak	5895124.282	2.144
184	16:06:44	-0.002	11.000	-0.006	PreCon Soak	5895124.292	2.144
185	16:06:45	-0.003	11.000	-0.006	PreCon Soak	5895124.306	2.144
186	16:06:46	-0.004	11.000	-0.006	PreCon Soak	5895124.327	2.144
187	16:06:47	-0.003	11.000	-0.006	PreCon Soak	5895124.327	2.144
188	16:06:48	-0.003	11.000	-0.006	PreCon Soak	5895124.337	2.144
189	16:06:49	-0.002	11.000	-0.006	PreCon Soak	5895124.344	2.144
190	16:06:50	-0.002	11.000	-0.006	PreCon Soak	5895124.355	2.144
191	16:06:51	-0.002	11.000	-0.006	PreCon Soak	5895124.362	2.144
192	16:06:52	-0.002	11.000	-0.006	PreCon Soak	5895124.369	2.144
193	16:06:53	-0.003	11.000	-0.006	PreCon Soak	5895124.386	2.144
194	16:06:54	-0.003	11.000	-0.006	PreCon Soak	5895124.397	2.144
195	16:06:55	-0.003	11.000	-0.006	PreCon Soak	5895124.407	2.144
196	16:06:56	-0.003	11.000	-0.006	PreCon Soak	5895124.421	2.144
197	16:06:57	-0.003	11.000	-0.006	PreCon Soak	5895124.425	2.144
198	16:06:58	-0.003	11.000	-0.006	PreCon Soak	5895124.439	2.144
199	16:06:59	-0.002	11.000	-0.006	PreCon Soak	5895124.449	2.144
200	16:07:00	-0.002	11.000	-0.006	PreCon Soak	5895124.456	2.144
201	16:07:01	-0.003	11.000	-0.006	PreCon Soak	5895124.467	2.144
202	16:07:02	-0.002	11.000	-0.006	PreCon Soak	5895124.477	2.144
203	16:07:03	-0.002	11.000	-0.006	PreCon Soak	5895124.484	2.144
204	16:07:04	-0.002	11.000	-0.006	PreCon Soak	5895124.491	2.144
205	16:07:05	-0.003	11.000	-0.006	PreCon Soak	5895124.509	2.144
206	16:07:06	-0.002	11.000	-0.006	PreCon Soak	5895124.516	2.144
207	16:07:07	-0.003	11.000	-0.006	PreCon Soak	5895124.526	2.144
208	16:07:08	-0.002	11.000	-0.006	PreCon Soak	5895124.529	2.144
209	16:07:09	-0.002	11.000	-0.006	PreCon Soak	5895124.533	2.144
210	16:07:10	-0.002	11.000	-0.006	PreCon Soak	5895124.547	2.144
211	16:07:11	-0.002	11.000	-0.006	PreCon Soak	5895124.554	2.144
212	16:07:12	-0.002	11.000	-0.006	PreCon Soak	5895124.568	2.144
213	16:07:13	-0.002	11.000	-0.006	PreCon Soak	5895124.571	2.144
214	16:07:14	-0.002	11.000	-0.006	PreCon Soak	5895124.582	2.144
215	16:07:15	-0.003	11.000	-0.006	PreCon Soak	5895124.610	2.144
216	16:07:16	-0.003	11.000	-0.006	PreCon Soak	5895124.613	2.144
217	16:07:17	-0.003	11.000	-0.006	PreCon Soak	5895124.627	2.144
218	16:07:18	-0.002	11.000	-0.006	PreCon Soak	5895124.627	2.144
219	16:07:19	-0.002	11.000	-0.006	PreCon Soak	5895124.645	2.144
220	16:07:20	-0.002	11.000	-0.006	PreCon Soak	5895124.652	2.144
221	16:07:21	-0.002	11.000	-0.006	PreCon Soak	5895124.652	2.144
222	16:07:22	-0.003	11.000	-0.006	PreCon Soak	5895124.673	2.144
223	16:07:23	-0.002	11.000	-0.006	PreCon Soak	5895124.683	2.144
224	16:07:24	-0.002	11.000	-0.006	PreCon Soak	5895124.690	2.144
225	16:07:25	-0.002	11.000	-0.006	PreCon Soak	5895124.697	2.144
226	16:07:26	-0.002	11.000	-0.006	PreCon Soak	5895124.697	2.144
227	16:07:27	-0.002	11.000	-0.006	PreCon Soak	5895124.718	2.144
228	16:07:28	-0.002	11.000	-0.006	PreCon Soak	5895124.718	2.144
229	16:07:29	-0.002	11.000	-0.006	PreCon Soak	5895124.725	2.144
230	16:07:30	-0.002	11.000	-0.006	PreCon Soak	5895124.736	2.144
231	16:07:31	-0.002	11.000	-0.006	PreCon Soak	5895124.753	2.144
232	16:07:32	-0.002	11.000	-0.006	PreCon Soak	5895124.756	2.144
233	16:07:33	-0.003	11.000	-0.006	PreCon Soak	5895124.767	2.144
234	16:07:34	-0.002	11.000	0.000	Deposit	5895124.784	2.144
235	16:07:35	-0.003	11.000	-0.000	Deposit	5895124.802	2.144
236	16:07:36	-0.002	11.348	-0.000	Manual	5895124.798	2.144
237	16:07:37	-0.002	11.348	-0.000	Manual	5895124.812	2.144
238	16:07:38	-0.002	11.348	-0.000	Manual	5895124.823	2.144
239	16:07:39	-0.002	11.348	-0.000	Manual	5895124.826	2.144
240	16:07:40	-0.002	11.455	-0.000	Manual	5895124.837	2.144
241	16:07:41	-0.002	11.785	-0.000	Manual	5895124.837	2.144
242	16:07:42	-0.003	12.059	-0.000	Manual	5895124.865	2.144
243	16:07:43	-0.002	12.059	-0.000	Manual	5895124.861	2.144
244	16:07:44	-0.002	12.059	-0.000	Manual	5895124.865	2.144
245	16:07:45	-0.002	12.059	-0.000	Manual	5895124.868	2.144
246	16:07:46	-0.002	12.059	-0.000	Manual	5895124.889	2.144
247	16:07:47	-0.002	12.059	-0.000	Manual	5895124.896	2.144
248	16:07:48	-0.003	12.059	-0.000	Manual	5895124.907	2.144
249	16:07:49	-0.003	12.059	-0.000	Manual	5895124.921	2.144
250	16:07:50	-0.003	12.059	-0.000	Manual	5895124.931	2.144
251	16:07:51	-0.003	12.059	-0.000	Manual	5895124.949	2.144
252	16:07:52	-0.003	12.059	-0.000	Manual	5895124.963	2.144
253	16:07:53	-0.003	12.059	-0.000	Manual	5895124.966	2.144
254	16:07:54	-0.003	12.059	-0.000	Manual	5895124.977	2.144
255	16:07:55	-0.002	12.059	-0.000	Manual	5895124.977	2.144
256	16:07:56	-0.002	12.059	-0.000	Manual	5895124.987	2.144
257	16:07:57	-0.002	12.059	-0.000	Manual	5895125.001	2.144
258	16:07:58	-0.002	12.059	-0.000	Manual	5895125.001	2.144
259	16:07:59	-0.003	12.059	-0.000	Manual	5895125.018	2.144
260	16:08:00	-0.003	12.059	-0.000	Manual	5895125.032	2.144
261	16:08:01	-0.003	12.059	-0.000	Manual	5895125.039	2.144
262	16:08:02	-0.003	12.059	-0.000	Manual	5895125.046	2.144
263	16:08:03	-0.003	12.059	-0.000	Manual	5895125.057	2.144
264	16:08:04	-0.003	12.059	-0.000	Manual	5895125.074	2.144
265	16:08:05	-0.003	12.059	-0.000	Manual	5895125.085	2.144
266	16:08:06	-0.003	12.059	-0.000	Manual	5895125.088	2.144
267	16:08:07	-0.002	12.059	-0.000	Manual	5895125.088	2.144
268	16:08:08	-0.002	12.059	-0.000	Manual	5895125.109	2.144
269	16:08:09	-0.002	12.059	-0.000	Manual	5895125.113	2.144
270	16:08:10	-0.003	12.059	-0.000	Manual	5895125.130	2.144
271	16:08:11	-0.003	12.059	-0.000	Manual	5895125.134	2.144
272	16:08:12	-0.002	12.059	-0.000	Manual	5895125.144	2.144
273	16:08:13	-0.003	12.059	-0.000	Manual	5895125.155	2.144
274	16:08:14	-0.002	12.059	-0.000	Manual	5895125.165	2.144
275	16:08:15	-0.002	12.059	-0.000	Manual	5895125.172	2.144
276	16:08:16	-0.003	12.059	-0.000	Manual	5895125.183	2.144
277	16:08:17	-0.003	12.059	-0.000	Manual	5895125.197	2.144
278	16:08:18	-0.003	12.059	-0.000	Manual	5895125.218	2.144
279	16:08:19	-0.003	12.059	-0.000	Manual	5895125.221	2.144
280	16:08:20	-0.003	12.059	-0.000	Manual	5895125.231	2.144
281	16:08:21	-0.003	12.059	-0.000	Manual	5895125.238	2.144
282	16:08:22	-0.002	12.059	-0.000	Manual	5895125.245	2.144
283	16:08:23	-0.003	12.059	-0.000	Manual	5895125.263	2.144
284	16:08:24	-0.003	12.059	-0.000	Manual	5895125.273	2.144
285	16:08:25	-0.003	12.059	-0.000	Manual	5895125.287	2.144
286	16:08:26	-0.003	12.059	-0.000	Manual	5895125.291	2.144
287	16:08:27	-0.003	12.059	-0.000	Manual	5895125.305	2.144
288	16:08:28	-0.002	12.059	-0.000	Manual	5895125.305	2.144
289	16:08:29	-0.001	12.059	-0.000	Manual	5895125.312	2.144
290	16:08:30	-0.002	12.059	-0.000	Manual	5895125.329	2.144
291	16:08:31	-0.003	12.059	-0.000	Manual	5895125.347	2.144
292	16:08:32	-0.002	12.059	-0.000	Manual	5895125.347	2.144
293	16:08:33	-0.003	12.059	-0.000	Manual	5895125.364	2.144
294	16:08:34	-0.002	12.059	-0.000	Manual	5895125.368	2.144
295	16:08:35	-0.002	12.059	-0.000	Manual	5895125.382	2.144
296	16:08:36	-0.002	12.059	-0.000	Manual	5895125.389	2.144
297	16:08:37	-0.003	12.059	-0.000	Manual	5895125.406	2.144
298	16:08:38	-0.002	12.059	-0.000	Manual	5895125.403	2.144
299	16:08:39	-0.002	12.059	-0.000	Manual	5895125.413	2.144
300	16:08:40	-0.002	12.059	-0.000	Manual	5895125.427	2.144
301	16:08:41	-0.002	12.059	-0.000	Manual	5895125.438	2.144
302	16:08:42	-0.002	12.059	-0.000	Manual	5895125.445	2.144
303	16:08:43	-0.002	12.059	-0.000	Manual	5895125.448	2.144
304	16:08:44	-0.002	12.059	-0.000	Manual	5895125.458	2.144
305	16:08:45	-0.002	12.059	-0.000	Manual	5895125.465	2.144
306	16:08:46	-0.002	12.059	-0.000	Manual	5895125.479	2.144
307	16:08:47	-0.002	12.059	-0.000	Manual	5895125.486	2.144
308	16:08:48	-0.002	12.059	-0.000	Manual	5895125.500	2.144
309	16:08:49	-0.003	12.059	-0.000	Manual	5895125.511	2.144
310	16:08:50	-0.002	12.059	-0.000	Manual	5895125.514	2.144
311	16:08:51	-0.003	12.059	-0.000	Manual	5895125.539	2.144
312	16:08:52	-0.003	12.059	-0.000	Manual	5895125.546	2.144
313	16:08:53	-0.003	12.059	-0.000	Manual	5895125.560	2.144
314	16:08:54	-0.003	12.059	-0.000	Manual	5895125.570	2.144
315	16:08:55	-0.002	12.059	-0.000	Manual	5895125.577	2.144
316	16:08:56	-0.002	12.059	-0.000	Manual	5895125.584	2.144
317	16:08:57	-0.002	12.059	-0.000	Manual	5895125.584	2.144
318	16:08:58	-0.002	12.059	-0.000	Manual	5895125.595	2.144
319	16:08:59	-0.002	12.059	-0.000	Manual	5895125.605	2.144
320	16:09:00	-0.002	12.059	-0.000	Manual	5895125.609	2.144
321	16:09:01	-0.002	12.059	-0.000	Manual	5895125.609	2.144
322	16:09:02	-0.002	12.059	-0.000	Manual	5895125.616	2.144
323	16:09:03	-0.002	12.059	-0.000	Manual	5895125.630	2.144
324	16:09:04	-0.002	12.059	-0.000	Manual	5895125.633	2.144
325	16:09:05	-0.002	12.059	-0.000	Manual	5895125.637	2.144
326	16:09:06	-0.002	12.059	-0.000	Manual	5895125.647	2.144
327	16:09:07	-0.001	12.059	-0.000	Manual	5895125.651	2.144
328	16:09:08	-0.002	12.059	-0.000	Manual	5895125.668	2.144
329	16:09:09	-0.003	12.059	-0.000	Manual	5895125.679	2.144
330	16:09:10	-0.003	12.059	-0.000	Manual	5895125.692	2.144
331	16:09:11	-0.003	12.312	-0.000	Manual	5895125.703	2.144
332	16:09:12	-0.003	12.781	-0.000	Manual	5895125.710	2.144
333	16:09:13	-0.003	13.146	-0.000	Manual	5895125.724	2.144
334	16:09:14	-0.002	13.146	-0.000	Manual	5895125.727	2.144
335	16:09:15	-0.003	13.146	-0.000	Manual	5895125.741	2.144
336	16:09:16	-0.003	13.146	-0.000	Manual	5895125.752	2.144
337	16:09:17	-0.002	13.146	-0.000	Manual	5895125.755	2.144
338	16:09:18	-0.002	13.146	-0.000	Manual	5895125.766	2.144
339	16:09:19	-0.003	13.146	-0.000	Manual	5895125.787	2.144
340	16:09:20	-0.002	13.146	-0.000	Manual	5895125.790	2.144
341	16:09:21	-0.003	13.146	-0.000	Manual	5895125.804	2.144
342	16:09:22	-0.003	13.146	-0.000	Manual	5895125.815	2.144
343	16:09:23	-0.003	13.146	-0.000	Manual	5895125.829	2.144
344	16:09:24	-0.003	13.146	-0.000	Manual	5895125.836	2.144
345	16:09:25	-0.003	13.146	-0.000	Manual	5895125.846	2.144
346	16:09:26	-0.003	13.146	-0.000	Manual	5895125.860	2.144
347	16:09:27	-0.002	13.146	-0.000	Manual	5895125.864	2.144
348	16:09:28	-0.003	13.146	-0.000	Manual	5895125.881	2.144
349	16:09:29	-0.002	13.146	-0.000	Manual	5895125.881	2.144
350	16:09:30	-0.002	13.146	-0.000	Manual	5895125.892	2.144
351	16:09:31	-0.002	13.146	-0.000	Manual	5895125.899	2.144
352	16:09:32	-0.002	13.146	-0.000	Manual	5895125.909	2.144
353	16:09:33	-0.002	13.146	-0.000	Manual	5895125.919	2.144
354	16:09:34	-0.003	13.146	-0.000	Manual	5895125.933	2.144
355	16:09:35	-0.003	13.146	-0.000	Manual	5895125.951	2.144
356	16:09:36	-0.003	13.146	-0.000	Manual	5895125.958	2.144
357	16:09:37	-0.003	13.146	-0.000	Manual	5895125.965	2.144
358	16:09:38	-0.003	13.146	-0.000	Manual	5895125.982	2.144
359	16:09:39	-0.002	13.146	-0.000	Manual	5895125.989	2.144
360	16:09:40	-0.002	13.146	-0.000	Manual	5895125.996	2.144
