	Timestamp	Filtered Rate: TAPC	Source Power: TAPC	Thickness: TAPC	State: TAPC	Fundamental  Frequency: TAPC	Current Z-Ratio: TAPC
0	11:46:38	0.010	0.000	-0.000	Ready	5975149.210	0.418
1	11:46:39	0.010	0.000	-0.000	Ready	5975149.210	0.418
2	11:46:40	0.000	0.100	-0.000	PreCon Rise	5975149.213	0.418
3	11:46:41	0.000	0.600	-0.000	PreCon Rise	5975149.213	0.418
4	11:46:42	0.000	1.100	-0.000	PreCon Rise	5975149.217	0.418
5	11:46:43	-0.010	1.600	-0.000	PreCon Rise	5975149.220	0.418
6	11:46:44	0.000	2.100	-0.000	PreCon Rise	5975149.220	0.418
7	11:46:45	0.000	2.600	-0.000	PreCon Rise	5975149.224	0.418
8	11:46:46	0.000	3.100	-0.000	PreCon Rise	5975149.224	0.418
9	11:46:47	0.000	3.600	-0.000	PreCon Rise	5975149.224	0.418
10	11:46:48	0.000	4.100	-0.000	PreCon Rise	5975149.224	0.418
11	11:46:49	0.000	4.600	-0.000	PreCon Rise	5975149.227	0.418
12	11:46:50	-0.010	5.100	-0.000	PreCon Rise	5975149.231	0.418
13	11:46:51	-0.010	5.600	-0.000	PreCon Rise	5975149.231	0.418
14	11:46:52	-0.010	6.100	-0.000	PreCon Rise	5975149.234	0.418
15	11:46:53	0.010	6.600	-0.000	PreCon Rise	5975149.231	0.418
16	11:46:54	0.000	7.100	-0.000	PreCon Rise	5975149.234	0.418
17	11:46:55	0.000	7.600	-0.000	PreCon Rise	5975149.238	0.418
18	11:46:56	-0.010	8.100	-0.000	PreCon Rise	5975149.241	0.418
19	11:46:57	-0.010	8.600	-0.000	PreCon Rise	5975149.241	0.418
20	11:46:58	0.010	9.100	-0.000	PreCon Rise	5975149.238	0.418
21	11:46:59	0.000	9.600	-0.000	PreCon Rise	5975149.241	0.418
22	11:47:00	0.010	10.100	-0.000	PreCon Rise	5975149.238	0.418
23	11:47:01	0.000	10.600	-0.000	PreCon Rise	5975149.245	0.418
24	11:47:02	0.000	11.100	-0.000	PreCon Rise	5975149.245	0.418
25	11:47:03	0.000	11.600	-0.000	PreCon Rise	5975149.245	0.418
26	11:47:04	0.000	12.100	-0.000	PreCon Rise	5975149.245	0.418
27	11:47:05	0.000	12.600	-0.000	PreCon Rise	5975149.248	0.418
28	11:47:06	0.000	13.100	-0.000	PreCon Rise	5975149.245	0.418
29	11:47:07	0.000	13.650	-0.000	PreCon Rise	5975149.245	0.418
30	11:47:08	-0.010	14.100	-0.000	PreCon Rise	5975149.252	0.418
31	11:47:09	0.000	14.600	-0.000	PreCon Rise	5975149.248	0.418
32	11:47:10	0.000	15.100	-0.000	PreCon Rise	5975149.252	0.418
33	11:47:11	0.010	15.600	-0.000	PreCon Rise	5975149.252	0.418
34	11:47:12	-0.010	16.100	-0.000	PreCon Rise	5975149.255	0.418
