	Timestamp	Filtered Rate: B3PYMPM_BB	Source Power: B3PYMPM_BB	Thickness: B3PYMPM_BB	State: B3PYMPM_BB	Fundamental  Frequency: B3PYMPM_BB	Current Z-Ratio: B3PYMPM_BB
0	18:38:55	0.000	0.233	-0.001	PreCon Rise	5884444.001	2.329
1	18:38:56	-0.003	0.567	-0.001	PreCon Rise	5884444.012	2.329
2	18:38:57	0.002	0.900	-0.001	PreCon Rise	5884444.005	2.329
3	18:38:58	0.000	1.233	-0.001	PreCon Rise	5884444.005	2.329
4	18:38:59	0.000	1.533	0.000	Manual	5884444.001	2.329
5	18:39:00	-0.002	1.533	-0.000	Manual	5884444.008	2.329
6	18:39:01	-0.000	1.533	-0.000	Manual	5884444.008	2.329
7	18:39:02	0.000	1.533	-0.000	Manual	5884444.008	2.329
8	18:39:03	-0.001	1.533	-0.000	Manual	5884444.012	2.329
9	18:39:04	0.000	1.533	-0.000	Manual	5884444.012	2.329
10	18:39:05	0.001	1.533	-0.000	Manual	5884444.008	2.329
11	18:39:06	-0.001	1.533	-0.000	Manual	5884444.012	2.329
12	18:39:07	0.000	1.533	-0.000	Manual	5884444.012	2.329
13	18:39:08	0.000	1.533	-0.000	Manual	5884444.012	2.329
14	18:39:09	0.000	1.533	-0.000	Manual	5884444.012	2.329
15	18:39:10	0.000	1.533	-0.000	Manual	5884444.012	2.329
16	18:39:11	-0.003	1.533	-0.000	Manual	5884444.022	2.329
17	18:39:12	0.000	1.533	-0.000	Manual	5884444.022	2.329
18	18:39:13	-0.001	1.533	-0.000	Manual	5884444.026	2.329
19	18:39:14	0.003	1.533	-0.000	Manual	5884444.015	2.329
20	18:39:15	0.000	1.533	-0.000	Manual	5884444.015	2.329
21	18:39:16	0.001	1.533	-0.000	Manual	5884444.012	2.329
22	18:39:17	-0.001	1.704	-0.000	Manual	5884444.015	2.329
23	18:39:18	-0.002	2.207	-0.000	Manual	5884444.022	2.329
24	18:39:19	0.000	3.146	-0.000	Manual	5884444.022	2.329
25	18:39:20	-0.001	4.826	-0.000	Manual	5884444.026	2.329
26	18:39:21	-0.002	7.979	-0.000	Manual	5884444.033	2.329
27	18:39:22	0.002	9.979	-0.000	Manual	5884444.026	2.329
28	18:39:23	0.000	10.979	-0.000	Manual	5884444.026	2.329
29	18:39:24	-0.001	10.979	-0.000	Manual	5884444.029	2.329
30	18:39:25	0.001	10.979	-0.000	Manual	5884444.026	2.329
31	18:39:26	-0.003	10.979	-0.000	Manual	5884444.040	2.329
32	18:39:27	-0.001	10.979	-0.000	Manual	5884444.043	2.329
33	18:39:28	0.000	10.979	-0.000	Manual	5884444.043	2.329
34	18:39:29	0.002	10.979	-0.000	Manual	5884444.036	2.329
35	18:39:30	0.000	10.979	-0.000	Manual	5884444.036	2.329
36	18:39:31	0.002	10.979	-0.000	Manual	5884444.029	2.329
37	18:39:32	-0.004	10.979	-0.000	Manual	5884444.047	2.329
38	18:39:33	0.001	10.979	-0.000	Manual	5884444.043	2.329
39	18:39:34	0.000	10.979	-0.000	Manual	5884444.043	2.329
40	18:39:35	-0.001	10.979	-0.000	Manual	5884444.047	2.329
41	18:39:36	0.003	10.979	-0.000	Manual	5884444.036	2.329
