	Timestamp	Filtered Rate: LiQ	Source Power: LiQ	Thickness: LiQ	State: LiQ	Fundamental  Frequency: LiQ	Current Z-Ratio: LiQ
0	15:01:44	-0.001	0.000	-0.000	Ready	1	000.000
1	15:01:45	0.000	0.000	-0.000	Ready	1	000.000
2	15:01:46	-0.002	0.000	-0.000	Ready	1	000.000
3	15:01:47	-0.001	0.000	-0.000	Ready	1	000.000
4	15:01:48	-0.001	0.000	-0.000	Ready	1	000.000
5	15:01:49	0.000	0.053	-0.000	PreCon Rise	1	000.000
6	15:01:50	-0.001	0.320	-0.000	PreCon Rise	1	000.000
7	15:01:51	-0.001	0.587	-0.000	PreCon Rise	1	000.000
8	15:01:52	-0.001	0.880	-0.000	PreCon Rise	1	000.000
9	15:01:53	-0.001	1.120	-0.000	PreCon Rise	1	000.000
10	15:01:54	-0.001	1.387	-0.000	PreCon Rise	1	000.000
11	15:01:55	-0.001	1.653	-0.000	PreCon Rise	1	000.000
12	15:01:56	0.000	1.920	-0.000	PreCon Rise	1	000.000
13	15:01:57	-0.001	2.187	-0.000	PreCon Rise	1	000.000
14	15:01:58	0.000	2.453	-0.000	PreCon Rise	1	000.000
15	15:01:59	-0.001	2.720	-0.000	PreCon Rise	1	000.000
16	15:02:00	-0.001	2.987	-0.000	PreCon Rise	1	000.000
17	15:02:01	-0.001	3.253	-0.000	PreCon Rise	1	000.000
18	15:02:02	0.000	3.520	-0.000	PreCon Rise	1	000.000
19	15:02:03	-0.001	3.787	-0.000	PreCon Rise	1	000.000
20	15:02:04	-0.001	4.053	-0.000	PreCon Rise	1	000.000
21	15:02:05	0.000	4.320	-0.000	PreCon Rise	1	000.000
22	15:02:06	0.000	4.587	-0.000	PreCon Rise	1	000.000
23	15:02:07	-0.001	4.853	-0.000	PreCon Rise	1	000.000
24	15:02:08	-0.001	5.120	-0.000	PreCon Rise	1	000.000
25	15:02:09	-0.001	5.387	-0.000	PreCon Rise	1	000.000
26	15:02:10	-0.001	5.653	-0.000	PreCon Rise	1	000.000
27	15:02:11	0.001	5.920	-0.000	PreCon Rise	1	000.000
28	15:02:12	-0.001	6.187	-0.000	PreCon Rise	1	000.000
29	15:02:13	0.000	6.453	-0.000	PreCon Rise	1	000.000
30	15:02:14	-0.001	6.720	-0.000	PreCon Rise	1	000.000
31	15:02:15	-0.002	6.987	-0.000	PreCon Rise	1	000.000
32	15:02:16	-0.001	7.253	-0.000	PreCon Rise	1	000.000
33	15:02:17	0.000	7.520	-0.000	PreCon Rise	1	000.000
34	15:02:18	-0.001	7.787	-0.000	PreCon Rise	1	000.000
35	15:02:19	0.001	8.000	-0.000	PreCon Soak	1	000.000
36	15:02:20	-0.001	8.000	-0.000	PreCon Soak	1	000.000
37	15:02:21	-0.001	8.000	-0.000	PreCon Soak	1	000.000
38	15:02:22	-0.001	8.000	-0.000	PreCon Soak	1	000.000
39	15:02:23	-0.001	8.000	-0.000	PreCon Soak	1	000.000
40	15:02:24	-0.001	8.000	-0.000	PreCon Soak	1	000.000
41	15:02:25	-0.001	8.000	-0.000	PreCon Soak	1	000.000
42	15:02:26	0.000	8.000	-0.000	PreCon Soak	1	000.000
43	15:02:27	-0.002	8.000	-0.000	Manual	1	000.000
44	15:02:28	-0.001	8.000	-0.000	Manual	1	000.000
45	15:02:29	-0.001	8.000	-0.000	Manual	1	000.000
46	15:02:30	-0.001	8.000	-0.000	Manual	1	000.000
47	15:02:31	-0.002	8.000	-0.000	Manual	1	000.000
48	15:02:32	-0.001	8.000	-0.000	Manual	1	000.000
49	15:02:33	0.000	8.050	-0.000	Manual	1	000.000
50	15:02:34	0.000	8.242	-0.000	Manual	1	000.000
51	15:02:35	-0.001	8.444	-0.000	Manual	1	000.000
52	15:02:36	-0.001	8.554	-0.000	Manual	1	000.000
53	15:02:37	-0.001	8.733	-0.000	Manual	1	000.000
54	15:02:38	-0.001	8.843	-0.000	Manual	1	000.000
55	15:02:39	-0.001	9.125	-0.000	Manual	1	000.000
56	15:02:40	-0.001	9.235	-0.000	Manual	1	000.000
57	15:02:41	0.001	9.358	-0.000	Manual	1	000.000
58	15:02:42	0.000	9.469	-0.000	Manual	1	000.000
59	15:02:43	-0.001	9.857	-0.000	Manual	1	000.000
60	15:02:44	-0.001	10.179	-0.000	Manual	1	000.000
61	15:02:45	-0.001	10.279	-0.000	Manual	1	000.000
