	Timestamp	Filtered Rate: CBP	Filtered Rate: TxOPhCz	Filtered Rate: EtO-BsubPc	Source Power: CBP	Source Power: TxOPhCz	Source Power: EtO-BsubPc	Thickness: CBP	Thickness: TxOPhCz	Thickness: EtO-BsubPc	State: CBP	State: TxOPhCz	State: EtO-BsubPc	Fundamental  Frequency: CBP	Fundamental  Frequency: TxOPhCz	Fundamental  Frequency: EtO-BsubPc	Current Z-Ratio: CBP	Current Z-Ratio: TxOPhCz	Current Z-Ratio: EtO-BsubPc
0	13:06:34	-0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ready	Ready	Ready	1	1	1	000.000	000.000	000.000
1	13:06:35	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Ready	Ready	Ready	1	1	1	000.000	000.000	000.000
2	13:06:36	0.000	0.001	-0.002	0.360	0.064	0.300	0.000	0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	787
3	13:06:37	0.000	-0.000	-0.001	0.760	0.156	0.900	0.000	-0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	786
4	13:06:38	0.000	-0.000	0.000	1.160	0.248	1.500	0.000	0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	783
5	13:06:39	0.000	-0.000	-0.000	1.560	0.339	2.100	0.000	-0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	785
6	13:06:40	0.001	-0.000	-0.000	1.960	0.431	2.700	0.000	-0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	786
7	13:06:41	-0.000	0.000	-0.000	2.360	0.522	3.300	0.000	-0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	786
8	13:06:42	0.000	0.000	-0.000	2.760	0.614	3.900	0.000	-0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	786
9	13:06:43	0.001	0.000	-0.000	3.160	0.706	4.500	0.000	-0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	785
10	13:06:44	0.001	0.000	-0.000	3.560	0.797	5.100	0.000	-0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	787
11	13:06:45	0.001	0.000	-0.000	3.960	0.889	5.700	0.000	-0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	786
12	13:06:46	0.000	0.000	-0.000	4.360	0.981	6.300	0.000	-0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	786
13	13:06:47	0.001	-0.000	-0.000	4.760	1.072	6.900	0.000	-0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	785
14	13:06:48	0.001	0.000	-0.000	5.160	1.164	7.500	0.000	-0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	788
15	13:06:49	0.000	0.000	-0.000	5.560	1.256	8.100	0.000	-0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	785
16	13:06:50	0.000	-0.000	-0.000	5.960	1.348	8.700	0.000	-0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	787
17	13:06:51	0.000	0.000	-0.000	6.360	1.439	9.300	0.000	-0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	785
18	13:06:52	0.000	0.000	-0.000	6.760	1.531	9.900	0.000	-0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	786
19	13:06:53	0.001	-0.000	-0.000	7.160	1.623	10.500	0.000	-0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	786
20	13:06:54	0.000	0.000	-0.000	7.560	1.714	11.100	0.000	-0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	786
21	13:06:55	0.001	-0.000	-0.000	7.960	1.806	11.700	0.000	-0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	785
22	13:06:56	0.000	-0.000	-0.000	8.360	1.898	12.300	0.000	-0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	786
23	13:06:57	0.001	-0.000	-0.000	8.760	1.989	12.900	0.000	-0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	786
24	13:06:58	0.001	-0.000	-0.000	9.160	2.081	13.500	0.000	-0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	785
25	13:06:59	-0.001	-0.000	-0.000	9.560	2.173	14.100	0.000	-0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	786
26	13:07:00	-0.000	-0.000	-0.000	9.960	2.264	14.700	0.000	-0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	786
27	13:07:01	0.000	-0.000	-0.000	10.360	2.356	15.300	0.000	-0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	787
28	13:07:02	-0.000	-0.000	-0.000	10.760	2.448	15.900	0.000	-0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	785
29	13:07:03	-0.001	0.000	-0.000	11.160	2.539	16.500	0.000	-0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	786
30	13:07:04	0.001	-0.000	-0.000	11.560	2.631	17.100	0.000	-0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	785
31	13:07:05	0.001	-0.000	-0.000	11.960	2.723	17.700	0.000	-0.000	-0.000	PreCon Rise	PreCon Rise	PreCon Rise	Sensor Status	1	00	Fundamental Activity	000.000	786
32	13:07:06	-0.000	-0.000	-0.000	12.000	2.814	18.000	0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	787
33	13:07:07	-0.001	-0.000	-0.000	12.000	2.906	18.000	0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	786
34	13:07:08	0.001	-0.000	-0.000	12.000	2.998	18.000	0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	785
35	13:07:09	-0.001	-0.000	-0.000	12.000	3.089	18.000	0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	787
36	13:07:10	-0.001	-0.000	-0.000	12.000	3.181	18.000	0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	786
37	13:07:11	0.001	0.000	-0.001	12.000	3.273	18.000	0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	788
38	13:07:12	-0.000	-0.000	-0.001	12.000	3.364	18.000	0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	787
39	13:07:13	-0.001	-0.000	-0.001	12.000	3.456	18.000	0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	784
40	13:07:14	-0.001	0.000	-0.001	12.000	3.548	18.000	0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	785
41	13:07:15	-0.001	-0.000	-0.001	12.000	3.639	18.000	0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	PreCon Soak	Sensor Status	1	00	Fundamental Activity	000.000	786
42	13:07:16	0.000	0.000	-0.004	12.000	3.731	18.000	0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
43	13:07:17	-0.001	-0.000	-0.004	12.000	3.823	18.257	0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
44	13:07:18	-0.000	-0.000	-0.004	12.000	3.914	18.803	0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
45	13:07:19	-0.001	-0.000	-0.004	12.000	4.006	19.171	0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
46	13:07:20	-0.001	-0.000	-0.004	12.000	4.098	19.285	0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
47	13:07:21	-0.001	0.000	-0.004	12.000	4.189	19.363	0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
48	13:07:22	-0.001	-0.000	-0.004	12.000	4.281	19.363	0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
49	13:07:23	-0.001	0.000	-0.004	12.000	4.373	19.363	0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
50	13:07:24	-0.001	-0.000	-0.004	12.000	4.464	19.363	0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
51	13:07:25	-0.001	-0.000	-0.004	12.000	4.556	19.363	0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
52	13:07:26	-0.001	0.000	-0.004	12.000	4.648	19.363	0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
53	13:07:27	0.000	0.000	-0.004	12.000	4.739	19.363	0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
54	13:07:28	-0.001	0.000	-0.004	12.000	4.831	19.363	0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
55	13:07:29	0.000	0.000	-0.004	12.000	4.923	19.363	0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
56	13:07:30	-0.001	-0.000	-0.004	12.000	5.014	19.363	0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	784
57	13:07:31	-0.001	-0.000	-0.004	12.000	5.106	19.363	0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
58	13:07:32	-0.001	-0.000	-0.004	12.000	5.198	19.363	0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
59	13:07:33	-0.001	-0.000	-0.004	12.000	5.289	19.363	0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
60	13:07:34	0.001	-0.000	-0.004	12.000	5.381	19.363	0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	789
61	13:07:35	-0.001	-0.000	-0.004	12.000	5.473	19.363	0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
62	13:07:36	-0.001	-0.000	-0.004	12.000	5.564	19.363	0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
63	13:07:37	-0.001	-0.000	-0.004	12.000	5.656	19.363	0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
64	13:07:38	-0.001	0.000	-0.004	12.000	5.748	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	784
65	13:07:39	-0.001	0.000	-0.004	12.000	5.839	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
66	13:07:40	0.001	0.000	-0.004	12.000	5.931	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
67	13:07:41	-0.001	0.000	-0.004	12.000	6.023	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	789
68	13:07:42	-0.001	-0.000	-0.004	12.000	6.114	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
69	13:07:43	0.000	-0.000	-0.004	12.000	6.206	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
70	13:07:44	-0.001	-0.000	-0.004	12.000	6.298	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
71	13:07:45	-0.001	-0.000	-0.004	12.000	6.389	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	789
72	13:07:46	-0.001	0.000	-0.004	12.000	6.481	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
73	13:07:47	0.000	-0.000	-0.004	12.000	6.573	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
74	13:07:48	-0.001	0.000	-0.004	12.000	6.664	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
75	13:07:49	-0.001	-0.000	-0.004	12.000	6.756	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
76	13:07:50	-0.001	-0.000	-0.004	12.000	6.848	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
77	13:07:51	-0.001	-0.000	-0.004	12.000	6.939	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
78	13:07:52	-0.001	-0.000	-0.004	12.000	7.031	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
79	13:07:53	-0.001	-0.000	-0.004	12.000	7.123	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
80	13:07:54	-0.001	-0.000	-0.004	12.000	7.214	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
81	13:07:55	-0.001	-0.000	-0.004	12.000	7.306	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
82	13:07:56	-0.000	-0.000	-0.004	12.000	7.398	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
83	13:07:57	-0.001	-0.000	-0.004	12.000	7.489	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
84	13:07:58	-0.001	-0.000	-0.004	12.000	7.581	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
85	13:07:59	-0.000	0.000	-0.004	12.000	7.673	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
86	13:08:00	-0.001	0.000	-0.004	12.000	7.764	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
87	13:08:01	-0.001	-0.000	-0.004	12.000	7.856	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
88	13:08:02	0.000	0.000	-0.004	12.000	7.948	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
89	13:08:03	-0.001	-0.000	-0.004	12.000	8.039	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
90	13:08:04	-0.001	-0.000	-0.004	12.000	8.131	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
91	13:08:05	-0.001	-0.000	-0.004	12.000	8.223	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	789
92	13:08:06	-0.001	-0.000	-0.003	12.000	8.314	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
93	13:08:07	-0.001	-0.001	-0.003	12.000	8.406	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
94	13:08:08	0.000	-0.000	-0.003	12.000	8.498	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	784
95	13:08:09	-0.001	-0.001	-0.003	12.000	8.589	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	784
96	13:08:10	0.000	-0.001	-0.003	12.000	8.681	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
97	13:08:11	-0.001	-0.000	-0.003	12.000	8.773	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
98	13:08:12	-0.001	-0.000	-0.003	12.000	8.864	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
99	13:08:13	-0.001	-0.000	-0.003	12.000	8.956	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
100	13:08:14	0.000	-0.000	-0.003	12.000	9.048	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
101	13:08:15	0.000	-0.001	-0.003	12.000	9.139	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
102	13:08:16	-0.001	-0.001	-0.003	12.000	9.231	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
103	13:08:17	-0.000	-0.000	-0.003	12.000	9.323	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
104	13:08:18	-0.001	-0.001	-0.003	12.000	9.414	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
105	13:08:19	0.000	-0.000	-0.003	12.000	9.506	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
106	13:08:20	-0.000	-0.000	-0.003	12.000	9.598	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
107	13:08:21	-0.001	-0.001	-0.003	12.000	9.689	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
108	13:08:22	-0.001	-0.000	-0.003	12.000	9.781	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
109	13:08:23	-0.001	-0.001	-0.003	12.000	9.873	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
110	13:08:24	0.000	-0.001	-0.003	12.000	9.964	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
111	13:08:25	-0.001	-0.001	-0.003	12.000	10.056	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
112	13:08:26	-0.001	-0.001	-0.002	12.000	10.148	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
113	13:08:27	0.000	-0.001	-0.002	12.000	10.239	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
114	13:08:28	0.000	-0.001	-0.002	12.000	10.331	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
115	13:08:29	0.000	-0.001	-0.002	12.000	10.423	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
116	13:08:30	-0.001	-0.001	-0.002	12.000	10.514	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
117	13:08:31	-0.001	-0.001	-0.002	12.000	10.606	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
118	13:08:32	0.000	-0.001	-0.002	12.000	10.698	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
119	13:08:33	0.000	-0.001	-0.002	12.000	10.789	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	788
120	13:08:34	-0.001	-0.001	-0.002	12.000	10.881	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
121	13:08:35	0.000	-0.001	-0.002	12.000	10.973	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Rise	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
122	13:08:36	-0.001	-0.001	-0.002	12.000	11.000	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Soak	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
123	13:08:37	-0.000	-0.001	-0.002	12.000	11.000	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Soak	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
124	13:08:38	0.000	-0.001	-0.002	12.000	11.000	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Soak	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
125	13:08:39	-0.001	-0.001	-0.002	12.000	11.000	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Soak	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
126	13:08:40	-0.000	-0.001	-0.002	12.000	11.000	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Soak	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
127	13:08:41	-0.001	-0.001	-0.002	12.000	11.000	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Soak	Manual	Sensor Status	1	00	Fundamental Activity	000.000	784
128	13:08:42	0.001	-0.001	-0.002	12.000	11.000	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Soak	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
129	13:08:43	-0.001	-0.001	-0.002	12.000	11.000	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Soak	Manual	Sensor Status	1	00	Fundamental Activity	000.000	783
130	13:08:44	-0.001	-0.001	-0.002	12.000	11.000	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Soak	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
131	13:08:45	0.001	-0.001	-0.001	12.000	11.000	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Soak	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
132	13:08:46	-0.001	-0.001	-0.001	12.000	11.000	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Soak	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
133	13:08:47	-0.000	-0.001	-0.001	12.000	11.000	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Soak	Manual	Sensor Status	1	00	Fundamental Activity	000.000	785
134	13:08:48	-0.001	-0.001	-0.001	12.000	11.000	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Soak	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
135	13:08:49	-0.001	-0.001	-0.001	12.000	11.000	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Soak	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
136	13:08:50	0.000	-0.001	-0.001	12.000	11.000	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Soak	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
137	13:08:51	0.000	-0.001	-0.001	12.000	11.000	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Soak	Manual	Sensor Status	1	00	Fundamental Activity	000.000	787
138	13:08:52	-0.001	-0.001	-0.001	12.000	11.000	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Soak	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
139	13:08:53	0.001	-0.001	-0.001	12.000	11.000	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Soak	Manual	Sensor Status	1	00	Fundamental Activity	000.000	786
140	13:08:54	0.000	-0.001	-0.001	12.000	11.000	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Soak	Manual	Sensor Status	1	00	Fundamental Activity	000.000	784
141	13:08:55	-0.001	-0.001	-0.001	12.000	11.000	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Soak	Manual	Sensor Status	1	00	Fundamental Activity	000.000	782
142	13:08:56	-0.001	-0.001	-0.001	12.000	11.000	19.363	-0.000	-0.000	-0.000	PreCon Soak	PreCon Soak	Manual	Sensor Status	1	00	Fundamental Activity	000.000	782
