	Timestamp	Filtered Rate: B3PYMPM	Source Power: B3PYMPM	Thickness: B3PYMPM	State: B3PYMPM	Fundamental  Frequency: B3PYMPM	Current Z-Ratio: B3PYMPM
0	14:01:31	-0.006	0.000	-0.000	Ready	5923850.709	1.794
1	14:01:32	-0.007	0.320	-0.000	PreCon Rise	5923850.726	1.794
2	14:01:33	-0.005	0.853	-0.000	PreCon Rise	5923850.744	1.794
3	14:01:34	-0.003	1.387	-0.000	PreCon Rise	5923850.754	1.794
4	14:01:36	-0.006	1.920	-0.000	PreCon Rise	5923850.775	1.794
5	14:01:36	-0.007	2.453	-0.000	PreCon Rise	5923850.799	1.794
6	14:01:37	-0.008	2.987	-0.000	PreCon Rise	5923850.827	1.794
7	14:01:38	-0.004	3.520	-0.000	PreCon Rise	5923850.841	1.794
8	14:01:39	-0.006	4.053	-0.000	PreCon Rise	5923850.862	1.794
9	14:01:40	-0.010	4.587	-0.000	PreCon Rise	5923850.897	1.794
10	14:01:41	-0.003	5.120	-0.000	PreCon Rise	5923850.908	1.794
11	14:01:42	-0.004	5.653	-0.000	PreCon Rise	5923850.922	1.794
12	14:01:43	-0.003	6.187	-0.000	PreCon Rise	5923850.932	1.794
13	14:01:44	0.001	6.720	-0.000	PreCon Rise	5923850.929	1.794
14	14:01:45	-0.006	7.253	-0.000	PreCon Rise	5923850.950	1.794
15	14:01:46	-0.008	7.787	-0.000	PreCon Rise	5923850.978	1.794
16	14:01:47	-0.007	8.320	-0.000	PreCon Rise	5923851.002	1.794
17	14:01:48	-0.005	8.853	-0.000	PreCon Rise	5923851.019	1.794
18	14:01:49	-0.005	9.387	-0.000	PreCon Rise	5923851.037	1.794
19	14:01:50	-0.005	9.920	-0.000	PreCon Rise	5923851.054	1.794
20	14:01:51	-0.009	10.453	-0.000	PreCon Rise	5923851.086	1.794
21	14:01:52	-0.005	10.987	-0.000	PreCon Rise	5923851.103	1.794
22	14:01:53	-0.006	11.520	-0.000	PreCon Rise	5923851.124	1.794
23	14:01:54	-0.005	12.053	-0.000	PreCon Rise	5923851.142	1.794
24	14:01:55	-0.003	12.587	-0.000	PreCon Rise	5923851.152	1.794
25	14:01:56	-0.007	13.120	-0.000	PreCon Rise	5923851.177	1.794
26	14:01:57	-0.005	13.653	-0.000	PreCon Rise	5923851.194	1.794
27	14:01:58	-0.002	14.187	-0.000	PreCon Rise	5923851.201	1.794
28	14:01:59	-0.008	14.720	-0.000	PreCon Rise	5923851.229	1.794
