	Pixel	Max Current (A)	Max Luminance (cd/m2)	Status	Turnon Voltage (V)	EQE(%)_max	EQE(%)_avg	CE(cd/A)_max	CE(cd/A)_avg	PE(lm/W)_max	PE(lm/W)_avg	V (V) @ 100 cd/m2	EQE(%) @ 100 cd/m2	CE(cd/A) @ 100 cd/m2	PE(lm/W) @ 100 cd/m2	λmax (nm) @ 100 cd/m2	FWHM (nm) @ 100 cd/m2	CIE-x @ 100 cd/m2	CIE-y @ 100 cd/m2	Hex Color @ 100 cd/m2	V (V) @ 250 cd/m2	EQE(%) @ 250 cd/m2	CE(cd/A) @ 250 cd/m2	PE(lm/W) @ 250 cd/m2	λmax (nm) @ 250 cd/m2	FWHM (nm) @ 250 cd/m2	CIE-x @ 250 cd/m2	CIE-y @ 250 cd/m2	Hex Color @ 250 cd/m2
0	A1-1	0.0200012	309.47	Working	3.8	0.17282	0.11885343333333334	0.27609465319836723	0.25359244771300044	0.167191	0.12581750333333333	6.99992	0.111907	0.26747800391609533	0.120046	579.5	30.0	0.5113639683868069	0.41124773434034745	#ffae00	8.99984	0.116117	0.25580919502332217	0.0892963	579.5	31.0	0.491764816543322	0.3947428110260722	#ffa202
1	A2-1	0.0196156	332.56	Working	3.8	0.138282	0.11641725999999998	0.33199403175956516	0.30321645441769884	0.216874	0.15266261999999997	6.80006	0.129261	0.3234428275977716	0.149429	579.5	30.0	0.515399214256535	0.4170953657969044	#ffb400	8.80004	0.123442	0.28078027184244503	0.100238	579.5	31.0	0.4967389588849376	0.4011884303956124	#ffa800
2	A3-1	0.020001	375.87	Working	3.6	0.152472	0.13607905757575756	0.37134982969990654	0.32740052195963476	0.233706	0.1627703181818182	6.80002	0.143377	0.35946729785426035	0.166073	579.5	30.5	0.5156625992425059	0.42021888892860054	#ffb800	8.79992	0.138699	0.3186366542335793	0.113754	579.5	30.5	0.4991374544977398	0.4043954182843299	#ffab00
3	A4-1	0.0199136	375.32	Working	4.0	0.136437	0.11443356322580643	0.3339554015196237	0.2928140901180483	0.167057	0.13531803548387095	7.00009	0.132283	0.3324189396101246	0.149187	579.5	30.0	0.5197623971928782	0.4227996616835324	#ffb900	8.8	0.134146	0.31694402799853594	0.113149	579.5	30.5	0.5037045204876993	0.4079413198468769	#ffae00
4	B1-1	0.0200013	256.35	Working	3.8	0.0932499	0.08202673703703704	0.2330408671358796	0.2010676640361052	0.126558	0.10266773703703704	7.00002	0.0920206	0.22562631832922775	0.101261	579.5	30.5	0.5159192380476394	0.4177938404651928	#ffb400	8.89178	0.0897119	0.20506287597593756	0.0724514	579.5	31.0	0.5018486115761436	0.4051029642232015	#ffab00
5	B2-1	0.0200016	258.26	Working	3.8	0.141834	0.09720168148148149	0.2619964760625353	0.2342976579250447	0.163325	0.12153744074074074	7.00004	0.100356	0.25117082961641396	0.112725	579.5	30.0	0.5180211467897591	0.4207241574084613	#ffb700	8.9735	0.0886246	0.20658907287417008	0.0723261	579.5	31.0	0.5053537023331537	0.4084818733208911	#ffad00
6	B3-1	0.0200014	262.26	Working	4.0	0.100115	0.0779606888888889	0.24518884487260287	0.19899779376350354	0.120698	0.09554494444444445	7.00002	0.0868569	0.22335166702106438	0.100239	579.5	30.5	0.5214912973013678	0.42323508931467807	#ffb800	8.99997	0.089368	0.212569372395962	0.0742013	579.5	31.0	0.5084276991208398	0.4118678675542607	#ffb100
7	B4-1	0.0198264	314.35	Working	3.8	0.152833	0.11453446896551726	0.32457613371659194	0.2830570144642733	0.189297	0.14224472758620688	6.99997	0.125201	0.31487473310885566	0.141316	579.5	29.5	0.5224468128217586	0.4275922163337082	#ffbe00	8.79992	0.106056	0.26060052928498656	0.0930352	579.5	31.0	0.5105943193600966	0.4151531186408106	#ffb400
8	B5-1	0.0200016	0.7	Short Circuit	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
9	C1-1	0.0200017	104.13	Working	4.2	0.0508567	0.029587617857142857	0.08728505720972565	0.08083971164918749	0.0607166	0.038617846428571426	9.52358	0.032575	0.08329427010423082	0.0274767	580.0	31.0	0.519318924073753	0.4202209083569646	#ffb500	-	-	-	-	-	-	-	-	-
