	Pixel	Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)	CE(cd/A)
0	A1-1	-0.999966	-2.40423e-06	-0.0150264	-1.1436	12.7461	-0.0546972	0.36400734706915827
1	A1-1	-0.799988	-1.40715e-06	-0.00879469	-7.80595	2.58421	-0.174815	1.987733507377747
2	A1-1	-0.599962	-7.45032e-07	-0.00465645	6.87469	21.7658	0.0611339	-1.312886426354841
3	A1-1	-0.399956	-3.3322e-07	-0.00208263	-23.0243	27.2816	-0.0610465	2.9312215804055453
4	A1-1	-0.200008	-1.04122e-07	-0.000650762	-1034.73	45.3625	-0.428694	65.87569649119033
5	A1-1	4.16756e-05	5.93662e-10	3.71039e-06	343934000.0	55572.8	0.169288	4562.539247895774
6	A1-1	0.200028	8.86404e-08	0.000554003	-243.792	287.562	-0.0859949	-15.5224610697054
7	A1-1	0.39997	2.50997e-07	0.00156873	-48.5442	6.89499	-0.0969534	-6.180375207970778
8	A1-1	0.599962	5.33122e-07	0.00333201	-58.1711	34.3083	-0.370159	-11.109180344596805
9	A1-1	0.799975	9.94712e-07	0.00621695	-1.74019	14.0456	-0.0275487	-0.44312243141733487
10	A1-1	0.999981	1.70016e-06	0.010626	-1.51293	7.64153	-0.0511719	-0.4815725578769057
11	A1-1	1.19998	2.78567e-06	0.0174104	-6.74549	5.28401	-0.448588	-2.576551945963332
12	A1-1	1.39998	4.27475e-06	0.0267172	-5.17536	0.173341	-0.616173	-2.3062783525219706
13	A1-1	1.59999	6.30251e-06	0.0393907	-4.42213	3.24765	-0.887141	-2.2521585044185555
14	A1-1	1.79997	9.21551e-06	0.0575969	-1.83802	-1.26744	-0.606547	-1.0530896628117137
15	A1-1	1.99996	1.34294e-05	0.0839338	-0.319051	2.0073	-0.170478	-0.20311007007903847
16	A1-1	2.19996	1.86277e-05	0.116423	-0.654142	1.53679	-0.533305	-0.4580752944005909
17	A1-1	2.39988	2.56614e-05	0.160384	-0.530733	0.135677	-0.650243	-0.40542884577015165
18	A1-1	2.59986	3.42271e-05	0.213919	0.0142936	0.340699	0.0253041	0.011828823059195302
19	A1-1	2.7998	4.62425e-05	0.289016	-0.152442	0.424464	-0.392648	-0.13585683837573007
20	A1-1	2.99975	6.23037e-05	0.389398	-0.153285	0.0243093	-0.569941	-0.14636464491343046
21	A1-1	3.19975	8.45353e-05	0.528346	-0.0284593	0.191576	-0.153147	-0.028986118944782396
22	A1-1	3.39987	0.00012221	0.763813	-0.0025811	0.125901	-0.0213355	-0.0027932884095976376
23	A1-1	3.59976	0.000173207	1.08254	0.0833151	0.0751353	1.03346	0.0954662183383524
24	A1-1	3.79976	0.000231305	1.44566	0.131124	0.17282	2.29274	0.15859469031445844
