	Pixel	Max Current (A)	Max Luminance (cd/m2)	Status	Turnon Voltage (V)	EQE(%)_max	EQE(%)_avg	CE(cd/A)_max	CE(cd/A)_avg	PE(lm/W)_max	PE(lm/W)_avg	V (V) @ 100 cd/m2	EQE(%) @ 100 cd/m2	CE(cd/A) @ 100 cd/m2	PE(lm/W) @ 100 cd/m2	λmax (nm) @ 100 cd/m2	FWHM (nm) @ 100 cd/m2	CIE-x @ 100 cd/m2	CIE-y @ 100 cd/m2	Hex Color @ 100 cd/m2	V (V) @ 250 cd/m2	EQE(%) @ 250 cd/m2	CE(cd/A) @ 250 cd/m2	PE(lm/W) @ 250 cd/m2	λmax (nm) @ 250 cd/m2	FWHM (nm) @ 250 cd/m2	CIE-x @ 250 cd/m2	CIE-y @ 250 cd/m2	Hex Color @ 250 cd/m2
0	A1-1	0.0200026	1600.96	Working	3.4	0.548094	0.4039931235294118	1.730427211712397	1.268621488656633	0.907075	0.5912499411764706	5.00058	0.362539	1.138012332245194	0.714952	531.0	88.0	0.376086552536123	0.5774997955636345	#29ff00	5.80059	0.526508	1.6514241203784774	0.894413	534.0	88.0	0.37239355341398184	0.5806776258057076	#25ff00
1	A1-2	0.0197936	1487.28	Working	3.6	0.527131	0.38576452727272725	1.6559586564433215	1.1937979815179005	0.855688	0.5427067636363636	5.20061	0.435289	1.3286325662339618	0.802604	534.0	91.5	0.37601514916912054	0.5777777688179652	#29ff00	6.00055	0.52626	1.6343995701288996	0.855688	533.5	87.0	0.3718302232257965	0.5825955571877868	#25ff00
2	A1-3	0.0200024	1338.16	Working	3.8	0.454475	0.345092296969697	1.4286692191280246	1.0857114052597479	0.7421	0.4850673575757575	5.20053	0.28954	0.9611404833836857	0.580617	534.0	87.0	0.3777052204663707	0.5808857883183044	#2aff00	6.2005	0.442511	1.4285526243624198	0.723802	532.5	86.5	0.37257755299527634	0.5825251653054879	#25ff00
3	A1-4	0.0196181	1451.22	Working	3.6	0.493642	0.3574191666666667	1.5328572662183828	1.0934558653287516	0.760388	0.4857033666666667	5.2005	0.353376	1.0512053216643937	0.635028	537.0	86.0	0.3780370084984162	0.5784161896777128	#2bff00	6.20044	0.479225	1.5007530486323666	0.760388	537.0	87.5	0.37196962100888975	0.5806467517688828	#25ff00
4	A1-5	0.020002	1396.49	Working	4.0	0.47085	0.35349593749999997	1.4761880445285924	1.1080054386221179	0.724734	0.4860878375	5.40037	0.322399	1.0460412403588857	0.608524	535.5	87.5	0.3790347457379411	0.5878659213955323	#2aff00	6.20031	0.452277	1.4303483996735877	0.724734	532.5	86.5	0.3732781947487244	0.5832562976201189	#26ff00
5	A1-6	0.0200011	1417.05	Working	4.0	0.49062	0.3658050636363636	1.5104034583674408	1.1347577951807617	0.756285	0.4925728939393939	5.40024	0.332511	1.0498045896382402	0.610721	531.5	86.0	0.3722762909029243	0.5708145195207028	#27ff00	6.40031	0.483344	1.5104034583674408	0.741383	533.5	87.0	0.3730320386019209	0.5813750506731026	#26ff00
6	A1-7	0.0200014	800.77	Working	4.2	0.276778	0.21486410625000002	0.8403336951308782	0.6489899087700493	0.415888	0.27970135625000003	6.00006	0.268587	0.7883079894472397	0.412753	538.5	88.0	0.37224746774280937	0.5818846863718402	#25ff00	7.20005	0.26007	0.8160528239809907	0.356068	533.5	86.0	0.3685262435911374	0.5816078220358509	#22ff00
7	A1-8	0.0200015	1318.5	Working	4.0	0.441148	0.3290549372727273	1.3747168544387451	1.0211392714221068	0.670825	0.4374603969696969	5.60004	0.327839	1.0326474760957347	0.57931	538.0	87.5	0.37740234642983833	0.5815971991502354	#2aff00	6.60009	0.437819	1.3706005532928611	0.652394	533.5	88.0	0.37341442563541943	0.5816678707006828	#26ff00
8	A2-1	0.0200008	2558.81	Working	3.0	1.08606	0.7821757027777779	3.4516010236329953	2.511398530741652	2.02874	1.2787496388888888	4.19972	0.803148	2.6029633012734403	1.94714	539.0	88.5	0.3765162477059942	0.5898255110064293	#28ff00	5.00009	0.900022	2.89897207770992	1.82145	533.0	84.5	0.3658595171528333	0.5867151945050508	#1fff00
9	A3-1	0.0200015	2604.55	Working	3.0	0.989388	0.8027346764705883	3.1761414416164753	2.529538975060434	2.08444	1.3510698529411764	3.99977	0.753649	2.4853837209780067	1.95213	531.5	86.0	0.36696196155733113	0.5862590670242405	#20ff00	4.59972	0.92676	2.9673358320069823	2.02668	530.5	84.5	0.363969717712508	0.5884471996013917	#1dff00
10	A4-1	0.0199104	2926.86	Working	3.0	1.45655	1.0251774027027027	4.703560608587796	3.301247652390625	3.3131	1.728879945945946	3.99973	1.25219	4.165221835820447	3.27158	531.5	83.0	0.37137619449571146	0.5895608588385626	#23ff00	4.59972	1.43678	4.703560608587796	3.21252	531.5	83.5	0.3624877185762135	0.5922474460549593	#1bff00
11	A5-1	0.0200009	2890.56	Working	3.0	1.48793	1.0828420857142858	4.907030281565433	3.6235749588266493	3.73541	2.0578823714285717	3.99969	1.42697	4.7148520495413795	3.70331	532.0	81.5	0.3643395961979494	0.5935902664061741	#1cff00	4.59959	1.44401	4.743386841510287	3.23981	530.5	81.0	0.35859998568677215	0.5924359373648843	#17ff00
12	B1-1	0.0198219	1872.28	Working	3.2	0.487167	0.3200676057142858	1.5401167989625404	1.0191939051878482	0.67747	0.4987371785714286	4.39971	0.175721	0.5457615543812747	0.389698	536.0	86.0	0.37491803679734226	0.5852860912054226	#27ff00	4.99998	0.252853	0.8244496363023268	0.518019	534.5	85.5	0.36793337541004534	0.5851548527842411	#21ff00
13	B2-1	0.0200011	2122.57	Working	3.0	0.551161	0.3879881194285715	1.7583146708763695	1.2534020545588638	0.843835	0.6515057999999998	4.19969	0.24627	0.788275060500059	0.589674	528.5	83.5	0.3682255572052992	0.5880489181453706	#21ff00	4.80004	0.346283	1.1217231296632386	0.73416	531.0	84.0	0.36439719136516463	0.5884085728719517	#1dff00
