	Timestamp	Filtered Rate: TAPC	Source Power: TAPC	Thickness: TAPC	State: TAPC	Fundamental  Frequency: TAPC	Current Z-Ratio: TAPC
0	16:44:06	0.000	0.000	-0.000	Ready	5933407.528	1.665
1	16:44:07	0.000	0.300	-0.000	PreCon Rise	5933407.528	1.665
2	16:44:08	0.000	0.850	-0.000	PreCon Rise	5933407.528	1.665
3	16:44:09	0.000	1.350	-0.000	PreCon Rise	5933407.528	1.665
4	16:44:10	0.000	1.850	-0.000	PreCon Rise	5933407.528	1.665
5	16:44:11	0.010	2.350	-0.000	PreCon Rise	5933407.528	1.665
6	16:44:12	0.010	2.850	-0.000	PreCon Rise	5933407.528	1.665
7	16:44:13	0.000	3.350	-0.000	PreCon Rise	5933407.531	1.665
8	16:44:14	0.000	3.850	-0.000	PreCon Rise	5933407.531	1.665
9	16:44:15	0.000	4.350	-0.000	PreCon Rise	5933407.531	1.665
10	16:44:16	0.000	4.850	-0.000	PreCon Rise	5933407.531	1.665
11	16:44:17	0.000	5.350	-0.000	PreCon Rise	5933407.531	1.665
12	16:44:18	0.000	5.850	-0.000	PreCon Rise	5933407.531	1.665
13	16:44:19	0.000	6.350	-0.000	PreCon Rise	5933407.531	1.665
14	16:44:20	0.000	6.850	-0.000	PreCon Rise	5933407.531	1.665
15	16:44:21	0.000	7.350	-0.000	PreCon Rise	5933407.531	1.665
16	16:44:22	0.000	7.850	-0.000	PreCon Rise	5933407.531	1.665
17	16:44:23	-0.010	8.350	-0.000	PreCon Rise	5933407.535	1.665
18	16:44:24	0.000	8.850	-0.000	PreCon Rise	5933407.531	1.665
19	16:44:25	0.010	9.350	-0.000	PreCon Rise	5933407.531	1.665
20	16:44:26	0.000	9.850	-0.000	PreCon Rise	5933407.535	1.665
21	16:44:27	0.000	10.350	-0.000	PreCon Rise	5933407.535	1.665
22	16:44:28	0.000	10.850	-0.000	PreCon Rise	5933407.535	1.665
23	16:44:29	0.000	11.350	-0.000	PreCon Rise	5933407.535	1.665
24	16:44:30	0.000	11.850	-0.000	PreCon Rise	5933407.535	1.665
