	Pixel	Max Current (A)	Max Luminance (cd/m2)	Status	Turnon Voltage (V)	EQE(%)_max	EQE(%)_avg	CE(cd/A)_max	CE(cd/A)_avg	PE(lm/W)_max	PE(lm/W)_avg	V (V) @ 100 cd/m2	EQE(%) @ 100 cd/m2	CE(cd/A) @ 100 cd/m2	PE(lm/W) @ 100 cd/m2	λmax (nm) @ 100 cd/m2	FWHM (nm) @ 100 cd/m2	CIE-x @ 100 cd/m2	CIE-y @ 100 cd/m2	Hex Color @ 100 cd/m2	V (V) @ 250 cd/m2	EQE(%) @ 250 cd/m2	CE(cd/A) @ 250 cd/m2	PE(lm/W) @ 250 cd/m2	λmax (nm) @ 250 cd/m2	FWHM (nm) @ 250 cd/m2	CIE-x @ 250 cd/m2	CIE-y @ 250 cd/m2	Hex Color @ 250 cd/m2
0	A1-1	0.0200007	912.8	Working	3.2	0.776218	0.38070711428571424	1.505230980201697	1.0558083945753864	1.3403	0.5999743428571428	5.40004	0.412725	1.1949253178041621	0.695173	578.5	31.5	0.5370908677970948	0.45971902684207516	#ffdd00	6.59996	0.358399	1.0145578324329663	0.482933	578.5	32.0	0.5314688062666029	0.4585454497030799	#ffe000
1	A2-1	0.0197916	927.2	Working	3.2	0.692592	0.384033775	2.2560501575934158	1.1755753799921012	2.21496	0.6841305	5.4001	0.450547	1.2738699956952217	0.741096	579.0	31.5	0.5349744954312192	0.46221046459543913	#ffe200	6.60009	0.372637	1.0805132337652035	0.514315	578.5	32.0	0.5314415414453686	0.45959125260059275	#ffe200
2	A3-1	0.0200004	966.12	Working	3.2	1.3325	0.45874029729729726	1.8879040539279028	1.2006801809649876	1.80065	0.6818846756756757	5.40003	0.487856	1.3593366544509646	0.790823	578.5	32.0	0.5325082369118126	0.45945667799663964	#ffe100	6.59995	0.403655	1.1448128313583963	0.544934	578.5	33.0	0.5307557745510976	0.4592632200012796	#ffe200
3	A4-1	0.0200002	1004.11	Working	3.2	0.759735	0.4193500263157894	1.6513391967872653	1.1863504716659494	1.36528	0.6471356315789474	5.40007	0.504894	1.440223113125327	0.837874	578.5	31.0	0.5321513978737804	0.4593769370765674	#ffe100	6.60004	0.420402	1.2180443129176701	0.579785	578.5	32.5	0.5304363284021866	0.4593275342283216	#ffe200
4	B1-1	0.0199652	863.17	Working	3.4	0.748617	0.3663888484848485	1.4966496202316302	1.028038112868109	1.3165	0.5784315151515153	5.59995	0.379357	1.111739717714308	0.62369	578.5	32.0	0.5354483131364036	0.4570607140160542	#ffdb00	6.79991	0.333093	0.9535881020088505	0.440563	578.5	32.5	0.5337232475571811	0.45740275235235967	#ffdd00
5	B2-1	0.0200005	846.22	Working	3.2	0.948497	0.39198654285714285	1.6101520411828083	1.0374402083441339	1.38481	0.5959016571428573	5.59995	0.395374	1.1158679279701875	0.626004	578.5	32.0	0.5371648271917938	0.4577609006291654	#ffdb00	6.9999	0.328459	0.9359721941952948	0.42007	578.5	32.5	0.5348904718524866	0.4569976376641977	#ffdc00
6	B3-1	0.01965	879.92	Working	3.2	1.09462	0.3833119428571428	1.5009557655547479	1.0528441208477552	1.42187	0.6008775428571429	5.59997	0.394773	1.1354133970862776	0.636967	578.5	32.0	0.5341047600676965	0.4579002968407907	#ffdd00	6.99999	0.337131	0.962379176192195	0.431917	578.5	32.5	0.5349948538946502	0.45804824275877476	#ffdd00
7	B4-1	0.0200007	951.67	Working	3.2	0.764384	0.40366116666666674	1.7740132677726734	1.165641572615609	1.46673	0.6595621944444444	5.59989	0.446034	1.2880499438589628	0.722608	578.0	32.0	0.5358193970896621	0.46067929382921846	#ffe000	6.99991	0.376056	1.0789972140450015	0.484259	578.5	33.0	0.5345596669887356	0.45894437348910233	#ffde00
8	B5-1	0.0200006	986.15	Working	3.2	0.52343	0.3464360540540541	1.4840490387400953	1.0994542443133282	1.22698	0.596956	5.60003	0.437046	1.2938218947912627	0.725826	578.5	33.0	0.5331487008866408	0.4551361641116644	#ffdb00	6.99996	0.374159	1.0855249989992395	0.487184	578.5	33.0	0.5350896659615314	0.4578923202862945	#ffdd00
9	C1-1	0.0200006	719.23	Working	3.4	0.448539	0.290970725	1.4539191946673924	0.8687800891753652	1.34349	0.45893100000000003	6.20002	0.329444	0.9233059055607884	0.467846	578.5	33.5	0.5421391068722233	0.45738340208885203	#ffd700	7.99988	0.269039	0.7639002035194179	0.299987	579.0	34.0	0.5409272562371452	0.4536512048209346	#ffd300
10	C2-1	0.0200004	714.74	Working	3.4	1.05193	0.29767145875	1.1644229381640991	0.7967338244963329	1.01617	0.41472255	6.20003	0.314015	0.8645384171391708	0.438069	578.5	33.5	0.5423108384618415	0.45429015332538153	#ffd300	7.99986	0.242777	0.6859032748939089	0.269358	579.0	34.0	0.5408057658906349	0.45278446407777123	#ffd200
11	C3-1	0.0200002	720.97	Working	3.4	0.673287	0.30178048780487804	1.6369792548411883	0.9294883092600807	1.42862	0.4951992195121952	6.40006	0.338422	0.9545758418071145	0.468571	579.0	33.5	0.5401512803269953	0.4511780864138424	#ffd000	8.19984	0.273678	0.7830581445545071	0.300012	579.0	35.0	0.5412958380958656	0.4528405299658133	#ffd100
12	C4-1	0.0200004	698.9	Working	3.6	0.420152	0.2826595948717949	1.357737383336528	0.9526246805202641	1.08423	0.48446607692307697	6.40008	0.361869	1.0356399229407072	0.50836	579.0	34.5	0.5450640075703443	0.4549818788684445	#ffd100	8.1999	0.296362	0.8408605974395448	0.322155	579.0	35.0	0.541885261395466	0.45226514736823203	#ffd000
13	C4-2	0.0200006	647.11	Working	4.4	0.304405	0.22547400000000004	0.8235538873497129	0.6605287505778826	0.539017	0.2847291794871795	7.59993	0.238622	0.683688541886474	0.282617	579.0	34.5	0.5500243956471477	0.4505944558373301	#ffc900	9.39984	0.222966	0.6189330351455788	0.206859	579.0	35.5	0.5444420404475636	0.45011718538841744	#ffcc00
14	C5-1	0.0200006	753.4	Working	3.6	1.41273	0.39816497674418594	1.7277341207782495	0.9649437780221182	1.50783	0.48671265116279055	6.59998	0.366884	1.0033518953851104	0.477592	579.0	33.5	0.5386430671877571	0.4512619767653578	#ffd100	8.19983	0.312211	0.8511290941012654	0.326092	579.0	35.0	0.5407555913773733	0.45087011904732693	#ffcf00
15	D1-1	0.0200008	157.73	Working	3.6	0.523993	0.299734725	0.9530017442716179	0.785893155305756	0.831713	0.48579132499999994	6.59988	0.261248	0.7272864344667991	0.346193	579.0	33.0	0.5465393282879416	0.45195985883615075	#ffcd00	-	-	-	-	-	-	-	-	-
16	D1-2	0.0200001	595.58	Working	4.6	0.181597	0.15055546548387097	0.503748479422659	0.4147415860018507	0.241955	0.17267903129032264	6.59987	0.168671	0.4688874341524281	0.223194	579.0	34.0	0.5452036505238803	0.45052807950556456	#ffcc00	8.3998	0.171195	0.47739128740441317	0.178548	579.0	35.5	0.5451069731044214	0.4511389707605193	#ffcd00
17	D2-1	0.0199524	649.11	Working	3.4	1.35927	0.3408619268292683	2.2841149525980144	0.8754329851195976	2.11065	0.47774626829268296	6.59992	0.304881	0.8379253934612502	0.398855	579.0	34.5	0.5438702049115779	0.4490627989101742	#ffcb00	8.59971	0.24436	0.6828533892353976	0.249456	579.0	35.5	0.5434391078481982	0.4500849876912111	#ffcd00
18	D3-1	0.0200009	639.35	Working	3.6	0.723123	0.27335660465116285	1.312119526970832	0.808390523221538	1.14512	0.40128446511627897	6.99993	0.28936	0.8379715620331802	0.376083	579.0	34.5	0.5473980616757536	0.44911422709159865	#ffc900	8.99987	0.248767	0.6848646190775802	0.239066	579.0	36.0	0.5451954531623561	0.4499169135790648	#ffcb00
19	D4-1	0.0197616	666.27	Working	3.4	0.605439	0.29136774418604644	2.5929272934178695	0.9283842431410402	2.39623	0.4989416511627907	6.79989	0.318435	0.9001988918880522	0.4159	579.5	34.5	0.545689219929027	0.4509275620872824	#ffcc00	8.79983	0.260908	0.7254224086110115	0.25898	579.0	36.5	0.545515622440691	0.4493402408166698	#ffca00
20	D5-1	0.0200003	689.32	Working	3.4	1.00529	0.3211806046511628	2.2410309056108972	0.9574414746976241	2.07098	0.5105988604651164	6.79993	0.332265	0.9471280044091135	0.437578	579.0	35.0	0.5454065450318649	0.4463092913606135	#ffc700	8.79983	0.270976	0.7504941581697555	0.267931	579.0	36.0	0.5447765099369505	0.44830078226834846	#ffc900
