	Pixel	Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)	CE(cd/A)
0	A1-1	-0.999967	-7.12691e-07	-0.00445432	-20.7575	15.8896	-0.294302	6.607113992708202
1	A1-1	-0.799992	-4.91772e-07	-0.00307357	-13.0466	-0.888714	-0.102112	3.3222604333071963
2	A1-1	-0.59997	-3.1851e-07	-0.00199069	49.4274	-26.9481	0.18791	-9.439440595974261
3	A1-1	-0.399961	-1.80713e-07	-0.00112946	-367.737	-93.1636	-0.528779	46.81697448338143
4	A1-1	-0.200009	-7.56511e-08	-0.000472819	213.636	-23.5836	0.0643086	-13.601103170557867
5	A1-1	4.83274e-05	1.62981e-08	0.000101863	4453420.0	-588.806	0.0697837	68.50740700745119
6	A1-1	0.200025	9.05741e-08	0.000566088	-1516.91	37.0971	-0.546737	-96.58162688486597
7	A1-1	0.399971	2.34911e-07	0.00146819	-132.393	-12.5158	-0.247473	-16.855652197603852
8	A1-1	0.599962	4.20583e-07	0.00262864	-50.9763	-14.0572	-0.255902	-9.735148213524866
9	A1-1	0.79998	6.55565e-07	0.00409728	-44.0563	-4.95614	-0.459656	-11.218564511090284
10	A1-1	0.999983	9.24611e-07	0.00577882	-21.8854	11.2113	-0.402564	-6.96619725134197
11	A1-1	1.19999	1.21679e-06	0.00760494	-35.8403	-4.05976	-1.04111	-13.689917343200602
12	A1-1	1.39999	1.29029e-06	0.00806431	-12.1182	15.2981	-0.435494	-5.400263630738402
13	A1-1	1.6	1.6848e-06	0.01053	-8.35177	8.19513	-0.447896	-4.2535232668566
14	A1-1	1.79998	2.06814e-06	0.0129259	-2.19999	11.2904	-0.162929	-1.2604847631499545
15	A1-1	1.99997	2.4832e-06	0.01552	-1.28818	10.7357	-0.127275	-0.8200708762886597
16	A1-1	2.20001	3.15061e-06	0.0196913	-5.13711	-3.77579	-0.708383	-3.5974415097022545
17	A1-1	2.39997	4.16594e-06	0.0260371	-0.934317	-3.01237	-0.185842	-0.7137584446808592
18	A1-1	2.59997	6.34827e-06	0.0396767	-0.919341	-0.740291	-0.301877	-0.7608420055095307
19	A1-1	2.79977	1.01674e-05	0.0635462	1.5866	0.53558	0.898524	1.413969678753411
20	A1-1	2.99987	1.80913e-05	0.113071	1.46225	-0.143131	1.57879	1.3962819821174306
21	A1-1	3.19991	3.18198e-05	0.198874	1.22384	0.776218	2.47909	1.246563150537526
22	A1-1	3.39981	5.50842e-05	0.344276	1.3403	0.677853	4.99359	1.4504612578280216
23	A1-1	3.59982	8.99846e-05	0.562404	1.19085	0.267909	7.67423	1.3645404371234913
24	A1-1	3.7998	0.000140012	0.875075	1.24449	0.60171	13.1719	1.505230980201697
25	A1-1	3.99983	0.000209928	1.31205	1.14717	0.424449	19.1633	1.4605617163980031
26	A1-1	4.19978	0.000302207	1.88879	1.03422	0.537803	26.1142	1.382588853181137
27	A1-1	4.39974	0.00042609	2.66306	0.967221	0.444901	36.0732	1.354577065481063
28	A1-1	4.59976	0.000578946	3.61841	0.898061	0.458348	47.5783	1.3148952164072063
29	A1-1	4.8001	0.000772131	4.82582	0.836368	0.456761	61.6693	1.2779030299513865
30	A1-1	5.00005	0.00100553	6.28456	0.783492	0.43026	78.3672	1.2469798999452626
31	A1-1	5.2001	0.00127475	7.96719	0.737783	0.418031	97.2961	1.2212097364315397
32	A1-1	5.40004	0.00157103	9.81894	0.695173	0.412725	117.329	1.1949253178041621
33	A1-1	5.60001	0.00192213	12.0133	0.64517	0.416788	138.158	1.1500420367426103
34	A1-1	5.80014	0.00230838	14.4274	0.608499	0.405363	162.082	1.1234318033741353
35	A1-1	6.00002	0.00273141	17.0713	0.573076	0.386237	186.845	1.0944977828284899
36	A1-1	6.20007	0.00318212	19.8883	0.538477	0.37739	211.354	1.062705208589975
37	A1-1	6.40007	0.00366321	22.8951	0.510928	0.369155	238.307	1.0408646391585972
38	A1-1	6.59996	0.00421161	26.3226	0.482933	0.358399	267.058	1.0145578324329663
39	A1-1	6.80001	0.00477507	29.8442	0.458305	0.351468	296.056	0.9920051467286776
40	A1-1	6.99997	0.00538313	33.6446	0.43661	0.343102	327.306	0.9728336791045221
41	A1-1	7.19997	0.00603013	37.6883	0.415167	0.336358	358.6	0.9514889236182051
42	A1-1	7.39991	0.0067299	42.0619	0.395293	0.327671	391.638	0.9310991657533302
43	A1-1	7.59991	0.00747549	46.7218	0.376372	0.319885	425.398	0.910491462229623
44	A1-1	7.7999	0.00828095	51.7559	0.359376	0.314852	461.794	0.8922538299981259
45	A1-1	7.99987	0.00909537	56.8461	0.344966	0.309903	499.356	0.8784349322117084
46	A1-1	8.19981	0.00998219	62.3887	0.329452	0.302791	536.478	0.859896102980187
47	A1-1	8.3999	0.0109333	68.3331	0.316831	0.29974	578.874	0.8471355755848922
48	A1-1	8.59983	0.011926	74.5375	0.302045	0.292107	616.291	0.8268200570182795
49	A1-1	8.79987	0.0130363	81.4769	0.287544	0.285645	656.245	0.805436878428119
