	Wavelength (nm)	Intensity (Counts)	Standard Deviation (Counts)
0	380.0	165.55582352941178	173.6418166640185
1	380.5	228.65094117647058	231.1859287496107
2	381.0	200.73635294117648	211.82962092735843
3	381.5	123.5535294117647	268.3674278899157
4	382.0	183.60647058823525	222.64914200284284
5	382.5	201.68411764705883	163.12977320702188
6	383.0	195.41352941176478	179.26824245317164
7	383.5	232.35470588235296	175.53599996506992
8	384.0	237.96294117647062	251.63209712418282
9	384.5	180.7465294117647	192.40514973850415
10	385.0	199.01899999999998	249.60776896280336
11	385.5	207.25	181.88968790095242
12	386.0	273.5917647058824	201.74534828766028
13	386.5	211.6741176470588	202.7213472336386
14	387.0	293.3282352941177	277.2875170444037
15	387.5	261.48208235294123	294.6582029398334
16	388.0	320.285294117647	244.46644124603634
17	388.5	317.0488235294119	278.0070640634949
18	389.0	280.02	156.1625041988219
19	389.5	393.1852941176471	215.03202068303952
20	390.0	434.9532352941176	273.8042266032922
21	390.5	423.30000000000007	268.5957776375233
22	391.0	425.91176470588243	228.13932761093199
23	391.5	429.25235294117647	267.0406221472992
24	392.0	469.65294117647056	262.32324495608594
25	392.5	386.444705882353	247.1391671321967
26	393.0	458.7117647058824	251.16033286084047
27	393.5	459.4412352941176	296.94515765146014
28	394.0	420.6723529411765	225.90480346765048
29	394.5	608.5764705882353	305.2031927390857
30	395.0	552.7041176470588	242.48729531447074
31	395.5	605.5017647058822	331.99804737617313
32	396.0	588.4705882352939	236.78439874258876
33	396.5	710.3764705882353	439.0822924603646
34	397.0	582.9058823529411	257.61813160199694
35	397.5	760.1882352941177	342.45788729050184
36	398.0	782.9588235294117	375.05345040065885
37	398.5	749.2058823529412	397.6447712255814
38	399.0	786.5058823529412	380.8064545773231
39	399.5	929.9941176470589	347.79298012498964
40	400.0	882.2176470588236	404.9955413484335
41	400.5	999.1764705882352	361.7411969405943
42	401.0	1118.2058823529412	379.94619196529305
43	401.5	1055.8823529411766	438.6000673738503
44	402.0	1049.1470588235295	420.41689270035295
45	402.5	1059.1235294117646	433.93242565473497
46	403.0	1118.3235294117646	467.18530084830337
47	403.5	1240.2411764705885	400.5232960233892
48	404.0	1254.8941176470587	441.0073461714245
49	404.5	1452.7235294117647	648.4345570221288
50	405.0	1412.735294117647	555.2943818543739
51	405.5	1413.9470588235295	544.2207425383532
52	406.0	1445.364705882353	541.1962566076099
53	406.5	1493.0294117647059	485.6672992960679
54	407.0	1545.8882352941177	487.28864484102587
55	407.5	1652.5117647058823	666.2396282228586
56	408.0	1685.3588235294117	656.4880098890061
57	408.5	1731.235294117647	673.1958878812374
58	409.0	1738.8529411764705	618.1309019156979
59	409.5	1861.629411764706	679.5814133496017
60	410.0	1862.3882352941175	587.5666569268375
61	410.5	1812.858823529412	657.2562648741076
62	411.0	1960.4941176470588	766.2996345851915
63	411.5	2006.9117647058824	732.4467054552023
64	412.0	1951.764705882353	649.5232214670339
65	412.5	2049.3764705882354	763.5775607042631
66	413.0	1949.5294117647059	795.0327375906168
67	413.5	2083.723529411765	647.4035195250528
68	414.0	2105.6470588235293	773.5989188185515
69	414.5	2099.3529411764707	742.7700096242656
70	415.0	2208.3529411764707	733.6692588045917
71	415.5	2201.494117647059	866.1123826485582
72	416.0	2296.311764705882	919.5909064120357
73	416.5	2300.8823529411766	828.3431998558357
74	417.0	2352.0	784.4659479731494
75	417.5	2303.529411764706	879.0626102072366
76	418.0	2417.176470588235	796.4312484854006
77	418.5	2391.470588235294	822.6554648459041
78	419.0	2477.470588235294	872.7448328421058
79	419.5	2507.705882352941	958.4891766369112
80	420.0	2542.294117647059	833.9096272594448
81	420.5	2597.3529411764707	906.0573895066387
82	421.0	2740.8823529411766	917.1236289972318
83	421.5	2702.770588235294	918.7515543098215
84	422.0	2739.529411764706	901.5353647200039
85	422.5	2809.4117647058824	922.6019509309482
86	423.0	2842.1176470588234	902.3184440065845
87	423.5	2835.8823529411766	1029.584603977451
88	424.0	2867.3529411764707	913.2351633986834
