	Pixel	Voltage(V)	Current(A)	J(mA/cm2)	PE(lm/W)	EQE(%)	L(cd/m2)	CE(cd/A)
0	A1-1	-0.999972	-1.37244e-06	-0.00857775	-27.1389	-9.90314	-0.740975	8.638337559383288
1	A1-1	-0.799986	-7.6948e-07	-0.00480925	-17.536	-0.532889	-0.214753	4.4654156053438685
2	A1-1	-0.599971	-3.73551e-07	-0.00233469	-8.00038	11.1188	-0.0356715	1.527890212405073
3	A1-1	-0.399952	-1.58559e-07	-0.000990994	56.8967	-61.1781	0.0717821	-7.243444460814092
4	A1-1	-0.200009	-4.85509e-08	-0.000303443	16.3701	-511.11	0.00316249	-1.0422023246540537
5	A1-1	5.87225e-05	3.06244e-08	0.000191402	-698002.0	-892.304	-0.0249723	-13.047042350654644
6	A1-1	0.200044	6.79749e-08	0.000424843	1155.08	-319.066	0.312475	73.55069990561219
7	A1-1	0.399968	1.15969e-07	0.000724806	159.412	-130.952	0.147102	20.295361793362638
8	A1-1	0.599957	2.56379e-07	0.00160237	97.0198	-10.5266	0.296888	18.52805531806012
9	A1-1	0.799973	4.73069e-07	0.00295668	40.74	-20.5759	0.306726	10.374000568204877
10	A1-1	0.999976	8.17469e-07	0.00510918	-14.6684	-28.5536	-0.238547	-4.668987978501443
11	A1-1	1.19999	1.28287e-06	0.00801794	-5.72462	-13.9064	-0.175322	-2.1866215012833723
12	A1-1	1.39998	1.97795e-06	0.0123622	-7.15589	-16.5729	-0.394213	-3.188857970264192
13	A1-1	1.59998	2.93554e-06	0.0183471	-1.35006	-6.62741	-0.12615	-0.687574603070785
14	A1-1	1.79996	4.2177e-06	0.0263606	-1.82906	-3.42092	-0.276247	-1.0479541436841346
15	A1-1	1.99995	5.9774e-06	0.0373587	-0.65864	-2.33638	-0.156643	-0.4192945686011559
16	A1-1	2.19982	8.35215e-06	0.0522009	0.75651	1.41299	0.276522	0.5297264989684086
17	A1-1	2.3998	1.15504e-05	0.07219	-0.142349	-0.128733	-0.0784978	-0.10873777531514059
18	A1-1	2.59984	1.61366e-05	0.100854	-0.518597	-1.93494	-0.432832	-0.4291669145497452
19	A1-1	2.79976	2.34759e-05	0.146724	0.291984	-1.19832	0.381796	0.26021373463100794
20	A1-1	2.99973	3.66012e-05	0.228758	0.152688	-0.938768	0.333514	0.14579337116079
21	A1-1	3.19976	6.05806e-05	0.378629	0.450807	-0.179552	1.73849	0.45915394753175276
22	A1-1	3.39969	0.000101795	0.636219	0.558053	-0.00363175	3.84213	0.6039005436807138
23	A1-1	3.59974	0.000168466	1.05291	0.644332	0.208069	7.77362	0.7382986200150061
24	A1-1	3.79972	0.000270191	1.68869	0.612893	0.207671	12.5181	0.7412905861940321
25	A1-1	3.99965	0.000416219	2.60137	0.575769	0.224065	19.0688	0.7330291346482813
26	A1-1	4.19965	0.000620462	3.87789	0.537232	0.276762	27.8497	0.7181663224072885
27	A1-1	4.3996	0.000869848	5.43655	0.513776	0.284557	39.1165	0.7195096154730481
28	A1-1	4.59958	0.00118058	7.37863	0.490812	0.276143	53.0223	0.7185927468920382
29	A1-1	4.79997	0.0015463	9.66437	0.457784	0.30269	67.5964	0.6994392805739019
30	A1-1	4.99996	0.00196455	12.2784	0.437966	0.303889	85.5855	0.6970411454261141
31	A1-1	5.19998	0.00242803	15.1752	0.411987	0.301999	103.483	0.6819218198112711
32	A1-1	5.39998	0.00294128	18.383	0.394449	0.311893	124.638	0.6780068541587336
33	A1-1	5.59995	0.00350815	21.9259	0.372947	0.309649	145.76	0.6647845698466197
34	A1-1	5.79999	0.00412357	25.7723	0.357501	0.31269	170.101	0.6600148221152167
35	A1-1	5.99998	0.00479946	29.9966	0.340184	0.317362	194.889	0.6497036330784156
36	A1-1	6.19993	0.0055305	34.5656	0.3274	0.322136	223.337	0.6461250491818454
37	A1-1	6.39992	0.00633397	39.5873	0.311142	0.319105	250.922	0.6338446926160664
38	A1-1	6.59992	0.00718911	44.9319	0.300528	0.32234	283.68	0.6313554512495576
39	A1-1	6.79989	0.00812218	50.7636	0.285308	0.321532	313.487	0.6175428850593734
40	A1-1	6.99986	0.00911495	56.9684	0.276171	0.323472	350.552	0.6153446472079258
41	A1-1	7.19986	0.010182	63.6375	0.265479	0.323384	387.184	0.6084211353368689
42	A1-1	7.39988	0.0113025	70.6406	0.253914	0.322182	422.49	0.5980838214850949
43	A1-1	7.59984	0.0124832	78.02	0.246017	0.323971	464.328	0.5951397077672391
44	A1-1	7.79986	0.013749	85.9313	0.235798	0.321659	503.07	0.5854327817686921
45	A1-1	7.99986	0.0150771	94.2319	0.228442	0.32231	548.16	0.5817138357605015
46	A1-1	8.19978	0.016477	102.981	0.219385	0.320939	589.68	0.5726104815451394
47	A1-1	8.39982	0.0179489	112.181	0.212268	0.32122	636.682	0.5675488719123559
48	A1-1	8.5998	0.0194853	121.783	0.204179	0.316598	680.67	0.5589203747649507
49	A1-1	8.64077	0.0200006	125.004	0.20214	0.314788	694.988	0.555972608876516
50	A2-1	-0.999971	-8.09743e-07	-0.00506089	14.5226	0.266123	0.233943	-4.622566386544659
51	A2-1	-0.799985	-4.34657e-07	-0.00271661	10.0438	-35.7355	0.0694795	-2.557580955676376
52	A2-1	-0.599967	-2.03477e-07	-0.00127173	54.4949	72.4694	0.132351	-10.407161897572598
53	A2-1	-0.39996	-8.17018e-08	-0.000510636	-114.183	51.4214	-0.0742298	14.536734581972286
54	A2-1	-0.199984	7.01094e-09	4.38184e-05	25858.9	691.229	0.721293	1646.0961605170428
55	A2-1	7.01904e-05	3.62727e-08	0.000226704	-2752380.0	177.137	-0.139411	-61.49472439833439
56	A2-1	0.200061	5.72793e-08	0.000357996	-181.406	-317.03	-0.0413563	-11.552168180650062
57	A2-1	0.4	9.61802e-08	0.000601126	-916.853	-102.984	-0.701738	-116.73725641546032
58	A2-1	0.599972	1.30735e-07	0.000817094	-91.7284	-103.273	-0.143139	-17.51805789786732
59	A2-1	0.799982	2.33976e-07	0.00146235	18.6779	54.7612	0.069552	4.756180121038055
60	A2-1	0.99998	4.21362e-07	0.00263351	-20.531	-17.6411	-0.172102	-6.535080557886623
61	A2-1	1.19999	7.30829e-07	0.00456768	1.39913	-12.4338	0.0244108	0.5344244780720191
62	A2-1	1.39999	1.16584e-06	0.0072865	8.62992	1.61241	0.280221	3.845755849859329
63	A2-1	1.59999	1.84669e-06	0.0115418	9.2509	1.45208	0.543783	4.711422828328337
64	A2-1	1.79997	2.82935e-06	0.0176834	-2.36865	1.19282	-0.239985	-1.3571202370584845
65	A2-1	1.99996	4.25906e-06	0.0266191	0.541966	-1.77152	0.0918412	0.34501992929888686
66	A2-1	2.19989	6.19116e-06	0.0386947	1.26117	-0.0290551	0.341726	0.8831338658782727
67	A2-1	2.39983	8.85105e-06	0.0553191	0.800202	-3.17015	0.338147	0.6112662715047785
68	A2-1	2.59983	1.26304e-05	0.07894	0.845173	0.884977	0.552126	0.6994248796554345
69	A2-1	2.79984	1.90347e-05	0.118967	0.415853	-0.414762	0.44091	0.37061538073583433
70	A2-1	2.99981	2.99777e-05	0.187361	0.408234	0.66664	0.73035	0.38980897838931267
71	A2-1	3.19987	5.04297e-05	0.315186	0.382322	0.212637	1.22738	0.3894145044513398
72	A2-1	3.39981	8.5664e-05	0.5354	0.680058	0.216755	3.9403	0.7359544265969369
73	A2-1	3.5998	0.000143733	0.898331	0.69397	0.463843	7.14342	0.7951879652377576
74	A2-1	3.7998	0.00022995	1.43719	0.626507	0.255031	10.8906	0.7577703713496475
75	A2-1	3.99971	0.000364576	2.2786	0.599435	0.219898	17.3896	0.7631703677696832
76	A2-1	4.19973	0.000519594	3.24746	0.556863	0.307618	24.1748	0.7444217942638247
77	A2-1	4.39966	0.000738979	4.61862	0.523759	0.279777	33.8776	0.7335004828282041
78	A2-1	4.59961	0.000983706	6.14816	0.504362	0.325905	45.4003	0.7384371909644512
79	A2-1	4.79997	0.00127907	7.99419	0.487866	0.314549	59.5887	0.7454000968203158
80	A2-1	4.99997	0.00160441	10.0276	0.45976	0.31734	73.3744	0.7317244405440982
81	A2-1	5.19999	0.00197567	12.3479	0.435503	0.328649	89.0099	0.7208505089934321
82	A2-1	5.39999	0.00237414	14.8384	0.41597	0.320694	106.094	0.7149962260081949
83	A2-1	5.59993	0.00281173	17.5733	0.398452	0.328932	124.814	0.7102479329437271
84	A2-1	5.8	0.00328477	20.5298	0.378763	0.326477	143.559	0.6992713031787937
85	A2-1	5.99999	0.00379783	23.7364	0.363619	0.324623	164.84	0.6944608280952462
86	A2-1	6.19998	0.00435301	27.2063	0.347227	0.324404	186.433	0.685256723626513
87	A2-1	6.40003	0.00494595	30.9122	0.331305	0.328653	208.636	0.6749309334178738
88	A2-1	6.60002	0.00557228	34.8268	0.318448	0.332894	232.995	0.6690106469730208
89	A2-1	6.80004	0.00625123	39.0702	0.30588	0.331642	258.677	0.6620826102758625
90	A2-1	6.99995	0.00697507	43.5942	0.294572	0.331939	286.131	0.6563510742254703
91	A2-1	7.19994	0.00774495	48.4059	0.282589	0.334716	313.497	0.6476421262697316
92	A2-1	7.39998	0.00855638	53.4774	0.272319	0.331993	343.027	0.6414429272926506
93	A2-1	7.59993	0.00941216	58.826	0.262067	0.331474	372.943	0.6339764729881344
94	A2-1	7.8	0.0103214	64.5087	0.253955	0.335168	406.744	0.6305258050464511
95	A2-1	7.99993	0.0112676	70.4225	0.24414	0.333055	437.81	0.6216905108452554
96	A2-1	8.19986	0.0122558	76.5988	0.235802	0.332791	471.438	0.6154639498268902
97	A2-1	8.3999	0.0132963	83.1019	0.227432	0.331126	505.343	0.6081004164766389
98	A2-1	8.59985	0.0143849	89.9056	0.219839	0.330159	541.044	0.6017912121158192
99	A2-1	8.79988	0.0154961	96.8506	0.212754	0.32878	577.175	0.5959436492907633
100	A2-1	8.99988	0.0166909	104.318	0.205902	0.328076	615.329	0.5898588930002492
101	A2-1	9.19981	0.0179144	111.965	0.199305	0.326278	653.476	0.5836431027553253
102	A2-1	9.39983	0.0191644	119.778	0.193344	0.324865	692.909	0.5784943812720199
103	A2-1	9.50672	0.0200009	125.006	0.189052	0.322001	715.141	0.5720853399036846
104	A3-1	-0.999969	-7.31026e-07	-0.00456891	-14.5962	-4.32407	-0.212271	4.645987773889177
105	A3-1	-0.79999	-3.98484e-07	-0.00249052	53.0539	14.7623	0.336468	-13.509949729373783
106	A3-1	-0.59997	-1.9462e-07	-0.00121638	-243.203	84.6122	-0.564957	46.44576530360579
107	A3-1	-0.399958	-8.03308e-08	-0.000502067	-521.385	135.167	-0.333262	66.37799337538615
108	A3-1	-0.199988	2.86613e-09	1.79133e-05	32761.5	8539.77	0.373589	2085.5397944543997
109	A3-1	6.20365e-05	3.23113e-08	0.000201946	-10332700.0	-257.548	-0.412046	-204.03771305200402
110	A3-1	0.200056	5.56631e-08	0.000347894	199.206	213.897	0.0441317	12.685386928202268
111	A3-1	0.399998	9.36937e-08	0.000585586	-659.583	-80.4631	-0.491776	-83.98014979866322
112	A3-1	0.599976	1.43827e-07	0.000898919	106.901	46.6658	0.183521	20.415743798940728
113	A3-1	0.799984	2.65341e-07	0.00165838	53.0978	68.1883	0.224229	13.520966244165994
114	A3-1	0.99999	4.73307e-07	0.00295817	35.5125	59.2832	0.334388	11.303880439596103
115	A3-1	1.19999	7.85113e-07	0.00490696	-17.9974	36.2425	-0.337327	-6.874459950763812
116	A3-1	1.4	1.24879e-06	0.00780494	3.9107	2.91629	0.13602	1.7427424169820653
117	A3-1	1.6	1.92089e-06	0.0120056	2.45329	4.72034	0.150004	1.2494502565469447
118	A3-1	1.79998	2.86597e-06	0.0179123	-2.2433	0.400588	-0.230227	-1.2853011617715202
119	A3-1	1.99997	4.20048e-06	0.026253	1.58034	3.4554	0.26412	1.0060564506913496
120	A3-1	2.19997	6.00419e-06	0.0375262	-0.693593	3.16546	-0.182266	-0.4857033219457339
121	A3-1	2.39992	8.46902e-06	0.0529314	0.0813952	0.0866734	0.0329124	0.06217934911980412
122	A3-1	2.5999	1.19459e-05	0.0746619	0.625514	2.11054	0.386494	0.5176589398341054
123	A3-1	2.79991	1.72409e-05	0.107756	0.092598	1.08401	0.0889274	0.0825266342477449
124	A3-1	2.99983	2.67503e-05	0.167189	0.287932	0.462508	0.459669	0.2749397388584177
125	A3-1	3.19986	4.42968e-05	0.276855	0.413014	0.40881	1.16466	0.4206750826244785
126	A3-1	3.39981	7.53774e-05	0.471109	0.688601	0.356322	3.5107	0.7451990940525441
127	A3-1	3.59985	0.000124353	0.777206	0.707699	0.340303	6.3026	0.8109304354315331
128	A3-1	3.79983	0.000200886	1.25554	0.704384	0.339953	10.6968	0.8519680774806059
129	A3-1	3.99978	0.000310464	1.9404	0.668371	0.417406	16.5118	0.8509482580911154
130	A3-1	4.19979	0.000462674	2.89171	0.613564	0.362646	23.7188	0.8202343941819894
131	A3-1	4.39974	0.000666661	4.16663	0.570274	0.36071	33.2771	0.798657428185368
132	A3-1	4.59971	0.000913651	5.71032	0.531213	0.351332	44.413	0.777767270485717
133	A3-1	4.80003	0.00121643	7.60269	0.513039	0.356498	59.5952	0.7838699197257812
134	A3-1	5.00003	0.00156056	9.7535	0.485464	0.3418	75.3599	0.7726446916491515
135	A3-1	5.20005	0.00195053	12.1908	0.458161	0.342675	92.4504	0.7583620435082195
136	A3-1	5.39999	0.00238613	14.9133	0.436875	0.340492	111.989	0.7509337302944352
137	A3-1	5.59996	0.00286028	17.8768	0.416725	0.349443	132.793	0.7428231003311555
138	A3-1	5.80002	0.00338626	21.1641	0.398654	0.345678	155.767	0.7359963334136579
139	A3-1	5.99999	0.00395633	24.7271	0.378247	0.347388	178.627	0.7223936490732841
140	A3-1	6.20006	0.00457859	28.6162	0.362341	0.348798	204.633	0.7150949462192744
141	A3-1	6.40005	0.00525772	32.8608	0.346103	0.351397	231.695	0.705080217158438
142	A3-1	6.60002	0.00599298	37.4561	0.331119	0.348235	260.556	0.695630351264547
143	A3-1	6.79997	0.00678231	42.3894	0.317365	0.346983	291.188	0.6869358849146249
144	A3-1	6.99995	0.00763019	47.6887	0.30435	0.350143	323.396	0.6781396850826298
145	A3-1	7.1999	0.00853729	53.3581	0.291486	0.345684	356.446	0.6680260354098067
146	A3-1	7.39996	0.00949633	59.3521	0.2809	0.348501	392.706	0.6616547687444927
147	A3-1	7.59995	0.0105308	65.8175	0.271937	0.350387	432.982	0.6578523948797813
148	A3-1	7.79993	0.0116187	72.6169	0.259867	0.346527	468.522	0.6451969169711183
149	A3-1	7.99989	0.0127615	79.7594	0.250555	0.344709	508.884	0.6380238567491732
150	A3-1	8.19984	0.0139719	87.3244	0.241553	0.343265	550.559	0.6304755600954601
151	A3-1	8.39991	0.0152413	95.2581	0.232813	0.342628	592.972	0.6224898460078461
152	A3-1	8.5999	0.016569	103.556	0.224671	0.340312	636.894	0.6150237552628529
153	A3-1	8.79988	0.0179611	112.257	0.216958	0.339092	682.206	0.6077180042224538
154	A3-1	8.99989	0.0194057	121.286	0.209945	0.33772	729.461	0.6014387480830434
155	A3-1	9.05636	0.0200005	125.003	0.206777	0.333012	745.121	0.5960824940201435
156	A5-1	-0.999977	-9.42633e-07	-0.00589146	-9.57631	-9.94536	-0.179581	3.0481578420289703
157	A5-1	-0.799999	-5.52086e-07	-0.00345054	19.5057	17.6768	0.171391	-4.967077616836784
158	A5-1	-0.599971	-2.75037e-07	-0.00171898	-13.3229	-21.374	-0.043737	2.544357700496806
159	A5-1	-0.399963	-1.18963e-07	-0.000743519	115.655	34.4662	0.109478	-14.724304288121758
160	A5-1	-0.200017	-3.71458e-08	-0.000232161	2592.61	-556.869	0.383217	-165.0651918280848
161	A5-1	5.57899e-05	2.41366e-08	0.000150854	8857540.0	629.435	0.237287	157.2957959351426
162	A5-1	0.200053	6.35438e-08	0.000397149	-418.332	-184.612	-0.105796	-26.638868535486683
163	A5-1	0.399978	1.08873e-07	0.000680456	233.418	109.441	0.202218	29.71801262682672
164	A5-1	0.599976	2.4531e-07	0.00153319	85.5092	-27.6706	0.250376	16.33039610224434
165	A5-1	0.799988	4.8062e-07	0.00300388	49.0863	11.9557	0.37547	12.499500645831393
166	A5-1	0.99999	8.21016e-07	0.00513135	-16.0414	19.4746	-0.262011	-5.106083194480985
167	A5-1	1.2	1.30367e-06	0.00814794	17.6823	16.7806	0.550324	6.75414890144012
168	A5-1	1.4	2.03306e-06	0.0127066	-9.64363	-0.834369	-0.546071	-4.297538287189335
169	A5-1	1.6	3.03811e-06	0.0189882	2.92912	6.98128	0.283263	1.4917843713464152
170	A5-1	1.79999	4.49205e-06	0.0280753	-1.08378	0.810886	-0.174335	-0.6209550743892318
171	A5-1	1.99997	6.26678e-06	0.0391674	0.146166	2.39772	0.0364454	0.09305034288719702
172	A5-1	2.20001	8.57527e-06	0.0535954	0.559307	2.28874	0.20992	0.3916754049787855
173	A5-1	2.39995	1.16418e-05	0.0727612	-0.0564422	-0.797017	-0.031373	-0.043117760564696565
174	A5-1	2.60001	1.60945e-05	0.100591	0.49072	0.891064	0.408523	0.40612281416826557
175	A5-1	2.79994	2.25401e-05	0.140876	0.107347	0.296836	0.13478	0.09567279025525996
176	A5-1	2.99989	3.26753e-05	0.204221	0.0851772	0.63343	0.166103	0.08133492637877593
177	A5-1	3.19996	4.97707e-05	0.311067	0.48271	0.602137	1.52945	0.49167864157882385
178	A5-1	3.39987	7.68379e-05	0.480237	0.529644	0.0937133	2.75266	0.5731878218462967
179	A5-1	3.59989	0.00011791	0.736938	0.645913	0.338832	5.45436	0.7401382477223322
180	A5-1	3.79988	0.000180849	1.13031	0.566332	0.268111	7.7426	0.6849979209243482
181	A5-1	3.99985	0.000272223	1.70139	0.554836	0.306541	12.0189	0.7064165182586003
182	A5-1	4.19986	0.000390114	2.43821	0.558162	0.288633	18.1935	0.7461826503869642
183	A5-1	4.39978	0.000552107	3.45067	0.541329	0.306379	26.1605	0.7581281316382035
184	A5-1	4.59972	0.000750441	4.69026	0.511815	0.32119	35.1472	0.7493657068051663
185	A5-1	4.80007	0.000985325	6.15828	0.495092	0.33015	46.5847	0.7564563482011211
186	A5-1	5.00001	0.00126617	7.91356	0.482497	0.34942	60.7697	0.7679186105873967
187	A5-1	5.20007	0.00159216	9.951	0.454459	0.324248	74.8551	0.7522369611094362
188	A5-1	5.40008	0.00196135	12.2584	0.434623	0.324555	91.5795	0.7470754747764798
189	A5-1	5.6002	0.00236208	14.763	0.417547	0.327832	109.884	0.7443202601097338
190	A5-1	5.80008	0.0028196	17.6225	0.398848	0.332022	129.765	0.7363597673428856
191	A5-1	6.0001	0.00331753	20.7346	0.384023	0.340048	152.076	0.7334407222709867
192	A5-1	6.2001	0.00385532	24.0958	0.366748	0.337876	174.404	0.7237941881987732
193	A5-1	6.40011	0.00444066	27.7541	0.35431	0.343549	200.331	0.7218068681744318
194	A5-1	6.60007	0.00508312	31.7695	0.335476	0.338301	223.908	0.7047891845952878
195	A5-1	6.80011	0.00578287	36.1429	0.32252	0.338742	252.317	0.6981094488820765
196	A5-1	7.00008	0.00652853	40.8033	0.308937	0.342483	280.879	0.6883732443209251
