	Pixel	Max Current (A)	Max Luminance (cd/m2)	Status	Turnon Voltage (V)	EQE(%)_max	EQE(%)_avg	CE(cd/A)_max	CE(cd/A)_avg	PE(lm/W)_max	PE(lm/W)_avg	V (V) @ 100 cd/m2	EQE(%) @ 100 cd/m2	CE(cd/A) @ 100 cd/m2	PE(lm/W) @ 100 cd/m2	λmax (nm) @ 100 cd/m2	FWHM (nm) @ 100 cd/m2	CIE-x @ 100 cd/m2	CIE-y @ 100 cd/m2	Hex Color @ 100 cd/m2	V (V) @ 250 cd/m2	EQE(%) @ 250 cd/m2	CE(cd/A) @ 250 cd/m2	PE(lm/W) @ 250 cd/m2	λmax (nm) @ 250 cd/m2	FWHM (nm) @ 250 cd/m2	CIE-x @ 250 cd/m2	CIE-y @ 250 cd/m2	Hex Color @ 250 cd/m2
0	A1-1	0.0196409	376.91	Working	3.4	0.258274	0.16085023333333334	0.4249409677871732	0.3589791414081118	0.392664	0.20036150000000003	6.39996	0.153551	0.35280874785591765	0.173186	581.0	31.0	0.5154898166290054	0.4094489304795983	#ffa800	8.19983	0.151038	0.3236789590391055	0.124011	580.5	31.5	0.495190624089679	0.3911670183104496	#ff9a02
1	A2-1	0.0200011	393.92	Working	3.6	0.153865	0.12252411176470587	0.3584672907482253	0.32799500718451724	0.271939	0.16418763235294118	6.99995	0.136745	0.3276003011376671	0.147028	581.0	31.5	0.5170415909051235	0.41085697420788897	#ffaa00	8.99987	0.143679	0.3126156036206469	0.109125	580.5	32.0	0.49643813736094505	0.39411640816576354	#ff9d00
2	A3-1	0.0199553	407.91	Working	3.6	0.185401	0.1518452125	0.4049887542893035	0.364934366067295	0.306434	0.18783665625	6.59996	0.158019	0.3743081731617915	0.178171	580.5	30.5	0.5139797210762624	0.40936345598722146	#ffa900	8.39989	0.162425	0.348792382247917	0.13045	580.5	31.5	0.49625629896003726	0.3940076357043097	#ff9d00
3	A4-1	0.0200008	414.64	Working	3.6	0.184781	0.15675490909090908	0.37939619773632316	0.34501931557950233	0.256869	0.17198309090909092	6.79996	0.168555	0.37726204144114595	0.174296	580.5	31.0	0.5129529391386581	0.4100073975697026	#ffab00	8.59977	0.163264	0.3527696557299737	0.128871	580.5	31.0	0.4953010860520278	0.394655673961068	#ff9e00
4	A5-1	0.0200006	325.13	Working	3.8	0.126786	0.10370178787878788	0.32782129150562045	0.2907206380157116	0.257486	0.14291732121212122	7.39996	0.121077	0.29041067430627127	0.123292	580.5	30.5	0.509924194980363	0.40654517031615284	#ffa800	9.39982	0.124181	0.2712604474894524	0.0906603	580.5	31.5	0.49053128655028727	0.3908021987843723	#ff9d05
5	B1-1	0.0200009	352.58	Working	3.6	0.153518	0.1252251285714286	0.34536870558592936	0.3127897065824837	0.278814	0.16972533928571426	6.59996	0.131307	0.30895788996863327	0.147064	581.0	31.5	0.518719922117718	0.4114240595690989	#ffa900	8.19983	0.134673	0.2926502612244151	0.112123	580.5	32.0	0.5002752848749575	0.3959984752487417	#ff9d00
6	B2-1	0.0200004	367.17	Working	3.4	0.320887	0.15865999999999997	0.4339813525565327	0.3418983076772607	0.401022	0.1913037333333333	6.60004	0.144135	0.3275021062678177	0.15589	580.5	31.0	0.5193788324689398	0.4146485155138252	#ffae00	8.39993	0.141213	0.3047637887316345	0.113982	580.5	32.0	0.49973292535733926	0.39685008739176864	#ff9f00
7	B3-1	0.0200014	375.29	Working	3.6	0.140823	0.12726476033333334	0.35924591732222816	0.3255612966919175	0.296953	0.17272840000000003	6.80001	0.13549	0.3217400353834946	0.148644	581.0	30.5	0.5188273769514423	0.41361179071287973	#ffac00	8.39996	0.136199	0.30719421838940847	0.114891	580.5	31.5	0.5013856217857546	0.39942723375107086	#ffa200
8	B4-1	0.020001	405.58	Working	3.6	0.183079	0.15028159677419353	0.4087060442767697	0.35648398361528494	0.315792	0.18658000000000002	6.80003	0.147496	0.35103651423618576	0.162178	580.5	31.0	0.5191053689595533	0.41494446504890775	#ffae00	8.39992	0.150566	0.33748357372008025	0.12622	580.5	31.5	0.5034712407546839	0.4009717260870555	#ffa300
9	B5-1	0.0200011	419.37	Working	3.6	0.155735	0.13601872121212122	0.4058205836759453	0.3721477045702709	0.331005	0.19011324242424243	6.99995	0.151657	0.37093495581832525	0.166477	580.5	30.0	0.5178106684249257	0.41526535801287423	#ffaf00	8.79989	0.15531	0.3512042445690409	0.125381	580.5	31.0	0.5027173612010211	0.4015731794757114	#ffa500
